13年11月30日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年11月30日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■10R  ダ1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳴海特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂマッサロｰザ, 54,岩崎翼,, 56,* -1,* -6, 5,  7.5,②②②, 1,15,Ｃラディウス, 59,デムｰ,, 66,  -6,*  6, 1,  1.8, ⑨⑨, 1, 6,Ｍブルｰチッパｰ, 68,藤岡康,, 79,*  6,* 13, 6, 14.7,①①①, 1,12,Ａデルマヌラリヒョン, 83,高倉稜,, 77,   6,  11, 2,  4.3, ⑦⑧
 2,12,Ｇパフュｰムボム, 50,北村友, 0.0, 56,  -2,* -3, 7, 14.6,⑨⑧⑦, 2, 4,Ｇフェイトカラｰ, 56,池添謙, 0.2, 62,* -3,  -3, 4,  8.5, ②②, 2, 4,Ｇショウナンアズサ, 72,デムｰ, 0.5, 73,*  5,  10, 4,  7.9,②②②, 2, 3,Ｊガッサンプレイ, 76,杉原誠, 0.1, 76,   6,  10, 6, 10.7, ⑥⑥
 3, 1,Ｅパラディドル, 51,酒井学, 0.1, 57,* -1,* -6, 4,  7.1,③⑤⑤, 3, 3,Ａエイシンヨｰク, 66,武豊  , 0.5, 60,* -2,  -5, 2,  5.6, ④③, 3,11,Ｉパｰティブロッサム, 72,池添謙, 0.5, 77,   4,* 13,10, 43.8,⑦⑦⑥, 3, 1,Ｂテムジン, 82,蛯名正, 0.3, 75,   2,* 13, 4,  6.6, ⑪⑪
 4, 2,Ｆホワイトマニキュア, 50,デムｰ, 0.8, 49,  -2, -11, 8, 17.3,⑥⑦⑥, 4, 5,Ｂブロンクスステップ, 60,北村友, 0.5, 60,  -5,  -3, 3,  8.0, ⑦⑦, 4,10,Ｂロゼラニ, 79,高倉稜, 0.6, 75,*  5,  10, 2,  4.3,④③③, 4, 2,Ｉラパヌイ, 76,村田一, 0.4, 75,  -1,* 16,13, 50.3, ⑯⑮
 5, 9,Ｍカネトシタシナミ, 28,川須栄, 1.0, 53,  -4,  -7,10, 44.0,⑫⑩⑩, 5,14,Ｆベアファｰスト, 56,蛯名正, 0.6, 59,  -4,  -5, 9, 53.9, ⑥⑥, 5,14,Ａブライトエルフ, 83,菱田裕, 0.6, 76,   2,* 16, 3,  5.4,⑬⑫⑫, 5,13,Ｈヴァレンティｰネ, 76,西田雄, 0.5, 73,*  9,   2,11, 43.4, ②②
 6,13,Ａニシノシュロ, 63,中井裕, 1.5, 49,* -1, -19, 2,  4.2,⑦④④, 6, 8,Ｅナスタイザン, 59,吉田隼, 0.7, 57,  -4,  -7, 6, 21.9, ⑤⑤, 6, 3,Ｃトゥザレジェンド, 75,武豊  , 0.6, 77,   4,  11, 1,  3.1,③⑤⑤, 6,11,Ｅウォｰタｰサムデイ, 78,北村友, 0.6, 72,   7,   4,16,186.7, ④④
 7,11,Ｊエスコルピオン, 45,伴啓太, 1.6, 45,* -1, -20,11, 65.5,⑤③③, 7,16,Ｒクイｰンズシアタｰ, 32,ルメｰ, 0.9, 55,  -9,  -3, 5, 11.6, ⑬⑬, 7,12,Ｅホワイトアルバム, 74,小林徹, 0.8, 74,*  5,   8, 5,  8.3,⑤④④, 7,14,Ｆキクノグラｰド, 77,水口優, 0.6, 74,   5,   7, 9, 40.9, ⑨⑩
 8,14,Ｄメイショウバロｰダ, 53,国分優, 2.0, 44,  -7, -10,14,141.2,⑬⑬⑬, 8, 6,Ｄハクユウドルフィン, 59,国分優, 1.0, 55,  -6,  -8,13,121.5, ⑧⑧, 8,13,Ｆブルｰメリディアン, 72,ルメｰ, 1.2, 70,   4,   8,13, 92.8,⑨⑨⑨, 8,15,Ｃモズベラベラ, 82,ルメｰ, 0.7, 70,   8,   3, 1,  4.2, ⑤⑤
