13年 2月23日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月23日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,くすのき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａナスノニシキ, 62,中舘英,, 65,  -4,* 11, 3,  4.6,⑦⑤⑤, 1,11,Ｉゴッドフロアｰ, 51,丸山元,, 67,  -7,*  8, 6, 15.5,⑯⑪⑥, 1, 8,Ｆマッシヴリｰダｰ, 61,中井裕,, 65,*  1,*  6, 1,  3.6, ②②, 1, 2,Ｇタイセイウインディ, 67,松山弘,, 72,   3,* 15,10, 42.7,⑤⑤③
 2,14,Ｂエｰシンザホット, 59,松山弘, 0.2, 63,* -2,   5, 1,  2.8,②②②, 2, 6,Ｇヤマニンアルゴシｰ, 54,勝浦正, 0.0, 66,  -6,*  3, 2,  4.5,⑬⑦③, 2, 6,Ｈキクノラフィカ, 57,藤岡康, 0.0, 64,*  3,   6,10, 19.5, ①①, 2, 4,Ｉブロｰドソｰド, 60,鮫島良, 0.0, 71,   4,  11, 2,  4.7,③③④
 3, 6,Ｈライブリｰゲイト, 51,丹内祐, 0.8, 63,  -4,   5,13,139.1,⑤⑥⑥, 3, 7,Ｂサンマルホｰム, 58,大野拓, 0.0, 70,  -7,* 10, 3,  5.8,⑮⑭⑩, 3, 1,Ｇエゾムサシ, 59,柴山雄, 0.4, 59,  -8,*  9, 2,  4.7, ⑩⑦, 3, 5,Ａコウセン, 76,川須栄, 0.7, 67,*  6,   2, 1,  2.7,②②②
 4, 5,Ｄティアップサニｰ, 53,黛弘人, 0.9, 56,* -3,   0, 6, 16.5,③③③, 4,13,Ｄデンコウウンリュウ, 56,武幸四, 0.3, 61,* -3,  -5,13, 91.3,⑪③②, 4,11,Ａモンサンジュピタｰ, 64,丸山元, 0.4, 59,*  1,   3, 3,  5.5, ③③, 4, 3,Ｄタマノペルセウス, 70,勝浦正, 0.8, 65,   3,   6, 7, 14.1,⑥⑥⑤
 5, 9,Ｇベルモントホウオウ, 52,丸山元, 1.1, 57,* -1,  -4,10, 32.4,①①①, 5,12,Ｅエｰシンアプロｰズ, 55,高倉稜, 0.5, 59,* -5,  -5, 7, 35.4,⑭④④, 5, 3,Ｂオｰパルス, 64,大野拓, 0.5, 58,  -3,   5, 5, 11.8, ⑥⑤, 5,10,Ｈアチｰヴ, 67,大野拓, 0.8, 68,  -2,* 15, 9, 24.6,⑩⑩⑩
 6, 3,Ｃマンハッタンケイ, 58,菱田裕, 1.1, 59,  -5,   3, 4,  9.9,⑨⑧⑦, 6,14,Ｍシゲルペガススザ, 45,村田一, 1.3, 53,  -6, -10,15,170.3,⑫⑫⑧, 6,13,Ｅクｰルテツマル, 62,横山和, 0.8, 55,   0,   0,11, 29.2, ④⑥, 6, 7,Ｅマイティウォリアｰ, 67,丸田恭, 0.8, 65,   0,  12, 5, 10.9,⑨⑨⑦
 7,12,Ｅトウショウアミラル, 53,横山和, 1.1, 58,  -5,   4, 5, 13.9,⑪⑩⑨, 7, 5,Ａクリノヒマラヤオｰ, 63,吉田隼, 1.4, 47,* -4, -19, 4,  9.9,③②⑤, 7, 2,Ｉウォｰタｰメジャｰ, 57,鮫島良, 0.9, 54,  -3,   1,14,185.7, ⑤④, 7, 6,Ｊアドマイヤイバマ, 53,丸山元, 0.8, 66,   2,   8, 8, 24.4,⑧⑦⑨
 8, 2,Ｉヒｰトヘイズ, 50,高倉稜, 2.3, 52, -10,   3,12, 79.8,⑯⑮⑬, 8, 1,Ｃバジンガ, 56,北村友, 1.5, 46,* -3, -22, 1,  2.1,①①①, 8, 4,Ｄキングスウィｰプ, 63,西田雄, 1.0, 52,  -7,   3, 7, 14.9, ⑪⑧, 8, 8,Ｆタガノギャラクシｰ, 67,中舘英, 0.9, 63,*  6,   0, 4,  9.0,①①①
 9, 7,Ｆトミケンブリランテ, 52,川須栄, 2.6, 50,  -9,  -4, 8, 27.0,⑭⑭⑫, 9,10,Ｌジェットソング, 49,松田大, 1.6, 48,  -6, -16, 5, 14.9,⑤⑧⑪, 9,12,Ｋメイショウジビュス, 53,武幸四, 1.6, 50,  -6,  -4, 9, 17.0, ⑨⑩, 9, 9,Ｃポイントキセキ, 73,荻野琢, 1.3, 61,   1,   5, 6, 12.6,⑦⑧⑧
10,16,Ｊフェｰトグランド, 48,大野拓, 3.0, 43,* -3, -18, 2,  4.4,④④④,10, 3,Ｑハリバット, 39,丸田恭, 1.9, 42,  -6, -23,14,132.4,④⑤⑦,10, 7,Ｊメイショウヨシミツ, 54,水口優, 2.1, 41, -10,  -5,13, 97.6, ⑫⑫,10, 1,Ｂミヤジエルビス, 74,中井裕, 1.9, 60,   4,  -4, 3,  4.7,④④⑥
11, 1,Ｐスズカブルパップ, 38,水口優, 3.3, 43,  -5, -15,15,182.4,⑩⑨⑩,11,16,Ｋテワヒポウナム, 50,柴山雄, 2.0, 44,  -7, -19,10, 72.5,⑧⑬⑬,11,14,Ｍニシノコハク, 48,勝浦正, 2.5, 36, -11,  -8,12, 51.3, ⑭⑭,,,,,,,,,,,,
12, 4,Ｍスｰサンタイガｰ, 46,柴山雄, 3.4, 43,  -7, -12, 7, 18.6,⑬⑪⑪,12,15,Ｊファインドラゴン, 50,荻野琢, 2.2, 44,  -9, -15,18,404.5,⑰⑱⑮,12, 5,Ｃシュｰサクオｰ, 63,高倉稜, 2.5, 36, -11,  -8, 8, 16.8, ⑬⑬,,,,,,,,,,,,
13, 8,Ｌリリｰゴｰゴｰ, 48,中井裕, 4.1, 40,  -4, -24, 9, 27.5,⑥⑦⑧,13,18,Ｏモスコｰオペラ, 42,川須栄, 2.7, 37,  -6, -34, 8, 45.4,⑥⑨⑨,13,10, エヌワイグレｰス,---,川須栄, 2.8, 35,  -2, -17, 4,  8.4, ⑧⑪,,,,,,,,,,,,
14,13,Ｎシゲルカラスザ, 41,鮫島良, 4.1, 38,  -9, -17,16,280.9,⑫⑬⑭,14, 4,Ｈメイショウユウスゲ, 51,松山弘, 3.1, 33,  -9, -32, 9, 48.0,⑦⑮⑭,14, 9,Ｌトウショウクルス, 51,菱田裕, 2.9, 35,  -3, -17, 6, 13.7, ⑦⑨,,,,,,,,,,,,
15,11,Ｋスピｰディシャｰプ, 48,村田一, 4.3, 40,  -9, -14,14,142.4,⑮⑯⑮,15, 9,Ｐアテンファｰスト, 42,古川吉, 3.4, 30, -11, -31,11, 74.4,⑩⑰⑱,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｏゴットファザｰ, 40,勝浦正, 5.6, 28,  -7, -32,11, 41.3,⑧⑫⑯,16, 8,Ｎスイｰトサンバ, 43,西村太, 3.7, 30,  -8, -41,17,288.6,⑱⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,17,Ｒダイショウザｰ, 32,菱田裕, 4.2, 27,  -6, -55,16,205.3,⑨⑩⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 2,Ｆコスモフルｰリング, 54,中井裕, 4.4, 29,  -4, -58,12, 82.5,②⑥⑫,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-3),,,,,,,,,,,
"単勝:460円 複勝:10=160円 14=140円 06=2,380円 枠連:620円",,,,,,,,,,,,"単勝:1,550円 複勝:11=340円 06=170円 07=180円 枠連:1,570円",,,,,,,,,,,,"単勝:360円 複勝:08=160円 06=450円 01=190円 枠連:1,570円",,,,,,,,,,,,"単勝:4,270円 複勝:02=690円 04=190円 05=130円 枠連:11,790円",,,,,,,,,,,
"馬連:600円 ワイド:10-14=300円 06-10=6,420円 06-14=5,370円",,,,,,,,,,,,"馬連:3,610円 ワイド:06-11=990円 07-11=1,580円 06-07=540円",,,,,,,,,,,,"馬連:3,520円 ワイド:06-08=1,210円 01-08=360円 01-06=1,790円",,,,,,,,,,,,"馬連:5,380円 ワイド:02-04=2,650円 02-05=1,280円 04-05=270円",,,,,,,,,,,
"馬単:1,450円 3連複:20,120円 3連単:83,520円",,,,,,,,,,,,"馬単:8,450円 3連複:6,480円 3連単:54,970円",,,,,,,,,,,,"馬単:5,400円 3連複:5,880円 3連単:33,510円",,,,,,,,,,,,"馬単:28,450円 3連複:5,820円 3連単:79,440円",,,,,,,,,,,
■ 2R  ダ1000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 8R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝1800m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太宰府特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｄテングジョウ, 68,宮崎北,, 63, -11,* 10, 5, 13.9, ⑨⑧, 1, 2,Ｂデンコウリキ, 68,武幸四,, 64, -10,  12, 2,  3.9,⑩⑦④, 1,10,Ｄルナ, 76,横山和,, 81,* 15,*  1, 1,  2.6,①①①, 1, 3,Ｅフェｰタルロｰズ, 78,吉田隼,, 77,   8,  12, 4,  7.6,⑤⑧⑥
 2, 3,Ｇカルブンクルス, 65,勝浦正, 0.0, 65,  -8,*  7, 2,  3.1, ⑥④, 2, 1,Ｅエリンジュｰム, 57,大野拓, 0.0, 63,* -9,   9, 6, 11.0,③③②, 2,16,Ｉシベリアンスパｰブ, 67,丸山元, 0.0, 80,* 13,*  3, 7, 12.5,③②②, 2, 1,Ｍニシノテキｰラ, 75,柴山雄, 0.0, 77,  11,   7,14, 44.5,⑧③③
 3,10,Ｃミヤジガンバレ, 68,中井裕, 0.2, 65,* -2,   2, 1,  3.0, ③③, 3, 6,Ｄプランスペスカ, 62,北村友, 0.0, 65, -11,* 13, 5,  9.8,⑥⑧⑤, 3, 1,Ｃエｰブフウジン, 78,吉田隼, 0.6, 76,   9,*  3, 2,  5.7,⑤⑧⑤, 3,11,Ｎクリスティロマンス, 74,川須栄, 0.1, 77,   9,   9,10, 18.7,⑦⑦⑤
 4, 9,Ｌアラマサスチｰル, 61,丹内祐, 0.2, 64,  -8,   7,12, 75.2, ⑦⑤, 4, 8,Ｆショウナンバｰキン, 57,丸山元, 0.1, 62, -10,  10, 4,  7.5,⑤⑥⑥, 4, 5,Ｈカシノスタｰライト, 70,二本柳, 0.7, 74,  10,  -1, 5, 10.2,④④⑥, 4, 4,Ｄマイファｰストラヴ, 80,武幸四, 0.1, 78,   5,* 16, 6, 10.3,⑬⑫⑫
 5,11,Ａタガノプラｰジュ, 69,西村太, 0.6, 58, -11,   4, 3,  7.3, ⑩⑩, 5,16,Ａレッドカチュｰシャ, 70,吉田隼, 0.4, 60, -13,  10, 1,  3.0,⑫⑩⑨, 5, 4,Ｏダノンハロｰ, 54,中井裕, 1.0, 72,   8,   0, 9, 27.5,⑨⑪⑧, 5,14,Ｉハイタッチクイｰン, 76,丸山元, 0.2, 74,  11,   5, 7, 12.0,④⑤④
 6,12,Ｋカプリｰスレディｰ, 61,伊藤工, 0.6, 60, -13,   7,13,134.3, ⑪⑫, 6, 7,Ｋマルイチワンダｰ, 43,高倉稜, 0.6, 59, -13,   9,15,273.1,⑨⑪⑩, 6, 9,Ｋサンライズトリプル, 65,藤岡康, 1.1, 72,   6,*  3, 4,  9.2,⑯⑭⑨, 6, 5,Ｊマイネマオ, 76,丹内祐, 0.2, 75,   6,  11, 8, 14.7,⑫⑪⑪
 7, 7,Ｊハロｰエフェクト, 63,高倉稜, 0.8, 55, -16,   6,11, 49.1, ⑫⑪, 7, 3,Ｇナリタカマｰ, 55,松山弘, 0.7, 63, -19,* 19, 7, 17.3,⑯⑯⑮, 7,13,Ｊメイショウデビッド, 66,水口優, 1.3, 69,   8,  -3,12, 69.1,⑭⑬⑬, 7,13,Ｌサンレガｰロ, 76,藤岡康, 0.3, 75,   8,   8, 5,  9.3,⑩⑨⑨
 8, 8,Ｈケツァｰル, 65,柴山雄, 1.1, 53,  -8,  -3,10, 25.9, ⑧⑨, 8,15,Ｉクリノチョモラｰリ, 46,西村太, 0.9, 48,* -8,  -9,10,108.2,①①①, 8, 6,Ｂマイネルナタリス, 81,大野拓, 1.5, 66,* 12, -14, 3,  6.4,⑥⑤④, 8, 9,Ｃヤマニンリップル, 81,伊藤工, 0.3, 73,   9,   6, 2,  6.5,⑥⑥⑧
