13年 8月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 8月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 7R  芝1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
18,15,Ｑダムキナ, 19,田辺裕, 3.2,  2, -15, -29,12,130.1, ⑰⑱,,,,,,,,,,,,,18,11, キュｰトハｰト,---,西村太, 2.4, 33, -28,  -6,13,168.3,   ,18,12,Ｋトレノソルｰテ, 74,山崎亮, 1.4, 64, -12,   8,16,218.6, ⑭⑯
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,
"単勝:680円 複勝:13=230円 07=160円 04=1,120円 枠連:930円",,,,,,,,,,,,単勝:180円 複勝:11=110円 09=130円 12=150円 枠連:320円,,,,,,,,,,,,単勝:240円 複勝:15=130円 08=140円 03=240円 枠連:450円,,,,,,,,,,,,"単勝:680円 複勝:06=250円 04=490円 18=240円 枠連:1,860円",,,,,,,,,,,
"馬連:1,180円 ワイド:07-13=490円 04-13=3,490円 04-07=2,170円",,,,,,,,,,,,馬連:370円 ワイド:09-11=150円 11-12=190円 09-12=290円,,,,,,,,,,,,馬連:490円 ワイド:08-15=230円 03-15=620円 03-08=770円,,,,,,,,,,,,"馬連:6,780円 ワイド:04-06=1,940円 06-18=980円 04-18=1,950円",,,,,,,,,,,
"馬単:3,110円 3連複:19,540円 3連単:97,430円",,,,,,,,,,,,"馬単:520円 3連複:510円 3連単:1,440円",,,,,,,,,,,,"馬単:810円 3連複:1,750円 3連単:4,920円",,,,,,,,,,,,"馬単:12,810円 3連複:14,690円 3連単:101,030円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝1600m 2 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,新潟2歳ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａアポロレジｰナ, 66,北村宏,, 64,   7,* -1, 2,  3.2, ⑥⑤, 1, 2, イオラニ,---,田辺裕,, 45, -39,* 12, 1,  3.3, ③③, 1,11,Ｈエタｰナルスタｰ, 69,嶋田純,, 70,   3,   4, 6,  8.5, ④④, 1,17,Ｂハｰプスタｰ, 62,川田将,, 76, -11,* 24, 1,  2.6, ⑱⑱
 2, 2,Ｄマリｰズミイ, 61,内田博, 0.0, 67,* 12,  -5, 5,  7.3, ①①, 2,13, ディルガ,---,内田博, 0.2, 41,*-37,   6, 2,  3.5, ②②, 2,15,Ｇセイユウスマイル, 71,柴田善, 0.2, 68,*  8,  -2, 5,  7.9, ①①, 2, 3,Ｑイスラボニｰタ, 43,蛯名正, 0.5, 68,  -5,   6, 4,  8.5, ⑫⑭
 3,10,Ｆヴェルタｰト, 55,田辺裕, 0.6, 56,   3,* -3, 4,  6.0, ⑧⑧, 3,10, ダイワアンビシャス,---,北村宏, 0.3, 38,*-36,   3, 3,  5.6, ①①, 3, 9,Ｊフォｰスライト, 67,石橋脩, 0.3, 68,  -8,* 13, 9, 23.7, ⑭⑬, 3,18,Ｋピｰクトラム, 53,小牧太, 0.5, 67,  -4,   5, 6, 16.3, ⑩⑨
 4, 6,Ｃナルミチャン, 65,柴田善, 0.6, 59,* 10,  -9, 3,  5.8, ③③, 4,14, ガラッシアファｰタ,---,蛯名正, 0.5, 37,*-37,   3, 5,  7.4, ④④, 4,13,Ｃエバｰダンシング, 72,横山典, 0.4, 66, -11,* 14, 2,  6.4, ⑮⑮, 4,13,Ｍウインフェニックス, 51,石橋脩, 0.5, 69,  -8,* 12,14, 62.7, ⑰⑰
 5, 9,Ｅヤマニンソルシェ, 60,江田照, 1.1, 57,* 11, -14, 6, 20.0, ②②, 5, 1, ドナアヴィｰド,---,小牧太, 0.6, 39, -39,   6, 9, 44.9, ⑥⑦, 5,10,Ｂレディｰピンク, 73,西村太, 0.5, 67,*  5,  -1, 7,  9.0, ③②, 5, 8,Ｃマｰブルカテドラル, 59,田辺裕, 0.5, 66,*  0,  -1, 5, 13.3, ②②
 6, 7,Ｇボｰラトウショウ, 53,杉原誠, 1.3, 50,   1,  -7,10, 85.3, ⑪⑩, 6,12, ヴィｰタアレグリア,---,武士沢, 0.8, 35, -40,   3, 8, 32.0, ⑧⑥, 6, 6,Ｅマイネエレｰナ, 71,柴田大, 0.6, 66,  -1,   4, 4,  7.0, ⑧⑧, 6, 9,Ｏマイネルメリエンダ, 49,内田博, 0.7, 65,* -2,  -1,10, 36.6, ④④
 7,15,Ｈイナズマデｰア, 48,武士沢, 1.3, 51,   0,  -6, 7, 46.7, ⑫⑪, 7, 8, サムデイオｰラム,---,大野拓, 0.9, 37, -43,*  8,11, 61.5, ⑨⑨, 7, 1,Ａエトルアンフルｰル, 73,松岡正, 0.8, 63,*  4,  -3, 1,  4.3, ②③, 7, 6,Ｈマイネグラティア, 58,柴田大, 1.1, 62,  -3,  -4, 3,  6.8, ⑤⑤
 8, 5,Ｊピｰコックグリｰン, 44,花田大, 1.9, 45,   1, -12,13,250.4, ⑩⑨, 8, 9, ミスキティラビット,---,江田照, 1.7, 21, -40, -10,12, 99.3, ⑤⑤, 8, 4,Ｆドリｰミングラヴ, 71,木幡初, 0.9, 64,  -8,   8, 3,  6.8, ⑬⑭, 8, 2,Ａモズハツコイ, 63,松岡正, 1.2, 58,  -4,  -7, 7, 18.1, ⑥⑥
 9,11,Ｎサンテレｰズ, 22,山崎亮, 2.8, 37,  -1, -17, 8, 61.6, ⑬⑬, 9, 4, シゲルブンゴ,---,松岡正, 2.2, 18, -44, -10, 6, 19.5, ⑪⑩, 9, 8,Ｉビｰキュｰト, 68,田辺裕, 1.1, 61,   0,  -2,13, 70.2, ⑦⑥, 9, 4,Ｇダウトレス, 58,横山典, 1.4, 55,  -8,  -2, 2,  5.9, ⑪⑬
10, 1,Ｂナスノクロス, 66,大野拓, 3.2, 37,   8, -31, 1,  3.1, ④④,10, 3, ラブセッタｰ,---,福永祐, 2.3, 16, -45, -10, 7, 19.8, ⑩⑫,10,14,Ｎロクイチスマイル, 62,大野拓, 1.5, 58,  -7,   0,14, 87.2, ⑫⑫,10, 5,Ｄアポロスタｰズ, 59,大野拓, 1.4, 55,* -2, -12, 9, 25.8, ③③
11, 3,Ｋブｰケトウショウ, 44,原田和, 3.6, 31,   5, -31,11, 92.0, ⑦⑦,11, 5, トップオブスタｰズ,---,戸崎圭, 2.5, 14, -45, -12, 4,  6.9, ⑬⑭,11, 5,Ｄオリアｰナ, 71,三浦皇, 1.6, 56,  -4,  -3,10, 25.5, ⑩⑩,11,11,Ｅユｰルドゥｰ, 59,北村宏, 1.5, 55,  -8,  -4,15, 72.9, ⑮⑮
12, 8,Ｌイイトコドリ, 36,西田雄, 3.7, 32,  -7, -19,14,265.8, ⑮⑮,12, 7, ロブロイクリス,---,三浦皇, 2.7, 12, -45, -16,13,163.8, ⑫⑪,12,12,Ｋジョウノソナタ, 66,杉原誠, 1.7, 55,  -6,  -3,12, 47.6, ⑪⑪,12, 7,Ｐアポロムｰン, 49,西田雄, 1.6, 52,*  1, -19,13, 58.3, ①①
13,13,Ｍギンノクツワ, 34,嘉藤貴, 4.1, 26,  -4, -27,15,462.8, ⑭⑭,13,11, トラピｰズ,---,大庭和, 3.1,  0, -41, -30,14,222.7, ⑦⑧,13, 3,Ｌサクラベリｰ, 66,戸崎圭, 2.5, 48,  -1, -14, 8, 14.4, ⑨⑨,13,12,Ｆデスティニｰラブ, 59,柴田善, 1.7, 53,  -5, -11,11, 38.7, ⑨⑧
14, 4,Ｉダイワボビｰ, 46,嶋田純, 4.7, 20,   1, -37,12,132.5, ⑨⑫,14, 6, アポロフェアリｰ,---,西田雄, 3.3,  1, -45, -23,10, 48.5, ⑭⑬,14, 7,Ｏハルトリｰゲル, 56,原田和, 2.7, 47,   0, -17,15,314.2, ⑤⑦,14,16,Ｎコロナプリンセス, 50,二本柳, 1.8, 52,  -5, -11,18,240.2, ⑭⑫
15,14, エキスカベイタｰ,---,松岡正, 4.9, 20,   8, -45, 9, 71.7, ⑤⑥,,,,,,,,,,,,,15, 2,Ｍジプシｰマイラブ, 64,北村宏, 2.8, 46,   0, -17,11, 39.1, ⑥⑤,15,14,Ｒセトアロｰ, 38,福永祐, 1.9, 50,  -7, -12,16, 81.6, ⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｉマキャヴィティ, 57,戸崎圭, 2.0, 48,  -5, -15, 8, 18.8, ⑬⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 1,Ｌアラマサクロフネ, 53,江田照, 2.2, 47,  -8, -13,12, 43.5, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,15,Ｊタカミツスズラン, 54,三浦皇, 2.8, 40,  -3, -31,17, 96.2, ⑦⑦
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-22 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,
単勝:320円 複勝:12=140円 02=190円 10=200円 枠連:930円,,,,,,,,,,,,単勝:330円 複勝:02=140円 13=140円 10=160円 枠連:370円,,,,,,,,,,,,"単勝:850円 複勝:11=270円 15=320円 09=700円 枠連:1,570円",,,,,,,,,,,,単勝:260円 複勝:17=150円 03=300円 18=390円 枠連:550円,,,,,,,,,,,
馬連:990円 ワイド:02-12=390円 10-12=440円 02-10=810円,,,,,,,,,,,,馬連:670円 ワイド:02-13=260円 02-10=340円 10-13=380円,,,,,,,,,,,,"馬連:3,770円 ワイド:11-15=1,410円 09-11=3,360円 09-15=2,540円",,,,,,,,,,,,"馬連:1,640円 ワイド:03-17=720円 17-18=830円 03-18=2,360円",,,,,,,,,,,
"馬単:1,650円 3連複:2,070円 3連単:8,690円",,,,,,,,,,,,"馬単:1,260円 3連複:1,060円 3連単:3,780円",,,,,,,,,,,,"馬単:7,630円 3連複:28,400円 3連単:149,710円",,,,,,,,,,,,"馬単:2,340円 3連複:8,280円 3連単:31,910円",,,,,,,,,,,
■ 3R  芝2400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,糸魚川特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂセプテントリオ, 62,内田博,, 65,   7,* -9, 2,  5.4,⑬⑬⑫, 1,10, アｰスコネクタｰ,---,横山典,, 54,*  3, -10, 1,  2.2, ②②, 1,12,Ｅアドマイヤイチバン, 73,福永祐,, 78,   3,* 11, 4,  8.0, ⑨⑨, 1,12,Ｅプラントハンタｰ, 73,内田博,, 73,   8,*  4, 3,  4.9,④③④
 2,10,Ｄサンヴァレリアン, 60,石橋脩, 0.4, 61,  10, -23, 1,  3.0,⑨⑦⑥, 2,13, カンナカムイ,---,木幡初, 0.3, 53,*  2, -12, 5, 12.7, ③③, 2, 6,Ｄタイセイドリｰム, 75,小牧太, 0.0, 78,   3,  10, 1,  3.2, ⑦⑧, 2, 8,Ｂバサラヴォｰグ, 76,西田雄, 0.3, 74,   8,   3, 1,  2.3,⑤⑤③
 3,16,Ｌアンスｰリｰル, 53,長岡禎, 0.4, 61,  10, -23, 9, 20.6,⑧⑥⑤, 3, 7, マｰセブナカヤマ,---,田辺裕, 0.4, 50,   0, -11, 2,  4.4, ④④, 3,16,Ｇウィケットキｰパｰ, 72,蛯名正, 0.0, 80,   2,* 15, 8, 13.7, ⑩⑩, 3,15,Ｃヒラボクジャパン, 75,長岡禎, 0.5, 71,   7,   2, 8, 45.7,⑥⑦⑤
 4,15,Ｏスイｰトクラウン, 49,西村太, 0.4, 60,   8,*-19,16,217.9,⑪⑩⑧, 4, 6, シゲルキシュウ,---,大野拓, 0.4, 49, -10,* -1, 7, 22.7, ⑧⑧, 4, 4,Ａユキノユウダン, 80,江田照, 0.2, 75,   3,   6, 5,  8.6, ⑥⑥, 4, 6,Ａアメリカンダイナｰ, 76,石橋脩, 0.8, 68,* 10,  -6, 2,  4.1,①①①
 5, 6,Ｒコウヨウセレクト, 44,江田照, 0.5, 59,   8, -22,13, 74.9,⑥⑧⑨, 5, 5, ピュアモトヒメ,---,小牧太, 1.1, 46,*  4, -21,13, 99.9, ①①, 5, 8,Ｃトルｰクマクト, 76,武士沢, 0.3, 76,   3,   7, 3,  6.6, ⑧⑤, 5, 3,Ｉフレンドワン, 67,北村宏, 0.9, 69,   3,*  7, 9, 56.1,⑮⑬⑪
 6, 3,Ｊテンカイチ, 55,大庭和, 1.1, 56,   5,*-16,14,164.0,⑱⑱⑱, 6,12, ジョックロック,---,嘉藤貴, 1.5, 38, -15,  -7,11, 70.8, ⑨⑨, 6,11,Ｎミラクルルｰジュ, 66,大野拓, 0.4, 75,   0,  10, 9, 19.6, ⑫⑫, 6,14,Ｎコウジョウ, 56,横山義, 1.0, 68,   4,*  5,11, 64.1,⑪⑪⑫
 7,13,Ｉスイｰトワルツ, 56,木幡初, 1.2, 55,   7, -27,15,216.5,⑦⑪⑩, 7, 1, マイネアバンガルド,---,柴田大, 1.9, 36, -20,* -5, 9, 64.4, ⑫⑫, 7, 2,Ｂトミケンスラｰヴァ, 78,嶋田純, 0.4, 73,   0,  10,12, 79.3, ⑪⑪, 7, 7,Ｋショウナンハヤブサ, 64,戸崎圭, 1.1, 65,*  9,  -7, 6, 18.8,②②②
 8, 5,Ｐバトルトウショウ, 48,武士沢, 1.4, 54,   7, -28,18,273.1,⑭⑭⑰, 8, 8, ニシノモリンガ,---,蛯名正, 3.2, 26, -17, -20, 3,  6.5, ⑪⑩, 8, 1,Ｆマクベスバロｰズ, 72,北村宏, 0.6, 74,  -1,* 11, 2,  6.2, ⑰⑰, 8,13,Ｊトウショウアミラル, 65,山崎亮, 1.5, 65,   4,   1,13,117.1,⑬⑫⑬
 9, 1,Ａリネンウインド, 63,杉原誠, 1.6, 54,   6, -28, 5, 13.8,⑮⑮⑮, 9,14, メアリｰアｰト,---,内田博, 3.3, 27, -26, -12, 4,  7.6, ⑭⑭, 9,15,Ｋエグゼビア, 67,柴田善, 0.9, 67,*  4,  -6, 7, 13.4, ③④, 9,11,Ｇマイネルソウル, 72,蛯名正, 1.5, 65,   5,  -3, 5, 17.3,⑩⑩⑨
10,14,Ｃポンデザムｰル, 61,松岡正, 1.6, 53,   6, -27, 4,  7.6,⑰⑰⑯,10, 3, オｰシャントゥビｰ,---,池添謙, 3.3, 25, -17, -21, 6, 19.0, ⑩⑪,10, 3,Ｉトｰセンジャステス, 69,内田博, 1.2, 64,   3,  -9, 6,  9.9, ④③,10, 5,Ｆドンビザッツウェイ, 72,大野拓, 1.7, 65,   2,   3,10, 58.0,⑭⑭⑭
11,12,Ｈドクタｰルキア, 58,原田和, 1.8, 52,* 13, -51,12, 44.1,④②②,11,15, ヤマタケカントウ,---,岩部純, 4.1, 18,   0, -44,14,115.8, ⑤⑤,11,10,Ｊディｰプスノｰ, 67,木幡初, 1.3, 66,  -1,   1,15,203.4, ⑭⑮,11, 9,Ｈヤマニンミミック, 72,三浦皇, 1.9, 61,   6,  -9,12, 89.2,⑦⑧⑧
12,11,Ｇスキルアップ, 59,蛯名正, 1.9, 51,  10, -44,11, 28.0,③⑤⑦,12, 9, パルファイア,---,柴田善, 4.3, -1, -40,  -8,12, 85.0, ⑮⑮,12, 9,Ｌビバゴｰルデン, 67,柴田大, 1.4, 63,*  6, -17,10, 22.1, ①①,12, 4,Ｄマイネルガネｰシャ, 73,松岡正, 2.2, 58,   7, -12, 4,  7.4,⑨⑥⑦
13,17,Ｋマイネカトレア, 54,柴田大, 2.1, 52,  10, -50, 7, 16.3,⑤④④,13,11, ベイヒロイン,---,石橋脩, 4.9,  1, -24, -28,15,147.4, ⑬⑬,13, 5,Ｍチェルカトロｰバ, 67,西田雄, 1.6, 62,  -1,  -4,16,375.2, ⑮⑭,13, 2,Ｌダンディｰソル, 64,江田照, 3.4, 51,   8, -24, 7, 34.1,③④⑥
