13年 8月25日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 8月25日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2900m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天草特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂデリッツァリモｰネ, 56,武豊  ,, 51,  -3,*-12, 1,  1.6,⑥⑤④, 1, 3, メイショウブシドウ,,高田潤,,,,, 5,  9.6,②①①, 1, 6,Ｊヤマニンシェリル, 66,武幸四,, 79,*  0,  12, 6, 12.8,①①①, 1,17,Ｅアンバルブライベン, 76,田中健,, 81,*  6,  11, 4,  8.6, ①①
 2,14,Ａハピネスダンサｰ, 68,藤岡康, 0.1, 50,  -4,*-11, 2,  5.4,⑩⑨⑥, 2, 1, コウエイキング,,植野貴,192.7,,,, 3,  5.0,④④③, 2, 1,Ｃヤマニンプｰドレ, 72,岩崎翼, 0.2, 79,  -4,* 17, 3,  7.7,⑥⑫⑨, 2, 2,Ｄトｰホウアマポｰラ, 76,幸英明, 0.0, 81,*  3,  13, 1,  3.6, ②②
 3, 5,Ｈワクワクカンヲ, 41,北村友, 0.1, 51,  -4,*-11, 4, 10.0,⑦⑥⑤, 3, 2, ユウタｰチェイサｰ,,中村将,193.4,,,, 8, 17.6,⑨⑥⑥, 3, 5,Ｋエイティグロｰリｰ, 63,鮫島良, 0.2, 79,  -1,  13,13, 55.7,②⑥②, 3, 5,Ｆエイシンキンチェム, 76,国分恭, 0.2, 79,  -3,* 16, 7, 13.3, ⑧⑧
 4, 2,Ｃマイネルアミｰクス, 49,中井裕, 0.2, 50,* -1, -17, 5, 12.5,③②②, 4, 6, ジｰクジオン,,熊沢重,194.1,,,, 6, 14.5,⑤⑤⑤, 4, 3,Ｄオｰキッドレイ, 72,高倉稜, 0.3, 76,  -1,  12, 2,  4.4,④⑦④, 4, 9,Ａロンド, 83,藤岡康, 0.3, 78,  -8,* 20, 3,  5.8, ⑫⑩
 5,12,Ｊカッサイ, 38,松山弘, 0.3, 47,*  0, -23, 3,  9.4,①①①, 5, 8, オンワｰドデュｰク,,難波剛,194.1,,,,11,166.3,⑩⑧⑧, 5, 7,Ｂミサソレムニス, 72,北村友, 0.3, 82,  -5,* 21, 4,  7.8,⑬⑮⑬, 5, 1,Ｉバラｰドソング, 75,松山弘, 0.4, 76,   0,  11, 6, 11.0, ⑤④
 6, 9,Ｌエレメンタリｰ, 34,高倉稜, 0.8, 43,  -7, -15,10, 76.5,⑮⑮⑭, 6, 9, シｰライフ,,小坂忠,194.3,,,, 9, 26.5,⑦⑩⑩, 6, 9,Ｉディアデラマドレ, 67,松山弘, 0.4, 77,  -3,  13, 5, 10.6,⑦⑨⑫, 6,11,Ｈヒシガｰネット, 75,水口優, 0.5, 74,   0,   9,12, 37.0, ⑦⑦
 7,11,Ｏオｰミバンビｰナ, 16,太宰啓, 0.9, 43,  -5, -19,16,463.5,⑭⑭⑧, 7,10, エｰシンイグアス,,黒岩悠,194.5,,,, 2,  4.3,⑥⑦⑦, 7, 8,Ｈツインテｰル, 67,国分恭, 0.5, 76,  -4,  13,12, 50.0,⑫⑪⑥, 7, 6,Ｐナムラハヤテ, 71,高倉稜, 0.6, 74,  -5,  14,11, 32.0, ⑪⑪
 8, 4,Ｇセトノヴィラｰゴ, 41,田中健, 1.2, 38,* -1, -33, 9, 69.1,②③③, 8, 7, エｰシンジｰライン,,西谷誠,194.6,,,, 1,  2.9,③③④, 8,12,Ｌレッドフォｰチュン, 61,藤岡康, 0.7, 69,*  0,   3,11, 33.8,③②③, 8, 4,Ｂアイムヒアｰ, 80,熊沢重, 0.7, 72,*  4,   3, 2,  5.5, ③③
 9, 8,Ｄコスモアイオライト, 46,幸英明, 1.4, 39,  -5, -27, 7, 30.9,⑪⑫⑫, 9,11, ナリタトルネｰド,,白浜雄,195.3,,,, 7, 17.2,①②②, 9,16,Ｆワタシマッテルワ, 69,藤懸貴, 0.8, 71,  -3,   8,10, 22.2,⑭⑩⑪, 9, 3,Ｏトイボックス, 71,中井裕, 0.7, 72,   0,   7,15, 88.7, ⑥⑥
10,10,Ｅテイエムオドロキ, 43,佐久間, 1.8, 34,  -5, -32,11,161.1,⑫⑪⑨,10, 4, マンノプロジェクト,,北沢伸,195.7,,,, 4,  8.5,⑧⑨⑨,10,13,Ｎボロンベルラルｰン, 57,国分優, 1.0, 67,*  0,  -1, 8, 17.5,⑧④⑤,10,10,Ｑアイビｰフォｰルド, 67,国分優, 0.9, 71, -12,* 16,18,176.5, ⑱⑱
11, 3,Ｍアカリロンドン, 33,酒井学, 1.9, 33,  -2, -38,12,194.9,⑤⑦⑪,11, 5, リリｰアタッカｰ,,平沢健,202.7,,,,10, 41.2,⑪⑪⑪,11,14,Ｇニｰレンベルギア, 68,酒井学, 1.4, 67,  -5,   5, 7, 17.4,⑯⑯⑭,11, 7,Ｇヒカリトリトン, 75,鮫島良, 0.9, 70,  -8,  12,14, 74.4, ⑬⑮
12, 1,Ｉシゲルクシロ, 41,熊沢重, 2.0, 31,  -4, -38, 8, 67.0,⑧⑧⑩,,,,,,,,,,,,,12, 4,Ｏデンコウチャレンジ, 56,熊沢重, 1.4, 62,  -2,  -2,15,275.0,⑨⑧⑩,12,14,Ｌネオヴァンクル, 73,北村友, 0.9, 70,  -9,  13, 9, 26.9, ⑯⑰
13,15,Ｆピッツネイル, 42,国分優, 2.6, 28,  -4, -46, 6, 28.2,⑬⑩⑬,,,,,,,,,,,,,13,10,Ａブリュネット, 73,幸英明, 1.5, 61,  -1,  -7, 1,  3.3,⑪⑤⑧,13,12,Ｃインクレセント, 79,武豊  , 0.9, 71, -10,  15, 5, 10.2, ⑰⑯
14,13,Ｋテイエムロカビリｰ, 37,岩崎翼, 2.7, 26,  -6, -46,14,318.3,⑨⑬⑮,,,,,,,,,,,,,14, 2,Ｍトｰブプリンセス, 60,田中健, 1.7, 61,  -5,   0,16,393.3,⑩⑭⑯,14,13,Ｋアンプレシオネ, 74,武幸四, 1.0, 68,  -8,  11,10, 27.3, ⑭⑭
15, 6,Ｎパｰプルパルピナ, 25,小坂忠, 3.0, 25,  -3, -56,13,292.0,④④⑦,,,,,,,,,,,,,15,11,Ｅガムザッティ, 69,太宰啓, 2.4, 48,*  0, -21, 9, 17.6,⑤③⑦,15,18,Ｍドリｰムフォワｰド, 72,太宰啓, 1.0, 68,*  3,   0,13, 61.9, ④⑤
16,16,Ｐメイケイハリケｰン, 13,高田潤, 3.1, 23, -10, -43,15,332.2,⑯⑯⑯,,,,,,,,,,,,,16,15,Ｐタマモピッコロ, 48,水口優, 2.4, 51,  -4, -12,14,183.5,⑮⑬⑮,16, 8,Ｒカナエチャン, 64,岩崎翼, 1.1, 67,  -9,  11,17,165.1, ⑮⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｊトキノゲンジ, 75,酒井学, 1.1, 66,  -4,   5, 8, 18.4, ⑩⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,16,Ｎラファダリ, 72,藤懸貴, 1.4, 62,  -4,   1,16,154.8, ⑨⑬
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:不良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:不良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:1),,,,,,,,,,,
単勝:160円 複勝:07=110円 14=160円 05=190円 枠連:430円,,,,,,,,,,,,"単勝:960円 複勝:03=270円 01=190円 02=290円 枠連:2,390円",,,,,,,,,,,,"単勝:1,280円 複勝:06=450円 01=290円 05=1,360円 枠連:4,520円",,,,,,,,,,,,"単勝:860円 複勝:17=280円 02=180円 05=400円 枠連:1,040円",,,,,,,,,,,
馬連:490円 ワイド:07-14=230円 05-07=300円 05-14=590円,,,,,,,,,,,,"馬連:2,070円 ワイド:01-03=770円 02-03=1,720円 01-02=910円",,,,,,,,,,,,"馬連:5,500円 ワイド:01-06=1,600円 05-06=6,140円 01-05=4,930円",,,,,,,,,,,,"馬連:1,580円 ワイド:02-17=680円 05-17=1,710円 02-05=860円",,,,,,,,,,,
"馬単:670円 3連複:940円 3連単:2,720円",,,,,,,,,,,,"馬単:4,440円 3連複:7,220円 3連単:47,550円",,,,,,,,,,,,"馬単:12,980円 3連複:68,490円 3連単:353,020円",,,,,,,,,,,,"馬単:3,650円 3連複:4,800円 3連単:27,280円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,小倉日経ｵｰﾌﾟﾝ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂケイティバロｰズ, 66,北村友,, 65,*  2,*  2, 1,  2.1,③④③, 1, 2, ピクニックソング,---,水口優,, 48,  -9, -10, 6,  8.8, ④④, 1, 5,Ｆドリｰムコンサｰト, 69,武豊  ,, 74,* 11,  -1, 4,  7.1, ②②, 1, 3,Ｊミキノバンジョｰ, 74,太宰啓,, 86,*  6,  13, 5,  7.7,①①①
 2,14,Ｆエアマデレｰン, 59,松山弘, 0.5, 61,*  2,  -3, 5, 16.5,②②①, 2,11, アグネスミライ,---,中井裕, 0.1, 46, -16,* -5,10, 20.6, ⑨⑥, 2, 1,Ｂアグン, 77,藤岡康, 0.0, 70,   3,*  3, 2,  5.2, ④③, 2, 5,Ｃタムロスカイ, 84,北村友, 0.3, 84,*  4,  12, 6,  9.4,②②②
 3, 5,Ｄサフランパｰトナｰ, 59,藤懸貴, 0.8, 59,*  3,  -7, 6, 16.9,①①②, 3, 7, レガリア,---,国分恭, 0.2, 45, -12, -10, 8, 14.2, ⑥⑦, 3,12,Ｄエｰシンサミット, 71,国分恭, 0.0, 70,   5,   2, 5, 14.7, ⑤⑤, 3, 4,Ｅスピリタス, 82,武豊  , 0.3, 87,   2,* 18, 1,  3.7,⑦⑥⑤
 4,10,Ｅサンレイフロｰラ, 59,酒井学, 0.9, 60,  -1,* -2, 7, 20.6,⑭⑧⑦, 4,13, ロングリバイバル,---,北村友, 0.2, 45, -17,* -5, 5,  7.9, ⑩⑪, 4, 4,Ｅミラクルルｰマｰ, 69,幸英明, 0.1, 69,   2,*  3, 6, 17.5, ⑥⑥, 4, 2,Ｈマルカボルト, 78,幸英明, 0.5, 83,   3,  12, 2,  4.4,④④④
 5, 3,Ｈアラタマセット, 53,国分恭, 1.0, 59,   0,* -2,15,293.1,⑬⑨⑧, 5, 9, ジュｰンブライトン,---,松山弘, 0.3, 44,* -8, -15, 2,  5.1, ②③, 5,11,Ｈクルｰジンミジｰ, 66,中井裕, 0.4, 66,   0,   2, 8, 60.9, ⑦⑦, 5, 1,Ｄサワノパンサｰ, 83,酒井学, 0.6, 80,   3,   9, 3,  5.4,⑥③③
 6, 4,Ｉウォｰタｰガｰル, 51,国分優, 1.2, 57,   0,  -4,11,122.9,⑨⑦⑥, 6,14, クリノツネチャン,---,鮫島良, 0.4, 43, -20,* -5,13, 61.8, ⑮⑭, 6, 2,Ａエイシンテキサス, 79,北村友, 0.5, 68,* 11,  -6, 1,  1.9, ①①, 6, 6,Ｂセイクリッドセブン, 84,鮫島良, 1.2, 75,   0,   6, 8, 19.9,⑧⑧⑧
 7, 2,Ｃミラフロｰレス, 61,武豊  , 1.5, 57,   1, -10, 2,  4.3,⑤③④, 7, 3, サンライズアルブル,---,藤岡康, 0.5, 40, -16, -10,12, 35.7, ⑧①, 7,10,Ｊメイショウドルセｰ, 63,鮫島良, 1.2, 56,  -8,   0,14,279.0, ⑫⑫, 7, 7,Ａタガノエルシコ, 86,藤岡康, 1.3, 73,   2,   4, 7, 10.6,⑤⑦⑦
 8,11,Ａトｰホウシラギク, 70,岩崎翼, 1.6, 54,   0,  -9, 3,  5.2,⑩⑥⑤, 8,10, ラヴィオリ,---,高倉稜, 0.5, 41,* -8, -18, 1,  5.0, ③⑤, 8, 8,Ｌハロｰエフェクト, 59,高倉稜, 1.2, 53, -14,*  4,11,170.5, ⑭⑭, 8, 8,Ｉドリｰムトレイン, 78,松山弘, 1.5, 69,   3,  -3, 4,  5.4,③⑤⑥
 9, 1,Ｋメイショウキズナ, 44,太宰啓, 2.0, 54,  -2,  -8, 9, 73.8,⑫⑫⑩, 9, 5, ビットアリエス,---,酒井学, 0.6, 40,* -6, -21, 4,  7.4, ①②, 9, 9,Ｇシゲルカイチョウ, 67,酒井学, 1.2, 55,  -8,   0, 7, 18.5, ⑬⑨, 9, 9,Ｇエドノヤマト, 79,国分優, 2.4, 62,  -1,  -7, 9, 81.7,⑨⑨⑨
