13年 9月29日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 9月29日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-17,,,,,■ 4R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■10R  ダ1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,ながつきｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｇダイチトゥルｰス, 50,武士沢,, 60,   0,*  1, 4, 12.5, ⑧⑥, 1, 4, レッドルシアン,---,蛯名正,, 43, -39,* 12, 2,  4.4,③③④, 1, 7,Ｍマｰスストロング, 61,丸田恭,, 70,  -1,* 15,11, 51.3, ⑩⑩, 1, 7,Ｄジェベルムｰサ, 86,田辺裕,, 90,   8,* 23, 3,  4.5,⑭⑨⑥
 2, 3,Ａアマアマ, 62,三浦皇, 0.2, 59,*  3,  -3, 5, 13.5, ②②, 2,12, フルｰルシチｰ,---,酒井学, 0.1, 39,*-36,   6, 1,  1.7,①①①, 2,10,Ａダｰクシｰカｰ, 75,松岡正, 0.5, 66,*  7,   4, 3,  5.9, ③②, 2,15,Ａロイヤルクレスト, 90,横山典, 0.3, 85,* 14,   9, 4,  6.2,②②①
 3, 6,Ｆサノイチ, 51,田辺裕, 0.2, 56,   1,* -1, 6, 17.1, ⑥⑤, 3, 5, ペアン,---,石橋脩, 0.1, 40, -39,* 10, 9, 46.9,④④③, 3,16,Ｆサｰストンデンバｰ, 71,柴田善, 0.6, 64,   2,   7, 6, 16.3, ⑧⑨, 3, 8,Ｂフレイムオブピｰス, 89,蛯名正, 0.4, 88,  10,* 16, 1,  3.6,⑤④③
 4,16,Ｊクインズセブン, 43,松岡正, 0.5, 55,*  5,  -8, 2,  6.1, ①①, 4, 8, スパｰブデイ,---,武豊  , 0.5, 35, -39,   6, 5, 17.4,⑦⑤⑤, 4,13,Ｄエジル, 73,内田博, 0.7, 64,   5,   4, 4,  6.1, ⑥⑥, 4, 9,Ｅダンシングマオ, 83,北村宏, 0.8, 85,   7,* 18,11, 86.3,⑫⑩⑨
 5,14,Ｂアポロオオジャ, 58,戸崎圭, 0.6, 52,  -2,  -2, 1,  1.6, ⑩⑧, 5, 1, コスモジグ,---,柴田大, 0.7, 36, -43,*  9, 3,  7.4,⑫⑩⑨, 5, 8,Ｇフィンデルムンド, 70,木幡初, 0.9, 63,   1,   6,10, 43.8, ⑨⑧, 5,16,Ｆサクラブライアンス, 83,松山弘, 1.3, 81,   9,  11,10, 59.4,⑧⑥⑤
 6, 7,Ｃグラスルノン, 53,木幡初, 0.6, 54,   2,  -6, 9, 34.1, ④④, 6,14, ベニツバキ,---,三浦皇, 0.8, 31,*-36,  -3, 8, 33.7,②②②, 6,14,Ｈダｰクマレイン, 70,田辺裕, 1.1, 61,  -1,   6, 2,  5.2, ⑪⑪, 6,11,Ｌジョウノボヘミアン, 80,吉田隼, 1.8, 79,   6,  13,16,388.1,⑪⑬⑪
 7,11,Ｉレイズアセイル, 44,江田照, 1.3, 46,  -3,  -6, 7, 21.5, ⑪⑩, 7,13, ストンプ,---,大庭和, 0.9, 32, -42,   5,11, 73.9,⑬⑦⑥, 7, 3,Ｐマイネルテュｰル, 52,丹内祐, 1.3, 59,  -5,   7,15,245.6, ⑬⑬, 7,10,Ｏガイヤｰスヴェルト, 75,戸崎圭, 2.1, 76,   8,   5, 2,  4.2,⑨⑦⑧
 8, 5,Ｎサイプリペディウム,  8,丹内祐, 1.4, 44, -10,* -1,15,249.1, ⑭⑭, 8,10, フレイムワンダｰ,---,村田一, 1.1, 30, -42,   1, 6, 29.7,⑨⑨⑧, 8, 5,Ｊロクイチスマイル, 66,黛弘人, 1.3, 58,   2,   1,14,234.1, ⑦⑦, 8,14,Ｉキタサンシンガｰ, 82,荻野琢, 2.5, 72,   9,   1, 8, 49.4,④⑤⑦
 9, 1,Ｄファビン, 52,嶋田純, 1.6, 43,   0, -13,10, 56.8, ⑤⑦, 9,11, デルマチエチャン,---,宮崎北, 1.3, 26, -40,  -4,12, 84.6,⑤⑥⑦, 9, 9,Ｉマンリｰ, 69,蛯名正, 1.4, 58,   5,  -2, 8, 25.0, ⑤⑤, 9,13,Ｈアントニオピサ, 82,武豊  , 2.6, 74,* 12,  -5, 5,  9.2,③③④
10, 8,Ｅペイシャマシェリ, 52,勝浦正, 1.8, 40,  -6,  -9, 8, 29.4, ⑫⑫,10, 7, ミュゼタイフｰン,---,戸崎圭, 1.9, 18, -43,  -7, 4, 11.2,⑪⑫⑩,10, 1,Ｂロｰレンルｰナ, 75,岩田康, 1.4, 59,  -5,   7, 5, 14.8, ⑫⑫,10, 3,Ｇスギノブレイド, 82,武士沢, 2.6, 77,   3,  11,12,167.5,⑮⑮⑮
11,12,Ｋコスモクラヴィス, 38,柴田大, 1.9, 41,   0, -15,11,135.8, ⑦⑨,11, 2, ボンジュｰルショウ,---,田中勝, 1.9, 18, -43,  -7,10, 52.6,⑧⑪⑪,11,15,Ｎベリベリハッピｰ, 57,杉原誠, 1.5, 57,  -9,   9,12,172.1, ⑮⑭,11,12,Ｍゴｰルドアカデミｰ, 80,田中勝, 2.9, 72,   5,   6,13,188.9,⑬⑭⑬
