13年 7月 7日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 7月 7日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,臥牛山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｃヴァイサｰリッタｰ, 40,黛弘人,, 55,* -3,  -6, 2,  2.7, ①①, 1,11,Ａナムライットウセイ, 70,松田大,, 65,  -1,*  7, 1,  2.2,⑤④②, 1, 2,Ａマスタｰエクレｰル, 74,木幡初,, 68,*  4,   5, 1,  2.2, ①①, 1,10,Ｂグリｰンラヴ, 74,秋山真,, 77,  -5,* 16, 2,  5.1,⑫⑫⑫
 2, 9,Ｄアルマエルナト, 40,勝浦正, 0.1, 52,  -9,*  0, 1,  2.4, ⑦⑤, 2, 4,Ｈニホンピロホウオｰ, 50,村田一, 0.0, 65,*  1,   5, 5,  8.7,①①①, 2, 6,Ｉラフジェントリｰ, 65,三浦皇, 0.2, 65,   1,   5, 2,  3.3, ③③, 2, 5,Ｃマデイラ, 73,大野拓, 0.0, 72,*  1,   4, 8, 19.6,⑥⑥③
 3, 4,Ｆクリノエビスジン, 35,柴山雄, 0.6, 44, -14,* -3, 7, 34.1, ⑧⑧, 3,10,Ｂメイショウエジソン, 63,城戸義, 0.3, 64,  -4,*  9, 2,  4.3,⑪⑨⑤, 3,12,Ｃモリトブイコｰル, 70,横山和, 0.3, 64,   0,   5, 5, 15.1, ⑤⑤, 3,12,Ｅディｰエスタイド, 70,勝浦正, 0.0, 70,*  2,  -1, 1,  2.5,②②②
 4, 7,Ｂクｰルジョジョ, 44,村田一, 0.7, 47,* -4, -13, 3,  4.2, ②②, 4, 1,Ｅレッドエンブレム, 57,田中博, 1.2, 56,  -2,  -3, 6, 12.0,③③④, 4,11,Ｂモンテネオ, 72,丸山元, 0.8, 59,  -2,   2, 3,  5.8, ⑦⑥, 4,11,Ｄプロフェッサｰ, 71,三浦皇, 0.1, 73,  -2,   7, 3,  6.2,⑧⑧⑤
 5, 2, コスモラヴコｰル,---,大野拓, 1.0, 40, -11, -11, 6, 25.1, ⑥⑥, 5, 7,Ｄゴｰルデンステッキ, 58,吉田隼, 1.5, 54,* -1,  -7, 3,  6.4,②②③, 5, 5,Ｋシゲルカリン, 64,川須栄, 0.8, 60,*  3,  -1, 7, 22.7, ②②, 5, 3,Ｋサングブルｰ, 61,吉田隼, 0.1, 67,*  2,  -3,12, 82.5,①①①
 6, 1,Ｅファビン, 39,吉田隼, 1.2, 38,  -7, -17, 8, 36.4, ③④, 6, 3,Ｇコウユｰキカンタロ, 52,小林徹, 1.7, 53,  -3,  -4,10,179.4,⑦⑥⑥, 6, 4,Ｈレディｰ, 65,吉田隼, 0.9, 57, -15,* 10, 4, 11.6, ⑪⑪, 6, 2,Ｈマイネルバランシン, 67,松岡正, 0.1, 73,  -4,   9, 9, 30.0,⑨⑩⑨
 7, 8,Ａコスモチャイム, 47,松岡正, 1.4, 36,  -6, -21, 4, 16.1, ④③, 7, 5,Ｃロｰランズソング, 58,横山和, 1.7, 54,  -5,   0, 7, 17.8,⑩⑩⑨, 7, 3,Ｆアタッキングゾｰン, 67,松岡正, 0.9, 56, -13,*  8,10, 59.5, ⑨⑨, 7, 6,Ａジェイケイネオ, 78,丸田恭, 0.2, 69,  -2,   5, 4,  6.3,⑦⑦⑥
 8, 3,Ｈモリトラッキｰ, 15,横山和, 2.0, 26, -20, -15, 9,159.7, ⑨⑨, 8, 2,Ｋメイショウキラボシ, 42,丸山元, 2.0, 53,  -7,  -1, 8,104.2,⑧⑪⑪, 8, 9,Ｌセイントデジタル, 59,藤田伸, 0.9, 58,  -8,   5,11,100.3, ⑧⑧, 8, 1,Ｊラプタ, 62,松田大, 0.3, 66,*  0,  -1, 5, 14.3,③④④
