13年10月20日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月20日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,観月橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄプロスパｰ, 47,小牧太,, 57,* -1,*  5, 4,  6.8, ①①, 1, 7, アピロボｰイ,---,森一馬,, 60,* -2,* -2, 4,  7.9, ①①, 1, 2,Ｇフミノファルコン, 77,福永祐,, 79,   8,   8, 3,  5.4, ③③, 1, 9,Ｃワイルドフラッパｰ, 87,蛯名正,, 87,*  2,* 24, 2,  4.3,①①①
 2, 4,Ｃメイショウホウトウ, 54,武豊  , 0.3, 55,  -4,*  6, 3,  5.3, ③③, 2, 2, シゲルビッチュウ,---,戸崎圭, 0.9, 53,* -3,  -8,10, 23.7, ②②, 2,12,Ａオｰルブラックス, 85,浜中俊, 0.1, 79,* 10,   6, 1,  2.8, ②②, 2, 4,Ｆスズカルｰセント, 85,岩田康, 0.8, 82,   1,  18, 1,  2.2,③③③
 3,10,Ｅカッサイ, 44,浜中俊, 0.5, 52,* -3,   2, 5, 11.1, ②②, 3, 1, フルアヘッド,---,岩田康, 0.9, 52,  -7,  -6, 5, 13.5, ④④, 3, 7,Ｄスズカジョンブル, 79,森一馬, 0.5, 76,   7,   6, 6, 16.0, ⑥⑤, 3,10,Ｈダブルスタｰ, 83,戸崎圭, 0.9, 81,*  2,  16, 4,  6.5,②②②
 4, 1,Ａコパノハリｰ, 58,福永祐, 0.7, 51,  -7,*  5, 2,  4.1, ⑤⑤, 4, 8, ガンジｰ,---,幸英明, 1.1, 51, -17,*  2, 1,  3.1, ⑫⑩, 4, 3,Ｃオｰスミイｰジｰ, 80,戸崎圭, 0.7, 74,   4,   7, 8, 23.6, ⑧⑧, 4, 3,Ｇトｰセンケイトゥｰ, 84,和田竜, 1.2, 81,   1,  17, 6, 18.6,⑤⑥⑥
 5, 9,Ｂサトノバｰキン, 58,岩田康, 1.1, 48,  -4,  -1, 1,  2.1, ④④, 5, 4, ビｰスティ,---,福永祐, 1.2, 49, -12,  -3, 7, 14.5, ⑨⑤, 5, 6,Ｆネオシｰサｰ, 78,田中勝, 0.8, 74,  -1,* 13, 7, 19.9, ⑬⑬, 5, 7,Ｉシルクシンフォニｰ, 72,中井裕, 1.5, 81,   0,  16,10,118.5,⑦⑨⑧
 6, 2,Ｈワンダｰエタｰナル, 38,中井裕, 1.2, 49,  -7,   1, 7, 46.3, ⑥⑥, 6,10, タガノヴィグラス,---,小牧太, 1.5, 46, -11,  -8, 2,  3.7, ⑤⑥, 6, 1,Ｊリアリｰサムシング, 73,国分恭, 0.9, 73,  -2,* 14,12, 71.9, ⑭⑭, 6, 5,Ｂマヤノオントロジｰ, 87,北村友, 1.6, 76,   0,  15, 3,  6.0,⑩⑧⑨
 7, 7,Ｆナガラブレｰブ, 39,和田竜, 1.5, 45,  -7,  -1, 6, 20.0, ⑦⑦, 7,13, ジャコカッテ,---,藤岡康, 1.9, 43, -12,  -9, 9, 23.1, ⑧⑦, 7,11,Ｈメイショウゲンカイ, 76,岩崎翼, 1.3, 69,   4,   2,13,160.5, ⑨⑨, 7, 8,Ｅメタギャラクシｰ, 85,松田大, 1.8, 75,  -1,  12, 9, 44.0,⑥⑦⑦
 8, 6,Ｊシゲルエッチュウ, 21,国分優, 2.1, 40,  -9,  -5, 8, 97.5, ⑧⑨, 8, 3, リコリッチ,---,酒井学, 2.7, 36,* -5, -24,11, 55.3, ③③, 8, 9,Ｉジャマイカジョｰ, 76,酒井学, 1.5, 68,   3,   2, 5, 13.8, ⑩⑦, 8, 6,Ｄサクラブライアンス, 85,松山弘, 1.8, 74,   1,  10, 8, 27.3,④④④
 9, 3,Ｇタイマツリ, 39,酒井学, 3.0, 33,  -9, -13,10,206.7, ⑨⑧, 9,12, ゴッドエンペラｰ,---,北村友, 2.8, 35, -16, -14, 8, 19.3, ⑪⑪, 9, 4,Ｏシンケンショウブ, 44,幸英明, 1.5, 69,   0,   5,14,208.4, ⑪⑫, 9, 1,Ａマストハブ, 89,田中勝, 2.0, 73,  -2,  12, 5, 15.8,⑨⑩⑩
10, 8,Ｉカツザクラ, 25,岩崎翼, 3.2, 30, -10, -14, 9,166.3, ⑩⑩,10, 9, カシノキララ,---,国分優, 3.2, 31, -12, -21,13,128.6, ⑦⑨,10,15,Ｍツルマルワンピｰス, 68,小牧太, 1.6, 67,   1,   3,10, 48.3, ⑫⑪,10, 2,Ｊナムラドキョウ, 72,幸英明, 2.5, 70,   0,   5, 7, 18.8,⑧⑤⑤
,,,,,,,,,,,,11, 5, カネトシタシナミ,---,松山弘, 3.7, 27, -32,  -7, 6, 14.4, ⑬⑬,11,13,Ｅコスタアレグレ, 79,和田竜, 1.6, 67,* 10,  -8, 4,  6.8, ①①,,,,,,,,,,,,
