13年 3月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,利根川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａオリオンザスタｰ, 65,田辺裕,, 63,  -6,* 10, 1,  2.7,⑬⑫⑦, 1, 7,Ｂシンボリパソドブレ, 58,戸崎圭,, 62,  -7,*  4, 2,  3.1,⑬⑤⑥, 1, 1,Ｃスズノライジン, 72,田辺裕,, 70,  -4,  11, 3,  5.5, ③③, 1, 1,Ｎケイジｰウィンザｰ, 75,岩部純,, 76,*  3,  16, 9, 26.7,①①①
 2,12,Ｂオアフライダｰ, 63,内田博, 0.0, 63,  -4,*  7, 2,  3.5,⑯⑧⑥, 2, 2,Ｎレディアントデイズ, 36,高倉稜, 0.3, 63,  -8,*  5, 6, 22.2,⑥⑩⑦, 2, 3,Ｆサルジュ, 70,松岡正, 0.0, 71,* -1,   8, 5, 10.3, ①①, 2, 2,Ａヒラボクマジック, 84,横山典, 0.0, 75,   0,* 21, 1,  1.7,⑧⑦⑦
 3, 7,Ｈアキレスバイオ, 55,蛯名正, 0.2, 62,  -4,*  5, 4, 10.1,⑫⑦④, 3, 9,Ｊスピッツコｰル, 47,蛯名正, 0.4, 58,* -4,  -6, 3, 10.0,⑫③③, 3, 2,Ｈオリジン, 69,戸崎圭, 0.2, 69,  -9,* 14, 8, 18.3, ⑧⑦, 3,10,Ｃカフェコンセｰル, 81,蛯名正, 0.2, 76,   1,  19, 2,  4.9,⑦⑧⑥
 4,16,Ｃネコイッチョクセン, 61,戸崎圭, 0.4, 60,* -3,   3, 3,  4.4,④③②, 4,15,Ａマデュｰロ, 60,北村宏, 0.7, 55,  -7,  -5, 1,  2.1,⑤⑦⑤, 4,11,Ｅフランチャイズ, 71,杉原誠, 0.3, 68,  -4,   8, 6, 13.8, ④④, 4,13,Ｄトミケンユｰクアイ, 81,内田博, 0.3, 73,*  2,  14, 3,  9.9,②②②
 5, 2,Ｆポッドフェロｰズ, 57,デムｰ, 0.5, 63,  -4,   3, 5, 14.1,⑪⑥⑤, 5, 5,Ｌネルトスグアサ, 46,武士沢, 0.7, 61, -11,*  6, 8, 27.4,⑯⑭⑭, 5,14,Ｇエリクサｰ, 69,横山典, 0.4, 66, -12,* 15, 7, 14.3, ⑪⑨, 5, 6,Ｋハリマノワタリドリ, 76,津村明, 0.4, 77,   0,  19,16,274.8,⑩⑩⑨
 6,11,Ｄサルジェンツチェリ, 58,武士沢, 1.1, 58,  -4,   0,11,107.8,⑨⑪⑪, 6,12,Ｅディｰズミストレス, 53,江田照, 0.8, 56,  -8,  -3, 7, 26.5,⑩⑨⑨, 6, 8,Ａショウナンサッチモ, 72,内田博, 0.8, 63, -13,  13, 2,  4.7, ⑫⑭, 6, 7,Ｉレッドジャクソン, 77,田中勝, 0.5, 74,  -2,* 21,11, 42.7,⑬⑭⑫
 7, 5,Ｏナムラコンジョウ, 35,田中博, 1.9, 50,* -2, -12, 9, 35.4,①①①, 7, 3,Ｄプリズンブレｰク, 54,田辺裕, 1.1, 56, -10,   0, 9, 32.5,⑨⑬⑪, 7,16,Ｏサンマルグロワｰル, 52,嶋田純, 0.8, 63,* -2,   2,12,115.5, ②②, 7, 3,Ｆプリュキエｰル, 78,戸崎圭, 0.5, 74,   0,  18, 6, 19.7,⑪⑪⑪
 8,15,Ｊラグｰン, 53,杉原誠, 2.1, 49,* -3, -12, 8, 31.7,②②③, 8, 4,Ｈエｰブドラエモン, 48,的場勇, 1.1, 51,  -7, -10,12,120.2,③⑥④, 8,13,Ｄフィンデルムンド, 71,蛯名正, 0.9, 63,  -6,   5, 4,  8.2, ⑥⑤, 8,15,Ｐニシノボレロ, 67,田辺裕, 0.6, 71,*  2,  13, 4, 16.4,④③③
