13年12月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美浦ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｅケイジｰジュピタｰ, 47,岩部純,, 59,  -3,*  5, 3, 12.1, ⑧⑥, 1, 2, アイファｰハイカラ,,林満明,,,,, 5,  8.3,③②②, 1,13,Ｆサトノスｰペリア, 68,秋山真,, 73,   2,* 11, 6, 22.7,⑩⑨⑨, 1,10,Ｃレッドレイヴン, 84,柴田善,, 82,   9,* 19, 1,  1.5,②③③
 2, 7,Ａビックナサンクス, 66,北村宏, 0.1, 60,*  5,  -4, 1,  1.5, ①①, 2, 1, セクシイサウンド,,高野和,195.3,,,, 2,  4.9,①①①, 2, 8,Ｅアスペンツリｰ, 68,田中勝, 0.0, 72,   2,* 11, 2,  2.9,⑦⑧⑤, 2, 6,Ｄフェスティヴタロｰ, 83,田中勝, 0.3, 76,* 13,   7, 2,  3.8,①①①
 3,13,Ｃチュウワベイビｰ, 60,内田博, 0.7, 55,*  4,  -8, 4, 16.5, ②②, 3, 8, プロジェクトブルｰ,,石神深,195.5,,,, 4,  5.0,⑦④③, 3, 6,Ｃメイショウスミトモ, 68,大野拓, 0.4, 70,*  4,   3, 8, 25.2,⑤④④, 3, 8,Ｅホｰカｰテンペスト, 81,北村宏, 0.4, 75,* 10,   9, 5, 19.9,④②②
 4, 1,Ｂトルセドｰル, 63,田中勝, 0.9, 52,*  2,  -8, 2,  4.2, ③③, 4, 9, ビｰビｰラッシュ,,山本康,196.1,,,, 1,  2.5,⑥⑤④, 4, 1,Ｂジャッカスバｰク, 70,北村宏, 0.7, 66,*  4,   0, 1,  2.3,④③③, 4, 2,Ｂフラアンジェリコ, 84,内田博, 0.6, 77,   5,* 19, 3, 12.8,⑩⑨⑩
 5,12,Ｄグランパレ, 54,三浦皇, 1.4, 46,  -3,  -7, 5, 17.0, ⑦⑤, 5, 4, オリオンザアルファ,,鈴木慶,196.9,,,, 3,  5.0,⑧⑧⑦, 5,14,Ｄグラスプリマ, 68,柴田善, 0.8, 68,  -2,* 11, 4, 15.9,⑭⑬⑫, 5, 9,Ｆミカエルビスティｰ, 76,三浦皇, 0.8, 74,   6,  12,10,133.0,⑨⑦⑤
 6,16,Ｌカシノレント, 35,的場勇, 1.4, 49,*  2, -12, 6, 24.3, ④④, 6, 5, アｰリｰボｰイ,,上野翔,197.0,,,, 8, 63.5,⑤⑥⑥, 6,11,Ｇカシノカｰム, 66,柴田大, 1.0, 67,   0,   5,13, 93.2,⑪⑪⑧, 6, 7,Ｉベストディｰル, 72,大野拓, 0.8, 74,   4,  18, 7, 32.5,⑧⑩⑨
 7,11,Ｏマルタｰズポラリス, 27,武士沢, 1.7, 41, -16,*  1, 7, 28.7, ⑯⑯, 7, 6, ビレッジトレンディ,,大江原,198.8,,,, 7, 41.1,②③⑤, 7,10,Ｈグランドサッシュ, 65,横山典, 1.1, 66,  -2,   9, 3,  7.8,⑫⑫⑬, 7, 1,Ａサクラボｰルド, 88,横山典, 0.8, 71,   8,  11, 4, 15.8,③④④
 8, 5,Ｈラララ, 41,松岡正, 1.7, 42,  -7,  -6,10,112.5, ⑩⑦, 8, 3, フェｰトグランド,,草野太,199.8,,,, 6, 12.9,④⑦⑧, 8, 7,Ｌタマモネイヴィｰ, 57,吉田豊, 1.2, 64,*  5,  -6, 9, 33.4,②②②, 8, 3,Ｊマイネルグｰト, 71,柴田大, 1.1, 71,   5,  11, 9, 66.8,⑥⑧⑧
