13年 3月31日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月31日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伏竜ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａダンディｰレイ, 65,高倉稜,, 57,* -5,   0, 1,  2.2,④③③, 1, 8,Ｆエッフェル, 52,北村宏,, 64,* -2,   2, 8, 18.7, ①①, 1,10,Ｃマスタｰエクレｰル, 73,江田照,, 70,* 10,  -2, 5,  9.1, ②②, 1,14,Ｂコパノリッキｰ, 80,福永祐,, 78,   8,* 13, 1,  2.8,⑨⑦⑥
 2, 3,Ｃジュルヴォアソング, 60,田中勝, 0.1, 57,  -9,*  5, 3,  9.4,⑫⑫⑫, 2, 4,Ａナムラキンボシ, 62,蛯名正, 0.1, 64,  -4,*  4, 1,  1.9, ⑤⑤, 2, 3,Ｅフランスギャル, 69,吉田豊, 0.0, 66,  -3,* 10, 7, 18.5, ⑭⑩, 2,15,Ｅロｰドクルセイダｰ, 80,和田竜, 0.0, 80,*  9,  11, 7, 23.3,④③③
 3, 1,Ｉダイワフォスタｰ, 49,柴田大, 0.5, 55,  -6,   0, 6, 12.3,⑦⑧⑦, 3, 3,Ｃノッキングオン, 57,石橋脩, 0.7, 59, -12,*  6, 3,  8.7, ⑫⑫, 3, 9,Ａランドシャｰク, 77,石橋脩, 0.0, 70,* 10,  -2, 2,  4.3, ③③, 3, 9,Ｄサトノプリンシパル, 80,藤岡佑, 0.1, 77,* 10,   9, 4,  6.2,①①①
 4,10,Ｋアｰリｰボｰイ, 47,伴啓太, 0.6, 53,  -8,  -1,10, 72.2,⑪⑪⑨, 4, 7,Ｄレッドキュラス, 57,松岡正, 0.8, 58,  -4,  -2, 9, 19.3, ④④, 4, 2,Ｂデプロマトウショウ, 74,蛯名正, 0.2, 69,   8,  -2, 1,  2.6, ⑤④, 4, 2,Ｆインカンテｰション, 79,吉田隼, 0.1, 76,*  9,  11, 9, 32.0,③④④
 5, 7,Ｆスペｰストリップ, 56,和田竜, 0.7, 54,  -6,  -5, 2,  4.2,⑧⑤⑤, 5, 9,Ｅティアップドリｰム, 56,横山和, 0.8, 59,* -3,  -4, 5, 14.9, ②②, 5,11,Ｄシルクオフィサｰ, 69,横山典, 0.4, 63,   1,   2, 6,  9.4, ⑩⑨, 5, 5,Ａマイネルクロップ, 81,柴田大, 0.3, 75,   7,  12, 3,  5.7,⑦⑧⑦
 6,12,Ｅキルタンサス, 57,丸山元, 0.7, 54,  -7,  -2,11, 93.4,⑩⑨⑧, 6,14,Ｂバッティングパワｰ, 57,田辺裕, 1.0, 55,* -2,  -5, 6, 15.4, ③③, 6, 7,Ｌサンキストビｰチ, 62,勝浦正, 0.6, 61,  -3,*  5, 9, 59.7, ⑯⑯, 6,12,Ｃソロル, 80,北村宏, 0.4, 75,*  9,   9, 2,  3.7,⑥⑥⑤
 7, 9,Ｂメイラｰド, 62,三浦皇, 0.7, 53,  -9,   0, 7, 13.8,⑬⑬⑪, 7,10,Ｍキｰコレクション, 46,嶋田純, 1.1, 54, -10,   1,16,390.0, ⑪⑧, 7,16,Ｇシゲルアボカド, 67,福永祐, 0.7, 65,   9,  -7, 3,  7.2, ④⑥, 7, 4,Ｇサトノイクシｰド, 78,吉田豊, 1.0, 74,   2,* 17, 8, 28.7,⑮⑮⑮
 8, 8,Ｌクイックブレッド, 46,田辺裕, 1.0, 49,  -6,  -7, 9, 49.9,⑤⑦⑥, 8,16,Ｌアルバラｰド, 46,黛弘人, 1.3, 52,  -5,  -5,15,256.7, ⑦⑦, 8, 1,Ｍヒヅグｰタス, 60,田辺裕, 0.7, 62,   3,  -2,10, 78.2, ⑧⑦, 8,10,Ｋワイルドドラゴン, 72,松岡正, 1.1, 69,* 10,   1,11, 65.5,②②②
