13年12月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3110m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,元町ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａカシノボルト, 62,藤岡佑,, 57,*  1,  -7, 1,  4.0, ②②, 1,10, マサライト,,林満明,,,,, 5,  8.1,③③③, 1, 6,Ａベストルｰラｰ, 70,岩田康,, 65,*  8,   3, 1,  1.6, ①①, 1, 4,Ｄゼロス, 79,国分恭,, 83,*  7,   4, 6, 13.8, ①①
 2,13,Ｂシゲルビッチュウ, 59,酒井学, 0.3, 56,  -7,   0, 5, 10.4, ⑧⑧, 2,13, ニジブルｰム,,小坂忠,210.3,,,, 1,  2.7,①②①, 2, 2,Ｈディアゴッホ, 60,藤岡佑, 0.2, 62,  -1,*  9,10, 57.9, ⑨⑨, 2, 3,Ａオリｰビン, 82,岩田康, 0.3, 84,   3,   8, 4,  6.8, ③④
 3, 5,Ｈペプチドムｰン, 48,幸英明, 0.4, 55, -14,*  5, 4,  6.6, ⑭⑫, 3, 2, コウエイキング,,植野貴,210.4,,,, 7, 20.7,④⑤⑤, 3, 1,Ｅトラストフェアリｰ, 61,秋山真, 0.3, 62,   2,   7, 8, 32.1, ⑧⑧, 3, 5,Ｆヘミングウェイ, 77,バルザ, 0.4, 85,  -1,* 14, 2,  4.3, ⑨⑨
 4, 7,Ｉクリノサプライズ, 47,畑端省, 0.6, 53, -10,   0,13,200.2, ⑪⑪, 4, 6, ヴィｰヴァギブソン,,西谷誠,211.0,,,, 3,  6.9,⑦④④, 4, 8,Ｄプロスパｰ, 62,藤田伸, 0.3, 63,   5,   3, 7, 30.3, ③③, 4,12,Ｈバッドボｰイ, 76,幸英明, 0.4, 83,   1,   8, 3,  5.3, ⑤⑤
 5,16,Ｎヒミノマンサク, 31,熊沢重, 0.7, 54,  -4,  -7,15,227.1, ⑥⑤, 5, 3, カゼカオル,,北沢伸,211.3,,,,12, 51.6,⑨⑧⑧, 5, 5,Ｊナモンレジェンド, 58,北村友, 0.4, 61,  -1,*  8, 6, 27.4, ⑩⑩, 5, 2,Ｊリヤンドファミユ, 69,池添謙, 0.4, 84,   0,  11, 1,  2.6, ⑦⑦
 6, 8,Ｋサｰジェントペパｰ, 40,小坂忠, 0.8, 53, -14,*  1,10, 70.0, ⑮⑭, 6, 1, エｰシンジｰライン,,黒岩悠,211.3,,,, 8, 21.2,⑥⑦⑦, 6, 4,Ｂグラナディラ, 66,幸英明, 0.5, 60,   2,   4, 2,  4.2, ⑥⑤, 6, 9,Ｃアｰデント, 79,ウィリ, 0.5, 78,*  4,   1, 5, 10.7, ④③
 7, 2,Ｄコウザンバニｰ, 54,秋山真, 0.8, 50,  -6,  -6, 6, 10.6, ⑦⑥, 7, 7, メイショウゾウセン,,五十嵐,212.2,,,, 2,  5.7,⑤⑥⑥, 7, 7,Ｋクリノプリムラ, 53,国分優, 1.3, 53,   5,  -4,11,314.7, ⑤④, 7,11,Ｉアルティシムス, 76,秋山真, 0.5, 86,  -2,* 17,10, 94.4, ⑫⑪
 8,10,Ｃミキノグランプリ, 56,国分恭, 0.9, 50,*  2, -14, 2,  4.2, ①①, 8, 9, セイカペガサス,,大江原,212.3,,,,13,117.2,②①②, 8, 9,Ｇゼンノジェネラル, 61,ウィリ, 1.4, 54,*  6,  -7, 5, 22.6, ②②, 8, 7,Ｂエスカナｰル, 81,ルメｰ, 0.7, 75,*  5,  -5, 7, 16.9, ②②
 9,12,Ｊマルサンマリナｰ, 45,小林徹, 1.2, 47, -12,  -4,14,203.2, ⑫⑬, 9,11, サトノケンオｰ,,熊沢重,213.6,,,, 9, 22.8,⑧⑨⑨, 9,10,Ｆメイショウカフウ, 61,武幸四, 1.4, 54,   2,  -4, 3,  8.4, ⑦⑥, 9, 8,Ｇベストクルｰズ, 77,北村友, 0.8, 79,   0,   6, 9, 40.5, ⑥⑥
10, 6,Ｐマコトシャングリラ,-12,ルメｰ, 1.2, 45,  -2, -14, 9, 26.4, ④③,10,14, オンワｰドデュｰク,,難波剛,213.9,,,, 4,  7.9,⑬⑫⑪,10, 3,Ｃブラボｰランサｰ, 65,国分恭, 2.0, 46,   4, -11, 9, 32.9, ④⑦,10, 1,Ｅロｰドロックスタｰ, 78,藤田伸, 0.9, 79,  -1,   7, 8, 38.2, ⑧⑧
