13年12月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,ｸﾘｽﾏｽｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｄサンデンバｰ, 55,的場勇,, 68,   4,*  4, 2,  3.3, ④④, 1,12, ヒカリヴェロニカ,---,田辺裕,, 56,  -7,*  0, 6, 17.1, ⑦⑤, 1, 6,Ｈコスモユッカ, 75,柴田大,, 85,* 17,  -5, 3,  6.3,②②②, 1, 6,Ｃマイネオｰチャｰド, 84,柴田大,, 91,  15,*  9, 5,  9.8,⑫⑫⑪
 2, 8,Ｉハリケｰンリリｰ, 48,宮崎北, 0.8, 58,  -2,   2, 5, 15.7, ⑩⑩, 2,14, ヤマイチヒカリ,---,北村宏, 0.4, 54,* -3,  -6, 4, 11.5, ③②, 2, 3,Ｆエバｰグリｰン, 76,横山典, 0.0, 83,  14,*  0, 8, 19.9,③④④, 2,18,Ｄステラウインド, 84,北村宏, 0.4, 85,* 19,  -8, 1,  4.0,③③②
 3, 9,Ｂチュウワベイビｰ, 60,内田博, 0.9, 59,*  6,  -6, 3,  9.2, ③③, 3,13, ケｰジｰオオゾラ,---,平野優, 0.6, 54,  -5,  -6,10, 40.8, ⑥⑥, 3, 7,Ｄモビｰル, 78,北村宏, 0.3, 83,  12,*  3, 6, 12.5,⑪⑨⑩, 3, 3,Ｂガチバトル, 85,田中勝, 0.5, 85,  16,  -2, 8, 15.4,⑩⑥④
 4,16,Ｊミシェルメモリアル, 47,丸田恭, 1.2, 53,  -3,  -1, 7, 28.8, ⑪⑪, 4, 7, ダｰエ,---,横山和, 0.8, 50,  -8,  -5,12, 57.3, ⑧⑧, 4, 5,Ｃルイｰザシアタｰ, 79,田辺裕, 0.7, 79,  13,  -5, 5, 11.7,⑤⑥⑥, 4,15,Ｊマイネルマｰク, 80,丹内祐, 0.6, 85,  15,*  0,11, 33.8,⑪⑪⑥
 5, 5,Ｅハンサムオウジ, 54,荻野琢, 1.3, 54,  -1,  -2, 4, 15.2, ⑨⑧, 5, 9, キレイナオヒメサマ,---,三浦皇, 1.0, 48, -16,*  0, 8, 21.5, ⑫⑪, 5,10,Ｉマイネルスパｰブ, 74,丹内祐, 0.9, 77,  14, -14,11, 33.9,④③③, 5,17,Ｉクイｰンオリｰブ, 80,戸崎圭, 0.6, 83,* 20, -14, 7, 12.6,①①①
 6, 7,Ｋドスコイサｰファｰ, 43,田辺裕, 1.3, 54,   2,  -5, 9, 38.6, ⑥⑥, 6, 2, ラヴィングルック,---,田中勝, 1.4, 45,  -6, -12, 5, 17.0, ④④, 6,13,Ｂロジメジャｰ, 80,内田博, 0.9, 77,  14, -12, 1,  3.7,⑥⑤⑤, 6,10,Ｅエｰシングングン, 84,横山典, 0.7, 82,  13,*  2, 2,  5.0,⑯⑮⑭
 7, 4,Ａアマアマ, 67,三浦皇, 1.4, 55,*  6, -10, 1,  2.0, ②②, 7, 5, ファンディｰタ,---,柴田大, 1.4, 46, -10,  -8, 7, 18.4, ⑩⑦, 7, 8,Ｅライトヴァｰス, 78,石橋脩, 1.0, 77,  10,  -5, 7, 15.4,⑦⑫⑬, 7,14,Ｈクリｰルカイザｰ, 81,丸田恭, 0.7, 83,  13,*  3, 3,  5.7,⑬⑭⑫
 8,15,Ｍスガノギムレット, 39,石橋脩, 1.8, 50,   1,  -9,12, 87.4, ⑧⑦, 8, 8, パｰプルシャドウ,---,デムｰ, 1.5, 43,* -3, -16, 1,  1.8, ②③, 8, 4,Ａエイダイポイント, 84,横山和, 1.3, 73,   9,  -5, 4, 10.7,⑭⑮⑭, 8, 4,Ｌコウヨウレジェンド, 78,丸山元, 1.0, 80,* 17, -14,15,139.3,⑦④③
 9, 2,Ｈラズライトブルｰ, 48,吉田隼, 1.9, 48, -11,   1,14,143.3, ⑭⑬, 9, 6, ベルモントビジン,---,内田博, 1.6, 43, -21,* -1,13, 63.8, ⑬⑬, 9, 2,Ｏソムニアシチｰ, 63,江田照, 1.5, 70,* 17, -29,13, 41.1,①①①, 9,11,Ｍサクラボｰルド, 77,石橋脩, 1.2, 80,  16, -11,10, 30.1,⑨⑧⑧
10,11,Ｐアイファｰカウント,-13,戸崎圭, 2.3, 43, -17,*  3,15,178.0, ⑮⑮,10,10, スイｰトワンダｰ,---,西田雄, 1.6, 43,  -9, -11,11, 42.1, ⑨⑨,10, 1,Ｊワｰルドレｰヴ, 70,松岡正, 1.8, 70,  12, -18,15, 64.5,⑫⑩⑦,10, 5,Ｏドリｰムゴスペル, 73,武士沢, 1.5, 76,  13,  -8,14, 95.0,⑭⑯⑯
11, 6,Ｃデモクラシｰ, 59,西田雄, 2.4, 46,   3, -16, 6, 27.8, ⑤⑤,11, 3, ラダムドｰ,---,柴山雄, 1.7, 43,* -2, -18, 9, 26.1, ①①,11,14,Ｍスプリングパリオ, 65,津村明, 2.1, 67,  10, -19,16,106.3,⑬⑭⑮,11,13,Ｇレオプログレス, 83,田辺裕, 1.8, 74,  16, -19, 9, 27.8,⑤⑨⑮
12,13,Ｏビオレント, 24,北村宏, 2.4, 40, -22,*  6,16,225.6, ⑯⑯,12, 4, ニナフェアリｰ,---,勝浦正, 1.8, 42, -15,  -7, 3, 10.9, ⑪⑩,12,16,Ｌトｰセンワｰプ, 66,戸崎圭, 2.3, 63,  13, -29,12, 36.2,⑨⑧⑨,12, 7,Ｑエクセリオン, 72,柴田善, 1.9, 74,  13, -14,17,283.3,⑮⑬⑬
13,10,Ｆコスモポｰカｰ, 52,柴田大, 2.7, 42,   1, -17,13, 95.6, ⑦⑨,13,11, デジタルアｰト,---,戸崎圭, 2.9, 32,  -5, -26, 2,  6.3, ⑤⑫,13,18,Ｑコスモマスタング, 58,武士沢, 2.3, 65,   9, -19,17,270.2,⑱⑯⑯,13, 9,Ｎシンボリボルドｰ, 76,木幡初, 1.9, 74,  11,  -6,18,435.2,⑰⑰⑰
14, 3,Ｎリックバナｰド, 37,柴山雄, 2.8, 40,  -4, -14,11, 78.6, ⑫⑫,14, 1, ヴェルダンディ,---,伴啓太, 3.2, 28, -33,  -3,14,111.3, ⑭⑭,14,17,Ｇモモトンボ, 75,デムｰ, 2.3, 65,   9, -18, 2,  3.9,⑰⑱⑰,14,12,Ｋリベルタス, 79,デムｰ, 1.9, 73,  16, -21, 6, 11.8,⑧⑩⑩
15,14,Ｇニｰチェ, 49,松岡正, 2.8, 42,*  7, -23,10, 52.3, ①①,15,15, エリｰスプラッシュ,---,松岡正, 4.8, 15, -36, -14,15,221.1, ⑮⑮,15,12,Ｋカウウェラ, 67,三浦皇, 3.1, 58,  12, -36,10, 29.5,⑩⑪⑫,15,16,Ｐミカエルビスティｰ, 73,三浦皇, 2.1, 72,   9,  -7,13, 57.6,⑱⑱⑱
16, 1,Ｌプティットコピｰヌ, 43,田中勝, 3.3, 35,  -8, -13, 8, 31.4, ⑬⑭,,,,,,,,,,,,,16,11,Ｒクロクモ, 55,黛弘人, 3.2, 57,   9, -30,18,410.5,⑮⑰⑱,16, 8,Ａピュアブリｰゼ, 86,古川吉, 2.3, 69,* 17, -31,12, 39.1,④⑤⑨
,,,,,,,,,,,,,,,,,,,,,,,,17, 9,Ｐフロｰズンムｰン, 62,柴山雄, 3.5, 54,  13, -45, 9, 27.1,⑧⑦⑧,17, 2,Ｒキングズクエスト, 69,黛弘人, 2.4, 70,  16, -27,16,146.2,⑥⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 1,Ｆソルレヴァンテ, 83,内田博, 2.8, 67,* 19, -42, 4,  7.6,②②⑤
