13年 2月17日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月17日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  芝2600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,日田特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｌバンブｰデルピエロ, 47,松山弘,, 61,*  5,  -8,15,168.1,②②②, 1, 8,Ｅポセイドンバロｰズ, 54,川田将,, 58,* -7,* -4, 1,  3.2,②②②, 1,11,Ｇカンタベリｰナイト, 72,二本柳,, 83,   9,* 10, 5,  8.1,⑫⑩⑤, 1, 2,Ｂスリｰアフロディテ, 75,丸山元,, 70,   1,*  6, 1,  1.8,④④③
 2, 5,Ｐナスノニシキ, 28,中舘英, 0.6, 58,  -2,*  0, 9, 38.1,⑬⑭⑭, 2, 1,Ｆルｰツオブゴｰルド, 53,丸山元, 0.4, 55, -12,* -1, 2,  4.8,⑩⑩⑪, 2, 5,Ｉメジロダイボサツ, 69,黛弘人, 0.3, 81,   9,*  6, 7, 14.6,⑥⑧⑥, 2, 9,Ａサイレントクロップ, 75,吉田隼, 0.1, 68,*  2,  -1, 4, 10.4,①①①
 3, 2,Ｄトウカイビジョン, 62,川田将, 0.7, 58,   4, -12, 2,  4.4,③③③, 3,16,Ｈラノララク, 51,嘉藤貴, 0.4, 51,* -6, -13, 6, 12.7,①①①, 3, 2,Ｄマイネルテンクウ, 76,丹内祐, 0.4, 78,* 10,   0, 6,  8.5,⑤③①, 3, 4,Ｉタガノミュルザンヌ, 67,川田将, 0.3, 70,   0,   4, 2,  5.2,⑨⑤⑤
 4, 3,Ｂタイセイボルト, 67,松田大, 0.9, 55,  -1,* -4, 5, 11.9,⑮⑬⑬, 4, 2,Ａコスモスタｰタｰ, 64,黛弘人, 0.5, 53,  -8,  -7, 8, 20.0,③③③, 4, 6,Ｂバンダムラディウス, 80,丸田恭, 0.8, 75,   8,   3, 1,  3.6,⑩⑪⑨, 4, 5,Ｅスイｰトテン, 71,中舘英, 0.6, 64,*  2,  -5, 7, 21.0,③③④
 5, 1,Ｋダイコウキ, 48,高倉稜, 1.1, 53,*  6, -18, 3,  8.3,①①①, 5,14,Ｉフュｰチャステップ, 50,川須栄, 0.5, 55, -10,* -4, 4,  7.6,⑫⑪⑧, 5,13,Ｃランフォｰジン, 78,松山弘, 0.9, 75,   8,   2, 2,  5.3,⑪⑫⑫, 5,12,Ｋエクセレントブルｰ, 62,小牧太, 0.7, 68,  -4,*  8, 8, 40.5,⑪⑪⑪
 6,10,Ｎニホンピロマイティ, 45,酒井学, 1.4, 57,   5, -17, 6, 22.3,⑤⑥⑥, 6,10,Ｃハｰデス, 57,北村友, 0.6, 49,* -8, -11, 5, 11.2,④④④, 6,10,Ｆテｰオｰダンシング, 72,勝浦正, 1.0, 73,* 11, -11,10, 27.1,③②②, 6, 8,Ｃパッシフロｰラ, 72,大野拓, 0.7, 66,  -1,   4, 3,  6.4,⑩⑨⑩
 7, 9,Ｈミヤビワンド, 50,吉田隼, 1.4, 51,   2, -12,14,155.2,⑪⑫⑫, 7, 9,Ｋミエノハｰトハｰト, 44,中舘英, 0.8, 54, -14,*  0, 9, 20.4,⑯⑮⑩, 7, 9,Ｈジェラルド, 71,川須栄, 1.1, 73,* 10, -10, 3,  5.9,⑧④③, 7, 7,Ｍエアカリナン, 62,北村宏, 0.8, 63,  -2,  -1, 6, 19.2,⑦⑧⑦
 8, 7,Ｆトｰセンツリｰ, 56,黛弘人, 1.5, 50,   5, -18, 7, 27.7,④⑤⑤, 8, 7,Ｄパｰプルルビｰ, 55,酒井学, 1.1, 47, -10, -14,11, 26.6,⑦⑦⑥, 8,12,Ｌテイエムオペラドン, 67,酒井学, 1.4, 72,* 10, -14, 8, 18.2,⑨⑤④, 8, 1,Ｆフロｰリストライフ, 70,黛弘人, 0.9, 63,   0,  -4,11, 52.1,⑥⑦⑨
