13年 4月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,総武ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｇウインラヴェリテ, 56,石橋脩,, 61,*  0,  11, 4, 15.5,①①①, 1,10,Ｂカシマトウヨウ, 58,吉田豊,, 56, -10,*  7, 3,  6.1, ⑤④, 1, 8,Ｅオルレアンノオトメ, 68,田辺裕,, 65,*-10,  17, 5, 12.3,①①①, 1, 1,Ｇアメリカンウィナｰ, 85,村田一,, 90,  16,  11, 2,  4.3,⑤④③
 2, 4,Ｃケツァルコアトル, 62,戸崎圭, 0.0, 60,* -1,* 11, 3, 11.9,④③③, 2,14,Ｃイｰグルカッタｰ, 56,戸崎圭, 0.0, 56,  -8,   5, 2,  2.9, ④⑤, 2, 6,Ｄコスモレイラ, 68,柴田大, 0.2, 63, -12,* 18, 8, 26.5,③④⑥, 2,11,Ｅイッシンドウタイ, 86,石橋脩, 0.0, 87,* 17,  10, 6, 18.0,③③②
 3, 6,Ｂベルウッドテラス, 62,柴田善, 0.1, 60,  -1,* 13, 2,  2.4,⑥⑤④, 3, 4,Ｇベルモントホウオウ, 50,村田一, 0.1, 56,* -1,  -2, 7, 24.4, ②②, 3, 1,Ｂラブミｰニキｰタ, 70,山崎亮, 0.3, 64, -12,* 18, 7, 19.2,⑧⑤⑦, 3, 8,Ｋサンビスタ, 80,蛯名正, 0.8, 86,   9,* 21, 8, 37.4,⑫⑫⑪
 4,11,Ａオアフライダｰ, 66,内田博, 0.2, 60,*  0,   9, 1,  2.0,③②②, 4, 9,Ａナムライッポン, 62,武士沢, 0.2, 55, -11,*  7, 1,  2.6, ⑦⑥, 4,11,Ｈアンスポｰクン, 63,戸崎圭, 0.4, 61,*-11,  15, 1,  2.4,②②②, 4, 4,Ｊコスモメルハバ, 82,柴田大, 0.8, 82,  15,   8,11, 50.6,⑧⑨⑥
 5, 2,Ｆマイネルオルカｰン, 57,柴田大, 0.6, 58,  -2,  11, 5, 17.0,⑦⑧⑥, 5,11,Ｊハイランドコンドル, 47,江田照, 1.1, 47, -16,   5,11,209.0, ⑩⑨, 5,10,Ｆノｰブルガイア, 67,吉田豊, 0.5, 65, -12,* 18, 6, 18.7,⑥⑧⑪, 5,14,Ｍアドマイヤジャガｰ, 80,田中勝, 1.0, 82,  16,   5,14, 90.9,⑦⑦⑦
 6,10,Ｄサルジェンツチェリ, 60,武士沢, 1.6, 53,  -2,   2,10,119.7,⑧⑨⑦, 6, 3,Ｉエイデンヒｰロｰ, 49,田辺裕, 1.2, 45, -16,   3, 4, 12.1, ⑨⑩, 6, 4,Ｊセンティラシオン, 59,石神深, 0.7, 62, -13,  16,11,211.9,⑤⑦⑧, 6,16,Ｂギャザｰロｰジズ, 87,吉田豊, 1.1, 85,   7,* 21, 3,  7.0,⑬⑬⑬
 7, 5,Ｅルルドノヒトミ, 58,蛯名正, 1.6, 52,  -4,   5, 6, 23.6,⑫⑪⑪, 7, 8,Ｍオンワｰドハｰバｰ, 42,山崎亮, 1.2, 46, -13,   0,13,599.5, ⑧⑧, 7, 2,Ｃスピカシチｰ, 69,蛯名正, 0.8, 62, -13,  17, 4, 10.8,⑩⑪⑩, 7,10,Ｈニシノオウガイ, 85,江田照, 1.2, 81,  12,  10, 9, 40.6,⑪⑪⑨
 8, 9,Ｊオｰゴンプリンス, 49,江田照, 1.9, 48,  -2,  -3, 9,102.7,②④⑤, 8, 2,Ｋカシノコゴロウ, 46,菅原隆, 1.4, 44, -19,   4,12,366.5, ⑪⑪, 8, 9,Ｉシシリアンルｰジュ, 63,嘉藤貴, 0.9, 60, -12,  12, 9, 93.1,⑦⑥④, 8,15,Ｄビンテｰジチャｰト, 87,武士沢, 1.5, 83,   5,* 21, 5, 15.4,⑯⑯⑮
