13年12月 1日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月 1日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-37,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013ｺﾞｰﾙﾃﾞﾝ ﾌﾞｰﾂ ﾄﾛﾌｨｰ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａクｰゲル, 71,酒井学,, 64,  -4,*  3, 1,  2.1, ⑤⑥, 1, 2,Ａガリバルディ, 65,福永祐,, 70,   0,* 12, 1,  1.3, ⑦⑦, 1,11,Ａシゲルケンシン, 74,戸崎圭,, 75,   2,* 17, 3,  5.0, ⑫⑪, 1, 4,Ｍウエスタンレベッカ, 71,ヒュｰ,, 84,   4,* 13,11, 28.0,⑥⑦⑥
 2, 7,Ｈロｰドメビウス, 51,浜中俊, 0.4, 61,* -1,  -3, 5, 12.0, ②②, 2,10,Ｇシｰサイドバウンド, 48,浜中俊, 0.2, 65,*  7,  -6, 5, 14.2, ①①, 2,16,Ｅエイシンライアン, 70,岩田康, 0.1, 74,   6,  11, 1,  2.9, ⑤⑥, 2, 3,Ｈシャイニｰハｰツ, 77,シュタ, 0.2, 82,   3,* 14, 4,  6.8,⑩⑪⑪
 2, 4,Ｂハクユウカンベエ, 70,内田博, 0.4, 61,*  1,  -4, 4,  5.8, ①①, 3, 9,Ｅアグネスミニッツ, 50,武豊  , 1.3, 55,  -2,  -6, 2,  6.1, ⑧⑨, 3,13,Ｆジョｰラプタｰ, 69,後藤浩, 0.3, 71,   6,   8, 9, 36.0, ⑥⑤, 3,10,Ｃウインアルザス, 80,スマレ, 0.3, 77,*  8,   0, 6, 13.6,①①①
 4,12,Ｇシゲルビッチュウ, 51,津村明, 0.7, 59,  -2,  -3,10,179.0, ④④, 4, 5,Ｃダノンロンシャン, 57,岩田康, 1.3, 55,   1, -10, 3, 11.1, ④④, 4,12,Ｎアドマイヤシャドウ, 63,福永祐, 0.3, 72,*  8,   6, 8, 34.3, ②②, 4,12,Ｊマイネルシュライ, 74,内田博, 0.3, 80,*  7,   4, 8, 21.8,⑨⑥⑤
 5, 3,Ｄメイショウホウトウ, 59,武豊  , 0.8, 58,  -7,*  0, 2,  4.5, ⑨⑨, 5, 8,Ｂエクストレミティｰ, 58,ウィリ, 1.4, 51,*  5, -22, 4, 13.7, ②②, 5, 1,Ｉメイショウゾンビ, 68,浜中俊, 0.6, 71,  -2,* 17, 4,  8.6, ⑯⑯, 5, 9,Ａタガノレイヨネ, 83,ウィリ, 0.3, 77,*  8,   1, 3,  6.2,②②②
 6, 2,Ｆイロリ, 52,ルメｰ, 1.2, 52,  -2,  -9, 6, 21.6, ③③, 6, 3,Ｆウルパラクア, 49,幸英明, 1.9, 50,   0, -17, 9,247.9, ⑪⑥, 6, 5,Ｂハヤブサ, 72,ムｰア, 0.8, 66,   6,   4, 2,  3.8, ③④, 6, 6,Ｌヒロノプリンス, 72,福永祐, 0.5, 78,*  7,   2, 7, 21.2,③③③
 7,13,Ｃシャイニングホｰプ, 64,福永祐, 1.3, 52,  -6,  -6, 3,  5.4, ⑦⑧, 7, 6,Ｊハｰレムシェイク, 42,後藤浩, 2.1, 48,  -2, -14, 8,156.1, ⑫⑫, 7,15,Ｃトランザムスタｰ, 71,内田博, 0.9, 66,*  7,   2, 5,  9.4, ④③, 7,13,Ｋニシノテキｰラ, 74,戸崎圭, 0.5, 78,   4,   9,13, 34.8,⑪⑩⑩
 8, 1,Ｅカネツスペシャル, 57,国分恭, 1.7, 49,  -5, -11, 7, 39.6, ⑥⑤, 8, 4,Ｉマイネルティエラ, 47,戸崎圭, 2.3, 43,  -3, -17, 7, 86.7, ⑩⑪, 8, 7,Ｇテイエムキュウベエ, 68,小牧太, 1.3, 65,   3,   3,12, 54.2, ⑩⑩, 8,15,Ｂタイキプレミアム, 81,ムｰア, 0.5, 80,   0,* 16, 2,  4.3,⑬⑮⑮
 9, 9,Ｊウォｰタｰブギウギ, 42,後藤浩, 2.0, 46, -12,  -6, 9, 93.2, ⑪⑪, 9, 1,Ｋテイエムオドロキ, 38,佐久間, 2.5, 43,  -1, -21,11,370.6, ⑨⑩, 9, 9,Ｌスマｰトマｰズ, 66,武豊  , 1.4, 66,   0,   7, 7, 26.7, ⑮⑮, 9, 8,Ｆコモノドラゴン, 77,岩田康, 0.7, 77,   4,   4, 9, 24.6,⑧⑧⑧
10,11,Ｉサｰジェントペパｰ, 46,川原正, 2.0, 46,  -9, -10,11,244.3, ⑩⑩,10,11,Ｄクニサキオペラ, 56,酒井学, 2.7, 39,*  4, -38,10,332.2, ③③,10,10,Ｊテイエムエビスオｰ, 68,佐久間, 1.4, 63,   4,   1,16,382.5, ⑨⑦,10,11,Ｉセトノフラッパｰ, 76,ホワイ, 0.8, 74,*  7,  -3,12, 30.0,⑤⑤④
11,10,Ｌカネトシエンパシｰ, 40,幸英明, 2.5, 43, -14,  -9,13,434.9, ⑫⑫,11,12,Ｌウインアルチザン, 36,森一馬, 2.7, 39,   0, -28,12,500.0, ⑥⑧,11, 4,Ｏニホンピロオｰロラ, 58,酒井学, 1.4, 64,   5,   1,10, 43.0, ⑦⑨,11, 7,Ｅサダムロｰドショｰ, 78,浜中俊, 0.8, 76,   1,   9, 1,  3.8,⑫⑫⑫
12,14,Ｋタマモパンテオン, 41,熊沢重, 2.6, 44,  -5, -18,14,588.4, ⑧⑦,12, 7,Ｈロｰドヴォルケｰノ, 47,ルメｰ, 3.1, 36,   0, -35, 6, 18.5, ⑤⑤,12, 8,Ｄジョウショｰキング, 71,国分恭, 1.6, 61,   4,  -1, 6, 18.6, ⑧⑧,12, 2,Ｎタンスチョキン, 68,スティ, 0.9, 76,   1,   9,15,194.2,⑭⑬⑬
13, 5,Ｎティｰエスキセキ, 34,太宰啓, 6.8,  4, -38, -24,12,407.0, ⑬⑬,,,,,,,,,,,,,13, 3,Ｈサウンドブレｰヴ, 68,幸英明, 1.8, 61,   1,   2,13,104.0, ⑪⑫,13, 1,Ｄエアポｰトメサ, 80,川田将, 0.9, 77,   0,  10,10, 26.3,⑮⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｍヴァルナビット, 63,大野拓, 2.4, 56,   1,  -3,14,214.4, ⑬⑬,14, 5,Ｇアイファｰファルコ, 77,ギュイ, 1.0, 74,   4,   2,14, 43.9,⑦⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｐミッキｰワｰルド, 57,川原正, 2.5, 55,   0,  -3,15,341.6, ⑭⑭,15,14,Ｏヤマニンファラオ, 68,川原正, 5.7, 18,*  7, -73, 5, 11.6,④④⑦
,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｋシゲルユズ, 66,太宰啓, 2.9, 52,*  9, -17,11, 52.5, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,
単勝:210円 複勝:08=110円 04=180円 07=220円 枠連:160円,,,,,,,,,,,,単勝:130円 複勝:02=100円 10=250円 09=140円 枠連:240円,,,,,,,,,,,,単勝:500円 複勝:11=150円 16=150円 13=560円 枠連:450円,,,,,,,,,,,,"単勝:2,800円 複勝:04=810円 03=290円 10=500円 枠連:5,010円",,,,,,,,,,,
馬連:360円 ワイド:04-08=310円 07-08=370円 04-07=930円,,,,,,,,,,,,馬連:730円 ワイド:02-10=290円 02-09=180円 09-10=620円,,,,,,,,,,,,"馬連:820円 ワイド:11-16=350円 11-13=1,240円 13-16=1,800円",,,,,,,,,,,,"馬連:7,940円 ワイド:03-04=2,550円 04-10=4,640円 03-10=1,790円",,,,,,,,,,,
"馬単:570円 3連複:2,170円 3連単:3,310円",,,,,,,,,,,,"馬単:940円 3連複:810円 3連単:3,000円",,,,,,,,,,,,"馬単:1,770円 3連複:6,310円 3連単:27,540円",,,,,,,,,,,,"馬単:21,700円 3連複:38,410円 3連単:284,740円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:16,,,,,■ 5R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  ダ1800m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｬﾊﾟﾝｶｯﾌﾟﾀﾞｰﾄ ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｃロングリバイバル, 58,内田博,, 64,* -1,*  2, 3,  6.2,②②②, 1, 1, ミッキｰデｰタ,---,ウィリ,, 66,*-14,  11, 1,  2.4,①①①, 1,12,Ｄピンウィｰル, 82,デムｰ,, 82,  12,* 10, 6, 12.6,⑩⑨⑨, 1,12,Ｇベルシャザｰル, 95,ルメｰ,, 94,  13,* 22, 3,  8.4,⑪⑨⑦
 2, 8,Ｅワクワクカンヲ, 55,武豊  , 0.3, 64,  -2,   0, 2,  6.0,⑥③③, 2,10, コルサｰレ,---,ルメｰ, 0.5, 67, -20,* 17, 2,  3.7,⑨⑧⑧, 2, 5,Ｅエアラギオｰル, 81,福永祐, 0.1, 82,  15,   3, 1,  3.0,⑤⑤⑥, 2, 8,Ｊワンダｰアキュｰト, 95,武豊  , 0.0, 99,  12,* 24, 6, 15.7,⑩⑪⑫
