13年 5月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 5月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-15,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1200m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9,14,Ｊスズカルミナリｰ, 39,難波剛, 2.9, 45,   0, -21,11,136.0, ⑤⑥, 9, 3, ワｰルドブルｰ,,平沢健,200.1,,,, 6, 22.2,⑥⑦⑨, 9, 4,Ｅナムラドリｰミｰ, 68,北村友, 1.0, 61,   5,  -4, 7, 10.1, ④④, 9, 7,Ｃピンゾロ, 73,高倉稜, 0.8, 67,   0,   0, 5, 12.4, ⑫⑪
10, 3,Ｂヨロシク, 63,岩崎翼, 2.9, 43, -11,  -7,10,128.0, ⑪⑪,10, 4, トｰセンドンファン,,大江原,200.8,,,, 4, 14.8,⑦⑧⑧,10, 8,Ｉワンダｰゴヴェルノ, 66,水口優, 1.1, 62,  -2,   4,12, 82.4, ⑫⑫,10,12,Ｌジェイケイホｰム, 65,水口優, 1.0, 64,  -1,  -2,15,286.4, ⑬⑭
11, 7, コウユｰアンドレ,---,北村友, 3.1, 45,*  5, -28, 7, 44.8, ②③,11,11, ホホヲヨセテ,,小坂忠,210.1,,,,12, 77.5,⑪⑪⑪,11, 7,Ｈヴァルナビット, 66,酒井学, 1.4, 59,  -7,   4, 6,  8.5, ⑮⑭,11, 5,Ｍアポロオラクル, 63,古川吉, 1.2, 62,  -4,  -1,13,102.6, ⑯⑯
12,12,Ｉシゲルカプリコｰン, 43,国分優, 3.8, 37, -17,  -6,14,243.7, ⑮⑮,12, 2, グレｰトヴァリュｰ,,白浜雄,212.6,,,, 7, 42.9,⑫⑫⑫,12, 9,Ｏミッキｰワｰルド, 38,武幸四, 1.8, 58,  -6,   1, 9, 33.0, ⑭⑮,12,13,Ｅミリオンフレッシュ, 72,上村洋, 1.4, 58,  -1,  -7, 9, 28.1, ⑭⑮
13, 9,Ｍイソノジャパン, 28,熊沢重, 4.5, 34,  -5, -28,15,320.8, ⑨⑩,,,,,,,,,,,,,13,13,Ｎガリュウ, 50,幸英明, 1.8, 55,  -3,  -3,11, 80.2, ⑬⑬,13, 4,Ｇグレイスフルリｰプ, 70,小牧太, 1.4, 59,   0,  -9, 8, 23.8, ⑨⑩
14, 1,Ｎシゲルテンビンザ,-34,酒井学, 4.5, 33, -15, -15,13,194.4, ⑫⑬,,,,,,,,,,,,,14,15,Ｌカシノラピス, 59,岩崎翼, 2.1, 52,   1,  -9,15,376.7, ⑦⑨,14, 8,Ｋセイウンチカラ, 67,武幸四, 1.5, 62,* 14, -24,10, 28.9, ①①
15, 8,Ｋエリック, 37,原田敬, 4.8, 30, -16, -17,16,334.3, ⑬⑭,,,,,,,,,,,,,15, 6,Ｋマヤステッラ, 62,原田敬, 3.3, 41,   2, -21,14,147.9, ⑥⑦,15,16,Ｂツクバリンカｰン, 73,藤田伸, 1.8, 54,   2, -17, 6, 17.5, ⑪⑫
16, 5, ミラクルサンダｰ,---,岡田祥,14.2,-65, -69, -33,12,184.6, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｊアｰスゼウス, 68,北村友, 2.1, 51,   6, -24,12, 50.0, ⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,040円 複勝:10=190円 06=100円 11=120円 枠連:960円",,,,,,,,,,,,単勝:360円 複勝:10=140円 07=110円 06=870円 枠連:320円,,,,,,,,,,,,単勝:460円 複勝:02=180円 14=160円 01=240円 枠連:550円,,,,,,,,,,,,"単勝:180円 複勝:03=110円 01=4,670円 11=200円 枠連:870円",,,,,,,,,,,
馬連:770円 ワイド:06-10=290円 10-11=430円 06-11=130円,,,,,,,,,,,,"馬連:310円 ワイド:07-10=180円 06-10=1,850円 06-07=1,340円",,,,,,,,,,,,馬連:890円 ワイド:02-14=380円 01-02=660円 01-14=800円,,,,,,,,,,,,"馬連:30,440円 ワイド:01-03=8,590円 03-11=290円 01-11=26,440円",,,,,,,,,,,
"馬単:3,440円 3連複:610円 3連単:9,400円",,,,,,,,,,,,"馬単:850円 3連複:4,110円 3連単:17,070円",,,,,,,,,,,,"馬単:1,850円 3連複:2,570円 3連単:10,850円",,,,,,,,,,,,"馬単:28,830円 3連複:60,420円 3連単:320,780円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 8R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  ダ1200m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,栗東ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂカノン, 64,原田敬,, 64,*  1,* -1, 1,  3.5,④④⑤, 1, 8,Ｇクラｰジュドｰル, 70,北村友,, 75,   4,* 11, 3, 10.2,⑨⑨⑧, 1,10,Ｃマカハ, 71,武豊  ,, 76,   4,* 10, 1,  2.9, ⑦⑦, 1,11,Ｆマルカバッケン, 86,武豊  ,, 86,   7,  14, 1,  2.6, ⑤⑤
 2, 2,Ｄサンマルジュエリｰ, 61,小牧太, 0.6, 60,   0,* -5, 5,  8.1,⑥⑥③, 2, 2,Ｃプラチナグロｰス, 74,藤田伸, 0.3, 74,*  7,   2, 2,  7.0,①①①, 2, 2,Ｈバコパ, 68,四位洋, 0.1, 75,   7,*  6,11, 23.8, ④④, 2,10,Ｅスリｰボストン, 86,北村友, 0.0, 85,   8,  13, 3,  4.9, ③③
 3, 9,Ｅシナｰラ, 60,国分優, 0.6, 62,*  1,  -7, 2,  3.9,⑤③①, 3,12,Ａスタｰソｰド, 77,武豊  , 0.5, 71,*  7,   2, 1,  1.5,④②②, 3, 1,Ｄノｰブリｰ, 71,秋山真, 0.3, 72,   5,   4, 2,  4.1, ⑥⑥, 3, 7,Ｈナガラオリオン, 86,四位洋, 0.2, 86,   4,* 16, 2,  4.4, ⑩⑨
 4,14,Ａタｰフジェニック, 65,幸英明, 1.1, 58,  -2,* -6, 3,  6.1,⑬⑪⑥, 4, 9,Ｌクレスコモア, 59,秋山真, 1.2, 65,   5,  -2, 8, 37.3,②④④, 4, 4,Ｋシゲルオレンジ, 62,酒井学, 0.5, 71,*  9,  -4,12, 69.3, ①①, 4, 5,Ａアルゴリズム, 91,秋山真, 0.4, 81,   5,  12, 6, 14.6, ⑥⑥
 5,11,Ｆキラキラムｰン, 54,難波剛, 2.2, 51,  -2, -13,11,118.5,⑭⑫⑩, 5, 4,Ｉカノヤプレジデント, 67,四位洋, 1.3, 70,   2,   3, 9, 56.6,⑪⑩⑪, 5,13,Ｏメイショウゲンカイ, 57,原田敬, 0.5, 69,*  8,  -2,16,198.7, ②②, 5, 6,Ｊサダムグランジュテ, 84,水口優, 0.5, 81,   5,  11,12, 93.3, ⑦⑦
 6,12,Ｉヤマニンペルル, 48,古川吉, 2.2, 53,  -4, -10, 9, 68.4,⑮⑭⑭, 6,10,Ｈタマモベルモット, 70,幸英明, 1.3, 68,   4,   0, 7, 31.5,⑧⑧⑦, 6,12,Ｍテイケイフロックス, 61,熊沢重, 0.7, 67,   6,  -4, 7, 20.9, ⑤⑤, 6,12,Ｌアｰリｰデイズ, 83,高倉稜, 0.5, 81,  -2,* 19,14,169.0, ⑮⑮
 7, 7,Ｍスリｰクスタイル, 40,小林徹, 2.5, 48,  -1, -19,14,282.0,⑧⑦⑦, 7, 6,Ｂタガノビリｰヴィン, 74,武幸四, 1.3, 72,   5,  -2, 4, 11.3,⑤⑥⑤, 7, 6,Ｂエメラルドヴァレｰ, 71,藤田伸, 0.8, 67,   2,   4, 3,  6.1, ⑩⑩, 7,13,Ｃセイカプリコｰン, 88,岡田祥, 0.5, 81,   1,* 16, 8, 25.5, ⑭⑭
 8,13,Ｃサウスフィｰルズ, 61,北村友, 2.7, 46,  -2, -19, 4,  6.4,⑩⑩⑨, 8, 3,Ｆシュミット, 70,酒井学, 1.3, 68,   3,   1, 6, 26.6,⑦⑦⑨, 8, 9,Ｉクレムリンシチｰ, 67,古川吉, 1.0, 62,  -3,*  6,15,141.3, ⑮⑯, 8, 3,Ｄフィｰルドシャイン, 86,酒井学, 0.7, 80,* 10,   5, 4, 12.5, ②②
 9, 3,Ｏテイエムエｰデル, 33,岩崎翼, 4.2, 37,  -2, -32,15,525.5,⑦⑨⑪, 9,11,Ｄフジノストロング, 73,小牧太, 1.6, 63,*  6,  -7, 5, 12.2,⑥③③, 9, 5,Ａオリｰブジュエル, 73,上村洋, 1.0, 62,  -1,   3, 8, 21.2, ⑭⑫, 9,15,Ｉトｰホウチェイサｰ, 85,幸英明, 0.8, 79,   2,  12,11, 34.0, ⑬⑪
10, 6,Ｇホシプリエｰル, 53,四位洋, 4.9, 36,*  0, -45, 7, 13.0,③②②,10, 5,Ｊフィｰルドゴｰゴｰ, 64,国分優, 1.7, 64,   2,  -1,10, 62.1,⑩⑪⑩,10, 3,Ｎテイエムアモｰレ, 59,幸英明, 1.2, 62,   3,  -4,13,104.0, ⑬⑧,10, 9,Ｋシゲルソウウン, 84,小牧太, 0.8, 78,   2,  11,13,148.2, ⑪⑫
11, 1,Ｎテイエムゴｰルド, 38,佐久間, 5.1, 33,  -3, -36,10, 98.2,⑪⑬⑫,11, 1,Ｅワンダｰブラザウン, 71,小林徹, 2.6, 57,   5, -13,11, 83.0,③⑤⑥,11,14,Ｊレｰガン, 65,佐久間, 1.2, 61,   6, -10, 4, 11.0, ③③,11, 2,Ｇエクセルシオｰル, 86,国分優, 0.9, 78,* 12,   1, 5, 14.1, ①①
12, 4,Ｈヤマノダイヤ, 49,高倉稜, 5.7, 30,*  2, -53, 8, 19.4,①①④,12, 7,Ｋヴェントス, 61,高倉稜, 3.0, 55,   2,  -9,12,109.3,⑫⑫⑫,12,15,Ｇマイティｰスコｰル, 68,高倉稜, 1.3, 59,  -1,  -1, 9, 22.2, ⑯⑮,12,14,Ｍエスケｰプマジック, 81,小坂忠, 1.0, 79,   5,   7, 9, 25.8, ⑧⑧
13,10,Ｌルシャアンジェ, 41,熊沢重, 5.8, 34,  -2, -46,12,142.5,⑨⑧⑬,,,,,,,,,,,,,13, 8,Ｌテストマッチ, 61,北村友, 1.3, 60,   3,  -5, 5, 11.4, ⑧⑪,13, 1,Ｂラフアウェイ, 89,荻野要, 1.2, 74,   7,   3, 7, 23.1, ④④
14,15,Ｊワイドロスメルタ, 46,酒井学, 6.3, 30,*  1, -56, 6, 10.9,②⑤⑧,,,,,,,,,,,,,14, 7,Ｅヒｰラ, 69,小林徹, 1.4, 59,   1,  -3,10, 22.5, ⑪⑭,14, 8,Ｏニシオドリｰム, 76,武幸四, 1.5, 75,   3,   4,10, 25.9, ⑨⑩
15, 8,Ｋシゲルコイヌザ, 44,秋山真, 6.8, 24,  -7, -45,13,155.0,⑫⑮⑮,,,,,,,,,,,,,15,16,Ｆパワフルキリシマ, 68,国分優, 1.5, 59,   3,  -7, 6, 18.2, ⑫⑬,15, 4,Ｎトウショウブリッツ, 78,熊沢重, 1.6, 74,   3,   4,15,177.5, ⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｐメイショウアルザス, 55,武幸四, 2.6, 46,   6, -26,14,104.1, ⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-4),,,,,,,,,,,
"単勝:350円 複勝:05=130円 02=180円 09=160円 枠連:1,750円",,,,,,,,,,,,"単勝:1,020円 複勝:08=220円 02=210円 12=110円 枠連:3,530円",,,,,,,,,,,,単勝:290円 複勝:10=140円 02=500円 01=160円 枠連:580円,,,,,,,,,,,,単勝:260円 複勝:11=120円 10=150円 07=150円 枠連:610円,,,,,,,,,,,
"馬連:1,710円 ワイド:02-05=570円 05-09=270円 02-09=560円",,,,,,,,,,,,"馬連:3,310円 ワイド:02-08=850円 08-12=320円 02-12=300円",,,,,,,,,,,,"馬連:3,400円 ワイド:02-10=1,190円 01-10=290円 01-02=1,540円",,,,,,,,,,,,馬連:580円 ワイド:10-11=260円 07-11=260円 07-10=420円,,,,,,,,,,,
"馬単:3,010円 3連複:1,800円 3連単:11,710円",,,,,,,,,,,,"馬単:8,040円 3連複:1,490円 3連単:19,570円",,,,,,,,,,,,"馬単:5,040円 3連複:3,900円 3連単:21,270円",,,,,,,,,,,,"馬単:990円 3連複:840円 3連単:2,790円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝1800m 4歳上1600万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾊﾟｰﾙｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃサウンドデュｰク, 62,幸英明,, 76,   2,*  5, 1,  2.0,⑥⑥⑥, 1, 2,Ａダイナミックガイ, 73,四位洋,, 78,  -6,* 12, 2,  3.3, ④④, 1,11,Ｂゴｰルデンナンバｰ, 85,秋山真,, 85,   0,* 19, 1,  3.2, ⑬⑬, 1, 1,Ａメイショウイザヨイ, 78,武幸四,, 76,*  8,   5, 5,  7.0, ②②
 2, 5,Ａヤマイチパｰトナｰ, 65,武豊  , 0.0, 77,   1,*  9, 2,  3.7,⑦⑦⑦, 2, 7,Ｈカミｰリア, 58,古川吉, 0.3, 71,* -5,   3, 9, 41.0, ②②, 2, 9,Ｄハワイアンウインド, 80,北村友, 0.0, 85,   3,  15, 8, 20.6, ⑨⑧, 2, 3,Ｂアンバルブライベン, 75,田中健, 0.2, 74,*  9,   1, 2,  4.2, ①①
 3,13,Ｄダイワユニティｰ, 59,小牧太, 0.5, 69,*  4,  -5, 4, 13.3,③③④, 3, 8,Ｅシゲルラシンバンザ, 64,幸英明, 0.7, 66,* -4,  -6, 6, 16.5, ①①, 3, 3,Ｆマイネオｰチャｰド, 79,幸英明, 0.0, 86,   2,* 16, 5,  9.2, ⑩⑩, 3, 7,Ｆアルベルトバロｰズ, 70,武豊  , 0.2, 74,   5,   5, 1,  3.7, ④④
 4,12,Ｇトウカイルｰチェ, 55,北村友, 0.8, 66,   1,  -5, 3,  6.7,⑤⑤⑤, 4, 1,Ｂディｰプウェｰブ, 67,北村友, 0.7, 72,  -9,*  8, 1,  2.5, ⑪⑪, 4, 2,Ａピュアブリｰゼ, 87,古川吉, 0.0, 82,*  7,   4, 4,  5.8, ②②, 3, 4,Ｊタマモコントラバス, 67,酒井学, 0.2, 75,   1,*  9, 6,  7.6, ⑦⑦
 5,11,Ｂテイエムオｰライト, 62,岩崎翼, 1.0, 62,*  5, -16, 5, 15.4,②②②, 5,11,Ｆモオプナツヨシ, 63,高倉稜, 0.8, 66,  -6,  -1, 5, 14.7, ⑤⑤, 5, 8,Ｅレイカｰラ, 80,武豊  , 0.2, 85,   2,  15, 2,  4.4, ⑫⑫, 5, 8,Ｄラインアンジュ, 72,北村友, 0.4, 71,  -4,* 11, 3,  6.0, ⑪⑩
 6, 1,Ｈプライドキッズ, 55,原田敬, 1.4, 58,*  5, -22,11, 72.1,①①①, 6, 4,Ｊサンライズバｰド, 55,岩崎翼, 0.9, 68,  -9,   4, 8, 19.3, ⑨⑨, 6, 1,Ｉクッカｰニャ, 77,酒井学, 0.3, 81,   6,   5, 7, 15.4, ④③, 6,11,Ｇレコメンド, 69,高田潤, 0.5, 70,   3,   4, 7, 17.5, ⑤⑤
 7, 3,Ｉエｰブドラゴンマン, 52,国分優, 1.4, 62,  -1,  -8, 9, 38.5,⑪⑨⑩, 7, 6,Ｇマコトタンホイザｰ, 60,国分優, 1.0, 68,  -9,   3,10, 70.2, ⑩⑩, 7, 5,Ｍフェｰタルロｰズ, 73,藤田伸, 0.5, 78,   5,   3, 9, 38.8, ⑥⑥, 7, 5,Ｋメロｰクｰミス, 67,原田敬, 0.7, 67,   5,  -2,12,292.3, ③③
 8, 8,Ｅエイシンラムダ, 58,高倉稜, 1.5, 60,  -3,  -5, 6, 19.4,⑭⑪⑪, 8,10,Ｃメイショウドゥｰマ, 67,上村洋, 1.1, 62,  -8,  -3, 7, 16.8, ⑦⑧, 8,13,Ｊチェリｰメドゥｰサ, 76,小牧太, 0.5, 77,   6,   0, 6, 15.3, ⑤⑤, 8, 9,Ｌカシノエルフ, 58,国分優, 0.7, 68,   0,   4,11,234.4, ⑨⑨
 9, 7,Ｆトゥｰビｰハッピｰ, 57,藤田伸, 1.8, 56,   2, -22, 8, 35.9,④④③, 9, 9,Ｉチャｰムドヴェｰル, 56,武豊  , 1.1, 63,* -5,  -7, 4, 13.5, ③③, 9, 6,Ｇダｰトムｰア, 78,高倉稜, 0.5, 78,   3,   6,12, 65.8, ⑧⑦, 9,10,Ｃハンタｰワディ, 72,幸英明, 0.7, 68,  -1,   5, 8, 18.3, ⑧⑧
10, 2,Ｋイキイキシンサク, 47,岡田祥, 2.4, 51,  -2, -19,14,704.5,⑩⑩⑨,10, 3,Ｋスリｰフォスタｰ, 50,酒井学, 1.2, 65,  -7,  -2,11,175.5, ⑧⑦,10, 7,Ｃコウエイオトメ, 83,四位洋, 0.7, 77,  -1,  12, 3,  5.7, ⑭⑭, 9, 6,Ｈコスモアクセス, 69,小牧太, 0.7, 68,  -5,*  9, 4,  6.9, ⑫⑫
11, 4,Ｊエンドレスエイト, 49,四位洋, 3.3, 43,  -1, -37, 7, 25.2,⑧⑧⑧,11, 5,Ｄカレンバッドガｰル, 65,秋山真, 1.5, 58,  -7,  -8, 3,  5.2, ⑥⑥,11,10,Ｋタガノイノセンス, 75,国分優, 0.8, 76,   3,   3,11, 57.9, ⑪⑪,11, 2,Ｅモトヒメ, 70,高倉稜, 0.9, 65,  -4,   5,10, 50.3, ⑩⑪
12,15,Ｍメイショウキラボシ, 42,花田大, 4.5, 34,  -6, -40,15,776.4,⑨⑫⑫,,,,,,,,,,,,,12, 4,Ｌタイキエイワン, 73,熊沢重, 0.9, 71,*  9, -11,10, 56.7, ①①,12,12,Ｉロｰドハリアｰ, 68,四位洋, 1.2, 61,   3,  -6, 9, 49.0, ⑥⑥
13,14,Ｌアグネスエリイ, 44,秋山真, 4.8, 32,  -9, -37,12,107.1,⑫⑬⑬,,,,,,,,,,,,,13,14,Ｎママキジャ, 71,岡田祥, 1.1, 71,   5,  -4,13,187.6, ⑦⑨,,,,,,,,,,,,
14, 9, ディｰプアリス,---,酒井学, 8.2, -7, -16, -69,10, 55.4,⑬⑭⑭,,,,,,,,,,,,,14,12,Ｈセニョリｰタ, 77,上村洋, 1.3, 67,   6, -11,14,209.9, ③④,,,,,,,,,,,,
15, 6,Ｎケｰジｰナデシコ, 38,熊沢重,12.9,-53, -32, -96,13,542.9,⑮⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,
