13年 9月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 9月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9,15,Ｈカフジホｰク, 38,国分恭, 1.8, 44,  -8,  -6, 5, 23.5, ⑪⑪, 9, 4, メイショウガルソン,,田村太,221.3,,,, 8, 45.6,⑩⑩⑨, 9, 2,Ｐマイアミムｰン, 47,四位洋, 1.8, 65,   7,  -9,13, 61.0,⑮⑮⑯, 9,14,Ｊヤマニンシェリル, 74,武幸四, 0.9, 69,* 16, -17, 5, 22.3, ②②
10, 4,Ｎヤマノボンバｰ, 32,国分優, 1.8, 43,  -9,  -6, 8, 43.2, ⑬⑬,,,,,,,,,,,,,10,15,Ｊギリギリヒｰロｰ, 66,国分優, 1.9, 67,   9, -13,11, 48.1,⑯⑯⑮,10,11,Ｎメイショウスザンナ, 55,北村友, 1.1, 68,  11,  -9, 8, 30.6, ⑩⑪
11, 3,Ｍテイエムシナモン, 32,城戸義, 1.9, 42,  -8,  -7,16,434.6, ⑫⑫,,,,,,,,,,,,,11, 6,Ｋレッドシェリフ, 66,北村友, 1.9, 64,  11, -21,10, 37.7,⑪⑫⑪,11, 9,Ａメイショウキラリ, 80,秋山真, 1.1, 67,  13, -15, 9, 43.6, ⑥⑤
12,14,Ｐシンゼンマリリン, 21,川島信, 2.0, 41,* -4, -14,15,354.7, ④⑤,,,,,,,,,,,,,12,12,Ｇケルンフォｰティｰ, 73,藤田伸, 1.9, 64,  16, -30, 7, 15.2,④⑤④,12, 2,Ｍディアマイベイビｰ, 63,川田将, 1.1, 67,* 15, -17,10, 49.5, ③③
13, 8,Ｅシゲルウゴ, 41,高倉稜, 2.5, 36,* -3, -20, 7, 30.3, ②②,,,,,,,,,,,,,13,11,Ａゲットハッピｰ, 77,藤岡康, 2.0, 60,* 17, -37, 9, 33.4,①①②,13,12,Ｌユｰスティティア, 70,小牧太, 1.3, 67,   9,  -8,14,224.3, ⑬⑫
14,13,Ｆウインマティｰニ, 41,川須栄, 3.2, 32,  -6, -21,14,317.3, ⑩⑨,,,,,,,,,,,,,14,16,Ｆネオリアライズ, 73,国分恭, 2.2, 60,  16, -34, 4, 11.5,⑦⑧⑥,14, 1,Ｋハイタッチクイｰン, 70,幸英明, 1.7, 62,* 16, -30,12,108.5, ①①
15,16,Ｏメイショウパワフル, 29,太宰啓, 3.7, 29, -11, -21,13,233.2, ⑭⑮,,,,,,,,,,,,,15, 3,Ｌメイショウデビッド, 62,松山弘, 2.3, 60,  13, -28,15,259.3,⑩⑩⑩,,,,,,,,,,,,
16, 1,Ｉシゲルエチゼン, 38,松山弘, 5.0, 17,* -3, -42, 9, 46.5, ①①,,,,,,,,,,,,,16, 9,Ｏビコｰワンダフル, 55,佐久間, 3.6, 50,  13, -48,16,533.2,③④⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-5),,,,,,,,,,,
"単勝:1,060円 複勝:05=280円 10=110円 09=190円 枠連:820円",,,,,,,,,,,,単勝:150円 複勝:09=110円 03=190円 06=210円 枠連:560円,,,,,,,,,,,,単勝:450円 複勝:01=170円 04=150円 14=260円 枠連:790円,,,,,,,,,,,,単勝:180円 複勝:07=110円 04=200円 08=150円 枠連:620円,,,,,,,,,,,
"馬連:1,210円 ワイド:05-10=480円 05-09=1,130円 09-10=230円",,,,,,,,,,,,"馬連:670円 ワイド:03-09=240円 06-09=370円 03-06=1,110円",,,,,,,,,,,,馬連:850円 ワイド:01-04=360円 01-14=900円 04-14=620円,,,,,,,,,,,,馬連:760円 ワイド:04-07=330円 07-08=200円 04-08=610円,,,,,,,,,,,
"馬単:3,510円 3連複:2,020円 3連単:19,120円",,,,,,,,,,,,"馬単:830円 3連複:1,580円 3連単:4,300円",,,,,,,,,,,,"馬単:1,820円 3連複:2,470円 3連単:10,950円",,,,,,,,,,,,"馬単:1,120円 3連複:1,160円 3連単:4,090円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,大阪ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂライザン, 51,岩田康,, 60,*-15,* 13, 2,  2.8, ①①, 1, 2, タガノブルグ,---,川田将,, 45, -27,* -1, 1,  1.9, ⑤④, 1, 4,Ａエイコｰンパス, 81,川田将,, 80,   9,*  9, 1,  2.1,⑥⑦⑧, 1, 9,Ｂキズマ, 87,藤田伸,, 90,*  8,* 18, 2,  2.6, ①①
 2, 8,Ａロｰハイド, 54,福永祐, 0.5, 54, -16,* 10, 1,  2.8, ⑦⑥, 2, 6, カワカミマゴコロ,---,川島信, 0.0, 45, -26,* -2, 5, 14.9, ③③, 2,10,Ｃクレスコモア, 76,和田竜, 0.5, 76,* 10,   1, 2,  4.3,①①①, 2, 1,Ａタイセイシュバリエ, 91,浜中俊, 0.4, 86,   6,* 16, 1,  1.6, ③②
 3, 3,Ｃワクワクカンヲ, 51,武豊  , 0.9, 50, -18,   7, 3,  4.3, ⑥⑦, 3, 7, キタサンゲッコウ,---,武幸四, 0.4, 37,*-22, -12, 4,  7.1, ①①, 3, 2,Ｄスタンドバイミｰ, 73,岩田康, 0.7, 75,* 10,   2, 5, 12.6,②④⑤, 3, 6,Ｆシゲルソウサイ, 80,幸英明, 0.7, 84,   6,  13, 4, 17.7, ④④
 4, 9,Ｈミンネゼンガｰ, 18,和田竜, 1.1, 47, -18,   4, 7, 19.4, ⑨⑧, 4, 5, アワｰズヒロイン,---,浜中俊, 0.8, 32,*-23, -15, 2,  3.4, ②②, 4, 7,Ｂタイガｰシｰド, 76,熊沢重, 0.7, 80,   8,   4, 4, 11.0,⑪⑧⑦, 4,10,Ｅロｰブドヴルｰル, 81,岩田康, 1.0, 81,*  7,  10, 3, 17.2, ②③
 5, 2,Ｇマルクナッテ, 39,藤懸貴, 1.3, 43, -17,   0, 8, 72.2, ⑤⑤, 5, 8, マイネルティエラ,---,中井裕, 0.9, 31, -26, -14, 3,  7.0, ④⑤, 5, 9,Ｆナムララオウ, 72,国分恭, 1.1, 71,   7,   3, 7, 15.7,⑬⑨⑨, 5, 8,Ｄケイト, 81,菱田裕, 1.1, 80,   5,  12, 5, 21.0, ⑥⑥
 6, 5,Ｄドリｰムジュエリｰ, 47,中井裕, 1.3, 47, -19,   4, 5, 11.7, ⑧⑨, 6, 4, シゲルオキ,---,国分優, 0.9, 34, -30, -10, 8, 87.8, ⑦⑥, 6,11,Ｅペガサスフラッシュ, 73,藤懸貴, 1.2, 71,* 10,  -3, 9, 30.4,③②②, 6, 5,Ｉスマイリングムｰン, 76,秋山真, 1.8, 74,   5,   5, 9,135.1, ⑤⑤
 7, 6,Ｅジョｰエクスカリバ, 45,古川吉, 1.3, 40,*-15,  -5, 6, 19.4, ④②, 7, 3, ジｰブラウン,---,松山弘, 1.0, 31, -28, -12, 6, 18.6, ⑥⑦, 7, 5,Ｏアラタシャチョウ, 53,菱田裕, 1.3, 71,   7,   3,11,137.2,⑩⑩⑩, 7, 2,Ｃトｰホウプリンセス, 81,和田竜, 1.8, 75,   4,   6, 7, 35.8, ⑦⑦
 8, 1,Ｆゼンノブロｰアップ, 40,浜中俊, 1.7, 36, -16,  -9, 4, 11.1, ③③, 8, 1, ゴライコウ,---,小坂忠, 1.4, 25, -32, -16, 7, 48.0, ⑧⑧, 8, 8,Ｊアザゼル, 69,幸英明, 1.4, 71,*  9,  -4, 8, 28.1,④⑥⑥, 8, 4,Ｇアップトゥデイト, 80,水口優, 1.8, 75,   2,  10, 6, 24.8, ⑩⑩
 9, 4,Ｉダンツプライス, 18,太宰啓, 2.2, 30, -16, -17, 9, 86.7, ②④,,,,,,,,,,,,, 9,16,Ｈクリビツテンギョ, 70,川須栄, 1.6, 69,*  9,  -7, 6, 14.9,⑤③③, 9, 3,Ｈウッドシップ, 76,古川吉, 2.1, 73,   3,   6,10,209.6, ⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,10, 3,Ｎリノワｰル, 56,国分優, 1.8, 67,   5,   1,13,200.6,⑫⑬⑪,10, 7,Ｊオｰスミレジスタ, 76,池添謙, 3.0, 65,   3,  -3, 8,116.6, ⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,11,15,Ｌテイエムクロジシ, 65,小林徹, 1.8, 69,   4,   4,16,617.8,⑮⑮⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,12,14,Ｉレッドサクセサｰ, 70,浜中俊, 2.0, 65,*  9,  -9, 3,  7.6,⑦⑤④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13,12,Ｋバイオレットムｰン, 67,城戸義, 2.3, 65,   4,  -1,12,199.7,⑭⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 1,Ｇジェットブリット, 72,岡田祥, 2.6, 63,   5,  -6,14,245.0,⑨⑫⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｍペガサスムｰン, 56,高倉稜, 3.5, 56,   4, -11,10,109.0,⑯⑯⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｐワンダｰプロフィｰ, 51,岩崎翼, 5.7, 45,   4, -31,15,360.0,⑧⑪⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,
単勝:280円 複勝:07=110円 08=110円 03=120円 枠連:340円,,,,,,,,,,,,単勝:190円 複勝:02=110円 06=270円 07=190円 枠連:0円,,,,,,,,,,,,単勝:210円 複勝:04=120円 10=150円 02=260円 枠連:360円,,,,,,,,,,,,単勝:260円 複勝:09=110円 01=100円 06=210円 枠連:140円,,,,,,,,,,,
馬連:380円 ワイド:07-08=180円 03-07=180円 03-08=190円,,,,,,,,,,,,"馬連:1,340円 ワイド:02-06=610円 02-07=280円 06-07=660円",,,,,,,,,,,,馬連:390円 ワイド:04-10=200円 02-04=430円 02-10=650円,,,,,,,,,,,,馬連:170円 ワイド:01-09=120円 06-09=370円 01-06=290円,,,,,,,,,,,
"馬単:790円 3連複:390円 3連単:1,970円",,,,,,,,,,,,"馬単:1,650円 3連複:2,190円 3連単:8,340円",,,,,,,,,,,,"馬単:640円 3連複:1,100円 3連単:3,090円",,,,,,,,,,,,"馬単:410円 3連複:560円 3連単:1,930円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 6R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1400m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,ききょうｽﾃｰｸｽ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂベルサリエｰレ, 67,松山弘,, 64,*  2,   2, 1,  2.1,①①①, 1,11, スマｰトダイバｰ,---,武豊  ,, 67,  -2,*  5, 2,  3.4,③③③, 1, 3,Ｇウインスプラッシュ, 50,中井裕,, 63,*-13,   5, 5, 10.7, ①①, 1,18,Ｂウイングザムｰン, 79,秋山真,, 78,  -3,* 17, 2,  5.5, ⑯⑯
 2, 1,Ｋワンダｰデスタン, 53,森一馬, 0.3, 63,   0,   3,13, 80.8,⑥⑤⑥, 2,10, クァンタムギア,---,岩田康, 0.2, 64,  -2,   5, 1,  2.5,⑤④④, 2,10,Ｆクｰルジョジョ, 52,幸英明, 0.0, 66,*-15,  10, 9, 59.5, ②②, 2, 1,Ａレディオブオペラ, 86,藤田伸, 0.2, 72,*  4,   4, 1,  5.2, ①①
 3, 5,Ｆクリノコトノオｰ, 62,国分恭, 0.4, 64,  -2,*  8, 7, 29.6,⑮⑭⑫, 3, 6, タマモホルン,---,幸英明, 0.3, 64,* -1,   0, 4,  6.9,①①①, 3, 6,Ａモズハツコイ, 63,浜中俊, 0.3, 63, -22,  13, 1,  2.6, ④④, 3,11,Ｉニシノモンクス, 68,中井裕, 0.2, 74,   1,*  9, 3,  6.6, ⑨⑧
 4,15,Ｍビｰチブレイブ, 49,北村友, 0.7, 61,  -1,   4,15,244.2,⑪⑬⑬, 4, 7, ロｰゼロッセ,---,中井裕, 0.3, 67,  -4,*  7, 8, 25.3,⑩⑨⑥, 4,11,Ｈスナｰクマスカラス, 48,和田竜, 0.4, 62, -22,  13, 3,  4.4, ⑤⑤, 4,17,Ｈシンジュボシ, 70,和田竜, 0.4, 70,   2,   4,10, 20.1, ⑥④
 5,13,Ｄマンハッタンケイ, 64,国分優, 0.7, 60,   0,   2, 6, 25.5,⑩⑩⑪, 5, 8, メイショウイチオシ,---,武幸四, 0.4, 68,  -4,*  6, 5, 21.8,⑪⑦⑧, 5, 9,Ｃナムラアッパｰ, 56,秋山真, 0.6, 63, -25,* 16, 7, 20.2, ⑧⑧, 5,16, フォｰチュンスタｰ,---,岩田康, 0.5, 68,*  3,   1, 6, 11.7, ④③
 6, 4,Ｈテイエムオデッセイ, 58,古川吉, 0.8, 63,  -3,*  7,11, 65.6,⑭⑮⑮, 6,13, ワｰドイズボンド,---,松田大, 0.5, 61,* -2,  -1, 6, 22.1,②②②, 6, 4,Ｄラヴィｰネ, 55,福永祐, 0.7, 57, -19,   6, 2,  3.9, ③③, 6, 4,Ｌケイティｰプライド, 65,川田将, 0.5, 69,   2,   4, 5,  9.5, ③⑤
 7, 8,Ｎオｰケストラピット, 47,藤懸貴, 0.8, 59,*  2,  -4,14,165.1,②②②, 7,14, エアスワッグ,---,福永祐, 1.1, 57,  -3,  -2, 3,  6.5,⑥⑤⑤, 7, 1,Ｅウメ, 54,武豊  , 0.8, 57, -23,   9, 6, 11.0, ⑥⑥, 7, 9,Ｇショウリュウバイオ, 70,福永祐, 0.7, 67,  -2,   5,11, 22.9, ⑩⑩
 8, 9,Ａメイショウヨウコウ, 69,武幸四, 0.9, 65,  -1,   1, 4, 10.6,⑬⑪⑨, 8, 4, イノセンテス,---,松山弘, 1.7, 54,  -4,  -6,11, 59.6,⑧⑥⑦, 8, 7,Ｂイスルギ, 57,岩田康, 0.9, 58, -24,  10, 4, 10.1, ⑦⑦, 8,14,Ｑシャスタｰデイジｰ, 59,高倉稜, 0.7, 68,  -2,   7,15, 74.7, ⑫⑪
 9,10,Ｉミライエ, 54,岩田康, 1.2, 60,   0,   0, 9, 53.7,⑫⑫⑭, 9, 3, マイネルプレセンテ,---,和田竜, 1.9, 55,  -6,  -2,12, 63.9,⑭⑫⑨, 9, 8,Ｊサングラス, 40,田中博, 0.9, 58, -30,* 16,10, 67.0, ⑪⑪, 9, 5,Ｍシンデレラボｰイ, 64,藤岡康, 0.7, 66,   2,   2, 9, 18.7, ⑤⑥
10, 7,Ｃエイシンガリレイ, 66,和田竜, 1.4, 56,   1,  -8, 5, 12.5,④④⑤,10, 1, プレスアテンション,---,菱田裕, 2.8, 47,  -8,  -8,10, 53.5,⑬⑭⑪,10, 5,Ｉカシノヒカル, 42,酒井学, 1.1, 56, -27,  11, 8, 43.3, ⑨⑨,10,10,Ｃウインスラッガｰ, 76,浜中俊, 0.7, 68,  -3,   8, 4,  6.9, ⑬⑭
11,11,Ｇユニヴァｰザライド, 59,武豊  , 1.5, 56,*  2, -10, 2,  3.3,③③③,11,12, キスザブライド,---,水口優, 4.5, 38,  -6, -24,14,373.0,⑫⑪⑩,11, 2, キンコバン,---,国分恭, 1.2, 55, -30,  13,11,149.8, ⑩⑩,10, 3,Ｅノｰブリｰ, 73,城戸義, 0.7, 68,  -3,   8,14, 36.0, ⑮⑮
12, 6,Ｌルペｰルノエル, 52,岡田祥, 1.8, 53,   0,  -9, 8, 44.5,⑧⑦⑦,12, 5, アスタｰカウンティ,---,小牧太, 4.6, 36,  -7, -25, 7, 23.1,④⑧⑫,,,,,,,,,,,,,12, 2,Ｄアナスタシアブルｰ, 75,川須栄, 0.8, 66,  -1,   3, 8, 18.3, ⑦⑨
13,12,Ｊダノンエトワｰル, 53,小牧太, 1.8, 53,   0,  -9,12, 76.4,⑦⑧⑧,13, 2, モｰントシャイン,---,浜中俊, 8.0, 19, -10, -48,13, 74.0,⑦⑬⑭,,,,,,,,,,,,,13,12,Ｋモオプナツヨシ, 67,松山弘, 0.8, 67,  -2,   5,13, 28.7, ⑭⑫
14, 3,Ｏテイエムブレイク, 44,松田大, 1.8, 54,   0,  -8,16,280.4,⑨⑨⑩,14, 9, ナムラマサシゲ,---,太宰啓, 8.9,  7,  -7, -61, 9, 46.9,⑨⑩⑬,,,,,,,,,,,,,14,13,Ｐビップセレブアイ, 60,北村友, 0.8, 66,   1,   2,17,109.0, ⑧⑦
15,16, シュｰニャ,---,中井裕, 2.5, 53,  -5,  -5,10, 64.5,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｆエメラルドヴァレｰ, 71,藤懸貴, 0.8, 66,  -2,   6, 7, 18.2, ⑪⑬
16,14,Ｅアグネスリズム, 62,幸英明, 3.3, 44,   1, -24, 3,  8.9,⑤⑥④,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｊロマンスリップ, 68,松田大, 1.1, 64,  -6,   7,18,258.1, ⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｎディアプリンセス, 64,幸英明, 1.4, 58,*  5, -11,12, 23.4, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-5),,,,,,,,,,,
"単勝:210円 複勝:02=130円 01=2,460円 05=480円 枠連:18,440円",,,,,,,,,,,,単勝:340円 複勝:11=150円 10=110円 06=170円 枠連:390円,,,,,,,,,,,,"単勝:1,070円 複勝:03=260円 10=930円 06=140円 枠連:2,150円",,,,,,,,,,,,単勝:550円 複勝:18=200円 01=220円 11=230円 枠連:810円,,,,,,,,,,,
"馬連:26,590円 ワイド:01-02=9,310円 02-05=940円 01-05=41,150円",,,,,,,,,,,,馬連:430円 ワイド:10-11=200円 06-11=400円 06-10=360円,,,,,,,,,,,,"馬連:21,930円 ワイド:03-10=4,650円 03-06=440円 06-10=2,240円",,,,,,,,,,,,"馬連:1,980円 ワイド:01-18=720円 11-18=690円 01-11=840円",,,,,,,,,,,
"馬単:47,870円 3連複:246,450円 3連単:1,078,590円",,,,,,,,,,,,"馬単:1,010円 3連複:1,100円 3連単:4,800円",,,,,,,,,,,,"馬単:41,990円 3連複:17,560円 3連単:177,030円",,,,,,,,,,,,"馬単:3,310円 3連複:3,920円 3連単:19,940円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
