13年 7月28日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 7月28日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2900m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西部日刊ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｈホｰプタウン, 44,幸英明,, 61,  -4,*  3, 3,  4.5, ⑥②, 1, 2, マンノプロジェクト,,北沢伸,,,,, 1,  2.7,④③②, 1, 7,Ｍシルクシンフォニｰ, 68,中井裕,, 75,   5,* 13,12, 52.9,⑧⑧⑥, 1, 4,Ｄソロル, 81,松山弘,, 79,   5,* 13, 3,  5.5,⑦⑥⑥
 2, 3,Ｃフェブノヘア, 60,和田竜, 0.3, 57,*  1,  -5, 2,  3.6, ①①, 2, 3, タマモショパン,,熊沢重,190.5,,,, 2,  3.3,②①①, 2, 3,Ｃメモリｰシャルマン, 75,幸英明, 0.3, 71,   3,* 13, 2,  3.4,⑫⑫⑦, 2,16,Ｆプルｰフポジティブ, 80,幸英明, 0.1, 80,*  8,   9, 4, 10.7,②②①
 3, 7,Ｄジョｰヌダンブル, 52,小牧太, 0.4, 56,  -3,  -2, 1,  2.6, ④③, 3, 7, アラタマユニバｰス,,中村将,192.7,,,, 4,  7.6,①②③, 3,14,Ｋポロタン, 69,武豊  , 0.7, 69,   4,   8, 4,  8.3,⑨⑩⑧, 3, 2,Ｂコルｰジャ, 85,国分優, 0.4, 77,   4,* 11, 5, 22.3,⑪⑪⑪
 4, 4,Ｌニシノチャステティ, 26,浜中俊, 0.8, 50, -13,*  2,10, 57.7, ⑪⑪, 4, 4, スズカジェネラル,,林満明,193.4,,,, 7, 13.1,③④④, 4,16,Ｆブロッケン, 71,国分優, 0.8, 66,*  9,   0,13, 75.0,⑯①①, 4, 6,Ｉバンブｰリバプｰル, 78,鮫島良, 0.6, 77,*  7,   6, 8, 30.9,③④⑤
 5,12,Ｆデクラレｰション, 47,中井裕, 0.9, 49,  -8,  -5, 8, 42.4, ⑧⑥, 5, 1, ネオファッショ,,難波剛,193.4,,,, 3,  6.6,⑥⑤⑤, 5,12,Ｐアルボナンザ, 64,武幸四, 0.8, 72,   3,  10, 5, 12.3,⑬⑭⑫, 5,14,Ａエｰシンバリントン, 88,和田竜, 0.6, 76,*  7,   6, 1,  2.6,⑤⑤③
 6,11,Ｂコウエイユニバｰス, 60,高倉稜, 1.5, 41, -10, -10, 5, 19.3, ⑩⑨, 6, 8, シルヴァｰノ,,黒岩悠,194.3,,,, 6, 11.8,⑤⑥⑥, 6, 2,Ｂエスジｰアンクル, 75,国分恭, 0.9, 65,*  7,   2, 3,  6.7,③③②, 6,15,Ｌタガノプリンス, 76,藤岡康, 0.7, 76,   5,   9,14,150.2,⑩⑩⑩
 7,14,Ｅカレンコティヤｰル, 49,松山弘, 1.5, 41,  -3, -17, 9, 46.1, ⑤⑦, 7, 6, アプフェルヴァイン,,植野貴,246.6,,,, 8, 46.5,⑦⑦⑦, 7, 6,Ｇブルｰメリディアン, 71,小牧太, 1.0, 66,   3,  10,10, 33.9,⑭⑯⑮, 7,10,Ｃシルクタｰンベリｰ, 84,武幸四, 0.9, 78,   5,   5,11, 58.4,⑮⑧⑧
 8, 1,Ｊファｰウエスト, 29,武豊  , 2.0, 34, -19,  -9, 6, 20.0, ⑫⑫,,,,,,,,,,,,, 8,10,Ｊディアアプロｰズ, 69,川島信, 1.3, 63,*  8,  -2,11, 51.7,①②③, 8,13,Ｊスプリングオスロ, 76,高倉稜, 1.0, 70,*  7,   2,12,100.4,④③②
 9, 5,Ｍカツザクラ, 19,藤懸貴, 2.1, 32,  -6, -22,11, 98.3, ⑦⑧,,,,,,,,,,,,, 9, 1,Ｏワキノネクサス, 65,岩崎翼, 1.4, 62,   6,   0,15,205.7,②④⑤, 9, 3,Ｅテルミｰホワイ, 80,国分恭, 1.0, 73,   2,* 11,10, 54.8,⑯⑯⑬
10, 9,Ｋウイットウ, 26,佐久間, 2.2, 32, -10, -19,13,149.5, ⑨⑩,,,,,,,,,,,,,10, 8,Ｎキンショｰキラ, 66,藤懸貴, 1.4, 64,   2,   6,16,210.6,⑪⑮⑭,10, 8,Ｏゴッドツェッペリン, 69,川島信, 1.1, 72,   5,   4, 6, 23.1,⑧⑦⑦
11, 2,Ｎパｰプルパルピナ, 16,小坂忠, 2.3, 30, -25,  -6,14,289.6, ⑭⑭,,,,,,,,,,,,,11,11,Ａプリュム, 77,藤岡康, 1.9, 59,*  7,  -5, 1,  3.2,⑥⑤④,11,11,Ｍフォルクスオｰパｰ, 74,熊沢重, 1.5, 74,   3,   4,15,306.6,⑭⑭⑫
12, 6,Ａタガノウォｰリア, 61,太宰啓, 2.5, 28,*  0, -32, 4,  6.7, ②④,,,,,,,,,,,,,12,15,Ｅミッキｰアップル, 71,高倉稜, 2.0, 57,   3,  -1, 8, 24.8,⑩⑬⑪,12, 9,Ｇトップオブカハラ, 79,武豊  , 1.7, 69,   4,   1, 7, 23.4,⑬⑬⑭
13,10,Ｇカシノヒカル, 45,国分恭, 2.7, 25,* -2, -34, 7, 31.5, ③⑤,,,,,,,,,,,,,13, 9,Ｄマルヨフレンドリｰ, 72,小坂忠, 2.0, 63,   4,  -2, 9, 31.8,⑤⑨⑯,13, 5,Ｐキンショｰタイム, 68,中井裕, 2.1, 67,   5,  -4,13,102.8,⑥⑨⑨
14, 8,Ｉアイズユｰニン, 30,国分優, 2.9, 23, -20, -20,12,145.9, ⑬⑬,,,,,,,,,,,,,14,13,Ｉシゲルシュサ, 69,和田竜, 2.1, 59,   5,  -4, 7, 22.8,⑮⑪⑩,14, 1,Ｎナンヨｰスラッガｰ, 69,藤懸貴, 2.3, 65,   2,   0,16,443.3,⑨⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｈパｰティブロッサム, 70,松山弘, 2.2, 56,   5,  -7, 6, 12.4,⑦⑥⑨,15, 7,Ｋゴｰルデンジャガｰ, 76,太宰啓, 3.2, 59,*  8, -18, 9, 39.4,①①④
,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｌラインキャメロン, 68,森一馬, 2.6, 54,   5,  -9,14,136.9,④⑦⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
