13年 6月23日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 6月23日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尼崎ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂスペランツァデｰア, 45,浜中俊,, 52,   4,*  6, 3,  6.8, ⑤⑥, 1,18,Ｃサンセットスカイ, 65,浜中俊,, 67,* -6,   5, 1,  2.6, ④④, 1, 3,Ｃポセイドンバロｰズ, 73,浜中俊,, 79,  -1,* 11, 2,  3.3,⑦⑤④, 1, 4,Ｊセイクリッドセブン, 76,川田将,, 84,*  4,*  8, 7, 26.0,②②②
 2, 2,Ｃティｰエスハｰツ, 42,内田博, 0.4, 47,   4,  -3, 2,  3.3, ⑧④, 2, 6,Ｂベストブレｰン, 65,川田将, 0.1, 67,  -8,   6, 4,  7.8, ⑥⑥, 2, 7,Ｊマトリックスコｰド, 56,川田将, 0.1, 77,  -2,*  8, 1,  3.3,③④③, 2, 5,Ｄスマｰトリバティｰ, 82,ウィリ, 0.3, 79,*  3,   7, 4,  8.1,⑤⑤⑤
 3, 4,Ｄピｰクトラム, 37,小牧太, 0.5, 44,   5,  -6, 4,  8.1, ③③, 3,15,Ｅショウリュウバイオ, 57,岩田康, 0.1, 71, -12,* 12, 3,  7.6, ⑪⑨, 3, 2,Ｅマコトブリジャｰル, 69,松山弘, 0.1, 76,*  0,   6, 7, 18.9,①①①, 3, 3,Ｆマイネジャンヌ, 80,蛯名正, 0.3, 81,*  3,   7, 5,  8.2,③④④
 4, 9,Ａタイセイララバイ, 49,松山弘, 0.6, 43,*  7, -10, 1,  1.8, ②②, 4,14,Ａリッシュレｰヴ, 66,ウィリ, 0.2, 66,  -9,*  7, 2,  2.7, ⑨⑦, 4, 4,Ｈアシュヴィン, 65,岩田康, 0.1, 78,*  0,   6, 6, 12.3,⑧②②, 4, 6,Ｉマナクｰラ, 77,松山弘, 0.6, 79,   1,   7,12,153.4,⑩⑧⑧
 5, 6,Ｅアメイジングゲイル, 34,太宰啓, 1.6, 33,   3, -19, 7, 55.7, ④⑤, 5,17,Ｉケｰジｰサクランボ, 51,原田敬, 0.3, 62,*  0,  -6,13,100.3, ①①, 5, 1,Ｉシゲルジョウム, 59,高倉稜, 0.3, 75,  -1,   5, 9, 71.3,②③⑤, 5,11,Ｃリベルタス, 82,浜中俊, 0.7, 78,   0,   7, 3,  5.0,⑧⑨⑪
 6, 1,Ｆクリノオｰ, 28,幸英明, 2.6, 23,  -1, -26, 5, 16.5, ⑨⑦, 6, 3,Ｈフィボナッチ, 52,中井裕, 0.7, 58,* -3,  -8, 6, 38.1, ③③, 6, 5,Ｆヒシアルコル, 67,小坂忠, 0.6, 73,  -3,   6, 8, 44.2,④⑥⑥, 6,10,Ｅアイウォントユｰ, 80,国分優, 0.7, 81,  -1,* 10, 9, 31.2,⑫⑫⑫
 7, 3,Ｇカツザクラ, 20,国分恭, 4.3,  6,*  7, -64, 6, 36.5, ①①, 7,16,Ｆキネオスイトピｰ, 54,岩崎翼, 0.7, 63, -14,*  8, 7, 40.3, ⑭⑫, 7, 8,Ｄグレｰトヴァリュｰ, 70,幸英明, 0.7, 75,  -4,   7, 5, 11.4,⑩⑩⑩, 7, 2,Ａメイショウサミット, 83,岩田康, 0.7, 75,*  4,  -2, 2,  4.8,①①①
 8, 5,Ｈプレイズペスカ,  1,森一馬, 5.0,  1,  -8, -49, 9,163.8, ⑥⑨, 8, 1,Ｎフェアリｰシチｰ, 41,藤岡康, 0.9, 55,* -4,  -9,15,234.1, ②②, 8,10,Ｂゴダｰル, 73,ウィリ, 0.9, 67,  -1,   0, 4,  6.7,⑤⑦⑦, 8,12,Ｈトモロポケット, 78,熊沢重, 0.8, 74,*  3,  -2,11,101.8,④③③
 9, 7,Ｉディｰプウォｰカｰ, -4,藤岡康, 5.1,-12,  -4, -58, 8,122.4, ⑦⑧, 9, 2, エイダイムｰン,---,森一馬, 1.0, 57, -10,  -1,14,118.7, ⑦⑧, 9, 6,Ａアサクサショパン, 79,福永祐, 0.9, 69,  -3,   1, 3,  4.3,⑥⑧⑧, 9, 7,Ｇアドマイヤフライト, 79,福永祐, 1.0, 73,   1,   0, 1,  2.9,⑥⑦⑦
,,,,,,,,,,,,10,13,Ｋエスパシオ, 48,幸英明, 1.1, 58, -13,   1,11, 89.5, ⑯⑪,10, 9,Ｇラブリｰリタ, 66,水口優, 1.6, 61,  -4,  -6,10,116.9,⑨⑨⑨,10, 8,Ｍメイショウドンタク, 68,太宰啓, 1.2, 71,   1,  -2,10, 56.6,⑪⑪⑨
,,,,,,,,,,,,11, 9,Ｇビットビエント, 54,国分恭, 1.2, 56, -16,   4, 5, 12.7, ⑱⑮,,,,,,,,,,,,,11, 1,Ｋマイネルガヴロシュ, 73,幸英明, 1.4, 70,   1,  -6, 8, 31.2,⑦⑥⑥
,,,,,,,,,,,,12, 5,Ｏショウナンアズｰリ, 35,国分優, 1.8, 47,  -8, -16,18,356.6, ⑤⑤,,,,,,,,,,,,,12,13,Ｌブルｰスタｰキング, 71,酒井学, 1.5, 70,  -2,  -2,13,228.6,⑨⑩⑬
,,,,,,,,,,,,13,12,Ｊトスカニｰニ, 50,池添謙, 2.0, 46, -16,  -7, 9, 57.9, ⑰⑰,,,,,,,,,,,,,13, 9,Ｂオｰルアズワン, 83,高倉稜, 1.8, 64,   1, -10, 6,  8.6,⑬⑬⑩
,,,,,,,,,,,,14,11,Ｄマルティナ, 58,松山弘, 2.0, 45, -14,  -9, 8, 41.5, ⑩⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 7,Ｐオｰミクｰザ, 33,高倉稜, 2.1, 44, -11, -14,12, 96.0, ⑧⑩,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 8,Ｌライブリクリｰル, 45,岡田祥, 3.0, 33, -17, -18,16,235.7, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,10,Ｍスリｰエアウィｰク, 43,酒井学, 3.3, 30, -16, -24,10, 64.8, ⑬⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 4,Ｑウインスマイル, 33,鮫島良, 4.1, 20, -13, -38,17,273.6, ⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
