13年 2月24日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月24日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
12,14,Ｂブルｰロｰズ, 59,村田一, 1.8, 50, -11,  -1, 6, 21.2,⑮⑬⑭,,,,,,,,,,,,,12,14,Ｌマンボマｰチ, 56,平野優, 0.6, 53, -14,  -2,16,309.9, ⑫⑫,12, 3,Ｌサマｰソング, 79,江田照, 1.5, 69,   5,   4,12, 70.1, ⑫⑫
13, 8,Ｏケンブリッジモス, 39,ブノワ, 2.8, 45, -16,   1,16,251.5,⑯⑯⑯,,,,,,,,,,,,,13, 5,Ｏリコｰレヴェントン, 48,今野忠, 0.7, 53, -17,   0,15,259.0, ⑬⑭,13,11,Ｉフリｰトアロｰ, 80,ブノワ, 1.9, 68,  12,  -7,13,118.4, ⑤⑨
14,10,Ｎキｰコレクション, 40,石橋脩, 2.9, 40,  -8, -15,10, 95.2,③⑤⑩,,,,,,,,,,,,,14, 1,Ｈツクバリンカｰン, 59,ブノワ, 0.9, 51, -25,*  5, 6, 10.5, ⑮⑮,14, 5,Ｆナムラジュエル, 85,三浦皇, 1.9, 69,  14,  -8, 8, 17.1, ④④
15, 9,Ｌワンパンチ, 43,嶋田純, 3.0, 41,  -9, -12,11,108.0,⑪⑪⑬,,,,,,,,,,,,,15,10,Ｄグレカｰレ, 61,嶋田純, 1.0, 48,  -9, -12, 9, 21.6, ⑤④,15, 6,Ｏハｰドウォン, 69,村田一, 2.0, 64,   3,   1,15,460.9, ⑮⑮
16, 5,Ｐブラックユニバンス, 36,ベリｰ, 3.0, 41, -11, -11,15,243.7,⑬⑭⑮,,,,,,,,,,,,,16, 8, マンセイグレネｰド,---,ベリｰ, 1.4, 45, -26,   0,13,112.7, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:4),,,,,,,,,,,
"単勝:3,320円 複勝:15=830円 13=360円 06=180円 枠連:1,410円",,,,,,,,,,,,"単勝:410円 複勝:01=160円 02=370円 10=140円 枠連:4,150円",,,,,,,,,,,,"単勝:1,740円 複勝:04=440円 09=180円 12=400円 枠連:2,290円",,,,,,,,,,,,"単勝:1,190円 複勝:02=250円 14=140円 04=130円 枠連:2,620円",,,,,,,,,,,
"馬連:11,730円 ワイド:13-15=3,020円 06-15=1,980円 06-13=850円",,,,,,,,,,,,"馬連:4,280円 ワイド:01-02=1,120円 01-10=240円 02-10=870円",,,,,,,,,,,,"馬連:3,440円 ワイド:04-09=1,290円 04-12=3,500円 09-12=1,420円",,,,,,,,,,,,"馬連:3,180円 ワイド:02-14=910円 02-04=610円 04-14=220円",,,,,,,,,,,
"馬単:27,350円 3連複:18,980円 3連単:181,180円",,,,,,,,,,,,"馬単:6,520円 3連複:3,410円 3連単:28,270円",,,,,,,,,,,,"馬単:8,860円 3連複:16,010円 3連単:104,440円",,,,,,,,,,,,"馬単:8,610円 3連複:2,190円 3連単:27,450円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1800m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山記念 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａアップルハウス, 65,津村明,, 60,* 12,  -6, 1,  2.6, ③③, 1,10,Ａバロンドゥフォｰル, 65,蛯名正,, 62,   3,* -6, 1,  2.2,⑫⑨⑨, 1, 5,Ｃプリュキエｰル, 76,北村宏,, 76,   0,* 15, 3,  6.9,⑦⑨⑥, 1,15,Ｉナカヤマナイト, 86,柴田善,, 89,  17,   3, 2,  4.5,⑦⑥④
 2,13,Ｋエバｰダンシング, 38,蛯名正, 0.2, 55,   8,  -4, 3,  6.2, ⑥⑤, 2, 4,Ｉクラウンマイスタｰ, 50,田辺裕, 0.1, 59,*  7, -14, 2,  4.0,②①①, 2, 9,Ｍソルデマｰヨ, 49,石橋脩, 0.0, 74,*  2,  10, 6, 20.0,②②②, 2,10,Ｄダイワファルコン, 89,北村宏, 0.0, 88,  18,   0, 3,  5.8,②②②
 3,12,Ｄアイネクライネ, 57,田辺裕, 0.3, 51,   3,*  0, 5,  8.7, ⑬⑬, 3,14,Ｃロングシャドウ, 57,内田博, 0.2, 59,   1,* -6, 4,  8.0,⑭⑬⑫, 3,14,Ｂクレバｰカイザｰ, 78,田辺裕, 0.0, 75,   0,* 15, 2,  3.0,⑧⑧⑦, 3, 9,Ｇシルポｰト, 88,松岡正, 0.0, 88,* 30, -26, 8, 13.3,①①①
 4, 6,Ｂベルウッドジンプウ, 60,柴田善, 0.5, 52,   9,  -7, 2,  5.3, ④④, 4, 2,Ｈシェｰル, 52,ブノワ, 0.6, 54,*  6, -20, 6, 32.5,⑤②②, 4, 4,Ａセンキ, 79,松岡正, 0.3, 74,  -1,* 15, 1,  2.5,⑩⑩⑩, 4,14,Ｂタッチミｰノット, 91,横山典, 0.1, 88,  13,* 10, 1,  4.3,⑫⑫⑪
 5, 8,Ｆリバイバルワンダｰ, 51,武士沢, 0.7, 49,   4,  -5,10, 66.0, ⑩⑨, 5, 8,Ｏコスモケリア, 37,津村明, 0.9, 53,   0, -14,14,115.2,⑬⑭⑬, 5,12,Ｄスタｰライラック, 74,江田照, 0.6, 70,*  3,   6, 5, 15.1,③③③, 5, 4,Ｃトｰセンレｰヴ, 90,ビュイ, 0.3, 87,  14,   3, 5,  7.5,⑤⑦⑨
 6,14,Ｅプリサイスガｰル, 51,村田一, 0.8, 49,   6,  -6, 7, 14.2, ⑧⑦, 6, 6,Ｇディｰズミストレス, 53,石橋脩, 0.9, 53,   1, -15,10, 49.5,⑪⑫⑭, 6, 1,Ｊトキノワイルド, 59,平野優, 0.7, 69,*  3,   3,12,150.4,①①①, 6,12,Ｆダノンバラｰド, 88,ベリｰ, 0.4, 85,  17,  -4, 4,  6.0,④③③
 7, 7,Ｉマヤノダｰクマタｰ, 45,ブノワ, 1.1, 49,* 13, -16, 4,  6.7, ②②, 7, 7,Ｌキッズラルナ, 43,ベリｰ, 0.9, 52,  -1, -13, 5, 17.4,⑯⑮⑮, 7, 2,Ｆカントリｰスノｰ, 71,木幡初, 0.7, 70,   1,   7, 9, 46.1,⑤⑥⑤, 7, 7,Ａスマイルジャック, 91,田辺裕, 0.5, 83,  15,  -3, 9, 30.3,⑥⑤⑥
 8, 5,Ｌポタラカ, 37,嘉藤貴, 1.1, 47,   8, -12,13,227.9, ⑤⑥, 8,13,Ｆマリアロｰザ, 54,三浦皇, 1.1, 50,   4, -24, 7, 34.2,⑥⑤⑦, 8,15,Ｈレッドブルピサ, 68,内田博, 1.0, 66,   1,   3, 4,  7.7,⑥⑤⑧, 8, 2,Ｅリアルインパクト, 89,内田博, 0.5, 84,  14,   0, 7, 11.7,⑧⑧⑦
 9,10,Ｇトミケンフィアブル, 50,松岡正, 1.2, 44,   6, -11, 9, 57.1, ⑦⑩, 9,15,Ｅサウスマキシム, 54,柴田善, 1.2, 47,   2, -23, 8, 35.1,⑦⑧⑧, 9, 7,Ｇアポロスカイナイト, 71,津村明, 1.4, 66,   2,   0,11,123.8,④④④, 9,13,Ｌニシノメイゲツ, 79,江田照, 0.6, 85,  11,*  6,12,159.4,⑮⑬⑫
10, 3,Ｊプリマチュチュ, 43,中谷雄, 1.2, 49,* 13, -17,14,260.0, ①①,10,12,Ｐネルトスグアサ, 31,武士沢, 1.2, 48,*  6, -27,12, 76.5,④⑥④,10,13,Ｋデンコウチャｰム, 57,小島太, 1.8, 64,  -1,   2,16,363.0,⑬⑪⑪,10, 3,Ｋカリバｰン, 80,ブノワ, 0.9, 81,  13,  -2,11,145.1,⑪⑪⑩
11, 2,Ｐウエスタンサムソン,  2,小島太, 1.3, 41,  -6,* -1,15,274.5, ⑮⑮,11, 9,Ｂブライトクルｰズ, 64,ビュイ, 1.5, 45,  -6, -14, 9, 43.3,⑮⑯⑯,11,11,Ｅマイネルガネｰシャ, 74,柴田大, 1.9, 62,   1,  -3, 7, 28.4,⑫⑦⑨,11, 8,Ｈアンコイルド, 87,蛯名正, 0.9, 80,  14,  -6, 6,  9.7,⑨⑨⑧
12, 9,Ｍノボサイボｰグ, 35,三浦皇, 1.3, 42,   1,  -7,12,141.3, ⑭⑪,12, 3,Ｍコスモソｰク, 42,柴田大, 1.5, 45,   1, -26,13, 85.5,⑩⑩⑩,12, 6, ボタモチ,---,杉原誠, 2.0, 65,  -5,   8,13,201.5,⑮⑮⑮,12, 5,Ｊシンゲン, 82,三浦皇, 1.2, 77,  17, -15,10,116.1,③④⑤
13,15,Ｃディアストライカｰ, 58,内田博, 2.0, 37,   4, -16, 6, 11.2, ⑪⑫,13, 5,Ｎラストチャンス, 40,江田照, 1.7, 42,   1, -29,16,305.2,⑨⑪⑪,13, 3, サクラマニフィｰク,---,村田一, 2.2, 62,  -3,   2,10, 85.7,⑭⑭⑬,13,11,Ｍトシザマキ, 75,石橋脩, 1.8, 72,  11, -12,13,187.0,⑭⑮⑭
14,11,Ｏザエリモホｰス, 24,杉原誠, 2.2, 35,   2, -16,11, 78.5, ⑫⑭,14,11,Ｋエグゼビア, 46,横山典, 1.9, 38,*  7, -40, 3,  5.7,③③③,14,16,Ｉドラゴンフラッシュ, 63,ブノワ, 2.8, 57,  -2,  -5, 8, 35.6,⑨⑫⑭,14, 6,Ｏルｰルプロスパｰ, 66,津村明, 1.9, 72,  10, -12,14,265.3,⑬⑭⑬
15, 1,Ｈトｰセンレインボｰ, 47,北村宏, 2.6, 32,   4, -21, 8, 40.0, ⑨⑧,15,16,Ｄオｰペドアンジョ, 56,嶋田純, 2.4, 36,*  6, -44,11, 49.8,⑧⑦⑤,15, 8,Ｌブラウシュタイン, 52,嶋田純, 3.6, 55,  -7,   1,14,220.7,⑯⑯⑯,15, 1,Ｎスノｰクラッシャｰ, 74,村田一, 2.6, 64,  13, -26,15,326.3,⑩⑩⑮
16, 4,Ｎバンダムロビン, 29,田中博, 2.8, 29,  -9, -11,16,479.1, ⑯⑯,16, 1,Ｊサンマルアクトレス, 46,小島太, 2.5, 34,   4, -44,15,272.1,①④⑥,16,10,Ｎガルホｰム, 28,三浦皇, 4.6, 45,  -3, -17,15,267.4,⑪⑬⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:1),,,,,,,,,,,
単勝:260円 複勝:16=150円 13=230円 12=220円 枠連:510円,,,,,,,,,,,,単勝:220円 複勝:10=120円 04=140円 14=180円 枠連:480円,,,,,,,,,,,,"単勝:690円 複勝:05=210円 09=460円 14=150円 枠連:7,940円",,,,,,,,,,,,単勝:450円 複勝:15=190円 10=210円 09=390円 枠連:690円,,,,,,,,,,,
"馬連:1,040円 ワイド:13-16=540円 12-16=440円 12-13=950円",,,,,,,,,,,,馬連:500円 ワイド:04-10=210円 10-14=280円 04-14=560円,,,,,,,,,,,,"馬連:7,650円 ワイド:05-09=1,970円 05-14=470円 09-14=1,290円",,,,,,,,,,,,"馬連:1,360円 ワイド:10-15=530円 09-15=1,370円 09-10=1,290円",,,,,,,,,,,
"馬単:1,950円 3連複:2,480円 3連単:10,040円",,,,,,,,,,,,"馬単:790円 3連複:940円 3連単:3,440円",,,,,,,,,,,,"馬単:13,130円 3連複:8,520円 3連単:71,550円",,,,,,,,,,,,"馬単:2,490円 3連複:6,560円 3連単:28,270円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  芝2000m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,富里特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｉアディシオン, 48,柴田善,, 54,* -5,* -2, 3,  5.4,⑤③③, 1, 4, スリｰデｰモン,---,三浦皇,, 18, -53,*  5, 3,  5.0,⑥⑥④, 1, 5,Ａヒラボクインパクト, 85,北村宏,, 80,  18, -12, 1,  2.8,⑤⑤③, 1,15,Ａケンエンブレム, 80,三浦皇,, 74,   5,* 14, 1,  4.1, ⑬⑬
 2, 9,Ｊペプチドアメジスト, 48,三浦皇, 0.0, 55,* -4,  -3, 9, 29.6,②②②, 2, 5, マンインザムｰン,---,横山典, 0.0, 14,*-51,   1, 2,  3.5,②②②, 2, 2,Ｄセコンドピアット, 80,蛯名正, 0.0, 80,  17,  -9, 2,  2.9,⑦⑦⑦, 2, 5,Ｈワンモアジョｰ, 75,田辺裕, 0.0, 74,   6,* 12,10, 28.3, ⑪⑧
 3,14,Ｌシャトルダンサｰ, 39,木幡初, 0.0, 56,* -4,  -3,11, 36.2,①①①, 3, 2, ラッフルズチョイス,---,北村宏, 0.2, 14, -52,   1, 4,  5.2,⑤④⑥, 3,12,Ｈタツミリュウ, 77,田辺裕, 0.1, 78,  18, -15, 9, 25.9,①③⑤, 3, 3,Ｋデルマダイコク, 74,木幡初, 0.0, 76,  13,   6, 6, 10.0, ④⑤
 4, 7,Ｈメイショウキリコ, 51,津村明, 0.0, 58,  -7,*  2,10, 31.4,⑩⑨⑥, 4, 6, エｰライン,---,木幡初, 0.5, 10,*-50,  -7, 8, 88.4,①①①, 4,13,Ｇコンカラン, 77,三浦皇, 0.2, 79,  17, -12, 4, 12.1,⑥⑧④, 4,10,Ｄトレボｰネ, 76,ベリｰ, 0.2, 77,* 16,   2, 5,  8.5, ②②
 5, 5,Ｆネス, 52,北村宏, 0.9, 51,  -8,  -2, 5, 14.5,⑬⑬⑧, 5, 1, ボｰルドカｰナ,---,柴田大, 0.6, 12, -53,  -2, 7, 30.5,⑦⑦⑨, 5, 4,Ｅオペラダンシング, 79,江田照, 0.3, 78,  14,  -9, 3,  8.8,⑨⑨⑧, 5, 1,Ｅロｰブドヴルｰル, 76,内田博, 0.2, 74,  11,   6, 8, 17.4, ⑤④
 6, 4,Ｇガッテンハピネス, 51,松岡正, 1.0, 49,  -6,  -8, 6, 18.4,⑥⑤⑤, 6, 7, ネオヴァンデロア,---,内田博, 0.6,  8,*-51,  -6, 6, 21.4,④③③, 6, 1,Ｆブライトボｰイ, 79,石橋脩, 0.4, 78,  11,* -5, 8, 20.1,⑩⑩⑩, 6,12,Ｆケイアイクライム, 76,石橋脩, 0.3, 72,   9,   7, 9, 19.6, ⑧⑨
 7, 6,Ｄルｰベンスクラフト, 53,石橋脩, 1.3, 48,  -8,  -8, 4, 12.9,⑨⑩⑨, 7, 8, レッドレガｰロ,---,ブノワ, 0.8,  9, -56,  -1, 5, 15.5,⑧⑧⑧, 7,11,Ｃユウタｰウェｰヴ, 81,村田一, 0.7, 74,  11,* -8,10, 37.5,⑪⑫⑫, 7, 8,Ｊシンキングマシｰン, 74,横山典, 0.4, 70,   8,   7, 2,  5.4, ⑦⑦
 8, 3,Ｂフリｰマインド, 56,武士沢, 1.5, 48,  -6,  -9, 7, 20.8,⑧⑧⑦, 8, 9, クｰルオトヒメ,---,武士沢, 0.8, 12, -57,*  4, 9, 89.9,⑨⑨⑤, 8,10,Ｋマイネヒメル, 73,中谷雄, 1.0, 69,* 22, -35,11, 48.8,⑧①①, 8,14,Ｌロｰレンルｰナ, 73,蛯名正, 0.5, 74,* 15,   0, 4,  6.4, ③③
 9, 8,Ｋコンシェルジュ, 47,柴田大, 1.8, 44,  -6, -15, 8, 28.5,③④④, 9, 3, シュガｰパイン,---,ベリｰ, 1.0,  4, -53, -11, 1,  2.4,③⑤⑦, 9, 3,Ｊコスモバルバラ, 74,松岡正, 1.1, 70,  17, -26, 7, 16.3,③⑥⑨, 9, 7,Ｇシャラントレディ, 76,柴田善, 0.6, 70,  11,   3, 7, 14.5, ⑥⑥
10,16,Ａドゥリマｰズドリム, 62,ビュイ, 2.2, 43,  -8, -14, 1,  2.1,⑫⑫⑫,,,,,,,,,,,,,10, 6,Ｂコウヨウレジェンド, 82,ブノワ, 1.2, 67,* 19, -33, 6, 15.7,②②②,10,13,Ｂセンジンジョｰ, 78,松岡正, 0.7, 66,   1,* 11,12, 42.0, ⑭⑭
11,11,Ｃサクラゲルダ, 55,横山典, 2.6, 39, -10, -12, 2,  5.4,⑮⑯⑯,,,,,,,,,,,,,11, 8,Ｉデュリュクス, 75,嶋田純, 1.7, 65,   9, -16,12,125.9,⑫⑬⑬,11, 4,Ｃガクニホシ, 77,江田照, 0.8, 67,   6,   5, 3,  6.2, ⑩⑫
12,15,Ｐトｰアアナスタシア, 30,嶋田純, 2.6, 39,  -8, -16,16,257.0,⑪⑭⑮,,,,,,,,,,,,,12, 7,Ｌヘレナモルフォ, 67,柴田大, 2.1, 61,  18, -42, 5, 13.0,④④⑥,12,11,Ｎオオタニジムチョウ, 62,増沢由, 1.2, 64,   6,   3,13, 88.8, ⑫⑩
13, 2,Ｍグラストンベリｰ, 38,江田照, 2.7, 41, -10, -13,12,111.0,⑭⑮⑬,,,,,,,,,,,,,13, 9,Ｍレオアドミラル, 66,今野忠, 2.2, 59,  13, -32,13,234.0,⑬⑪⑪,13,16,Ｏスタｰゲイジング, 61,柴田大, 1.3, 67,* 16,  -9,16,384.0, ①①
14,13,Ｎダイワマザｰランド, 37,平野優, 3.4, 34,  -6, -27,15,226.5,④⑥⑩,,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｍロｰドナイト, 73,山崎亮, 1.3, 62,   6,   1,14,112.7, ⑨⑪
15,12,Ｅブリｰズギフト, 52,今野忠, 3.8, 32,  -7, -29,13,122.3,⑦⑪⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｐカシノピストン, 61,平野優, 1.9, 55,  -2,   3,15,337.5, ⑮⑮
16, 1,Ｏトミケンリジョイス, 37,杉原誠, 3.9, 32,  -6, -31,14,151.9,⑯⑦⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
