13年 5月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 5月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ2100m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾞﾘﾘｱﾝﾄｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｇプランタンビジュｰ, 59,デムｰ,, 67,*  2,*  6, 6, 11.8, ①①, 1, 8,Ｅセデュウシング, 57,北村宏,, 66,*  8,* -7, 3,  5.2, ⑥⑤, 1,12,Ｂケイアイヘルメス, 77,戸崎圭,, 71,   8,   2, 1,  2.5, ⑦⑥, 1, 4,Ｄナリタシルクロｰド, 91,江田照,, 89,* 16,   9, 9, 32.9,②②②
 2, 8,Ｉヒメサクラ, 53,石橋脩, 0.8, 62,  -1,   2, 5, 11.8, ⑥⑥, 2, 9,Ａトミケングレンサ, 61,岩田康, 0.3, 64,   5,* -7, 1,  4.1, ⑨⑧, 2, 3,Ａジツリキフォｰティ, 78,岩田康, 0.1, 71,   7,   4, 2,  2.6, ⑧⑧, 2, 6,Ｂタガノロックオン, 92,戸崎圭, 0.0, 89,  14,* 14, 4,  6.2,⑨⑩⑧
 3, 7,Ａアｰスザスリｰ, 64,岩田康, 1.0, 60,  -1,   0, 1,  3.0, ④⑤, 3,11,Ｉベルゲンクライ, 52,吉田豊, 0.4, 63,   0,*  0, 8, 30.7, ⑰⑮, 3,16,Ｎビットアレグロ, 60,柴田大, 0.3, 68,   2,*  8,12, 84.8, ⑬⑬, 3,12,Ｅトウショウフリｰク, 90,武豊  , 0.2, 89,* 16,   7, 5,  7.5,①①①
 4, 9,Ｅディアアスペン, 59,三浦皇, 1.0, 60,*  0,   0, 3,  7.7, ②②, 4, 2,Ｃオベロン, 59,ウィリ, 0.5, 58,* 11, -19, 4,  5.7, ②②, 4, 1,Ｉセイントチャンス, 67,石橋脩, 0.6, 65,   0,*  8, 7, 34.3, ⑯⑯, 4, 3,Ａナムラタイタン, 95,デムｰ, 0.4, 88,* 16,   7, 3,  5.4,④③③
 5, 5,Ｊニキｰヤダイヤ, 53,内田博, 1.2, 59,  -5,*  3, 8, 19.1, ⑩⑩, 5,16,Ｍコスモソｰク, 44,柴田大, 0.7, 59,   4, -10,15, 79.0, ⑧⑨, 5, 2,Ｇトｰセンブリッツ, 68,浜中俊, 0.6, 67,   4,   3, 3,  8.9, ⑨⑪, 5, 1,Ｆフリソ, 89,三浦皇, 0.7, 85,  13,  10,12, 57.9,⑩⑪⑪
 6,12,Ｋアｰケオプテリクス, 51,武士沢, 1.4, 58,  -7,*  4, 9, 24.4, ⑫⑫, 6, 4,Ｄティアップビクタｰ, 57,江田照, 0.7, 60,   4, -11,12, 49.7, ⑦⑦, 6,11,Ｃマイネルガネｰシャ, 73,ウィリ, 0.7, 67,* 11,  -8, 4, 10.5, ⑤③, 6, 2,Ｇナイトフッド, 89,田中勝, 0.7, 85,  15,   6, 7, 11.8,⑧⑦⑤
 7, 2,Ｆフライングマオ, 59,デムｰ, 1.5, 57,  -3,  -1, 7, 13.2, ⑦⑦, 7,13,Ｏグンシン, 40,武豊  , 0.8, 59,   3, -10,13, 67.4, ⑫⑪, 7,15,Ｋレッドガルシア, 66,吉田豊, 0.7, 66,   7,  -1,10, 51.9, ⑪⑨, 7, 8,Ｃユｰロビｰト, 92,浜中俊, 0.8, 84,  15,   5, 1,  4.4,⑥⑥⑥
 8,16,Ｄビｰフィットウォｰ, 59,横山典, 1.6, 55,*  0,  -5, 2,  3.5, ③③, 8,12,Ｆユキアカリノマチ, 56,デムｰ, 0.9, 56,  -1,* -7, 2,  4.4, ⑮⑯, 8, 5,Ｊロｰドエストレｰラ, 66,田中勝, 0.8, 63,   0,*  6,14,103.0, ⑭⑮, 8, 5,Ｈトウショウクラウン, 89,内田博, 0.9, 84,  12,  10, 2,  4.8,⑬⑬⑬
 9, 4,Ｈポタラカ, 56,柴田大, 1.7, 55,  -2,  -5,10, 40.1, ⑤④, 9,18,Ｇマイネルゴスホｰク, 53,三浦皇, 0.9, 57,   1,  -9, 6, 15.5, ⑬⑬, 9, 8,Ｄデイブレイク, 72,内田博, 0.8, 67,* 12,  -9, 5, 14.1, ②②, 9, 9,Ｌハギノリベラ, 83,吉田豊, 1.6, 79,  14,   0,14,185.8,⑪⑨⑦
10,13,Ｌネス, 50,大庭和, 2.1, 52,  -8,   0,13,105.5, ⑭⑭,10, 7,Ｂドラゴンヘラクレス, 59,武士沢, 1.1, 55,   3, -14,10, 36.5, ⑩⑩,10, 4,Ｈスノウプリンス, 67,江田照, 0.8, 64,   2,   4,15,156.9, ⑫⑫,10,10,Ｉインバルコ, 88,北村宏, 1.7, 79,  14,  -1,11, 50.7,⑦⑧⑨
11, 6,Ｍキャニオンチャｰム, 48,川須栄, 2.1, 53, -10,   2,12,101.4, ⑮⑮,11, 6,Ｎハｰツオブテキサス, 42,浜中俊, 1.5, 49,*  8, -31, 7, 20.9, ③③,11, 6,Ｆサｰストンデンバｰ, 69,三浦皇, 0.9, 65,  10,  -8, 8, 38.0, ③④,11,11,Ｍランフォルセ, 82,横山典, 1.8, 78,  13,   1, 6, 10.3,⑫⑫⑫
12,11,Ｂラインビュｰティｰ, 60,田中勝, 2.5, 47,  -3, -11, 4,  9.8, ⑪⑨,12, 5,Ｈサクライスピラｰト, 53,戸崎圭, 1.5, 48,* 11, -35, 5,  9.0, ①①,12, 9,Ｍリュウシンヒｰロｰ, 62,武士沢, 0.9, 65,   6,  -1,16,227.8, ⑩⑩,12,13,Ｋキングスエンブレム, 85,福永祐, 1.8, 79,  15,  -4, 8, 16.4,⑤⑤④
13, 3,Ｐアンサｰソング, 34,菱田裕, 3.0, 46,  -3, -15,14,148.8, ⑧⑧,13,14,Ｋスタｰポケット, 51,大庭和, 1.5, 50,  -2, -13,17,173.2, ⑯⑰,13,13,Ｅスペクラ, 69,福永祐, 1.0, 64,   8,  -6, 9, 42.8, ⑥⑦,13, 7,Ｊナニハトモアレ, 86,石橋脩, 1.8, 78,  11,   5,13,184.9,⑭⑭⑭
