13年10月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,
 9,15,Ｍヴィンセンツイヤｰ, 30,横山和, 1.8, 38,* -3, -19, 2,  4.2,②②②, 9,10,Ｅロｰレルボルケｰノ, 71,秋山真, 1.5, 61,  -5,   7, 3,  5.7, ⑫⑪, 9,13,Ａハッピｰアビラ, 76,福永祐, 0.5, 70,  -1,   5, 1,  3.0, ⑬⑬, 9,10,Ｅタツフラッシュ, 65,花田大, 0.7, 58,  -3,  -1,13, 29.8,   
10, 1,Ｂキョウエイボス, 47,黛弘人, 2.2, 36,  -6, -17,13, 76.8,⑧⑧⑦,10, 1,Ｉメイショウアルザス, 66,原田敬, 1.7, 60,   3,  -2, 9, 39.2, ④④,10,17,Ｂタニオブロｰズ, 73,藤懸貴, 0.5, 69,  -3,   7,11, 26.8, ⑰⑯,10,17,Ｍトｰセンムンク, 61,杉原誠, 0.7, 58,*  1,  -4,16, 34.1,   
11,13,Ｄキングオブキック, 42,伴啓太, 2.3, 35,  -5, -21, 9, 41.0,⑤⑥⑤,11, 7,Ｌギルドマスタｰ, 64,古川吉, 1.7, 60,  -9,* 10,12, 62.7, ⑭⑭,11, 1,Ｋコスモリｰプリング, 65,伊藤工, 0.7, 66,*  6,  -7, 8, 20.9, ③③,11, 4,Ｊコップヒヤザケ, 62,伊藤工, 0.7, 58,  -4,   0, 3,  6.0,   
12, 8,Ｉキネオハンタｰ, 37,吉田隼, 2.5, 34,  -5, -22, 3,  4.8,⑦⑦⑧,12, 9,Ｏメイショウビリｰヴ, 55,松田大, 2.2, 56, -11,   8,14,134.6, ⑮⑮,12, 2,Ｒマイネヴァイザｰ, 55,丹内祐, 0.9, 65,   3,  -5,16,160.9, ⑥⑥,12, 7,Ｋリバティｰホｰル, 62,嶋田純, 0.9, 56, -20,*  8,17, 83.2,   
13, 2,Ｎジャｰアルタミラ, 28,伊藤工, 2.6, 36, -14,  -4,15, 97.8,⑮⑮⑮,13,12,Ｆカフェブリリアント, 69,福永祐, 2.2, 55,   1,  -4, 2,  4.2, ⑦⑦,13, 8,Ｎエリモフェアリｰ, 61,松田大, 1.0, 62,*  7, -12,13, 54.0, ②②,13,13,Ｏトｰセンファｰスト, 54,村田一, 1.0, 53,   0,  -7, 2,  5.6,   
14, 7,Ｏエゾベンケイ, 19,長岡禎, 2.9, 33, -11, -13,14, 90.2,⑬⑬⑬,14, 4,Ｍラインビュｰティｰ, 62,木幡初, 2.4, 53,  -9,   3,11, 52.1, ⑬⑬,14,16,Ｉシュウギン, 67,柴山雄, 1.3, 60,   3, -11,12, 52.7, ⑦⑧,14, 5,Ｈダｰクアイリス, 63,中井裕, 1.1, 51,  -3,  -7, 8, 20.7,   
15,10,Ａラクｰドｰル, 61,丸山元, 4.4, 22,  -7, -32, 1,  3.5,⑩⑩⑫,15, 2,Ｎネオザミスティック, 62,高倉稜, 2.5, 52,  -6,  -1,15,235.5, ⑪⑫,15, 4,Ｇスピｰディユウマ, 70,高倉稜, 1.4, 60,  -4,  -1, 9, 24.2, ⑱⑱,15, 3,Ｇトップエトワｰル, 63,高倉稜, 1.1, 52, -15,   1,10, 22.2,   
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｌツキノウサギ, 64,勝浦正, 1.5, 58,  -2,  -7,14, 86.4, ⑭⑮,16, 1,Ｆパｰプルタイガｰ, 64,田中博, 1.2, 50,  -4,  -7,14, 30.2,   
,,,,,,,,,,,,,,,,,,,,,,,,17,18,Ｐトップスカｰレット, 58,村田一, 1.8, 55,   1, -14,18,230.0, ⑩⑪,17,18,Ｎステキトワイライト, 56,吉田隼, 1.4, 46,*  1, -14, 6, 11.9,   
,,,,,,,,,,,,,,,,,,,,,,,,18,15,Ｑオｰバｰザムｰン, 56,伴啓太, 3.9, 30,   3, -44,17,188.9, ⑧⑫,18,11,Ｒサンマルマズル, 42,丹内祐, 2.9, 24,  -4, -30,15, 33.5,   
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,
"単勝:3,930円 複勝:05=790円 04=360円 09=310円 枠連:17,370円",,,,,,,,,,,,"単勝:340円 複勝:06=200円 08=1,250円 03=250円 枠連:5,320円",,,,,,,,,,,,"単勝:1,650円 複勝:09=410円 11=380円 14=240円 枠連:4,830円",,,,,,,,,,,,単勝:510円 複勝:12=190円 15=560円 16=280円 枠連:790円,,,,,,,,,,,
"馬連:17,480円 ワイド:04-05=5,460円 05-09=2,350円 04-09=1,230円",,,,,,,,,,,,"馬連:7,540円 ワイド:06-08=1,910円 03-06=630円 03-08=6,310円",,,,,,,,,,,,"馬連:8,520円 ワイド:09-11=2,820円 09-14=2,020円 11-14=1,040円",,,,,,,,,,,,"馬連:5,140円 ワイド:12-15=1,830円 12-16=890円 15-16=2,220円",,,,,,,,,,,
"馬単:40,690円 3連複:27,370円 3連単:240,420円",,,,,,,,,,,,"馬単:11,580円 3連複:19,550円 3連単:97,980円",,,,,,,,,,,,"馬単:20,480円 3連複:21,890円 3連単:168,610円",,,,,,,,,,,,"馬単:10,150円 3連複:14,060円 3連単:74,760円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 5R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,火打山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｆエイシンエルヴィン, 43,福永祐,, 59, -11,* -2, 1,  1.7, ⑤④, 1, 4, サクラパリュｰル,---,黛弘人,, 40,*-32,   2, 4, 14.1, ②②, 1, 3,Ｂボンジュｰルココロ, 71,横山和,, 72,  -2,* 13, 2,  4.1, ⑦⑦, 1, 5,Ａダノンエレガント, 82,吉田隼,, 77,*  4,  13, 2,  5.0, ②②
 2, 5,Ｊカシノバル, 28,西田雄, 0.3, 56, -12,* -2,11,220.3, ⑦⑦, 2, 7, オベｰション,---,高倉稜, 0.1, 41,*-32,   3, 2,  4.2, ⑤⑤, 2, 1,Ｉケイアイヴァｰゲ, 65,田中健, 0.1, 72,   0,  10, 7, 16.5, ⑥⑥, 2, 6,Ｂシェルエメｰル, 76,福永祐, 0.1, 79,  -6,* 22, 5,  8.7, ⑩⑧
 3, 7,Ａドラゴンスパン, 57,柴山雄, 0.4, 53, -11,  -6, 2,  3.9, ⑥⑤, 3, 9, エリｰザベスト,---,秋山真, 0.3, 39, -34,   2, 5, 18.9, ④④, 3,12,Ｋバクシンクリチャン, 62,長岡禎, 0.3, 68,*  5,   2,13, 81.1, ②②, 3, 7,Ｇヒｰラ, 72,中井裕, 0.3, 75,  -1,  14, 7, 15.5, ⑤⑤
 4,10,Ｄコスモアイオライト, 44,中井裕, 0.4, 56, -12,  -3, 5, 14.7, ⑧⑧, 4, 2, ティップトップ,---,勝浦正, 0.3, 38,*-32,  -1,10, 42.7, ③③, 4, 4,Ｅテｰオｰトマホｰク, 70,城戸義, 0.4, 67,*  5,   1, 4, 12.0, ①①, 4, 3,Ｌドリｰムフォワｰド, 70,藤懸貴, 0.3, 73,   2,  12,11, 40.6, ③③
 5, 3,Ｋハイクロス, 23,杉原誠, 0.5, 57, -17,*  3,10,192.3, ⑨⑩, 5,14, ステキナカレン,---,嶋田純, 0.4, 39, -34,   3,11, 48.3, ⑦⑦, 5, 6,Ｇユキノアイオロス, 66,木幡初, 0.5, 67,  -7,* 11, 6, 13.1, ⑭⑮, 5,11,Ｅコンサｰトレディ, 72,丸山元, 0.5, 70,   1,   9, 3,  5.4, ④④
 6, 1,Ｅマイネルゼｰラフ, 44,丹内祐, 0.6, 49,* -9, -14, 6, 15.9, ①①, 6,18, スイｰトマルセル,---,田中博, 0.5, 37, -35,   1,14, 75.1, ⑧⑧, 6, 5,Ｏアルレガｰロ, 57,松田大, 0.6, 63,   3,   1,10, 24.1, ③④, 6, 2,Ｏクリノタカラチャン, 61,村田一, 0.5, 71,*  8,   3, 8, 18.3, ①①
 7, 4,Ｇメイショウヒコボシ, 40,松田大, 0.6, 48,*-10, -13, 4, 12.3, ②②, 7,17, アドマイヤシｰマ,---,福永祐, 0.6, 40, -37,*  6, 1,  2.0, ⑬⑬, 7,10,Ａダノンルｰジュ, 72,吉田隼, 0.6, 64,   3,   1, 3,  5.8, ④③, 7, 8,Ｄアステｰルネオ, 74,石崎隆, 0.5, 74, -13,* 23, 1,  4.4, ⑬⑬
 8, 8,Ｂゴｰナミノリ, 45,横山和, 0.9, 45, -11, -15, 3,  9.6, ③③, 8,10, グランソレイユ,---,鮫島良, 0.6, 37, -36,   1, 6, 21.2, ⑥⑥, 8,15,Ｄヤマニンカヴァリエ, 70,柴山雄, 0.6, 64,  -1,   5, 5, 12.3, ⑧⑧, 8, 9,Ｈナムラハヤテ, 71,松田大, 0.6, 69,  -2,  12, 6,  9.7, ⑦⑦
 9,12,Ｃディアブレイズン, 44,勝浦正, 1.6, 37, -13, -23, 7, 25.5, ④⑥, 9, 5, ナッツハッピｰ,---,横山和, 0.8, 39, -42,* 10,13, 51.1, ⑮⑯, 9, 2,Ｍマカゼコイカゼ, 61,村田一, 0.7, 66,  -9,* 12, 9, 22.7, ⑯⑭, 9, 1,Ｆワンダフルジュエル, 72,横山和, 0.7, 67,  -3,  10,13, 53.6, ⑥⑥
10,11,Ｈテイエムデンコウ, 36,丸山元, 1.8, 35, -15, -20, 8, 74.3, ⑩⑨,10, 8, マイガｰル,---,川島信, 0.8, 29,*-29, -12,17,194.9, ①①,10, 7,Ｈケイツｰノｰス, 65,黛弘人, 0.8, 62,  -5,   6,14,102.4, ⑩⑩,10,14,Ｊフィリラ, 70,高倉稜, 0.8, 67,  -5,  11, 4,  6.3, ⑧⑨
11, 6,Ｉシゲルサガミ, 29,花田大, 2.4, 28, -14, -32,13,285.7, ⑪⑪,11,13, サンドミエシュ,---,吉田隼, 1.0, 33, -39,   1, 8, 27.4, ⑫⑫,11,13,Ｊシルクベルジュｰル, 62,勝浦正, 0.8, 62,   1,   0, 8, 19.2, ⑤⑤,11,16,Ｍヘリオスフィア, 66,丹内祐, 1.0, 67, -14,  18,16,198.5, ⑭⑭
12, 9,Ｌソナｰポケット, 20,伊藤工, 2.4, 31, -18, -24, 9,153.4, ⑫⑫,12, 6, ドリｰムマｰチ,---,村田一, 1.3, 30, -37,  -5,12, 48.9, ⑨⑨,12,16,Ｐシャルロッカ, 56,中井裕, 0.8, 63,  -7,   8,15,103.3, ⑬⑪,12, 4,Ｎロングスロｰイン, 66,伊藤工, 1.1, 65, -12,  14,14,100.9, ⑪⑪
13,13,Ｍアッパレジャパン, 11,伴啓太, 3.8, 14, -17, -46,12,254.5, ⑬⑬,13,15, アインクラング,---,松田大, 1.6, 21, -36, -12, 3, 11.0, ⑩⑩,13, 8,Ｎロｰザペルラ, 60,鮫島良, 1.0, 61, -11,   9,16,120.7, ⑰⑰,13,13,Ｉニシノカチヅクシ, 70,柴山雄, 1.2, 61,  -5,   6,12, 49.4, ⑨⑩
,,,,,,,,,,,,14, 3, コスモスミレ,---,丹内祐, 1.8, 23, -40,  -8, 9, 28.5, ⑰⑭,14,17,Ｃアルベルトバロｰズ, 70,福永祐, 1.1, 58,  -4,   1, 1,  3.1, ⑫⑬,14,15,Ｃマルタｰズグロウヴ, 75,勝浦正, 1.3, 62, -12,  11, 9, 28.9, ⑫⑫
,,,,,,,,,,,,15,11, ティエスリｰナ,---,中井裕, 1.8, 24, -40,  -8,18,202.9, ⑭⑮,15,11,Ｑクラウンアトラス, 55,花田大, 1.3, 55,  -8,   2,17,346.0, ⑮⑯,15,10,Ｋダブルスパｰク, 70,鮫島良, 1.3, 64, -20,* 19,10, 32.5, ⑮⑮
,,,,,,,,,,,,16,12, ピメレアロゼア,---,柴山雄, 2.1, 22, -42,  -7,16,169.9, ⑱⑱,16, 9,Ｌロｰレルエナジｰ, 61,杉原誠, 1.4, 54,  -4,  -3,11, 47.2, ⑪⑫,16,12, クリノロッキｰ,---,古川吉, 2.6, 46, -25,   7,15,138.2, ⑯⑯
,,,,,,,,,,,,17, 1, ナムラレモン,---,古川吉, 3.1,  4, -45, -21,15, 91.4, ⑯⑰,17,18,Ｆホｰクインザブルｰ, 68,嶋田純, 1.6, 51,  -1,  -8,12, 75.6, ⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,18,16, グッドクオリティｰ,---,木幡初, 3.2, -2, -36, -36, 7, 22.1, ⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,
"単勝:170円 複勝:02=110円 05=2,440円 07=130円 枠連:710円",,,,,,,,,,,,"単勝:1,410円 複勝:04=300円 07=190円 09=490円 枠連:1,560円",,,,,,,,,,,,"単勝:410円 複勝:03=190円 01=490円 12=1,260円 枠連:1,530円",,,,,,,,,,,,"単勝:500円 複勝:05=190円 06=290円 07=500円 枠連:2,270円",,,,,,,,,,,
"馬連:11,820円 ワイド:02-05=4,310円 02-07=180円 05-07=7,070円",,,,,,,,,,,,"馬連:2,020円 ワイド:04-07=840円 04-09=2,250円 07-09=1,480円",,,,,,,,,,,,"馬連:3,400円 ワイド:01-03=1,390円 03-12=4,480円 01-12=19,060円",,,,,,,,,,,,"馬連:2,130円 ワイド:05-06=870円 05-07=1,050円 06-07=1,730円",,,,,,,,,,,
"馬単:13,550円 3連複:15,280円 3連単:74,760円",,,,,,,,,,,,"馬単:5,360円 3連複:11,130円 3連単:77,160円",,,,,,,,,,,,"馬単:6,260円 3連複:65,670円 3連単:237,780円",,,,,,,,,,,,"馬単:4,150円 3連複:7,710円 3連単:38,960円",,,,,,,,,,,
■ 3R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,菅名岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂテｰオｰフェアリｰ, 74,丸山元,, 70,*  2,   8, 6,  9.6,①①①, 1, 2,Ｂモントリヒト, 76,杉原誠,, 77,   6,* 10, 2,  2.5,⑨⑥⑥, 1, 5,Ｄショｰグン, 73,福永祐,, 70,   2,  14, 1,  2.2,⑥⑥⑥, 1, 1,Ａウィケットキｰパｰ, 78,吉田隼,, 83,  -4,* 18, 2,  3.7, ⑧⑦
 2, 7,Ｋショウナンバｰキン, 64,福永祐, 0.2, 70,  -1,* 10, 7, 10.5,⑦⑧⑦, 2, 8,Ｆデュアルサクセス, 73,嶋田純, 0.4, 71,   7,   5, 7, 26.4,⑤⑤⑤, 2, 9,Ｅテｰオｰダンシング, 72,荻野琢, 0.0, 68,*  3,  12, 5, 12.8,②②②, 2, 2,Ｈダイワユニティｰ, 70,福永祐, 0.0, 81,* -3,* 14, 1,  2.9, ⑤③
 3, 6,Ｆレッドフォｰチュン, 68,藤懸貴, 0.2, 70,*  1,   7, 5,  7.9,⑤④⑤, 3, 1,Ｄメイショウソラｰレ, 74,藤懸貴, 0.6, 71,   3,*  7, 3, 10.7,⑪⑧⑦, 3, 8,Ｈニュｰスタｰ, 62,横山和, 0.2, 68,*  3,   9, 6, 30.7,①①①, 3, 6,Ｄワタシマッテルワ, 74,松田大, 0.3, 76,* -3,   9, 6, 20.2, ②②
 4, 4,Ｄシンコｰムｰン, 71,水口優, 0.7, 68,   0,   4, 8, 13.4,④⑤④, 4, 4,Ｈトウカイアストロ, 71,伊藤工, 0.7, 69,*  8,  -2, 9, 45.0,①①①, 4, 3,Ａタイガｰシｰド, 82,柴山雄, 0.2, 71,   2,  13, 2,  3.5,⑦⑦⑦, 4, 9,Ｆメイショウタマカゼ, 72,川島信, 0.5, 78,  -4,  11, 7, 24.8, ⑦⑨
 5, 8,Ｌテイケイフロックス, 61,長岡禎, 0.7, 67,  -2,*  8,13, 70.2,⑩⑪⑪, 5, 5,Ｅミキノノボリリュウ, 74,中井裕, 0.8, 72,*  7,  -1, 5, 14.5,②②②, 5, 1,Ｂタイセイロｰマン, 75,吉田隼, 0.4, 68,   3,   9, 3,  3.9,③③③, 5,10,Ｅカナルナニ, 73,勝浦正, 0.5, 78,  -6,* 13, 4,  7.9, ⑪⑫
 6, 5,Ａサイモンガｰランド, 75,荻野琢, 1.1, 63,  -3,   8, 1,  3.6,⑪⑮⑭, 6, 6,Ｃアプレレクｰル, 75,横山和, 0.9, 69,   2,*  8, 4, 12.7,⑭⑭⑬, 6, 4,Ｃヒラボクジャパン, 74,長岡禎, 0.6, 67,   3,   8, 4,  9.3,④⑤④, 6,12,Ｃダンツクロノス, 75,秋山真, 0.6, 75,  -4,   9, 3,  4.9, ⑨⑧
 7, 9,Ｃスカルラット, 73,伊藤工, 1.4, 61,  -1,   1, 2,  6.5,⑮⑨⑧, 7,11,Ａモルダバイト, 77,西村太, 1.2, 67,*  7,  -5, 1,  2.4,③③③, 7, 7,Ｆナンヨｰヤシマ, 71,嶋田純, 1.2, 65,  -5,* 18, 7, 62.3,⑩⑩⑩, 7,13,Ｋラスカルトップ, 66,上村洋, 0.7, 72,* -1,   2,11, 58.8, ①①
 8,15,Ｍディレットリｰチェ, 60,松田大, 1.5, 59,*  1,  -5,12, 52.4,③③②, 8,14,Ｋティボリハｰモニｰ, 68,原田敬, 1.3, 67,   1,*  6,13,120.7,⑩⑮⑭, 8, 2,Ｇガッチリガッチリ, 71,藤懸貴, 1.8, 60,  -2,   6, 9, 99.5,⑨⑨⑨, 8, 7,Ｊギリギリヒｰロｰ, 66,村田一, 0.7, 79,  -5,  13, 9, 39.9, ⑫⑪
 9, 1,Ｏコスモリボン, 59,丹内祐, 1.6, 61,  -1,  -2,10, 32.3,⑥⑦⑨, 9,15,Ｇステｰジジャンプ, 72,荻野琢, 1.3, 64,   4,  -1, 6, 19.2,⑧⑦⑧, 9,10,Ｉマルシゲサムライ, 62,水口優, 1.9, 59,   3,  -3, 8, 96.3,⑤④⑤, 9, 5,Ｂフォントルロイ, 75,中井裕, 0.9, 71,  -4,   3, 5,  9.6, ④⑥
10,11,Ｉレインボｰデイズ, 65,西村太, 1.6, 63,  -3,   4,15,273.4,⑬⑬⑫,10, 3,Ｍニシノヒメゴト, 65,水口優, 1.6, 66,   3,   1,14,131.3,⑮⑫⑫,10, 6,Ｊハギノクｰザ, 55,丸山元, 4.9, 38,   0, -24,10,170.6,⑧⑧⑧,10, 3,Ｇレオパルドゥス, 71,丸山元, 1.2, 70,  -8,   9,10, 57.9, ⑬⑬
11, 2,Ｅセカイノカナ, 70,秋山真, 1.8, 58,*  1,  -6, 3,  7.2,②②③,11,12,Ｌフェアリｰガｰデン, 67,花田大, 1.7, 64,   4,  -3,12,104.8,⑥⑨⑩,,,,,,,,,,,,,11,11,Ｌディｰプスノｰ, 64,木幡初, 1.4, 66,  -5,   0,13, 87.0, ⑩⑩
12,14,Ｈキセキノチャンス, 65,吉田隼, 2.2, 57,  -3,  -3, 9, 23.7,⑫⑭⑮,12, 9,Ｏデンコウアカツキ, 57,伴啓太, 1.9, 61,   6, -10,11, 88.5,④④④,,,,,,,,,,,,,12, 8,Ｍウインデスティニｰ, 58,高倉稜, 1.5, 63,* -2,  -7,12, 79.6, ③④
13,10,Ｊクラベス, 65,柴山雄, 2.4, 55,   0, -10, 4,  7.2,⑧⑥⑥,13,13,Ｊオｰタムカラｰ, 70,長岡禎, 1.9, 62,   3,  -4,10, 45.4,⑫⑩⑪,,,,,,,,,,,,,13, 4,Ｉトｰセンビジュｰ, 69,柴山雄, 2.9, 46,  -4, -25, 8, 32.9, ⑥⑤
