13年 6月15日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 6月15日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,木古内特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａシナｰラ, 64,菱田裕,, 64,*  7,* -3, 2,  3.5,⑤②①, 1,10,Ａスｰパｰアｰス, 59,大野拓,, 64,*  1,  -3, 1,  1.7, ②②, 1, 7,Ａラシｰク, 75,横山和,, 72,   5,   6, 1,  3.3, ③③, 1, 4,Ａヒルノマドリｰド, 84,四位洋,, 82,* -1,* 21, 2,  4.5,①①①
 2,12,Ｅファストソング, 56,丸田恭, 0.3, 59,   1,*  3, 5,  9.7,⑫⑧⑧, 2,13,Ｅシュウギン, 51,吉田隼, 0.2, 62,* -1,  -2, 6, 19.4, ④③, 2, 5,Ｃヴェアリアスムｰン, 73,川須栄, 0.3, 67, -10,* 13, 5,  9.5, ⑫⑫, 2,11,Ｂトミケンユｰクアイ, 80,勝浦正, 0.6, 75,* -1,  16, 4,  7.3,②②②
 3,11,Ｉナデシコノハナ, 47,丹内祐, 1.2, 55,   3,  -8,12,179.1,⑦④④, 3, 4,Ｊマジシャンズレッド, 45,三浦皇, 0.4, 60,  -3,  -4, 9, 26.9, ③⑤, 3, 4,Ｄコウユｰサムライ, 72,丸山元, 0.5, 65,  -7,*  9, 2,  3.8, ⑨⑨, 3, 5,Ｅセンキ, 77,津村明, 0.7, 77,  -3,* 21, 3,  5.4,⑦⑨⑥
 4, 3,Ｄメイショウキリコ, 57,勝浦正, 1.4, 51,   1,  -6, 6, 15.0,⑨⑨⑥, 4,11,Ｆレイヌドネｰジュ, 49,松田大, 0.4, 59, -11,*  4, 5, 17.5, ⑫⑦, 4, 8,Ｈコｰリンハッピｰ, 65,宮崎北, 0.5, 66,   1,   4, 7, 28.4, ④④, 4,10,Ｈサナシオン, 72,藤田伸, 0.9, 77,  -2,  17, 5,  7.4,⑥⑤④
 5, 5,Ｆフリｰマインド, 53,川須栄, 1.8, 51,   2, -11, 9,106.1,⑧⑦⑤, 5, 3,Ｏダイキチサブロウ, 42,津村明, 0.6, 57,  -7,  -3,10, 32.8, ⑥⑥, 5,12,Ｇビッグサンダｰ, 68,柴山雄, 0.6, 64,  -4,   7, 9, 33.6, ⑧⑧, 5, 6,Ｃエｰペックス, 78,柴山雄, 0.9, 73,  -3,  16, 6,  7.9,④④⑤
 6,13,Ｂティアップサニｰ, 63,黛弘人, 2.0, 43,*  6, -21, 3,  4.1,①①②, 6, 7,Ｈメイショウアザミ, 48,四位洋, 0.8, 55, -15,*  3,11, 47.1, ⑮⑫, 6,10,Ｋシムｰン, 59,木幡初, 0.6, 65,  -1,   4,10,100.3, ⑥⑤, 6,13,Ｆフｰラブライド, 76,古川吉, 1.2, 75,  -3,  17, 7, 10.6,⑨⑩⑨
 7, 9,Ｇナトゥｰラ, 49,田中博, 2.8, 44,  -4,  -9,13,183.6,⑬⑬⑬, 7, 9,Ｍタガノグッピｰ, 43,城戸義, 0.9, 52, -16,*  3,12, 51.2, ⑭⑪, 7,11,Ｂエリモミヤビ, 74,丸田恭, 0.8, 62,  -7,   7, 6, 13.0, ⑩⑩, 7, 3,Ｇゴｰルドゼウス, 75,丸山元, 1.3, 73,  -6,  19, 9, 38.5,⑪⑪⑪
 8, 4, ジャズダンサｰ,---,大野拓, 3.1, 41,   1, -21, 8, 61.3,⑪⑩⑨, 8, 5,Ｌリリｰゴｰゴｰ, 45,松山弘, 1.0, 52,  -8,  -6,16,170.1, ⑧⑨, 8, 6,Ｉタイキマｰシャ, 64,酒井学, 1.1, 61,   0,  -1, 8, 31.3, ⑤⑥, 8, 9,Ｉプリティｰマッハ, 71,横山和, 1.3, 73,  -5,  19,10, 64.8,⑫⑫⑫
 9, 2,Ｈタイセイブロンド, 47,上村洋, 3.3, 41,   2, -24,11,152.8,③⑤⑦, 9, 8,Ｂマルティオス, 54,菱田裕, 1.2, 49, -15,  -3, 4, 14.0, ⑯⑮, 9, 1,Ｅシベリアンスオｰド, 71,村田一, 1.2, 61,* 10,  -8, 4,  6.2, ①①, 9, 7,Ｊマデイラ, 69,大野拓, 1.3, 72,  -2,  14,12, 84.5,⑧⑦⑦
