13年 4月 6日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月 6日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山陽特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｈヴァレンティｰア, 53,小牧太,, 60,* -1,  -1, 8, 23.1,⑩②②, 1, 5, サウンドアフリｰト,,田村太,,,,, 2,  4.6,②①①, 1,12,Ａアルバタックス, 72,浜中俊,, 80,   5,  13, 3,  5.4, ⑧⑧, 1, 4,Ｄカロッサル, 79,北村友,, 84,   6,* 11, 3, 11.7, ⑩⑨
 2,12,Ｄワンダｰテルヌｰラ, 57,丸野勝, 0.0, 61,*  0,  -3, 7, 18.0,②①①, 2,14, エｰシンジｰライン,,西谷誠,203.7,,,, 1,  1.5,①②②, 2,13,Ｄヒュウマ, 68,デムｰ, 0.0, 79,*  9,   5, 5,  8.8, ③②, 2, 2,Ｇメイショウヤタロウ, 76,藤田伸, 0.0, 83,  11,   4,10, 27.0, ②④
 3, 7,Ａエｰシンオマｰン, 60,浜中俊, 0.6, 58,  -4,  -1, 1,  2.6,⑧⑥⑤, 3, 2, ジｰクジオン,,金子光,203.8,,,, 6, 22.2,⑥⑥⑥, 3,17,Ｅオｰスミナイン, 66,福永祐, 0.2, 78,* 11,   1, 2,  4.1, ②③, 3,15,Ａノｰブルジュエリｰ, 88,デムｰ, 0.1, 81,* 13,  -2, 1,  1.9, ③②
 4,14,Ｂレッドアモｰレ, 60,武豊  , 0.9, 56,  -5,  -2, 2,  4.3,⑨⑪⑥, 4,12, クレバｰキング,,植野貴,204.1,,,, 3, 10.4,④④③, 4, 4,Ｂフルｰキｰ, 72,シュタ, 0.3, 81,  -5,* 27, 1,  3.2, ⑯⑰, 4, 7,Ｉチェリｰヒロイン, 75,武豊  , 0.2, 84,   6,* 11, 7, 15.8, ⑪⑪
 5, 5,Ｃサンレイフロｰラ, 58,花田大, 1.2, 56,  -7,*  1, 9, 29.9,⑫⑭⑫, 5, 4, ナイク,,江田勇,204.2,,,, 8, 51.0,③③④, 5,16,Ｍタガノラルフ, 58,川田将, 0.3, 77,   6,   7,10, 55.8, ⑦⑦, 5, 5,Ｌハッピｰアビラ, 73,浜中俊, 0.4, 80,   4,* 10, 8, 24.9, ⑬⑬
 6, 6,Ｇクロカミノオトメ, 55,酒井学, 1.2, 57,  -6,*  0, 4, 13.1,⑪⑫⑪, 6, 9, セフティｰフライト,,難波剛,204.9,,,,10, 66.9,⑩⑦⑦, 6, 6,Ｐコナブリュワｰズ, 53,蛯名正, 0.3, 77,   4,  11, 7, 22.2, ⑩⑨, 6,10,Ｂウイングザムｰン, 82,秋山真, 0.4, 79,   9,   1, 4, 13.1, ⑦⑤
 7, 8,Ｅシャインエタニティ, 57,菱田裕, 1.3, 54,* -2, -10,14,180.7,①③③, 7, 1, ジョｰプラチネラ,,平沢健,205.1,,,, 4, 14.0,⑤⑤⑤, 7, 7,Ｃダイナミックガイ, 69,国分優, 0.4, 78,   2,  13, 4,  8.4, ⑪⑪, 7, 3,Ｍディｰプフィｰルド, 71,福永祐, 0.4, 80,   6,   5, 9, 25.3, ⑧⑩
 8,15,Ｉティボリハｰモニｰ, 52,シュタ, 1.3, 54,  -7,  -2, 5, 16.4,⑭⑬⑩, 8, 3, ヴィｰヴァギブソン,,小坂忠,205.2,,,, 7, 50.6,⑦⑧⑧, 8,10,Ｇゼンノコリオリ, 64,北村友, 0.8, 74,  -2,  14,12, 63.6, ⑭⑬, 8, 8,Ｆリフトザウイングス, 76,小牧太, 0.5, 78,   3,   8, 5, 15.7, ⑭⑭
