13年 3月 9日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月 9日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沈丁花賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂエイシンパラダイス, 64,岩田康,, 62,* -4,*  2, 1,  1.5, ①①, 1,18,Ｂリオグランデ, 63,川田将,, 64,  -9,   4, 1,  1.8, ⑦⑦, 1, 7,Ａスプリングシｰズン, 79,勝浦正,, 79,*  1,* 27, 1,  1.4,①①①, 1, 5,Ｄインカンテｰション, 73,大野拓,, 79,*  3,* 15, 4,  5.4,①①①
 2,16,Ａウォｰタｰチュｰン, 64,川田将, 0.9, 55,* -6,  -4, 2,  6.0, ③④, 2,16,Ｑハギノソフィア, 43,戸崎圭, 0.1, 61,* -7,   0, 6, 16.8, ③③, 2, 6,Ｃルスナイスナイパｰ, 75,秋山真, 0.7, 76,*  1,  23, 3,  6.6,②②②, 2, 8,Ｅモンシュシュ, 72,岩田康, 0.9, 72,*  3,   7, 1,  3.4,②②②
 3, 1,Ｄヨゾラニネガイヲ, 57,長岡禎, 1.0, 53, -10,* -2, 4, 14.1, ⑧⑥, 3, 2,Ｎブラザｰウインド, 47,丸田恭, 0.1, 60,* -8,   1, 9, 37.1, ④④, 3, 5,Ｄシルクエルドｰル, 73,戸崎圭, 1.7, 67,  -1,  17, 2,  5.9,③③④, 3, 2,Ａフミノファルコン, 74,バルジ, 1.4, 69,   2,   4, 2,  3.5,⑤④④
 4, 3,Ｌシゲルコジシザ, 41,川須栄, 1.0, 53, -12,*  1,11,209.1, ⑫⑩, 4, 8,Ｆドラグレスク, 56,上村洋, 0.2, 58,* -7,  -3, 7, 23.2, ①①, 4, 1,Ｅエｰシンドクトル, 72,岡部誠, 2.1, 66,  -3,  16, 5, 18.3,④④③, 4, 1,Ｃカノヤプレジデント, 73,国分優, 2.2, 66,  -1,   4, 3,  5.3,⑩⑨⑨
 5, 9,Ｈタイセイゼニス, 54,中井裕, 1.1, 54,  -8,  -4, 3, 10.3, ⑦⑦, 5,12,Ｊマリンレイ, 48,荻野琢, 0.2, 61, -12,   5,16, 83.8, ⑧⑨, 5, 3,Ｂクオリティタイム, 76,松山弘, 2.4, 68,  -5,  22, 4, 12.7,⑨⑨⑧, 5, 9,Ｂトｰホウビッグガン, 74,柴山雄, 2.3, 63,   2,  -4, 5,  8.2,③③③
 6,15,Ｃブライティアミル, 58,松山弘, 1.3, 51,* -5,  -9, 5, 14.8, ②②, 6,15,Ｄベストブレｰン, 60,蛯名正, 0.3, 59, -11,   1, 3,  8.7, ⑥⑥, 6, 4,Ｇグランラファル, 59,荻野琢, 3.1, 57,  -3,   8, 8,113.8,⑤⑤⑤, 6, 7,Ｆアザゼル, 64,川須栄, 2.3, 66,  -1,   3, 7, 37.6,⑦⑦⑦
 7, 4,Ｆトウカイクッキｰ, 55,勝浦正, 1.7, 47, -10,  -7, 6, 17.2, ⑩⑧, 7, 4,Ａシゲルコウマザ, 66,高倉稜, 0.3, 64, -18,* 12, 2,  7.5, ⑯⑮, 7, 8,Ｉプロミシングユｰス, 56,丸田恭, 3.2, 59,  -4,  11, 6, 53.6,⑥⑦⑦, 7,11,Ｈテイエムナデシコ, 58,中井裕, 2.8, 62,   2,  -8,11,114.4,④⑤⑤
 8, 7,Ｉデルマスナカケババ, 53,丸山元, 1.8, 46,  -7, -11, 7, 23.4, ⑤⑤, 8, 3,Ｇレッドファンタジア, 56,川須栄, 0.4, 60, -15,   5, 4, 13.9, ⑬⑪, 8, 2,Ｈマンボマンボ, 58,丸山元, 3.3, 58,  -4,   9, 7, 71.5,⑦⑥⑥, 8, 3,Ｉシュミット, 57,戸崎圭, 3.4, 56,  -3,  -3, 6, 10.8,⑨⑩⑩
 9, 5,Ｊフュｰリアイズ, 48,吉田隼, 2.3, 41, -14,  -8,12,245.1, ⑬⑫, 9, 9,Ｈアルジャン, 53,松田大, 0.4, 62, -14,*  7,11, 45.8, ⑭⑭, 9, 9,Ｆスプリングオｰ, 70,横山和, 3.6, 57,  -6,  10, 9,197.8,⑧⑧⑨, 9, 6, チョットチョット,---,岡部誠, 3.4, 59,  -3,  -1,10, 97.4,⑪⑪⑪
10,10,Ｅポｰラｰシェｰン, 55,鮫島良, 2.3, 42, -11, -11, 8, 41.8, ⑪⑬,10, 7,Ｃサチノリｰダｰス, 60,国分優, 0.6, 57, -10,  -2, 5, 14.8, ⑤⑤,,,,,,,,,,,,,10,10,Ｊフェブアクティヴ, 46,高倉稜, 3.6, 54,   0, -10, 9, 81.6,⑧⑧⑧
11, 2,Ｇブリス, 54,西村太, 2.5, 41,  -6, -17,10, 70.8, ④③,11, 1,Ｅアスカメイ, 57,丸山元, 0.7, 54, -11,  -3,10, 43.0, ⑨⑧,,,,,,,,,,,,,11, 4,Ｇヒルノケアンズ, 61,松田大, 3.9, 51,   1, -15, 8, 41.4,⑥⑥⑥
12,14,Ｏキョウエイアンジュ, 31,大野拓, 2.8, 37, -21,  -6,15,326.4, ⑯⑯,12,11,Ｒレｰヴドプランス, 26,吉田隼, 0.7, 52,* -7,  -8,12, 60.9, ②②,,,,,,,,,,,,,,,,,,,,,,,,
13, 6,Ｎワンダｰブライド, 32,横山和, 2.9, 37, -15, -11,16,339.5, ⑮⑭,13,13,Ｋプリンセスハルカ, 48,中井裕, 0.8, 56, -18,   5,13, 75.8, ⑰⑯,,,,,,,,,,,,,,,,,,,,,,,,
14,12,Ｋチェリｰボンバ, 47,水口優, 3.1, 35,  -7, -22, 9, 55.7, ⑥⑨,14,14,Ｐクラウンセシリア, 45,柴山雄, 0.9, 54, -17,   3,18,259.5, ⑮⑰,,,,,,,,,,,,,,,,,,,,,,,,
