13年 1月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 1月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｸﾛｯｶｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂレモンチャン, 59,内田博,, 58,* -4,*  0, 1,  2.6, ①①, 1, 3, アイアムイチバン,,山本康,,,,, 1,  1.6,③②②, 1,12,Ａウインフロレゾン, 80,三浦皇,, 74,   2,* 12, 2,  5.0,⑨⑧⑦, 1, 1,Ｅシｰブリｰズライフ, 65,田中勝,, 76,   0,* 11, 5, 16.3, ⑥⑤
 2, 3,Ｅムｰドティアラ, 55,北村宏, 0.3, 56, -10,*  4, 3,  3.8, ⑨⑦, 2,11, マテンロウカフェ,,横山義,203.4,,,, 6, 15.3,①①①, 2,10,Ｅカンタベリｰナイト, 75,二本柳, 0.0, 71,*  3,   8, 7, 22.6,⑫⑨④, 2, 5,Ｂディアセルヴィス, 68,吉田豊, 0.2, 76,   2,   6, 6, 17.6, ⑤④
 3,11,Ａトドロック, 60,横山典, 0.4, 54,  -7,*  0, 2,  3.4, ④④, 3, 9, ティンバｰウルフ,,江田勇,204.2,,,, 3,  9.9,④③③, 3, 5,Ｆマイネルテンクウ, 73,柴田大, 0.0, 72,*  3,   8, 4, 11.4,②②②, 3, 6,Ａティｰハｰフ, 72,武豊  , 0.4, 73,  -3,  10, 1,  1.9, ⑨⑨
 4, 8,Ｄスズカロカフラ, 55,三浦皇, 0.4, 55,* -5,  -2, 5, 25.8, ③②, 4, 8, クリノスレンダｰ,,草野太,205.4,,,, 4, 11.2,②④④, 4, 7,Ｃロンギングダンサｰ, 75,蛯名正, 0.0, 71,*  4,   8, 1,  1.7,④④③, 4,10,Ｄプレイズエタｰナル, 66,池添謙, 0.4, 71,  -4,* 11, 2,  3.0, ⑩⑩
 5,15,Ｉカシマルフィ, 48,田中勝, 0.5, 54,  -8,*  1, 6, 26.6, ⑥⑤, 5,10, タマモダイナミック,,林満明,205.7,,,, 2,  5.7,⑦⑥⑤, 5, 8,Ｂエイダイポイント, 75,津村明, 0.4, 69,   3,   5, 9, 33.2,⑥⑤⑥, 5, 2,Ｆワキノブレイブ, 65,三浦皇, 0.4, 73,   3,   1, 3,  8.0, ③②
 6, 1,Ｃナルミチャン, 57,柴田善, 0.6, 52,  -7,  -2, 4,  8.3, ②③, 6, 4, アミフジガガ,,小野寺,205.8,,,,12,164.3,⑨⑧⑦, 6, 6,Ｉメジロダイボサツ, 66,吉田豊, 0.6, 68,   1,   7, 5, 13.6,⑤⑦⑧, 6, 7,Ｃコトブキゴｰルド, 66,蛯名正, 1.2, 63,  -1,  -2, 7, 26.7, ⑦⑦
 7,12,Ｇトドロキカポネサン, 49,村田一, 1.1, 51,  -9,  -2, 8, 45.2, ⑩⑧, 7, 6, ペイトリッツデイ,,蓑島靖,208.0,,,,10, 61.9,⑧⑨⑨, 7, 4,Ｄブｰケドロゼブルｰ, 75,江田照, 0.6, 66,   2,   2,12, 81.1,③③⑤, 7, 4,Ｇクリノタカラチャン, 62,横山典, 1.4, 65,* 18, -31, 4, 15.3, ①①
 8, 2,Ｋフレンドリｰゼウス, 43,吉田隼, 1.5, 46, -14,  -1,15,217.3, ⑪⑫, 8, 1, マｰニｰ,,高野和,208.4,,,,11,117.2,⑩⑩⑩, 8,11,Ｈアルジェンタム, 68,武豊  , 0.9, 62,*  4,  -7, 8, 23.9,①①①, 8, 8,Ｈベイビｰイッツユｰ, 60,江田照, 1.9, 55,   3, -19, 9, 69.4, ②③
