13年 7月 7日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 7月 7日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝2600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,彦星賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａウインマｰレライ, 62,丹内祐,, 51, -10,*  3, 1,  1.8,⑨⑦⑥, 1, 1,Ｂマイネルジェイド, 70,柴田大,, 73,   2,*  7, 3,  5.6,⑫⑩⑨, 1, 9,Ａコスモアンドロメダ, 74,柴田大,, 81,*  1,  13, 1,  3.7,①①①, 1, 3,Ｆジェベルムｰサ, 80,田辺裕,, 84,   2,* 23, 4,  8.5,⑪⑦④
 2,16,Ｄヘヴンリｰシチｰ, 51,嶋田純, 0.1, 48,* -6,  -5,11, 58.8,①①①, 2, 9,Ｆマイネルゼｰタ, 59,田辺裕, 0.3, 67,*  4,  -6, 1,  4.9,⑥③③, 2, 2,Ｅエイダイポイント, 69,岩部純, 0.3, 81,  -4,* 20, 7, 18.7,⑨⑨⑧, 2,12,Ａタイセイスティング, 84,田中勝, 0.0, 84,*  3,* 22, 5, 11.3,②②②
 3, 8,Ｂキネオダンサｰ, 53,田辺裕, 0.3, 49, -10,   1, 5, 12.5,⑦⑧⑧, 3, 5,Ｈオベレック, 57,蛯名正, 0.4, 67,*  4,  -6,11, 57.8,⑤④②, 3, 5,Ｋオメガユニコｰン, 55,横山典, 0.3, 78,  -3,* 17, 9, 22.7,⑤⑥③, 3, 5,Ｉセイカフォルトゥナ, 78,伊藤工, 0.7, 79,*  4,  16, 6, 15.5,①①①
 4, 5,Ｊエリｰフェアリｰ, 39,柴田善, 0.3, 47,  -9,  -2, 7, 31.6,③⑤②, 4,16,Ｊマイネカトレア, 56,丹内祐, 0.4, 65,*  6, -10, 9, 27.3,①①①, 4, 4,Ｂスタｰトセンス, 72,田辺裕, 0.4, 78,  -1,  14, 4,  7.3,⑧⑤⑤, 4,11,Ｃアサクサポイント, 83,吉田豊, 1.6, 74,   2,  12, 8, 23.9,⑩⑩⑫
 5, 1,Ｇロッカバラｰド, 47,蛯名正, 0.4, 49, -11,   2, 3, 11.1,⑪⑪⑩, 5,15,Ｅカネトシエタｰナル, 60,柴田善, 0.4, 68,   2,*  1, 5,  6.7,⑪⑪⑧, 5, 6,Ｄノｰヒッタｰ, 69,吉田豊, 0.6, 73,*  0,   7, 3,  5.4,②③④, 5,10,Ｈマイネルアウストロ, 78,柴田大, 1.6, 72,*  4,   9,12,159.2,⑬⑤⑥
 6,14,Ｋデルカイザｰ, 37,内田博, 0.6, 49, -16,*  6, 2,  4.4,⑯⑯⑪, 6, 8,Ｄオリジナルスマイル, 63,横山典, 1.0, 60,   3, -12, 2,  5.3,⑦⑥⑥, 6, 7,Ｃアシュヴィン, 72,幸英明, 1.2, 68,*  0,   0, 2,  3.8,⑦④⑦, 6, 2,Ｊコスモイフリｰト, 78,嘉藤貴, 1.7, 72,   3,  10,11, 62.8,④⑨⑤
 7, 3,Ｃコスモミヅハノメ, 51,伊藤工, 0.8, 46, -14,   2,15,115.1,⑬⑮⑫, 7, 6,Ｌカシマシャドウ, 52,西田雄, 1.5, 58,   3, -17,10, 30.8,⑧⑤⑤, 7, 3,Ｈマジックポスト, 67,蛯名正, 1.2, 65,*  0,  -1, 5,  8.7,④②②, 7, 6,Ｇトｰセンセカイオｰ, 79,幸英明, 1.8, 74,   1,  12, 7, 18.3,⑦⑪⑧
 8, 7,Ｏヨイチスノｰ, 30,江田照, 1.1, 39, -10, -10,12, 73.7,⑧⑨⑨, 8, 2,Ｃジェネスヘイロｰ, 67,内田博, 1.8, 55,*  4, -28, 6,  7.2,③②④, 8,11,Ｇクラｰロデルナ, 68,武士沢, 1.3, 70,  -6,  10, 6, 10.1,⑫⑪⑩, 8, 1,Ｅエアラギオｰル, 81,内田博, 2.0, 71,   3,   7, 1,  2.3,③⑧③
