13年 9月 1日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 9月 1日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西日本ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａミヤジカｰルソン, 61,武豊  ,, 61,*  4,* -5, 1,  1.2, ①①, 1, 2,Ｉフィボナッチ, 53,川田将,, 63,  -8,*  4, 5, 10.9, ⑮⑥, 1, 4,Ｅランドマｰキュリｰ, 74,北村友,, 72,   5,* 13, 6,  9.0,⑥⑦⑤, 1, 2,Ａタマモクララ, 86,福永祐,, 77,* 11,   3, 3,  6.8,②②②
 2, 8,Ｇニホンピロアンバｰ, 39,酒井学, 0.5, 56,*  3,  -8, 7, 50.2, ②②, 2, 4,Ａウインドストリｰム, 62,北村友, 0.0, 65,  -2,* -1, 1,  2.4, ⑨③, 2,14,Ａファシネｰトダイア, 84,藤懸貴, 0.0, 72,*  7,   7, 5,  8.5,②②②, 2, 4,Ｅリバｰタイキ, 79,川田将, 0.0, 81,   7,* 11, 4,  9.7,⑩⑪⑨
 3, 3,Ｂジュｰンブライトン, 46,福永祐, 0.9, 47,  -3,  -8, 2,  6.9, ⑥③, 3, 5,Ｈレｰリュッケン, 53,鮫島良, 0.0, 69,*  6,  -9, 6, 14.8, ①①, 3,13,Ｍブルｰチッパｰ, 61,藤岡康, 0.2, 71,*  8,   5, 8, 12.2,①①①, 3,11,Ｃコルｰジャ, 83,国分優, 0.1, 78,   8,*  8, 5, 10.2,⑯⑩⑦
 4, 2,Ｌテンペラメントホル, 32,高倉稜, 0.9, 43, -16,*  0,12,219.7, ⑫⑨, 4, 1,Ｋアスカリンカｰン, 51,藤懸貴, 0.0, 66,   1,  -5,15,255.5, ④②, 4, 3,Ｊタｰフジェニック, 67,幸英明, 0.3, 71,*  6,   7,13, 56.7,③③③, 4,16,Ｏミラグロッサ, 74,和田竜, 0.2, 78,   9,   6,11, 84.8,⑦⑦③
 5, 1,Ｆエンドレスシャイン, 40,松山弘, 1.0, 46,  -5,  -7, 4, 18.0, ⑧⑥, 5,13,Ｅファインスカイ, 57,小牧太, 0.4, 58,  -5,* -4, 4,  9.2, ⑫⑩, 5, 9,Ｂアルディエス, 78,国分優, 0.8, 69,   0,* 15, 4,  6.6,⑮⑮⑬, 5, 7,Ｂマヤノオントロジｰ, 83,北村友, 0.4, 76,   8,   6, 2,  3.2,⑭⑨⑫
 6,12,Ｊキクノオｰブ, 36,藤懸貴, 1.4, 44,   0, -15,10,113.2, ④⑤, 6,11,Ｏロｰタスワンド, 39,武幸四, 1.0, 51,  -8,  -8, 8, 22.7, ⑯⑫, 6, 5,Ｌクリビツテンギョ, 65,川田将, 0.8, 69,   2,* 10,10, 20.7,⑫⑪⑩, 6,10,Ｊデンコウアクティブ, 76,太宰啓, 0.6, 77,  10,   1, 7, 24.8,⑧⑤⑤
 7, 5,Ｍカシノクロｰネ, 20,小坂忠, 1.6, 40, -11, -10,11,208.2, ⑨⑩, 7,18,Ｊサンマルビュｰティ, 52,国分優, 1.2, 53,*  4, -23, 9, 30.1, ③⑤, 7, 1,Ｉレッドサクセサｰ, 70,福永祐, 1.0, 65,   4,   6, 3,  6.3,⑨⑩⑨, 7,13,Ｄエイヴィアンボス, 80,武豊  , 0.7, 76,   8,   2, 1,  2.9,⑨⑧⑩
 8, 7,Ｄユウキファイン, 41,藤岡康, 1.9, 35, -10, -13, 3, 11.7, ⑩⑪, 8,17,Ｄワンダｰノブレス, 59,和田竜, 1.3, 49,   0, -20, 2,  4.3, ⑧⑧, 8,11,Ｇニイハオジュウクン, 73,高田潤, 1.4, 63,   6,  -1, 1,  6.1,④④④, 8, 1,Ｆタガノミュｰチャン, 79,松山弘, 1.2, 69,* 12,  -8, 6, 10.3,①①①
 9, 4,Ｈオフェｰリアシチｰ, 38,中井裕, 2.2, 35,  -3, -20, 9, 65.6, ⑦⑦, 9,16,Ｆクモンリュウシシン, 55,岡田祥, 2.0, 39,  -2, -27,11, 57.9, ⑪⑬, 9, 2,Ｈブルｰメリディアン, 72,中井裕, 1.4, 66,   4,   1,12, 38.9,⑪⑨⑪, 9, 5,Ｎナムラアピア, 74,幸英明, 1.3, 71,   6,   2,13,119.4,⑬⑮⑬
10,10,Ｅサカジロジャパン, 40,和田竜, 2.2, 36,   0, -22, 6, 38.9, ③④,10, 3,Ｎマイネルラメｰル, 46,幸英明, 2.4, 36,   2, -36,12, 63.4, ⑤⑦,10, 6,Ｄタイガｰシｰド, 77,熊沢重, 1.4, 69,   2,   5, 7,  9.3,⑬⑫⑭,10,12,Ｈラパヌイ, 78,鮫島良, 1.4, 71,   6,   1,10, 65.1,⑮⑯⑭
11,13,Ｋテイエムシナモン, 34,森一馬, 2.3, 30, -13, -15,13,361.0, ⑪⑫,11, 7,Ｌキシュウレパｰド, 48,国分恭, 2.5, 34,   0, -36,13,115.8, ⑥⑪,11, 8,Ｆブルｰボリウッド, 73,和田竜, 1.5, 62,   6,  -2, 9, 18.3,⑤⑤⑥,11, 8,Ｇタガノプリンス, 78,藤岡康, 1.7, 69,   8,  -3,14,124.2,⑫⑬⑪
12, 9,Ｉフミノホクトセイ, 38,太宰啓, 2.6, 29, -16, -16, 8, 57.1, ⑬⑬,12, 8,Ｂダイヤモンドベリｰ, 61,福永祐, 2.6, 32,   0, -37, 3,  7.8, ⑦⑨,12,12,Ｋジョナパランセ, 67,太宰啓, 1.7, 65,   0,   6,11, 23.9,⑭⑬⑫,12,15,Ｉコスモコルデス, 77,中井裕, 1.7, 69,  10,  -9,12,119.0,⑥④⑥
13,14,Ｃヒロノスイｰト, 45,国分優, 2.8, 31,   1, -27, 5, 22.6, ⑤⑧,13, 6,Ｑジオパｰクキリシマ, 27,水口優, 2.7, 32, -14, -24,17,523.0, ⑰⑯,13, 7,Ｐカシノチョッパｰ, 51,小坂忠, 1.7, 66,   4,  -1,14,121.8,⑩⑧⑦,13,14,Ｍタングルジャングル, 74,高倉稜, 1.8, 65,* 11, -11,16,199.3,③③④
