13年 2月 9日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月 9日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,かささぎ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂヒカリユニキャスト, 66,高倉稜,, 66,*  3,*  1, 1,  3.2, ①①, 1, 1,Ｅテイエムレンジャｰ, 62,大野拓,, 74, -10,* 17, 2,  4.9,⑬⑩⑤, 1, 4,Ｆショウナンマハ, 71,勝浦正,, 79,  -8,* 20, 3,  7.0,⑯⑯⑯, 1, 2,Ｆミリオンフレッシュ, 63,勝浦正,, 73,  -9,* 16, 4, 11.0, ⑬⑪
 2, 8,Ａゼンノビッグワン, 67,武幸四, 0.5, 61,*  2,  -2, 2,  3.5, ②②, 2,11,Ｂデンコウリキ, 64,武幸四, 0.2, 66,* -5,   4, 4,  6.5,②②②, 2, 9,Ｉシャドウライフ, 69,高倉稜, 0.0, 75,  -6,* 13,11, 19.0,⑬⑩⑧, 2,16,Ｅピンゾロ, 63,高倉稜, 0.1, 72,  -1,   7, 5, 13.9, ⑥⑥
 3, 3,Ｆエリモフェザｰ, 56,黛弘人, 0.7, 61,   0,  -1, 4,  7.0, ④③, 3, 3,Ａエｰシンラクｰン, 70,北村友, 0.2, 69,  -9,  11, 3,  6.5,⑧⑧⑥, 3,10,Ｏインパクトゲｰム, 65,松田大, 0.2, 70,  -3,   4,13, 27.3,③⑤④, 3, 6,Ａモｰニングコｰル, 74,丸田恭, 0.1, 71,*  7,   0, 3,  8.0, ②②
 4, 4,Ｃバクシンパワｰ, 60,松田大, 0.8, 57,  -1,  -3, 8, 36.1, ⑤⑤, 4, 5,Ｄメイショウブシン, 63,丸田恭, 0.4, 72, -14,* 21, 6, 10.7,⑯⑯⑫, 4, 6,Ｍウアジェト, 66,菱田裕, 0.2, 69,* -2,   2, 1,  5.7,①④②, 4, 4,Ｌテイエムシングン, 56,菱田裕, 0.4, 67,   3,  -1,14, 58.6, ④③
 5, 1,Ｇリッシンロケット, 56,松山弘, 0.8, 57,  -8,*  2, 5, 10.4, ⑧⑧, 5,14,Ｌクリノヒマラヤオｰ, 45,柴山雄, 0.6, 61,* -4,  -2, 9, 39.1,③③④, 5,11,Ｈマイネアルナイル, 70,丹内祐, 0.2, 67,*  0,  -2, 9, 15.3,⑨①①, 5, 3,Ｃメイショウガンツ, 65,鮫島良, 0.4, 68,  -4,   6, 6, 15.0, ⑦⑦
 6, 9,Ｄアスタｰキング, 58,北村友, 0.9, 58,*  1,  -5, 3,  5.1, ③④, 6,16,Ｍコｰラルタワｰ, 44,丹内祐, 0.7, 63,  -8,   4, 8, 34.5,⑫⑨⑨, 6, 7,Ｇガンセ, 70,大野拓, 0.3, 69,  -3,   4, 7, 10.4,⑫⑧⑦, 6, 8,Ｂベルライン, 65,松山弘, 0.4, 68,   3,   0, 1,  2.2, ⑤④
 7, 2,Ｊグランデラポｰル, 47,西村太, 1.0, 55,  -7,  -1,13,174.4, ⑦⑥, 7,12,Ｐディアプリンセス, 40,中舘英, 0.9, 56,* -3,  -9,15,216.2,①①①, 7,14,Ｋソロデビュｰ, 68,中井裕, 0.4, 69,  -5,   5,15, 63.9,⑥⑨⑩, 7,15,Ｋライブリシュネル, 56,松田大, 0.6, 65, -16,* 15,11, 42.8, ⑮⑭
 8, 7,Ｌカシノラッキｰ, 46,二本柳, 2.0, 45,  -8,  -9,12,116.1, ⑨⑨, 8, 7,Ｃコスモサリｰ, 63,丸山元, 1.1, 61, -12,   7, 7, 25.5,⑮⑮⑪, 8, 8,Ｂニｰレンベルギア, 74,水口優, 0.5, 69,  -6,   7, 8, 14.0,⑪⑬⑪, 8,12,Ｍマイネヴァイザｰ, 54,丹内祐, 0.9, 62,  -2,  -1, 8, 26.5, ⑧⑧
