13年10月26日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月26日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,姫川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｍウエスタンメルシｰ, 33,中舘英,, 55,  -8,*  4, 4, 10.5, ④③, 1,17,Ｏテラノイロハ, 66,松田大,, 77,*  6,   7,15, 59.6, ①①, 1, 5,Ｆレイヌドネｰジュ, 71,横山和,, 75,   6,   7, 8, 19.1, ⑤⑦, 1, 8,Ｋオリジナルスマイル, 66,吉田隼,, 81,* -7,  22, 8, 21.0,④③④
 2,12,Ｆオベｰション, 43,高倉稜, 0.1, 55,* -7,*  2, 1,  2.6, ②②, 2, 2,Ｇアルマディヴァン, 73,勝浦正, 0.0, 80,*  3,  13,11, 28.5, ④④, 2, 1,Ｃインナｰアｰジ, 73,伊藤工, 0.0, 77,   5,* 10, 1,  3.1, ⑦⑥, 2, 7,Ａダノンフェニックス, 79,松田大, 0.0, 83,  -8,* 25, 1,  2.1,⑦⑦⑤
 3, 4,Ａトウカイマインド, 65,的場勇, 0.5, 53,* -6,  -3, 3,  4.9, ①①, 3, 8,Ｎエインセル, 67,菱田裕, 0.3, 78,  -2,* 17, 7, 13.7, ⑭⑬, 3, 6,Ａチャペルプリンセス, 85,嶋田純, 0.0, 75,   4,* 11, 2,  3.5, ⑪⑪, 3, 4,Ｄルミナスレッド, 75,黛弘人, 0.1, 78,* -7,  18, 5, 14.6,②②②
 4,14,Ｈウィットウォｰタｰ, 38,藤岡康, 0.6, 51,  -9,  -1, 8, 20.7, ⑤⑤, 4,12,Ｅフェニｰチェ, 74,横山和, 0.4, 75,  -1,  13, 9, 23.0, ⑩⑩, 4, 3,Ｍレッドベルフィｰユ, 62,杉原誠, 0.2, 74,*  8,   0, 4, 12.1, ②②, 4, 6,Ｂエスペリア, 77,丸田恭, 0.2, 82, -10,* 26, 3,  5.4,⑩⑨⑩
 5, 5,Ｂキュｰクッキング, 54,藤懸貴, 1.4, 43, -12,  -5, 2,  4.4, ⑧⑧, 5,11,Ｄシンジュボシ, 74,嶋田純, 0.5, 72,*  3,   5, 4,  7.9, ⑤⑤, 5,14,Ｅレッドオｰディン, 72,中井裕, 0.3, 75,   4,   8, 7, 15.0, ⑭⑫, 5, 5,Ｌキネオストロング, 63,伊藤工, 0.4, 83, -11,* 27, 9, 26.5,⑪⑫⑫
 6, 7,Ｎマイガｰル, 30,横山和, 1.4, 43, -14,  -4, 6, 17.5, ⑨⑨, 6,15,Ｂファｰゴ, 77,伊藤工, 0.6, 75,  -1,  14, 2,  5.2, ⑰⑰, 6, 9,Ｊクｰルエレガンス, 66,平野優, 0.4, 72,   5,   4, 5, 12.9, ⑩⑩, 6,11,Ｃジェラルド, 77,川須栄, 0.4, 81, -10,  23, 2,  5.2,⑨⑩⑪
 7, 6,Ｌスイｰトポｰラ, 33,川島信, 1.5, 42,  -9, -10,14, 90.6, ③④, 7, 5,Ｋエメラルドヴァレｰ, 70,藤懸貴, 0.8, 72,  -4,* 16,12, 36.8, ⑱⑱, 7, 7,Ｋガウチョ, 65,西村太, 0.5, 69,*  8,  -6,12, 62.4, ①①, 7, 9,Ｅマジックポスト, 74,津村明, 0.6, 75,* -7,  14, 7, 19.7,⑤④③
 8,11,Ｊタケノペガサス, 37,伴啓太, 1.6, 41, -14,  -6, 9, 49.8, ⑩⑩, 8,18,Ｌベリｰフィｰルズ, 68,柴山雄, 0.8, 71,  -3,  11,16, 63.3, ⑯⑯, 8, 8,Ｉエルヴィスバロｰズ, 67,伴啓太, 0.5, 72,   2,   8,11, 57.5, ⑬⑭, 8,12,Ｈマキハタテノｰル, 69,高倉稜, 0.9, 66,* -6,   4, 6, 15.9,①①①
 9,10,Ｃサマｰドｰル, 49,柴山雄, 1.6, 42, -10,  -9, 5, 11.6, ⑦⑦, 9, 7,Ｍアンペラトリス, 68,荻野琢, 0.9, 68,   1,   3,17,107.8, ⑨⑨, 9,10,Ｄテイエムレンジャｰ, 72,菱田裕, 0.6, 70,   6,  -2, 3,  5.7, ⑧⑧, 9, 2,Ｊメジロダイボサツ, 66,中舘英, 1.0, 72,  -8,  12,10, 35.9,⑥⑤⑥
10, 3,Ｋペイシャンスゼｰタ, 35,伊藤工, 1.7, 39, -17,  -4,12, 64.5, ⑫⑫,10, 9,Ｉクロイゼリンチャン, 72,高倉稜, 0.9, 69,   1,   4, 5, 10.0, ⑦⑦,10, 2,Ｌコスミックワンダｰ, 64,城戸義, 0.9, 68,   3,   1,10, 36.3, ⑨⑨,10, 1,Ｉカネトシカトリｰヌ, 68,菱田裕, 1.1, 70,  -8,  10,11, 74.0,③⑥⑦
11, 8,Ｄサンバデジャネイロ, 47,中谷雄, 1.8, 40, -18,  -3,11, 62.8, ⑬⑬,11, 6,Ｈオｰゴンチャチャ, 72,丹内祐, 1.1, 67,   1,   0,14, 49.6, ⑥⑥,11,11,Ｈルネッタアスｰル, 68,田中健, 1.0, 64,*  8, -12, 6, 14.3, ④③,11, 3,Ｇネオヴェリｰブル, 71,藤岡康, 1.6, 62,  -9,   2,12, 98.8,⑧⑧⑧
12, 9,Ｇペロペロ, 39,丸田恭, 1.9, 37, -14,  -8,10, 59.3, ⑪⑪,12,14,Ａベアトリッツ, 81,川須栄, 1.1, 68,   0,   3, 1,  3.8, ⑬⑭,12,13,Ｎヴュルデバンダム, 61,荻野琢, 1.5, 61,   4,  -7,14,155.8, ⑫⑬,12,10,Ｆヴェリタラブ, 72,木幡初, 1.8, 64, -11,   7, 4, 12.2,⑫⑪⑨
13, 1,Ｉクリキントン, 37,西田雄, 2.1, 38, -11, -12,13, 67.4, ⑥⑥,13, 4,Ｃチェネレントラ, 75,藤岡康, 1.3, 62,*  5,  -9, 3,  7.2, ②②,13,12,Ｇトｰセンシｰザｰ, 68,花田大, 1.6, 59,   6, -18, 9, 23.3, ⑥⑤,,,,,,,,,,,,
14, 2,Ｅシャドウリｰフ, 44,菱田裕, 2.6, 32, -24,  -5, 7, 19.8, ⑭⑭,14, 1,Ｑスピリットレイク, 63,鮫島良, 1.6, 62,  -3,   1,13, 40.6, ⑮⑮,14, 4,Ｂカシノペンダント, 73,二本柳, 1.7, 58,   6, -19,13, 97.2, ③④,,,,,,,,,,,,
,,,,,,,,,,,,15,16,Ｐテラノココロ, 65,中井裕, 1.6, 63,   0,  -4,18,208.0, ⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,13,Ｒファイアマｰシャル, 63,丸田恭, 1.6, 59,   2,  -9,10, 27.8, ⑧⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,10,Ｊキネオリリｰ, 71,木幡初, 1.7, 58,*  3, -14, 8, 20.8, ③③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 3,Ｆレッドセイリング, 73,吉田隼, 1.8, 58,  -2,  -5, 6, 11.4, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:稍重(指数:6),,,,,,,,,,,
"単勝:1,050円 複勝:13=250円 12=130円 04=170円 枠連:860円",,,,,,,,,,,,"単勝:5,960円 複勝:17=1,890円 02=1,010円 08=500円 枠連:14,400円",,,,,,,,,,,,"単勝:1,910円 複勝:05=340円 01=150円 06=140円 枠連:620円",,,,,,,,,,,,"単勝:2,100円 複勝:08=470円 07=140円 04=370円 枠連:2,820円",,,,,,,,,,,
"馬連:1,450円 ワイド:12-13=580円 04-13=860円 04-12=370円",,,,,,,,,,,,"馬連:49,730円 ワイド:02-17=17,300円 08-17=11,640円 02-08=7,280円",,,,,,,,,,,,"馬連:2,950円 ワイド:01-05=1,010円 05-06=960円 01-06=280円",,,,,,,,,,,,"馬連:2,780円 ワイド:07-08=1,130円 04-08=3,080円 04-07=800円",,,,,,,,,,,
"馬単:3,480円 3連複:2,450円 3連単:20,400円",,,,,,,,,,,,"馬単:122,350円 3連複:373,340円 3連単:4,539,600円",,,,,,,,,,,,"馬単:6,590円 3連複:3,430円 3連単:28,730円",,,,,,,,,,,,"馬単:6,360円 3連複:10,670円 3連単:77,900円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,魚野川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｈアルテ, 46,松田大,, 66,*-10,*  7, 2,  3.3, ③③, 1, 7, ナモンレジェンド,---,丸田恭,, 53, -14,*  5, 6, 12.6, ⑤⑤, 1,17,Ｄシゲルオレンジ, 67,岡田祥,, 70,  -8,*  6, 8, 19.6,   , 1,15,Ｂタツミリュウ, 80,的場勇,, 78,  22,  -7, 5,  9.5, ⑤⑥
 2,10,Ｅモｰレアモｰレ, 53,勝浦正, 0.1, 64,* -7,   1, 6, 18.0, ①①, 2, 3, ジｰニアイ,---,黛弘人, 0.5, 49, -18,*  4, 1,  3.3, ⑨⑦, 2,15,Ｈサウンドアドバイス, 64,勝浦正, 0.0, 70,  -1,*  2, 5, 10.3,   , 2, 7,Ａゴｰルドブライアン, 82,吉田隼, 0.0, 79,  18,*  3, 2,  5.0, ⑬⑬
