13年 7月14日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 7月14日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,駒場特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂコスモエルデスト, 56,丹内祐,, 54,  -6,*  0, 3,  6.2, ⑥②, 1,12,Ｆバイオレットアロｰ, 56,菱田裕,, 69,*  3,*  5, 1,  3.8,④③③, 1, 4,Ａコｰリンギデオン, 74,横山和,, 70,  -5,* 11, 5,  6.5, ⑩⑨, 1, 3,Ａヒルノマドリｰド, 86,四位洋,, 81,* 11,  14, 3,  4.3,①①①
 2, 4,Ａデンコウウノ, 58,古川吉, 0.2, 52,* -2,  -7, 1,  1.6, ①①, 2, 1,Ｊポイントブランク, 48,岩田康, 0.1, 67,*  3,   4, 4,  5.3,①①①, 2, 5,Ｈキャプテンサクラ, 67,荻野琢, 0.3, 67,*  7,   0, 4,  6.2, ①①, 2,13,Ｅカチュｰシャ, 80,秋山真, 0.3, 78,*  9,  14, 2,  4.0,③③②
 3, 1,Ｄアルマセクレタ, 41,勝浦正, 0.4, 49,  -6,  -5, 4, 10.8, ④④, 3, 8,Ａリライブナカヤマ, 67,北村宏, 0.4, 66,   1,*  7, 3,  4.9,⑪⑥④, 3, 8,Ｃナイスゴｰルド, 71,三浦皇, 0.3, 69,*  6,   1, 3,  6.2, ②②, 3,10,Ｂサンビスタ, 84,岩田康, 0.3, 79,   8,  16, 4,  4.6,⑥⑦③
 4, 6,Ｅコスモラヴコｰル, 40,大野拓, 0.6, 47,* -3, -10, 6, 45.7, ②③, 4,11,Ｂユウヅキ, 67,丸田恭, 1.1, 59,*  3,  -4, 2,  4.6,②②②, 4, 7,Ｋオンワｰドセジｰル, 66,勝浦正, 0.3, 67,  -2,   6, 8, 14.5, ⑧⑦, 4, 4,Ｄアンティｰクカラｰ, 80,吉田隼, 0.5, 79,   8,  16, 7, 23.7,⑦⑧⑧
 5, 3, ヴォルカヌス,---,菱田裕, 0.7, 46,  -7,  -7, 2,  3.7, ⑤⑥, 5,13,Ｈイニシャルダブル, 49,大野拓, 1.4, 61,   1,  -1,11,113.5,⑤⑤⑤, 5, 1,Ｆマウントフジ, 70,丸田恭, 0.5, 65,  -2,   5, 9, 19.7, ⑦⑥, 5, 7,Ｃドリｰムザネクスト, 82,丸山元, 0.7, 77,   6,* 17, 5, 10.0,⑫⑬⑫
 6, 7,Ｃハッツオフ, 41,三浦皇, 0.7, 45, -11,  -4, 5, 23.0, ⑧⑦, 6, 4,Ｃロｰレルグラｰネ, 67,松田大, 1.5, 60,  -3,   4, 6, 10.6,⑫⑪⑨, 6,12,Ｊスノｰクラフト, 66,木幡初, 0.7, 64,   2,   0,10, 28.5, ④④, 6, 6,Ｊニシノゲイナｰ, 76,勝浦正, 0.7, 76,   6,* 17, 8, 45.2,⑪⑫⑨
 7, 5, ユメノナカヘ,---,柴山雄, 0.9, 42,  -9,  -9, 8, 80.1, ⑦⑧, 7,10,Ｄコスモカトルカｰル, 60,丹内祐, 1.6, 60,  -1,  -1, 7, 18.8,⑥⑦⑥, 7, 9,Ｄバンビアイ, 70,北村宏, 0.7, 63,*  4,  -2, 7,  9.9, ③③, 7, 5,Ｉビタｰスウィｰト, 77,三浦皇, 0.9, 75,   7,  13, 9, 71.3,⑩⑩⑦
 8, 8,Ｆプランタンポルト, 37,村田一, 1.8, 34,  -4, -24, 7, 53.6, ③⑤, 8, 7,Ｅマイネルゴスホｰク, 59,三浦皇, 1.9, 55,  -2,  -2, 5,  5.8,⑧⑧⑧, 8,10,Ｅセトブリッジ, 70,藤田伸, 0.7, 63, -11,*  8, 6,  9.8, ⑫⑫, 8,12,Ｇハルカフジ, 78,津村明, 1.2, 72,   8,   9, 6, 19.8,⑧⑥⑥
 9,10,Ｇヘルツォｰク, 30,吉田隼, 1.8, 29, -17, -13, 9,130.4, ⑨⑨, 9, 6,Ｇメイショウキラボシ, 55,吉田隼, 2.3, 54,  -4,  -2,12,200.6,⑨⑨⑩, 9, 6,Ｇケイエスキングオｰ, 68,岩田康, 0.9, 61,  -6,   4, 1,  4.4, ⑨⑪, 9, 8,Ｆハギノコメント, 79,横山和, 1.3, 72,   8,   7,10, 75.4,⑤⑤⑤
10, 2,Ｈモリトラッキｰ, 25,横山和, 2.0, 26, -20, -13,10,226.0, ⑩⑩,10, 5,Ｉネクストフラワｰ, 49,横山和, 2.4, 53,  -4,  -3, 9, 56.3,⑩⑩⑪,10, 3,Ｂオｰバｰザムｰン, 71,黛弘人, 1.1, 57,   1,  -3, 2,  6.1, ⑤⑤,10, 2,Ｍニホンピロララバイ, 72,菱田裕, 1.3, 73,   7,  11,13,370.1,⑨⑨⑪
,,,,,,,,,,,,11, 3,Ｋメネフネ, 45,黛弘人, 2.7, 46,   0, -11,10, 85.4,③④⑦,11,11,Ｌシゲルコジシザ, 54,和田竜, 1.2, 57,  -7,   1,12, 70.0, ⑪⑩,11,11,Ｈイｰスタｰパレｰド, 78,荻野琢, 1.3, 69,*  9,   4, 1,  3.4,②②④
,,,,,,,,,,,,12, 2, ラッドルチェンド,---,荻野琢, 2.8, 49,  -6,  -3, 8, 53.4,⑬⑬⑫,12, 2,Ｉテイエムチャンス, 67,城戸義, 1.4, 56,  -1,  -5,11, 46.0, ⑥⑧,12, 9,Ｋシャイニｰダンディ, 73,古川吉, 1.4, 73,   6,  11,12,266.7,⑬⑪⑩
,,,,,,,,,,,,13, 9,Ｌメイショウスイｰト, 34,竹之下, 4.2, 40,  -4, -18,13,315.7,⑦⑫⑬,,,,,,,,,,,,,13, 1,Ｌヤマニンパソドブル, 73,柴山雄, 3.9, 52,   7, -14,11,265.5,④④⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
