13年12月21日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月21日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 4R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ2500m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝4100m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,中山大障害,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｉマリｰズケイ, 50,柴田大,, 57,  -5,* -1, 1,  2.5, ⑧⑧, 1, 3, シャラク,---,蛯名正,, 57,* -4,  -3, 1,  3.1, ①①, 1,10,Ｄマイネルティンラン, 76,柴田大,, 79,* 10,   4, 7, 16.0,⑩④④, 1, 2, アポロマｰベリック,,五十嵐,,,,, 5, 10.1,①①①
 2,13,Ｂネイティヴコｰド, 59,蛯名正, 0.2, 55,* -1,  -7, 3,  6.8, ③④, 2, 4, ノボキャビア,---,内田博, 0.2, 56,* -3,  -4, 3,  5.2, ②②, 2,12,Ｉカンタベリｰナイト, 73,酒井学, 0.2, 78,   8,*  8, 8, 18.8,⑫⑨⑩, 2, 6, ハッピｰティア,,平沢健,287.1,,,, 8, 43.6,⑬⑨⑧
 3, 8,Ｇヒラリアス, 50,田辺裕, 0.3, 54,  -2,  -6, 8, 16.2, ⑥⑥, 3, 9, ヒャクバイガエシ,---,デムｰ, 0.2, 55,  -5,  -3, 4,  6.2, ⑤⑤, 3, 9,Ｆポッドフェロｰズ, 75,北村宏, 0.6, 74,   8,*  5, 4,  8.3,⑨⑩⑨, 3, 5, メイショウブシドウ,,熊沢重,287.3,,,, 2,  4.0,③⑤⑤
 4, 5,Ｌスリｰパイン, 43,石橋脩, 0.3, 54,  -8,* -1, 9, 27.7, ⑨⑨, 4, 2, スカイグランジャｰ,---,村田一, 0.4, 54, -14,*  3, 9, 54.3, ⑪⑨, 4, 7,Ｂマックスロノ, 80,ムｰア, 0.6, 72,* 10,  -2, 5,  8.7,③②①, 4, 3, バアゼルリバｰ,,小坂忠,287.3,,,, 1,  2.5,④③④
 5,10,Ｈサマｰドｰル, 50,原田和, 0.3, 54,  -8,* -1,12,179.6, ⑩⑩, 5, 7, ヒカリブランデｰ,---,吉田隼, 0.4, 54, -10,*  0, 7, 18.9, ⑨⑦, 5,14,Ｇバンクシｰ, 75,杉原誠, 0.7, 74,   8,   4,11, 72.3,⑪⑧⑦, 5, 9, エアペイシェンス,,高田潤,287.4,,,, 3,  5.3,⑤②②
 6, 7,Ｅスイｰトマルセル, 56,田中博, 0.4, 54,*  0, -10, 2,  6.6, ②②, 6,11, ソアリングホｰク,---,松岡正, 0.4, 53,  -9,  -1, 6, 13.5, ⑦⑧, 6, 2,Ｅイルポスティｰノ, 76,田辺裕, 1.0, 71,* 10,  -6, 1,  3.0,④③②, 6, 7, セイエイ,,高野和,287.8,,,,10, 52.5,⑥④③
 7, 2,Ｋナイトアンドデイ, 45,柴山雄, 0.5, 53,  -2,  -8,11, 65.6, ⑤③, 7, 5, スズカオｰショウ,---,大野拓, 0.5, 53,  -5,  -5, 5, 11.4, ④④, 7, 8,Ａメイスンキャプテン, 80,丹内祐, 1.0, 73,   6,*  8, 3,  7.3,⑮⑭⑭, 7,13, サンレイデュｰク,,難波剛,288.6,,,,12, 56.6,⑭⑪⑩
 8,12,Ｆヴィジオネｰル, 54,宮崎北, 0.5, 54, -10,*  0, 7, 12.3, ⑪⑫, 8, 1, ドラゴンスピｰド,---,北村宏, 0.6, 51,  -6,  -6, 2,  3.6, ③③, 8, 3,Ｏメイラｰド, 62,横山和, 1.0, 72,   8,   4,13,140.4,⑬⑬⑫, 8, 4, テルバイク,,山本康,288.7,,,,16,130.8,⑧⑧⑨
