13年 6月16日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 6月16日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,駒ｹ岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｅシルヴァｰグレイス, 57,秋山真,, 61,  -5,*  9, 4,  5.6, ⑥⑤, 1,15,Ｌジェイケイネオ, 56,丸田恭,, 79,   3,* 12, 4, 13.1,⑬⑧⑥, 1, 4,Ａメイショウフォロｰ, 71,上村洋,, 72,*  9,  -1, 1,  3.3, ①①, 1,11,Ａアドマイヤバラｰド, 78,秋山真,, 69,*  4,   5, 1,  1.9,④④②
 2,10,Ａヴェアリアスロｰズ, 65,丸山元, 0.7, 57,  -4,   3, 2,  4.0, ⑦⑥, 2, 2,Ａリメインサイレント, 67,柴山雄, 0.0, 78,   5,*  4, 2,  9.5,⑦⑤②, 2, 6,Ｊノボプレシャス, 60,伊藤工, 0.1, 70,*  9,  -2, 9, 40.1, ③②, 2,10,Ｆロｰリングストｰン, 72,津村明, 0.3, 70,   2,* 11, 5, 11.6,⑫⑫⑫
 3, 1,Ｈクラッチブｰケ, 52,菱田裕, 0.9, 52, -10,   3, 7, 18.4, ⑧⑨, 3, 6,Ｊアンバｰドリｰム, 58,三浦皇, 0.7, 73,   4,* -1, 3, 11.8,⑨⑦④, 3, 3,Ｃケイエスキングオｰ, 69,岩田康, 0.3, 63,  -8,*  8, 5,  8.0, ⑫⑫, 3, 3,Ｇスノｰストｰム, 70,勝浦正, 0.4, 68,*  4,   4, 3,  6.7,⑦⑦④
 4, 2,Ｋミスワイキキ, 46,田中博, 0.9, 53,  -4,   0, 9, 37.7, ④④, 4, 7,Ｈヴェイパｰコｰン, 58,勝浦正, 0.7, 71,*  8, -11, 6, 14.4,⑧①①, 4, 9,Ｂモリトブイコｰル, 70,横山和, 0.3, 64,   1,   1, 4,  7.3, ⑦⑦, 4, 8,Ｄルミナスレッド, 73,四位洋, 0.4, 67,   3,   5, 4,  8.4,⑧⑨⑥
 5, 6,Ｄプリマチュチュ, 59,荻野琢, 0.9, 54,*  0,  -3, 1,  3.0, ①①, 5, 4,Ｂプロミネントロｰル, 66,岩田康, 1.2, 67,*  7, -15, 1,  1.6,⑤③③, 5,10,Ｇスノｰクラフト, 65,木幡初, 0.3, 64,  -1,   3,10, 42.7, ⑩⑩, 5, 7,Ｂスリｰヴェロｰチェ, 74,岩田康, 0.6, 67,   3,   3, 6, 21.9,⑩⑧⑪
 6, 5,Ｂメイショウメロディ, 61,勝浦正, 0.9, 52, -10,   3, 3,  4.4, ⑨⑧, 6, 1,Ｉヤギリハｰツ, 58,木幡初, 1.9, 61,   1, -11, 9, 28.0,⑯⑫⑨, 6, 1,Ｄレディｰ, 69,菱田裕, 0.4, 62,  -8,*  7, 3,  4.8, ⑪⑪, 6,12,Ｃエルヴィスバロｰズ, 73,木幡初, 0.7, 66,   3,   4, 8, 37.0,⑪⑪⑨
 7,11,Ｊラストキャスケｰド, 48,川島信, 1.0, 52,  -2,  -2,11,130.3, ③③, 7,13,Ｄシャイニｰデイズ, 64,秋山真, 1.9, 61,   1, -11, 8, 16.3,⑩⑪⑪, 7, 7,Ｆトミケンスプリング, 66,勝浦正, 0.4, 64,   4,  -2, 6, 13.2, ④④, 7, 2,Ｊアドマイヤトライ, 63,吉田隼, 0.7, 65,*  5,   0, 7, 25.7,⑤⑥③
 8, 9,Ｉスノｰドロップ, 51,丹内祐, 1.0, 52, -13,   4,10, 63.0, ⑩⑩, 8, 3,Ｆミストラルシャワｰ, 61,横山和, 2.2, 57,   0, -14,12,127.5,⑪⑩⑩, 8,11,Ｈドキドキガｰル, 65,村田一, 0.6, 61,   1,  -2, 8, 22.4, ⑧⑧, 8, 5,Ｅイレプレイスブル, 72,柴山雄, 0.9, 61,*  5,  -6, 2,  5.0,⑥⑤⑤
