13年10月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三峰山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａロマンシｰズ, 67,柴田善,, 64,  -3,*  3, 2,  4.1, ⑤⑤, 1, 5, ショウナンガｰデン,,金子光,,,,, 7, 14.2,③②②, 1, 6,Ｊフクノカシオペア, 65,松岡正,, 73,   5,*  6,12, 40.7, ⑥⑥, 1, 3,Ａタイセイスティング, 84,田中勝,, 85,*  6,* 18, 2,  5.6, ②②
 2,16,Ｎナイルエクスプレス, 41,宮崎北, 0.0, 66,*  0,*  1, 8, 15.4, ①①, 2,13, レッドグルｰヴァｰ,,高田潤,214.1,,,, 5, 12.6,⑦⑥⑤, 2, 1,Ｉマキノクィｰン, 66,戸崎圭, 0.1, 73,   5,*  5, 3,  6.1, ⑤⑤, 2, 7,Ｃシグナルプロシｰド, 84,戸崎圭, 0.6, 82,   5,  16, 1,  1.7, ④④
 3, 6,Ｃアポロオオジャ, 56,戸崎圭, 0.1, 65,  -4,*  5, 1,  3.7, ⑦⑦, 3,10, ドリｰムチャｰジ,,難波剛,215.2,,,, 3,  8.9,⑥①①, 3, 4,Ｌエルシェロアスｰル, 62,山崎亮, 0.4, 70,*  7,  -3, 8, 19.4, ①①, 3,12,Ｄサウンドトゥルｰ, 81,大野拓, 0.7, 83,   2,* 19, 3,  7.1, ⑩⑩
 4,11,Ｄトウカイリｰブル, 56,田辺裕, 1.1, 56,  -4,  -4, 9, 21.3, ⑧⑧, 4, 1, トップストライド,,五十嵐,216.7,,,, 2,  3.9,②⑤⑥, 4,13,Ｋディレットリｰチェ, 62,後藤浩, 0.6, 68,*  7,  -5,10, 32.0, ②②, 4, 1,Ｊノウレッジ, 75,北村宏, 0.9, 78,*  6,   9, 4, 13.7, ①①
 5,15,Ｇエストゥペンド, 53,石橋脩, 1.3, 55,* -1, -11, 4,  6.5, ②②, 5, 4, ジョｰマダガスカル,,林満明,217.4,,,, 8, 15.8,①④④, 5, 5,Ｂメテオｰリカ, 75,田中勝, 1.0, 66,   1,   4, 6, 11.4, ⑪⑪, 5,14,Ｈニットウビクトリｰ, 77,柴田善, 1.1, 78,   2,  16, 8, 27.7, ⑪⑪
 6, 7,Ｉエスティリメイク, 48,江田照, 1.5, 54,  -2, -10, 3,  5.9, ③③, 6, 7, ナデシコホマレ,,高野和,217.9,,,,12,133.7,⑤③③, 6,14,Ｃグリュｰネヴォッヘ, 73,北村宏, 1.2, 65,  -1,   3, 4,  6.7, ⑫⑫, 6, 6,Ｅオメガスパｰキング, 79,横山典, 1.2, 76,   3,  13, 6, 15.0, ⑧⑧
 7,12,Ｅゴｰルドクレセント, 55,北村宏, 1.5, 52,  -8,  -3, 5,  9.8, ⑬⑭, 7,12, ラインミッシェル,,大江原,218.1,,,, 6, 13.2,⑨⑧⑧, 7,11,Ｆオフショア, 68,三浦皇, 1.8, 61,  -2,   1, 1,  3.3, ⑭⑭, 7,10,Ｉスズカホｰプ, 76,石神深, 1.7, 75,  -1,  14,14,232.3, ⑬⑬
 8, 9,Ｆジェイケイニュｰス, 55,リスポ, 1.8, 51,  -2, -13, 6, 14.5, ④④, 8, 2, プロジェクトブルｰ,,草野太,218.6,,,,10, 27.6,⑩⑨⑨, 8, 8,Ｅオｰタムカラｰ, 69,リスポ, 2.0, 59,   3,  -9,11, 38.1, ⑧⑧, 8, 9,Ｂシルクタｰンベリｰ, 84,柴田大, 1.8, 73,  -1,  13,12,109.8, ⑫⑫
