13年 8月 4日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 8月 4日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝2850m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
12, 9,Ｌキョウエイラｰク, 40,杉原誠, 1.7, 49,  -8,  -6,10, 61.7, ⑧⑧,12, 2, エストゥペンド,---,田辺裕, 0.9, 44, -27,   1,18,246.3, ⑭⑬,12,11,Ｆリｰサムダイチ, 72,内田博, 1.8, 56,  -3,  -4,10, 48.1, ⑨⑦,12, 4,Ｍカリスマサンタイム, 72,高倉稜, 2.7, 66,   6,   4,15,252.9,⑭⑮⑮
13,12,Ｍコモリスｰザン, 28,石橋脩, 2.5, 42,  -9, -13,11,116.2, ⑨⑨,13, 6, ウインシビュラ,---,武士沢, 1.2, 44, -30,   3,16,190.4, ⑯⑮,13,12,Ｌアポロヌリｰ, 67,西田雄, 2.2, 53, -10,  -1,15,142.3, ⑮⑮,13, 8,Ｌカノン, 75,江田照, 2.7, 66,  10,  -3,12, 88.4,⑥⑧⑧
14, 3,Ｎヴィヴィッド, 25,木幡初, 4.0, 29, -14, -20,14,357.7, ⑮⑮,14,10, オブシディアン,---,小牧太, 1.2, 39, -26,  -6, 9, 31.4, ⑩⑨,14,15,Ｎシャインブレイザｰ, 65,戸崎圭, 2.3, 52,  -4,  -7, 8, 26.7, ⑩⑫,14, 9,Ｈアドマイヤイバマ, 78,田中勝, 2.8, 64,  11,  -7,14,224.1,⑩⑦⑩
15,13,Ｏリネンワゴン, 25,西田雄, 4.6, 23, -10, -30,15,555.9, ⑫⑫,15, 8, ドラゴンヘッド,---,柴田善, 1.4, 39, -30,  -1,14,116.1, ⑮⑯,15, 7,Ｊシャトルアップ, 69,杉原誠, 2.6, 49,  -2, -13,13, 79.3, ⑥⑤,15,14,Ｋタイセイバスタｰ, 75,小牧太, 3.6, 59,* 12, -15,10, 49.4,④④⑥
,,,,,,,,,,,,16,13, リングランドムｰン,---,幸英明, 1.7, 32, -25, -15,15,185.3, ⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,18, ダンツトｰラス,---,宮崎北, 2.4, 19,*-20, -33,13, 96.5, ①①,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,17, ディナｰベル,---,嶋田純, 2.9, 18, -32, -19,17,220.5, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-3),,,,,,,,,,,
"単勝:220円 複勝:08=140円 01=670円 15=180円 枠連:2,940円",,,,,,,,,,,,"単勝:2,600円 複勝:15=430円 03=240円 12=110円 枠連:2,630円",,,,,,,,,,,,"単勝:380円 複勝:10=190円 02=350円 13=750円 枠連:1,660円",,,,,,,,,,,,単勝:330円 複勝:05=140円 07=180円 11=160円 枠連:650円,,,,,,,,,,,
"馬連:3,060円 ワイド:01-08=1,290円 08-15=370円 01-15=2,180円",,,,,,,,,,,,"馬連:9,340円 ワイド:03-15=2,400円 12-15=620円 03-12=360円",,,,,,,,,,,,"馬連:2,380円 ワイド:02-10=1,050円 10-13=2,570円 02-13=4,410円",,,,,,,,,,,,馬連:780円 ワイド:05-07=350円 05-11=310円 07-11=480円,,,,,,,,,,,
"馬単:4,320円 3連複:5,410円 3連単:30,290円",,,,,,,,,,,,"馬単:24,490円 3連複:4,440円 3連単:67,720円",,,,,,,,,,,,"馬単:4,320円 3連複:27,050円 3連単:105,180円",,,,,,,,,,,,"馬単:1,390円 3連複:1,320円 3連単:4,970円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  芝1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 9R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,出雲崎特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａキｰコレクション, 66,内田博,, 68,*  4,*  5, 4,  8.3,①①①, 1,10,Ｅコウヨウエンプレス, 53,田辺裕,, 71,*  5,*  1, 4,  6.9,   , 1,11,Ｉリボントリコロｰル, 67,横山典,, 74,  -5,  13, 3,  6.0,⑥⑥⑥, 1,13,Ｉヤヤラｰラ, 69,戸崎圭,, 80,*  6,   5,11, 36.6, ①①
 2,14,Ｈナムラショウリ, 56,幸英明, 0.6, 66,   3,*  4, 7, 21.9,⑥⑥⑤, 2,11,Ｃバｰチャルツアｰ, 56,岩田康, 0.0, 71,*  1,*  3, 1,  3.3,   , 2, 6,Ｂタイセイドリｰム, 73,小牧太, 0.0, 75,  -5,  11, 1,  3.5,④⑤④, 2,11,Ｋコスモミレネｰル, 66,大野拓, 0.2, 78,*  4,   4,10, 29.8, ②②
 3,13,Ｇドラゴンロックス, 59,松岡正, 0.6, 62,*  3,   1, 5,  8.9,④③③, 3,13,Ｌサクラモンストｰル, 42,戸崎圭, 0.3, 66,*  5,  -3, 6, 13.7,   , 3, 7,Ｄビッグバンドジャズ, 69,北村宏, 0.0, 76,  -7,* 16, 6, 11.2,⑨⑧⑧, 3, 4,Ａウイングドウィｰル, 78,田中勝, 0.2, 79,*  3,   6, 1,  3.7, ③③
 4, 7,Ｃキルタンサス, 64,岩田康, 0.7, 64,   3,   2, 6, 10.0,⑤⑤④, 4,14,Ａカシノサトラップ, 58,西田雄, 0.6, 61,  -1,  -3, 2,  5.4,   , 4, 2,Ｇテンミライ, 67,田辺裕, 0.0, 73,* -4,   9, 5,  8.9,②②②, 4, 5,Ｍルイｰザシアタｰ, 63,岩田康, 0.3, 81,   0,  11, 3,  6.2, ⑥⑥
 5, 4,Ｂマイネルオルカｰン, 64,蛯名正, 0.9, 63,   0,*  5, 1,  2.4,⑧⑨⑨, 5,18,Ｄエレガントアゲン, 56,長岡禎, 0.7, 60,   0,  -5, 5,  9.2,   , 5, 1,Ｊビバゴｰルデン, 66,高倉稜, 0.1, 71,* -2,   4, 7, 11.9,①①①, 5,10,Ｇクラｰロデルナ, 70,横山典, 0.4, 80,  -2,* 14, 8, 22.4, ⑩⑨
 6,15,Ｄクリスフォンテン, 62,石神深, 1.3, 62,  -1,*  4, 8, 31.8,⑬⑩⑪, 6,15,Ｇオスカルアンドラス, 52,大野拓, 0.8, 57,  -7,* -2, 3,  5.9,   , 6, 8,Ｃサンバジｰリオ, 73,石橋脩, 0.4, 73,  -8,  13, 2,  4.1,⑫⑪⑩, 6, 9,Ｂサトノヒｰロｰ, 74,北村宏, 0.6, 81,  -6,* 18, 2,  3.9, ⑰⑰
 7,10,Ｉコスモヘプタッド, 54,石橋脩, 1.5, 59,   0,   0,10, 43.1,⑩⑧⑧, 7,16,Ｍスイｰトルンバ, 42,山崎亮, 1.2, 52,  -4,  -9,12, 98.0,   , 7,13,Ｌグランラファル, 60,松岡正, 0.4, 73,  -8,  13,12,208.5,⑧⑩⑨, 7,17,Ｃリアルフレア, 74,内田博, 0.8, 78,  -3,  11, 5,  8.7, ⑯⑮
 8,11,Ｌシャドウゲｰム, 51,戸崎圭, 1.6, 58,   1,  -4, 3,  5.7,⑦⑦⑥, 8, 9,Ｏバトルディアｰナｰ, 41,杉原誠, 1.3, 50, -13,  -5,14,109.3,   , 7,10,Ｋトｰセンウィンドウ, 66,江田照, 0.4, 75,  -8,* 16,10, 29.6,⑪⑫⑫, 8,14,Ｄノｰヒッタｰ, 72,松岡正, 0.8, 74,   0,   3, 6, 11.0, ⑦⑦
 9, 5,Ｅサｰマウント, 62,田辺裕, 1.6, 58,  -2,   3, 2,  5.5,⑫⑫⑩, 9, 2,Ｈトウショウパシオン, 50,岩部純, 1.4, 49,  -3, -13, 8, 20.0,   , 9,12,Ｈカウウェラ, 67,岩田康, 0.4, 71,  -5,   7, 4,  8.6,⑦⑦⑦, 9, 3,Ｊアルマディヴァン, 66,江田照, 0.9, 73,  -2,   5, 9, 26.3, ⑧⑧
10, 6,Ｆキンシバイ, 60,山崎亮, 2.3, 54,  -3,  -1, 9, 33.1,⑪⑬⑬,10, 3,Ｉスプリングマジック, 50,石橋脩, 1.5, 46, -13,  -8, 9, 20.4,   ,10, 3,Ｅクリノメダリスト, 69,宮崎北, 0.5, 76,  -9,* 17,11, 59.1,⑬⑬⑬,10,12,Ｌヌｰアムｰト, 64,石橋脩, 1.0, 76,  -6,* 12, 7, 17.6, ⑭⑭
11, 3,Ｋアレックスキッド, 52,江田照, 2.3, 54,  -2,  -3,13,246.2,⑨⑪⑫,11, 1,Ｂワンパンチ, 57,嶋田純, 1.6, 45, -16,  -5, 7, 15.8,   ,11, 4,Ｍアｰドバｰク, 59,西田雄, 0.9, 63,* -4,  -3,13,298.2,③③③,11, 1,Ｎイｰスタリｰガスト, 62,長岡禎, 1.1, 72,  -3,   6,15,247.7, ⑪⑪
12,12,Ｍスプライトオｰバｰ, 45,木幡初, 3.6, 43,*  4, -26,11, 82.2,②②②,12, 6,Ｆレディノボ, 52,宮崎北, 1.8, 42, -13, -12,10, 27.8,   ,12, 5,Ａカンタベリｰナイト, 76,二本柳, 1.2, 62,  -6,   0, 8, 19.3,⑩⑨⑪,12,18,Ｅアナンジュパス, 71,田辺裕, 1.1, 73,  -3,   6, 4,  7.7, ⑫⑫
13, 9,Ｎラムファストス, 40,小野寺, 4.3, 42,  -6, -13,14,409.8,⑭⑭⑭,13, 7,Ｐアトキリナ, 30,松岡正, 1.8, 42,  -7, -16,15,154.4,   ,13, 9,Ｆブライトマｰサ, 68,的場勇, 1.3, 58,* -4,  -9, 9, 19.7,⑤④⑤,13,16,Ｆドクトルコスモ, 70,原田和, 1.4, 68,  -1,  -1,13,169.5, ⑨⑩
14, 1,Ｊフクノカストル, 52,上野翔, 4.3, 40,   2, -28,15,484.2,③④⑦,14,12,Ｊコンクエスト, 46,幸英明, 2.0, 38, -21,  -9,11, 38.0,   ,,,,,,,,,,,,,14, 7,Ｏサクセスカｰチス, 62,嶋田純, 1.6, 60,*  3, -13,12, 89.1, ④④
15, 8,Ｏアケルナル, 37,高倉稜, 7.8, 20, -14, -28,12,162.5,⑮⑮⑮,15, 5,Ｑラプティウルス, 23,高倉稜, 2.6, 30, -13, -23,18,288.3,   ,,,,,,,,,,,,,15, 2,Ｐニシノレゾネ, 54,山崎亮, 1.9, 64,  -6,   0,18,335.1, ⑮⑯
