13年10月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■10R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,萬代橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂクリノイザナミ, 53,長岡禎,, 59,*  3,  -6, 8, 15.3, ③③, 1, 9,Ａシンクヴェトリル, 75,田辺裕,, 59,*  7,   5, 1,  3.2,②②②, 1, 5,Ａビｰビｰアックス, 75,嶋田純,, 71,   6,*  7, 5,  9.9,⑧⑦⑤, 1, 7,Ｃトルｰクマクト, 77,嘉藤貴,, 79,  10,  10, 2,  4.6,⑦⑦⑥
 2, 8,Ｆマイネパシオｰネ, 51,丹内祐, 0.0, 61,*  6,  -9, 2,  6.3, ②②, 2,10,Ｃメイショウシャイン, 74,高倉稜, 0.2, 60,   4,* 10, 7, 18.8,⑪⑧⑧, 2, 2,Ｂシルバｰレイショウ, 74,横山和, 0.2, 70,   7,*  2, 1,  1.7,④③③, 2,12,Ｂエスペリア, 78,丸田恭, 0.0, 79,  10,  13, 6, 13.1,⑨⑨⑧
 3, 9,Ｉボｰンレジェンド, 48,勝浦正, 0.2, 53,  -3,* -2, 1,  3.3, ⑨⑧, 3,11,Ｇタケルハヤテ, 70,柴山雄, 0.3, 60,*  7,   4, 4,  8.1,④③③, 3, 3,Ｄマイネルソウル, 71,丹内祐, 0.9, 68,   7,  -3, 6, 13.3,⑥⑥④, 3,10,Ｇテナシティｰ, 73,伊藤工, 0.0, 81,   6,* 22, 1,  3.5,⑬⑬⑫
 4,14,Ａブルｰヴァルキリｰ, 55,藤岡康, 0.3, 53,   0,  -6, 5,  9.8, ⑥⑥, 4, 8,Ｂダノンクリエｰタｰ, 74,松田大, 0.3, 58,*  8,   0, 2,  3.4,①①①, 4, 6,Ｅガッテンキャンパス, 69,長岡禎, 1.0, 67,   5,*  2, 9, 54.7,⑬⑩⑩, 4,13,Ｊルミナスレッド, 68,黛弘人, 0.2, 75,* 15,  -7, 9, 25.0,①①①
 5,12,Ｈノｰブルサイレンス, 50,中井裕, 0.3, 56,*  3, -10, 4,  8.2, ④④, 5,13,Ｆエストｰケ, 71,勝浦正, 0.4, 58,   4,   7, 6, 12.4,⑩⑦⑦, 5, 4,Ｆケツァルコアトル, 67,柴山雄, 1.2, 64,*  9,  -9, 3,  8.1,②②②, 5, 9,Ｅマルケサス, 74,田辺裕, 0.4, 77,   7,* 15, 3,  6.5,⑫⑫⑪
 6,16,Ｇアポロデイライト, 51,丸田恭, 0.5, 48,  -7,* -2,10, 24.1, ⑬⑫, 6, 5,Ｄオリオンザスタｰ, 73,杉原誠, 0.4, 60,   2,* 10, 3,  4.5,⑨⑩⑩, 6, 9,Ｍパフォｰムワンダｰ, 46,藤岡康, 1.4, 66,   6,  -3,12,120.0,⑨⑨⑧, 6, 4,Ｉロｰレルラスタｰ, 69,的場勇, 0.5, 74,  10,   5,10, 40.6,⑧⑧⑦
 7, 1,Ｃサオトメ, 53,松田大, 0.5, 54,*  6, -15, 7, 12.5, ①①, 7,12,Ｅジョナパランセ, 72,横山和, 0.6, 57,   3,   7, 5, 10.7,⑫⑨⑨, 7, 1,Ｈクリノアマダブラム, 61,伴啓太, 1.8, 60,*  9, -15,10, 60.1,①①①, 7,14,Ｆネオヴェリｰブル, 73,高倉稜, 0.8, 69,* 14, -13,12, 71.5,②②②
 8, 6,Ｋナリノサチ, 43,丸山元, 0.6, 48,  -4,  -6,14,127.9, ⑪⑪, 8, 3,Ｉウインラヴェリテ, 61,丹内祐, 0.7, 58,   4,   5,10, 81.3,⑥⑥⑥, 8,10,Ｃアザゼル, 73,高倉稜, 2.0, 59,   4,  -7, 4,  9.8,⑪⑪⑨, 8, 6,Ａマジックポスト, 79,木幡初, 0.8, 72,   7,   7, 5,  7.2,⑪⑪⑩
 9, 3,Ｅシゲルトオトウミ, 52,津村明, 0.7, 49,  -1, -11, 3,  6.6, ⑤⑤, 9, 7,Ｊアルスマルカｰト, 61,川須栄, 0.8, 57,   5,   2, 8, 24.3,⑦⑤⑤, 9,12,Ｋレッドヴェロッサ, 49,川須栄, 3.3, 53,   2, -13,13,178.0,⑭⑬⑬, 9, 3,Ｄロｰリングストｰン, 75,津村明, 1.4, 68,   5,   7, 4,  6.9,⑭⑭⑭
10, 5,Ｌシャドウリｰフ, 26,川須栄, 0.8, 47,  -2, -11,13, 88.8, ⑦⑦,10, 4,Ｍマｰティンゴｰルド, 49,中井裕, 0.8, 59,   6,   1, 9, 74.5,③④④,10, 8,Ｌナｰゴナｰゴサユリ, 47,城戸義, 3.4, 52,   3, -15,14,523.6,⑩⑫⑫,10,11,Ｍガウチョ, 58,松田大, 1.5, 63,  11, -13,11, 59.0,⑥⑤④
11,15,Ｍペイシャンスゼｰタ, 24,西田雄, 1.0, 43,  -3, -13,15,142.8, ⑩⑩,11, 1,Ｋクリノタイコウ, 60,長岡禎, 2.7, 46,  -1,  -3,13,349.2,⑬⑬⑬,11,14,Ｉスリｰスペシャル, 55,松田大, 3.4, 50,   6, -22, 7, 31.0,⑤⑧⑪,11, 2,Ｌカツラノジュピタｰ, 59,水口優, 1.8, 62,  10, -16,14,237.3,⑤⑥⑨
12, 4, ハナマイシン,---,伴啓太, 1.0, 42, -10,  -6,17,229.7, ⑭⑭,12, 2,Ｈエスケイティアラ, 64,水口優, 3.3, 43,   1, -10,11,164.9,⑧⑫⑫,12, 7,Ｇミストフェリｰズ, 63,田辺裕, 3.5, 49,   7, -25, 2,  6.6,⑦⑤⑦,12, 5,Ｈオｰスミミズホ, 70,中井裕, 1.9, 62,  11, -19, 8, 18.2,④④⑤
13, 7,Ｏフォｰエバｰダンス, 11,村田一, 1.1, 41, -11,  -6,12, 53.5, ⑮⑮,13, 6,Ｌウォｰタｰグッデイ, 49,田中健, 4.1, 36,   1, -18,12,227.4,⑤⑪⑪,13,13,Ｊグロｰバルハｰト, 51,丸山元, 4.1, 45,   7, -31, 8, 53.9,③④⑥,13, 8,Ｎトｰセンタイガｰ, 54,丹内祐, 2.5, 57,   8, -19,13,102.1,⑩⑩⑬
14,10,Ｄアイディンラヴ, 52,上村洋, 1.1, 43,  -2, -15, 9, 16.4, ⑧⑨,,,,,,,,,,,,,14,11,Ｎメイショウサｰフ, 42,水口優, 5.9, 38,   1, -34,11,110.7,⑫⑭⑭,14, 1,Ｋトリガｰ, 65,丸山元, 3.3, 51,* 13, -44, 7, 14.2,③③③
15,13,Ｊカワカミマゴコロ, 45,川島信, 1.1, 42,  -8,  -8, 6,  9.9, ⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,Ｎナントナント, 22,伊藤工, 1.6, 37, -17,  -6,16,200.9, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,11,Ｐパンチショット, 10,田辺裕, 1.9, 32, -14, -14,11, 51.9, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
"単勝:1,530円 複勝:02=390円 08=180円 09=160円 枠連:2,370円",,,,,,,,,,,,単勝:320円 複勝:09=150円 10=300円 11=240円 枠連:510円,,,,,,,,,,,,単勝:990円 複勝:05=220円 02=110円 03=220円 枠連:650円,,,,,,,,,,,,"単勝:460円 複勝:07=180円 12=320円 10=140円 枠連:2,270円",,,,,,,,,,,
"馬連:5,130円 ワイド:02-08=1,480円 02-09=1,150円 08-09=470円",,,,,,,,,,,,"馬連:2,430円 ワイド:09-10=940円 09-11=610円 10-11=1,150円",,,,,,,,,,,,馬連:860円 ワイド:02-05=330円 03-05=950円 02-03=350円,,,,,,,,,,,,"馬連:2,240円 ワイド:07-12=970円 07-10=350円 10-12=750円",,,,,,,,,,,
"馬単:11,950円 3連複:5,810円 3連単:52,930円",,,,,,,,,,,,"馬単:3,910円 3連複:4,570円 3連単:22,550円",,,,,,,,,,,,"馬単:2,370円 3連複:1,740円 3連単:12,910円",,,,,,,,,,,,"馬単:4,000円 3連複:2,890円 3連単:18,410円",,,,,,,,,,,
■ 2R  芝1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■11R  芝1400m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,信越ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
