13年 5月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 5月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,わらび賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａタガノレオｰネ, 68,伴啓太,, 70,* 12,   0, 2,  3.5, ②②, 1,10,Ｉヴェリタラブ, 57,柴田善,, 65,  -3,*  7, 6, 13.6,⑩⑫⑪, 1,14,Ｂファンデルワｰルス, 74,嘉藤貴,, 75,* 17,   3, 2,  4.0, ②②, 1, 9,Ａブロｰドソｰド, 79,鮫島良,, 73,* 11,* -3, 1,  1.6,②②②
 2,14,Ｃタイキグラミｰ, 62,吉田隼, 0.2, 68,* 12,  -1, 1,  2.7, ①①, 2, 3,Ｆサクセスカサノヴァ, 60,吉田隼, 0.3, 59,*  1,  -9, 1,  3.5,④②③, 2, 1,Ａウエスタンスマイル, 74,柴田善, 0.0, 74,* 17,   2, 1,  2.8, ①①, 2, 3,Ｌゴｰルドメイン, 60,木幡初, 0.1, 74,   9,*  2,10, 63.0,⑦⑥⑤
 3, 7,Ｆベルモントホウオウ, 60,津村明, 0.2, 67,* 10,   0, 3,  8.1, ③③, 3, 7,Ａカッパドキア, 68,松田大, 0.4, 60,  -2,  -2, 2,  3.6,⑧⑨⑨, 3, 4,Ｎアｰスパイプ, 57,田辺裕, 0.6, 66,   8,   6, 8, 22.7, ④④, 3,11,Ｇダイコウキ, 65,古川吉, 0.4, 72,* 10,  -5, 6, 23.0,④③③
 4,12,Ｅヴェアリアスロｰズ, 61,丸山元, 0.5, 65,   8,   1, 4,  8.3, ④④, 4, 5,Ｌオリジナルスマイル, 47,勝浦正, 0.4, 58,*  1, -12, 7, 17.3,②③②, 4,11,Ｅグランプリブルｰ, 68,松田大, 0.9, 62,   4,*  8, 9, 28.8, ⑨⑨, 4,12,Ｄポルスタｰシャイン, 67,丸山元, 0.8, 68,   8,  -5, 5, 18.8,⑨⑧⑦
 5,11,Ｄアルマネアン, 62,勝浦正, 0.8, 59,   3,*  2, 5,  9.6, ⑧⑦, 5,11,Ｋヤギリハｰツ, 51,嘉藤貴, 0.4, 61,  -4,*  5,11, 86.9,⑬⑬⑬, 5,10,Ｃディアイレイザｰ, 73,勝浦正, 1.0, 63,   9,   2, 3,  4.3, ⑤⑤, 5, 8,Ｂナムララオウ, 76,高倉稜, 1.7, 62,   7,  -9, 2,  4.4,⑪⑪⑨
 6, 1,Ｂユウヅキ, 64,丸田恭, 1.4, 54,   4,  -4, 6, 11.3, ⑥⑥, 6, 9,Ｄモズダイコ, 61,中井裕, 0.5, 59,  -1,  -6, 9, 29.1,⑥⑦⑦, 6, 9,Ｉリアリｰサムシング, 65,鮫島良, 1.1, 59,  -5,* 14,10, 45.0, ⑮⑭, 6, 1,Ｃブルｰチッパｰ, 69,藤岡康, 1.8, 60,* 11, -19, 3,  7.4,①①①
 7,10,Ｊオｰシャン, 48,的場勇, 1.5, 52,  -1,   0,10, 92.3, ⑩⑩, 7,12,Ｅサンライズシルバｰ, 60,田辺裕, 0.5, 58,   0,  -9, 5, 11.1,③④④, 7, 8,Ｋエゾムサシ, 63,柴山雄, 1.1, 62,   9,   1, 7, 21.9, ⑥⑥, 7, 5,Ｅギンザブルｰスタｰ, 66,吉田隼, 1.9, 62,   7, -11, 8, 34.7,⑫⑩⑧
 8, 8, マイカｰニバル,---,藤岡康, 1.5, 51,  -4,*  2, 9, 30.2, ⑫⑫, 8, 6,Ｂセブンスヘヴン, 65,大野拓, 0.8, 57,  -3,  -3, 8, 26.0,⑫⑪⑫, 8, 6,Ｇエルウェｰオｰジャ, 67,藤岡康, 1.1, 60,   3,   7, 6, 18.4, ⑪⑩, 8,10,Ｊメイショウソレイユ, 61,丹内祐, 2.0, 62,   9, -16,12,101.0,⑥⑤⑥
