13年 2月24日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月24日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 7R  芝1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,唐戸特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａビｰマイラブ, 61,藤岡康,, 55,* -7,* -4, 1,  1.3, ①①, 1, 8,Ｃグッドジｰン, 53,西村太,, 55,*-10,  -3, 1,  3.6, ①①, 1, 1,Ｂマイネクイｰン, 74,黛弘人,, 74,* -9,  16, 7, 14.8,①①①, 1, 4,Ｂラブイズブｰシェ, 76,中舘英,, 71,*  7,  16, 2,  4.1,④④③
 2, 4,Ｄメイショウメロディ, 53,西田雄, 0.7, 47,  -9,  -8, 8, 32.2, ④④, 2,11,Ｅサマｰフェアリｰ, 50,柴山雄, 0.2, 53, -13,  -1, 7, 18.7, ⑥⑦, 2, 5,Ｌモスカｰトロｰザ, 67,丸田恭, 0.2, 75, -14,* 24, 9, 21.2,⑫⑩⑩, 2,11,Ｈテｰオｰレジェンド, 68,藤岡康, 0.0, 70,*  8,  13, 5,  9.9,①①①
 3, 3,Ｃシキランマン, 54,丸田恭, 0.7, 47, -14,* -3, 7, 29.3, ⑧⑦, 3, 5,Ｂマヤノラムダ, 56,古川吉, 0.3, 51,*-12,  -4, 3,  6.0, ④③, 3, 4,Ｊインパクトゲｰム, 70,松田大, 0.2, 73, -12,  17, 4,  7.9,③③③, 3, 6,Ａミッキｰマスカット, 78,松山弘, 0.2, 68,   5,  16, 1,  2.5,⑤⑦⑤
 4,10,Ｉチェリｰボンバ, 39,水口優, 0.8, 47,* -7, -11, 6, 24.1, ②②, 4, 9,Ｐラｰストチカ, 36,鮫島良, 0.3, 54, -25,*  9, 6, 15.0, ⑰⑰, 4,11,Ｄセシリア, 73,藤岡康, 0.3, 70,*-10,  13, 5,  8.2,②②②, 4, 1,Ｃベンジャミン, 74,松田大, 0.3, 68,   5,  16, 3,  6.7,⑥⑤⑦
 5,11,Ｇイサミノキセキ, 44,中井裕, 0.9, 48,* -6, -11, 9, 32.7, ③③, 5,16,Ａデイドリｰマｰ, 62,丸田恭, 0.4, 50, -16,  -1, 2,  4.1, ⑩⑪, 5,15,Ａシャドウライフ, 75,中井裕, 0.3, 77, -16,* 26, 2,  5.2,⑭⑬⑬, 5, 3,Ｅゲットハッピｰ, 71,丸田恭, 0.4, 64,*  7,   9, 8, 29.8,②②②
 6, 2,Ｍウエスタンカリｰナ, 33,西村太, 1.2, 41, -15,  -9,14,133.4, ⑦⑥, 6, 4,Ｌレフア, 44,川須栄, 0.4, 51, -15,  -2, 4,  7.3, ⑧⑤, 6, 6,Ｆロゼシャンパｰニュ, 72,柴山雄, 0.3, 73, -11,  18,12, 47.5,⑦④④, 6, 5,Ｋエクセレントブルｰ, 66,吉田隼, 0.4, 69,   2,* 20, 7, 24.7,⑧⑧⑥
 7,14,Ｅエミオン, 50,松田大, 1.2, 40, -18,  -7, 4, 19.6, ⑪⑪, 7, 7,Ｄウォｰタｰシュｰト, 53,佐久間, 0.4, 53, -18,*  3,14, 87.1, ⑫⑨, 7, 7,Ｃワタシマッテルワ, 74,川須栄, 0.4, 74, -14,  20, 1,  3.2,⑧⑨⑨, 7, 2,Ｊトウカイクオｰレ, 66,勝浦正, 0.5, 66,   5,  11, 6, 15.4,③③④
 8, 5,Ｋニシノマオジュｰ, 36,勝浦正, 1.4, 39, -21,  -7,12, 78.0, ⑫⑩, 8,13,Ｊペルセクション, 46,藤岡康, 0.4, 50,*-11,  -7, 9, 23.6, ②②, 8, 3,Ｏディｰプスノｰ, 60,原田和, 0.4, 72, -13,  19,15,118.2,⑥⑦⑥, 8, 8,Ｉスリｰヴェロｰチェ, 68,鮫島良, 0.6, 68,   1,* 22,11, 98.4,⑩⑩⑧
