13年 3月10日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月10日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａフリｰクエンシｰ, 65,嶋田純,, 66,*  8,*  3, 1,  2.3,①①①, 1, 4,Ａストｰミングスタｰ, 80,横山典,, 65,  -3,   5, 2,  3.2, ④③, 1, 8,Ａトｰセントレジャｰ, 72,松岡正,, 67,* -4,   7, 2,  4.8, ①①, 1,12,Ａムクドク, 86,田辺裕,, 86,  21,*  7,11, 24.1,⑩⑫⑫
 2, 6,Ｇセプテントリオ, 55,内田博, 0.8, 62,   6,*  0, 3,  7.8,⑩⑧⑦, 2, 5,Ｂメイショウユキチ, 74,津村明, 0.2, 65,  -6,   6, 1,  1.9, ⑤⑤, 2, 2,Ｅセイントチャンス, 67,北村宏, 0.4, 64, -13,* 12, 6, 16.4, ⑪⑪, 2,15,Ｍゼロス, 79,村田一, 0.0, 86,  28,  -5,14, 46.1,⑥⑤④
 3, 1,Ｄオリオンザスタｰ, 58,田辺裕, 0.9, 61,*  7,  -2, 6, 11.4,④④②, 3, 8,Ｃジャングルタｰザン, 64,蛯名正, 0.8, 60,* -2,  -2, 3,  6.5, ②②, 3,16,Ｄシャインブレイザｰ, 67,三浦皇, 0.6, 62,  -9,   6, 5, 15.4, ⑥⑤, 3,16,Ｇヒットジャポット, 82,三浦皇, 0.1, 86,  19,*  8, 9, 13.4,⑯⑭⑭
 4,14,Ｏカフェシリウス, 42,松岡正, 1.1, 60,   5,  -1, 4,  8.1,⑫⑩③, 4, 6,Ｄオリオンザプラズマ, 64,田辺裕, 1.1, 56,  -5,  -3, 4, 17.0, ⑥④, 4, 6,Ｊクラウンリバｰ, 63,武士沢, 0.7, 62, -11,   6, 9, 33.6, ⑨⑨, 4,14,Ｆモンストｰル, 84,柴田大, 0.1, 87,  23,   1, 5,  9.3,⑭⑩⑧
 5,16,Ｌメイラｰド, 48,三浦皇, 1.4, 59,   5,  -1,15,156.8,⑬⑫⑩, 5,12,Ｆバヤル, 62,村田一, 1.6, 53,* -1, -10, 5, 24.0, ①①, 5,11,Ｉナムラビｰム, 64,津村明, 1.1, 59,  -8,   1, 7, 16.6, ⑤②, 5,13,Ｄスピリタス, 84,内田博, 0.1, 85,  25,  -1, 2,  7.1,⑪⑦⑦
 6, 7,Ｃポッドフェロｰズ, 58,石橋脩, 2.0, 55,   3,  -3, 7, 15.0,⑮⑭⑫, 6, 2,Ｇプロティアン, 58,石橋脩, 1.6, 51, -22,*  8, 7, 34.9, ⑫⑫, 6, 4,Ｂトウカイチャｰム, 72,蛯名正, 1.1, 58, -13,   6, 1,  2.6, ⑩⑩, 6, 9,Ｂネオヴァンドｰム, 84,北村宏, 0.2, 83,  28,  -6, 6,  9.7,⑤⑥⑥
 7,11,Ｂヤマニンビルトゥズ, 59,江田照, 2.3, 53,   6, -13, 5,  8.1,⑥⑥④, 7,13,Ｊツクバリンカｰン, 56,柴田善, 1.7, 50,  -9,  -5, 6, 29.1, ⑦⑨, 7,15,Ｆモンサンジュピタｰ, 66,木幡初, 1.3, 56,  -9,   0, 4,  7.8, ⑦⑦, 7, 1,Ｃメジャｰアスリｰト, 84,蛯名正, 0.3, 83,  21,   2, 1,  4.3,⑫⑪⑩
 8, 8,Ｆトウショウブロンコ, 57,柴田大, 2.4, 52,   6, -12, 9, 25.0,⑧⑨⑧, 8,11,Ｋマンボマｰチ, 55,木幡初, 1.7, 52, -26,* 12,13,351.3, ⑬⑬, 8, 1,Ｋトルサｰド, 63,嶋田純, 1.6, 53, -20,*  7,13,140.5, ⑭⑭, 8, 3,Ｊガンダｰラ, 82,柴田善, 0.4, 82,  19,*  4,13, 39.3,⑬⑬⑬
