13年 8月25日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 8月25日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｲﾗｯｸ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａニュｰヘリテｰジ, 64,四位洋,, 65,  -2,*  5, 1,  1.2,④③③, 1,11,Ｈウエスタンオウジ, 55,田中勝,, 69,   0,* 15, 3,  6.9,⑩⑩⑦, 1, 4,Ｄビップイシマツ, 67,松田大,, 74,* 10,  -6, 6, 15.6, ②①, 1, 8,Ｃショウナンカミング, 71,岩田康,, 76,  12,*  1, 2,  2.8,⑥⑤④
 2, 4,Ｅダノンミシガン, 37,岩田康, 0.3, 62,* -1,   1, 5, 16.8,②②②, 2, 5,Ａヒミノオオタカ, 70,松田大, 0.9, 61,*  3,   2, 1,  2.2,②②②, 2, 2,Ｃバクシンテイオｰ, 68,岩田康, 0.1, 68,  -2,*  5, 2,  3.6, ⑩⑨, 2, 3,Ｄアｰスガルド, 70,横山和, 0.4, 70,* 14, -10, 5, 14.9,③②②
 3, 6,Ｄグレイトハスラｰ, 43,古川吉, 0.6, 61,* -1,  -1, 4, 15.1,①①①, 3, 3,Ｂヴェルニ, 64,秋山真, 1.1, 61,   2,   2, 8, 24.2,⑤⑥③, 3, 3,Ｊコウヨウチャンス, 58,田中勝, 0.1, 70,   5,  -2, 9, 40.8, ④④, 3, 4,Ａアドマイヤオウジャ, 79,四位洋, 0.5, 70,  12,  -6, 1,  2.4,⑤⑥⑤
 4, 3,Ｂディアアイスバイン, 57,勝浦正, 0.6, 60,  -3,   2, 2,  7.0,⑥⑤④, 4,12,Ｅリジカｰレ, 60,勝浦正, 1.2, 60,*  3,   0, 5, 13.9,⑥④⑤, 4, 5,Ｈキングズウェザｰ, 61,川須栄, 0.1, 69,   1,*  1, 7, 22.9, ⑦⑤, 4, 1,Ｈアルセｰヌシチｰ, 57,黛弘人, 0.6, 67,* 16, -17, 9,112.5,①①①
 5, 5,Ｇクリノエビスジン, 33,柴山雄, 1.6, 53,  -3,  -7, 6, 31.3,③④⑤, 5, 6,Ｋクォンタムビット, 47,丸田恭, 1.8, 55,   1,  -2, 9, 45.0,⑦⑦⑥, 5,13,Ｂメイショウライナｰ, 70,勝浦正, 0.8, 59,  -4,  -2, 1,  3.0, ⑬⑫, 5, 6,Ｂレッドエレンシア, 75,田中勝, 0.7, 68,  13, -11, 3,  4.2,④④③
 6, 2,Ｃハイベストバイオ, 47,荻野琢, 2.5, 45,  -6, -10, 3, 12.2,⑤⑥⑦, 6, 9,Ｉサニｰロック, 51,黛弘人, 1.9, 53,*  3,  -6,10, 46.0,④③④, 6,12,Ｏムジョウノカゼ, 53,竹之下, 0.9, 58,  -5,  -2,16,278.7, ⑮⑭, 6, 7,Ｇセビジャｰナス, 58,小林徹, 0.9, 66,   9,  -7, 7, 45.0,⑧⑦⑥
 7, 8,Ｆカンタベリｰツルギ, 33,田中博, 3.5, 41,  -5, -17, 8, 80.2,⑦⑦⑥, 7, 7,Ｍヤマガｰル, 41,村田一, 2.0, 55,  -2,   0,13,288.1,⑫⑪⑩, 7, 9,Ｎアルマダクロス, 55,吉田豊, 1.0, 56,  -8,  -1, 8, 31.0, ⑯⑯, 7, 5,Ｅタンスチョキン, 66,田中博, 2.2, 53,   8, -21, 4, 10.5,⑨⑨⑧
 8, 9,Ｈアスタｰブラン, 12,菱田裕, 4.3, 35,  -9, -19, 9,204.8,⑧⑧⑧, 8, 1,Ｃコスモフォｰユｰ, 63,丹内祐, 2.0, 56,   0,  -2, 6, 21.4,⑧⑨⑨, 8,15,Ｅゼロワンシンジロｰ, 64,丸山元, 1.1, 56,   0, -10, 5, 14.9, ⑨⑦, 8, 9,Ｆロングボンズ, 61,藤田伸, 3.0, 47,   9, -34, 8, 68.0,⑦⑧⑨
 9, 1, アンジュバｰグ,---,丸田恭, 6.6, 21, -20, -19, 7, 63.2,⑨⑨⑨, 9, 4,Ｊプレシャスデイズ, 48,吉田隼, 2.9, 49,*  4, -15,11, 63.0,①①①, 9, 7,Ａハギノソフィア, 73,吉田隼, 1.3, 57,*  9, -21, 3,  4.1, ③③, 9, 2,Ｉラブリイステラ, 55,菱田裕, 3.0, 46,  13, -44, 6, 32.4,②③⑦
,,,,,,,,,,,,10, 2,Ｄカンタベリｰリュウ, 61,横山和, 2.9, 47,   2, -13, 4,  7.0,③⑤⑧,10,11,Ｆワイドキング, 62,古川吉, 1.4, 51,  -3, -11,13,123.7, ⑫⑪,,,,,,,,,,,,
,,,,,,,,,,,,11, 8,Ｆレオアクシス, 60,柴山雄, 3.0, 48,  -1,  -9, 2,  4.4,⑪⑫⑫,11, 6,Ｋフォレストピア, 56,横山和, 1.5, 50,  -5, -10,14,189.0, ⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,12,13,Ｇアルカサｰバ, 58,菱田裕, 3.9, 42,   1, -19, 7, 22.1,⑨⑧⑪,12, 1,Ｇサウスビクトル, 61,田中博, 1.8, 54,* 12, -29, 4,  9.0, ①②,,,,,,,,,,,,
,,,,,,,,,,,,13,10,Ｌベストリッジライン, 44,田中博, 4.7, 37,  -4, -19,12,123.0,⑬⑬⑬,13,16,Ｐリリｰゴｰゴｰ, 51,丸田恭, 2.2, 44,   4, -27,15,240.1, ⑥⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｉヤギリエスペランサ, 58,伴啓太, 2.2, 44,   5, -29,12,113.6, ⑤⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｌラブジョｰイ, 56,上村洋, 2.4, 41,  -2, -23,10, 71.4, ⑪⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｍモンサンスピカ, 55,津村明, 2.8, 36,   1, -32,11, 74.0, ⑧⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
