13年 5月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 5月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
 9,13,Ａエタｰナルヒｰロｰ, 70,石橋脩, 2.3, 49,   0, -12, 1,  3.3, ⑨⑨, 9, 2, パリスブルｰ,,原田和,205.5,,,, 6, 24.7,①②③, 9,13,Ｈフィンデルムンド, 70,吉田隼, 0.8, 67,   0,   5,10, 86.4, ⑩⑩, 9,13,Ｉナリタスプリング, 82,江田照, 1.0, 77,  10,   5,11, 21.3, ⑥⑧
10, 3,Ｌアンウォンド, 41,横山和, 2.4, 48,*  4, -19,10, 43.8, ①①,10, 5, フゲン,,鈴木慶,206.7,,,,10,117.1,⑪⑪⑩,10,12,Ｐトｰセンビジュｰ, 50,江田照, 1.2, 64,  -2,   5,14,152.4, ⑭⑫,10,11,Ｊタイセイファントム, 82,蛯名正, 1.0, 79,  12,   3, 6, 13.7, ⑤⑤
11, 9, エスカッシャン,---,北村宏, 2.4, 47,  -1, -10, 7, 23.4, ⑫⑪,11, 3, クｰルユリア,,金子光,209.2,,,, 9, 76.9,④⑩⑪,11, 9,Ｎリネンヴィヴィッド, 64,木幡初, 1.4, 61,   3,  -4,15,205.3, ④④,11, 4,Ｃバトｰドｰル, 85,ウィリ, 1.5, 76,* 12,  -3, 4,  9.2, ③③
12,10,Ｊトウカイマスタｰ, 49,田中勝, 2.5, 46,  -2, -10,11, 64.0, ⑬⑬,,,,,,,,,,,,,12,14,Ｊベルストｰリｰ, 67,松岡正, 1.4, 61,  -2,   2, 9, 68.0, ⑬⑭,12, 6,Ｎナシュワンヒｰロｰ, 77,津村明, 1.5, 75,* 13,  -4,12, 53.0, ②②
13,16,Ｍピンクダイヤモンド, 37,田辺裕, 3.1, 45,  -3, -11,14,142.4, ⑯⑯,,,,,,,,,,,,,13,16,Ｅピオニエトウショウ, 71,内田博, 1.5, 60,*  6,  -8, 2,  5.9, ①①,13,12,Ｌテｰプカット, 80,武士沢, 1.6, 77,   2,  13,13, 90.9, ⑮⑮
14, 6,Ｋリネンナデシコ, 41,木幡初, 4.7, 33,   2, -34,15,243.3, ⑤⑥,,,,,,,,,,,,,14, 3,Ｏジョウノソナタ, 61,戸崎圭, 1.6, 60,   0,  -3, 8, 40.1, ⑧⑧,14,15,Ｐエバｰオンワｰド, 63,丹内祐, 3.0, 64,* 13, -18,16,274.8, ①①
15,14,Ｈフユミチャン, 51,村田一, 5.5, 27,  -1, -38,16,319.4, ⑪⑫,,,,,,,,,,,,,15, 8,Ｍプレミアムカｰド, 64,津村明, 2.2, 56,  -2,  -4,12,126.6, ⑫⑬,,,,,,,,,,,,
16,15, アｰビンゲイル,---,松岡正, 6.0, 25,  -3, -39,13,134.9, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,
"単勝:780円 複勝:05=200円 11=260円 08=160円 枠連:1,280円",,,,,,,,,,,,単勝:170円 複勝:01=120円 08=120円 07=140円 枠連:420円,,,,,,,,,,,,"単勝:1,790円 複勝:06=290円 04=110円 02=1,700円 枠連:430円",,,,,,,,,,,,"単勝:1,970円 複勝:09=560円 01=390円 08=300円 枠連:5,680円",,,,,,,,,,,
"馬連:2,660円 ワイド:05-11=630円 05-08=480円 08-11=630円",,,,,,,,,,,,馬連:410円 ワイド:01-08=180円 01-07=190円 07-08=330円,,,,,,,,,,,,"馬連:940円 ワイド:04-06=400円 02-06=8,460円 02-04=2,200円",,,,,,,,,,,,"馬連:8,720円 ワイド:01-09=2,850円 08-09=2,310円 01-08=1,290円",,,,,,,,,,,
"馬単:4,910円 3連複:2,490円 3連単:15,540円",,,,,,,,,,,,"馬単:570円 3連複:530円 3連単:1,500円",,,,,,,,,,,,"馬単:3,520円 3連複:15,780円 3連単:110,980円",,,,,,,,,,,,"馬単:17,800円 3連複:16,140円 3連単:95,620円",,,,,,,,,,,
■ 2R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  ダ1400m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  ダ1400m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,欅ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｅツキノウサギ, 57,吉田豊,, 63,* -8,  -3, 4, 12.3, ②②, 1,11,Ｋマイネオレンジ, 61,柴田大,, 76,*  6,   9,10, 51.3, ④②, 1, 6,Ａディサイファ, 78,四位洋,, 81,   3,* 16, 1,  3.8,⑦⑧⑧, 1,15,Ａアドマイヤロイヤル, 92,四位洋,, 89,*  6,  20, 2,  3.4, ⑤⑤
 2, 1,Ｆシェアｰドワｰルド, 56,内田博, 0.0, 64, -10,   0, 3,  8.8, ③③, 2,15,Ａアンルｰリｰ, 77,蛯名正, 0.6, 73,   1,* 11, 1,  1.5, ⑧⑨, 2, 5,Ｌサイレントクロップ, 68,横山和, 0.3, 74,*  7,   2,11, 21.1,②②②, 2,10,Ｂエアウルフ, 90,内田博, 0.1, 87,   5,* 21, 3,  4.2, ⑨⑧
 3,11,Ａブラザｰウインド, 60,ウィリ, 0.0, 63, -12,   2, 1,  2.2, ⑦⑥, 3, 3,Ｂレディｰ, 70,杉原誠, 1.1, 70,   1,   7, 5, 13.3, ⑩⑧, 3,12,Ｈトｰセンオｰラ, 70,北村宏, 0.4, 76,   2,* 13, 7, 14.5,⑫⑬⑩, 3, 6,Ｋトキノエクセレント, 86,田辺裕, 0.3, 85,   4,  20, 4, 11.7, ⑪⑪
 4, 2,Ｈトクラットリバｰ, 52,北村宏, 0.2, 61, -13,   1, 6, 15.3, ⑤⑦, 4, 2,Ｊセイユウスマイル, 62,横山典, 1.1, 67,*  9,  -4, 6, 17.3, ①①, 4, 4,Ｊフェアブレシア, 70,石橋脩, 0.5, 71,* 10,  -5,13, 41.8,①①①, 4, 1,Ｆシセイオウジ, 88,田中勝, 0.3, 86,   3,* 22, 6, 20.6, ⑫⑫
 5,18,Ｇアイティコスモス, 55,丹内祐, 0.2, 59,* -6,  -7, 9, 29.5, ①①, 5, 8,Ｅオリアｰナ, 65,田辺裕, 1.1, 69,   0,   8, 9, 39.7, ⑫⑪, 5,17,Ｎアンスポｰクン, 64,田辺裕, 0.6, 75,   0,* 13,12, 35.2,⑬⑮⑬, 5,16,Ｅブライトアイザック, 88,江田照, 0.4, 84,*  8,  14, 7, 23.9, ②①
 6, 8,Ｌクラウンストラｰダ, 46,横山和, 0.2, 62, -15,*  4, 7, 16.2, ⑧⑧, 6, 4,Ｉダイワプロシｰド, 62,大野拓, 1.4, 67,  -4,* 11,14,164.4, ⑬⑬, 6, 2,Ｉマイネルエクレウス, 70,柴田大, 0.6, 73,*  7,  -1,10, 17.9,④④④, 6, 8,Ｉトキノフウジン, 86,横山典, 0.5, 84,   2,* 21, 8, 26.2, ⑭⑬
 7,13,Ｂルｰセブラック, 60,戸崎圭, 0.3, 58, -11,  -4, 5, 13.0, ④④, 7, 5,Ｄタマノエスペランサ, 65,中谷雄, 1.5, 65,   4,  -1, 3, 10.2, ⑥⑤, 7,13,Ｂジャｰビス, 76,内田博, 0.8, 71,   5,   1, 2,  4.8,⑥⑤⑤, 7, 7,Ｄスノｰドラゴン, 89,蛯名正, 0.8, 82,   4,  17, 1,  2.9, ⑩⑩
 8,16,Ｃアルマダクロス, 59,横山典, 0.4, 62, -19,*  8, 2,  3.8, ⑱⑮, 8,12,Ｃクレバｰパルマ, 67,丸山元, 1.6, 66,  -4,   9, 4, 11.7, ⑭⑭, 8,11,Ｃリルバイリル, 75,吉田隼, 0.8, 73,  -1,* 13, 5, 13.0,⑮⑭⑮, 8, 3,Ｊチョイワルグランパ, 86,大庭和, 0.8, 80,*  6,  13,13,112.7, ③④
 9, 9,Ｄカシノサトラップ, 58,原田和, 0.4, 60, -15,   1, 8, 21.1, ⑨⑨, 9,13,Ｎラゴディラゴライ, 59,武士沢, 2.0, 64,  -7,* 10,13,132.8, ⑮⑮, 9, 7,Ｋパリソワｰル, 69,丸山元, 0.8, 72,   2,   9,14, 78.0,⑪⑫⑫, 9, 5,Ｈサクラシャイニｰ, 87,丸山元, 0.9, 81,   6,  13, 9, 37.8, ⑦⑥
10, 6,Ｉファイアポイント, 51,大野拓, 0.5, 61, -18,*  5,10, 39.6, ⑬⑬,10,14,Ｇシゲルコジシザ, 63,三浦皇, 2.1, 61,  -2,   2,15,194.7, ⑪⑫,10, 9,Ｄクｰルエレガンス, 74,柴山雄, 0.9, 70,   3,   2, 6, 14.4,⑧⑨⑨,10,11,Ｃツクバコガネオｰ, 89,吉田豊, 0.9, 80,*  6,  11, 5, 14.8, ④③
11,12,Ｊヴァンビｰナ, 51,丸山元, 0.6, 57, -18,   2,12,100.9, ⑫⑪,11,10,Ｆプリティウイッチ, 64,柴田善, 2.3, 58,   4,  -7, 2,  8.7, ⑦⑥,11,15,Ｐキングビｰト, 61,嶋田純, 1.2, 70,  -4,* 13,18,354.6,⑱⑱⑱,11, 9,Ｇメイショウツチヤマ, 87,柴田善, 1.0, 79,   5,  13,10, 43.4, ⑧⑨
12,15,Ｎピｰスロｰド, 41,田辺裕, 0.9, 55, -18,   0,11, 73.6, ⑭⑭,12, 1,Ｍヒアルロンサン, 59,内田博, 2.8, 58, -11,   8, 7, 31.1, ⑯⑯,12,10,Ｅマイネルスパイス, 73,松岡正, 1.2, 68,   5,  -4, 8, 15.0,⑨⑥⑥,12, 2,Ｍオリオンザポラリス, 84,勝浦正, 1.0, 80,   5,  13,11, 57.1, ⑥⑦
13,10,Ｍトレッドオンエアｰ, 42,江田照, 1.0, 50, -10, -12,13,219.8, ⑥⑤,13, 7,Ｏビｰナストリック, 59,木幡初, 3.2, 52,   6, -17, 8, 34.7, ③④,13,14,Ｇトモロマイスタｰ, 70,丸田恭, 1.2, 69,  -2,  10, 9, 15.3,⑰⑯⑯,13,12,Ｎエｰシンホワイティ, 78,丸田恭, 1.5, 76,   1,  14,12, 65.4, ⑮⑮
14, 7,Ｏクレバｰスランチェ, 30,的場勇, 1.4, 49, -19,  -5,18,630.2, ⑮⑯,14, 9,Ｌフルｰツガｰデン, 60,村田一, 3.3, 51,   4, -16,16,197.6, ⑤⑦,14,16,Ｆバトルキトリ, 73,山崎亮, 1.3, 64,*  6, -10,15, 88.7,③③③,14, 4,Ｐシェアｰスマイル, 72,大野拓, 2.3, 69,   1,   7,14,208.3, ⑬⑭
15,17, ヤナガセイコ,---,柴山雄, 1.6, 47, -22,  -5,14,245.9, ⑯⑰,15, 6,Ｈエルシェロアスｰル, 63,伴啓太, 3.5, 49,*  6, -22,12, 79.9, ②③,15, 3,Ｍサトノグロリアス, 66,杉原誠, 1.4, 66,   2,  -1, 4,  9.6,⑩⑩⑪,15,14,Ｏドスライス, 76,三浦皇, 3.8, 56,*  6, -14,15,234.7, ①②
16, 4,Ｋスズノシオン, 50,丸田恭, 1.6, 44, -15, -13,15,259.6, ⑪⑩,16,16,Ｐプラティｰヌ, 55,柴山雄, 4.4, 43,   0, -21,11, 75.3, ⑨⑩,16,18,Ｏヌｰアムｰト, 62,戸崎圭, 1.4, 66,  -1,   5, 3,  6.7,⑯⑰⑰,,,,,,,,,,,,
17, 3, キョウワアクション,---,杉原誠, 1.6, 48, -23,  -3,16,459.6, ⑰⑱,,,,,,,,,,,,,17, 8,Ｑデラコリｰナ, 60,大野拓, 1.6, 64,   0,  -1,16,186.4,⑭⑪⑭,,,,,,,,,,,,
18,14,Ｐスタｰナイト, 14,武士沢, 2.1, 38, -18, -17,17,626.5, ⑩⑫,,,,,,,,,,,,,18, 1,Ｒモエレプレジデント, 56,吉田豊, 2.4, 55,   4, -19,17,310.7,⑤⑦⑦,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,230円 複勝:05=270円 01=210円 11=140円 枠連:2,080円",,,,,,,,,,,,"単勝:5,130円 複勝:11=820円 15=110円 03=250円 枠連:580円",,,,,,,,,,,,"単勝:380円 複勝:06=180円 05=520円 12=430円 枠連:4,330円",,,,,,,,,,,,単勝:340円 複勝:15=140円 10=150円 06=240円 枠連:560円,,,,,,,,,,,
"馬連:3,160円 ワイド:01-05=780円 05-11=550円 01-11=420円",,,,,,,,,,,,"馬連:3,990円 ワイド:11-15=1,660円 03-11=4,930円 03-15=320円",,,,,,,,,,,,"馬連:4,160円 ワイド:05-06=1,430円 06-12=1,100円 05-12=4,180円",,,,,,,,,,,,馬連:610円 ワイド:10-15=280円 06-15=640円 06-10=780円,,,,,,,,,,,
"馬単:7,160円 3連複:2,680円 3連単:22,850円",,,,,,,,,,,,"馬単:14,230円 3連複:9,550円 3連単:91,070円",,,,,,,,,,,,"馬単:6,930円 3連複:17,250円 3連単:79,250円",,,,,,,,,,,,"馬単:1,270円 3連複:2,170円 3連単:8,540円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1600m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,葉山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｋファイアマｰシャル, 51,蛯名正,, 63,   7,  -9, 5, 15.2,③③③, 1,15,Ｅトｰセンハルカゼ, 69,内田博,, 79, -13,* 20, 4,  6.8,⑨⑪⑪, 1,12,Ｏゼンノルジェロ, 73,丸山元,, 78,   7,  13,11, 22.7, ⑦⑦, 1, 7,Ｅサトノプライマシｰ, 79,戸崎圭,, 79,   5,* 16, 3,  6.0, ③③
 2, 7,Ａレディアントデイズ, 64,北村宏, 0.1, 62,   4,  -7, 4, 11.3,⑤⑤⑤, 2,13,Ｂビッグバンドジャズ, 72,北村宏, 0.1, 77, -13,* 18, 3,  6.4,⑭⑫⑫, 2, 8,Ｂメイショウヤタロウ, 80,藤田伸, 0.0, 82,   3,* 20, 2,  5.1, ⑬⑫, 2,10,Ｊロジスプリング, 74,内田博, 0.2, 77,*  7,  12,12, 62.6, ①①
 3, 1,Ｃミラクルルｰジュ, 57,田辺裕, 0.1, 64,  -1,*  5, 7, 16.4,⑬⑭⑬, 3, 6,Ａイレプレイスブル, 76,柴山雄, 0.3, 68,*-10,   5, 2,  4.5,④④③, 3,14,Ｍサクラヴィクトリｰ, 73,吉田隼, 0.1, 80,   6,  16, 6, 11.1, ⑨⑨, 3, 2,Ｌビッグリバティ, 73,津村明, 0.2, 78,   5,* 15,11, 60.9, ⑦⑥
 4, 2,Ｆカミナリコゾウ, 55,三浦皇, 0.1, 64,   6,  -8, 6, 15.6,④④④, 4, 2,Ｇダイビングボｰド, 68,田辺裕, 0.4, 69, -11,   9, 5,  9.8,⑦⑦⑦, 4, 3,Ｄウインクリアビュｰ, 78,三浦皇, 0.2, 80,   3,  17, 4,  7.3, ⑪⑩, 4, 8,Ｃサンマルデュｰク, 81,四位洋, 0.2, 81,   2,* 18, 4,  6.8, ⑪⑫
 5, 6,Ｊカウウェラ, 51,吉田豊, 0.3, 63,   2,  -2,10, 55.9,⑪⑩⑩, 5,14,Ｄバロンミノル, 71,石橋脩, 0.6, 68, -11,   8,10, 29.4,⑪⑧⑨, 5, 1,Ｋリフトザウイングス, 74,蛯名正, 0.3, 78,   0,* 21, 9, 19.0, ⑰⑰, 5,12,Ｄスタｰノエル, 80,蛯名正, 0.4, 76,*  7,  11, 2,  5.6, ②②
 6, 8,Ｉコイコイ, 53,横山和, 0.4, 60,   0,  -2,11, 87.5,⑭⑫⑫, 6, 7,Ｈサトノテイオウ, 67,戸崎圭, 0.6, 68, -11,   8, 1,  3.3,⑧⑨⑧, 6,10,Ｐドリｰムトレイン, 72,吉田豊, 0.4, 74,* 13,  -2,12, 31.1, ①①, 6,16,Ａワイドバッハ, 82,ウィリ, 0.7, 77,   5,  11, 1,  2.2, ⑤⑤
 7, 4,Ｄアｰスミッション, 57,松岡正, 0.5, 58,* 12, -27,12,109.9,①②②, 7, 9,Ｉトｰセンウィンドウ, 66,江田照, 0.7, 65,*-10,   2, 8, 25.2,⑥⑥⑤, 7, 2,Ｈロｰレルブレット, 76,田辺裕, 0.5, 77,   2,  18, 5, 10.0, ⑯⑮, 7,15,Ｂレッドジャクソン, 82,田中勝, 1.0, 71,   4,  10, 5,  9.2, ⑩⑧
 8,15, レッドルｰファス,---,内田博, 0.5, 59,   3,  -8, 2,  9.2,⑧⑨⑨, 8, 4,Ｎセクシイサウンド, 54,勝浦正, 0.7, 62,* -9,  -4, 9, 27.5,①①①, 8,17,Ｅナスノシベリウス, 77,横山典, 0.5, 71,* 10,   1,15, 70.8, ③④, 8, 6,Ｆエイトプリンス, 78,杉原誠, 1.1, 73,   2,  13, 9, 37.2, ⑫⑬
 9,13,Ｅゴｰルドボンド, 56,丸田恭, 0.5, 59,  -1,*  1, 3,  9.3,⑮⑮⑮, 9, 1,Ｍブリリアントダンス, 58,木幡初, 0.8, 61,* -9,  -4,13, 73.8,②②②, 9, 4,Ｊロｰズノｰブル, 75,北村宏, 0.5, 75,   7,   9, 1,  4.6, ⑧⑧, 9, 9,Ｍツクババンドｰオｰ, 73,武士沢, 1.2, 73,   0,  14, 7, 27.1, ⑯⑯
10, 3,Ｇプラチナレイン, 55,大野拓, 0.8, 55,   3, -13, 9, 34.6,⑥⑦⑦,10,10,Ｆネルトスグアサ, 69,武士沢, 0.8, 68, -12,   8,12, 54.7,⑩⑩⑩,10,16,Ｆエメラルスピｰド, 76,石橋脩, 0.6, 72,   9,   3, 8, 19.0, ⑤⑤,10,11,Ｎゴｰルデンクラウン, 72,北村宏, 1.2, 69,*  6,   4, 8, 36.0, ④④
11,18,Ｂスカｰレットポピｰ, 60,戸崎圭, 0.9, 54,   2, -11, 1,  1.6,⑩⑪⑪,11, 5,Ｃシンボリパソドブレ, 72,柴田善, 0.9, 67, -14,   9, 7, 15.3,⑫⑭⑭,11, 9,Ｑコスモトゥルｰラヴ, 69,柴田大, 0.6, 73,* 10,   1,13, 45.5, ④③,11, 5,Ｇセンジンジョｰ, 78,田辺裕, 1.2, 70,   3,  10,10, 52.5, ⑧⑩
12, 9,Ｈロｰロｰロｰロｰ, 54,村田一, 0.9, 55,   3, -14,14,185.6,⑨⑧⑧,12, 8,Ｋマイネルサンオペラ, 64,柴田大, 1.0, 62, -11,  -1, 6, 12.7,⑤⑤⑥,12,13,Ｉドラゴンライズ, 76,柴山雄, 0.6, 74,   2,  14,14, 69.5, ⑮⑭,12,14,Ｉメジロオマリｰ, 75,黛弘人, 1.3, 67,   3,   9,15,287.2, ⑬⑪
13, 5,Ｍアイアイサッチャｰ, 51,柴田善, 0.9, 56,  -4,* -1,13,132.7,⑯⑯⑯,13,12,Ｊヴェリタラブ, 65,大野拓, 1.0, 67, -14,   8,11, 32.3,⑬⑬⑬,13,11,Ｇラヴェルソナタ, 76,杉原誠, 0.7, 73,   3,  10,10, 21.5, ⑩⑪,13, 1,Ｈエｰシンユリシｰズ, 77,山崎亮, 1.6, 67,   4,   4, 6, 21.4, ⑥⑦
14,17,Ｑフォントネｰ, 31,柴山雄, 1.1, 53,  -2,  -5,15,267.9,⑱⑰⑰,14, 3,Ｌギンザブルｰスタｰ, 59,吉田隼, 1.3, 58,* -9,  -6,14,101.6,③③④,14, 5,Ａヴァリアシオン, 83,ウィリ, 0.8, 68,   7,   1, 3,  6.4, ⑥⑥,14, 3,Ｋシルクコスモス, 74,宮崎北, 1.9, 66,   2,   7,14,275.2, ⑭⑭
