13年 7月 6日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 7月 6日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 7, 7,Ｉビックリマｰチャン, 48,中井裕, 1.5, 51,  -9,  -2, 9, 60.2, ⑫⑪, 7,11, ウインマティｰニ,---,川田将, 2.0, 34, -15, -14, 7, 32.7, ⑦⑦, 7, 1,Ｉテｰオｰヴィｰナス, 66,藤岡康, 0.9, 66,* -2,  -1,11,102.3,⑫③③, 7,15,Ｇタイキエイワン, 83,酒井学, 0.6, 84,  -2,  18,14,105.7, ⑬⑪
 8,10,Ｄサダムサロペット, 55,川田将, 1.6, 49,* -4,  -9, 3,  9.4, ①①, 8, 4, エントラｰル,---,小牧太, 2.8, 27, -18, -18,10, 99.0, ⑨⑨, 8, 6,Ｆエスタｰブレ, 70,幸英明, 0.9, 70,  -4,   4, 7, 16.1,⑦⑨⑧, 8,18,Ｆラトルスネｰク, 84,浜中俊, 0.7, 87, -12,* 31, 2,  3.8, ⑱⑱
 9, 9, ウォｰタｰガｰル,---,国分優, 1.8, 49, -10,  -3,14,223.7, ⑭⑮, 9, 5, シンゼンタイガ,---,武幸四, 3.5, 25, -20, -22, 4, 10.6, ⑪⑩, 9,12,Ｋディｰプストｰリｰ, 66,浜中俊, 1.0, 66,  -4,   1, 3,  7.0,⑧⑦⑨, 9, 8,Ｈロｰドロックスタｰ, 82,池添謙, 0.7, 78,* 10,   1, 7, 25.8, ②②
10,12,Ｈプントインアリア, 49,幸英明, 1.9, 49,  -8,  -5, 8, 49.0, ⑬⑬,10, 3, シュテルケ,---,和田竜, 4.0, 18, -20, -26, 9, 55.9, ⑩⑪,10, 7,Ｃヒシアルコル, 74,小坂忠, 1.3, 62,* -3,  -4,12,143.3,⑬⑧⑦,10, 5,Ｅホｰカｰテンペスト, 84,熊沢重, 1.0, 80,  -5,  18, 8, 31.2, ⑭⑭
11, 3,Ｊアマストレ, 43,鮫島良, 2.1, 46,  -8,  -8,13,153.4, ⑩⑨,11, 9, ワキノマｰチ,---,太宰啓, 6.1,  1, -16, -50,11,196.6, ⑥⑧,11, 5,Ｈアカネチャン, 68,武幸四, 1.8, 54,* -3, -14, 9, 87.4,②②②,11,17,Ｏブルｰデインヒル, 77,畑端省, 1.1, 79,  -5,  17,18,443.8, ⑮⑮
12,14, メイショウチヨ,---,酒井学, 2.5, 43, -10,  -9,16,284.9, ⑮⑯,,,,,,,,,,,,,12,13,Ｌエリモフェアリｰ, 57,小牧太, 1.9, 54,* -3, -13,10,102.1,③④⑥,12,10,Ｎシゲルスダチ, 77,藤岡康, 1.1, 79,  -1,  12,11, 61.9, ⑩⑩
13, 5,Ｋサチノニベア, 39,畑端省, 2.8, 39,* -6, -18, 7, 44.3, ③④,,,,,,,,,,,,,13, 2,Ｍナｰゴナｰゴサユリ, 39,岩崎翼,10.1,-35,  -9, ---,13,651.8,⑥⑪⑬,13,12,Ｄラインジェシカ, 84,幸英明, 1.3, 76,  -3,  11,13, 85.5, ⑫⑬
14, 6,Ｇアイボリｰベｰジュ, 49,小牧太, 2.9, 39,  -7, -16,10, 78.9, ⑧⑫,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｌサニｰヘイロｰ, 78,和田竜, 1.3, 74,   0,   8,10, 52.1, ⑨⑨
15,15, サンジョベｰゼ,---,池添謙, 3.1, 37, -11, -14, 5, 15.9, ⑯⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｐサザンスタｰディ, 73,岡田祥, 1.3, 71,* 12,  -9,17,166.5, ①①
16, 1,Ｍノｰドブライティア, 35,岡田祥, 3.7, 33,  -6, -24,15,245.8, ⑤⑧,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｒオｰルブランニュｰ, 68,水口優, 1.3, 78,  -9,  19,15,124.1, ⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 9,Ｑイセノスバル, 71,高倉稜, 1.4, 74,  -3,  10,16,129.0, ⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,Ｉニジブルｰム, 81,中井裕, 1.5, 75,  -9,  17,12, 80.4, ⑯⑯
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,
"単勝:180円 複勝:08=110円 02=300円 16=130円 枠連:1,750円",,,,,,,,,,,,"単勝:880円 複勝:08=170円 01=110円 07=110円 枠連:1,490円",,,,,,,,,,,,単勝:260円 複勝:04=130円 03=200円 08=190円 枠連:860円,,,,,,,,,,,,単勝:360円 複勝:01=170円 13=280円 14=250円 枠連:810円,,,,,,,,,,,
"馬連:1,920円 ワイド:02-08=510円 08-16=180円 02-16=790円",,,,,,,,,,,,"馬連:1,430円 ワイド:01-08=360円 07-08=300円 01-07=170円",,,,,,,,,,,,馬連:940円 ワイド:03-04=370円 04-08=420円 03-08=840円,,,,,,,,,,,,"馬連:1,920円 ワイド:01-13=900円 01-14=750円 13-14=1,070円",,,,,,,,,,,
"馬単:2,760円 3連複:1,650円 3連単:9,560円",,,,,,,,,,,,"馬単:3,710円 3連複:710円 3連単:9,020円",,,,,,,,,,,,"馬単:1,570円 3連複:2,460円 3連単:9,520円",,,,,,,,,,,,"馬単:3,150円 3連複:4,360円 3連単:19,520円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,茶臼山高原特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂノアオｰカン, 66,幸英明,, 65,   0,   1, 1,  3.7,⑨⑥⑤, 1,16,Ａダイワユニティｰ, 70,武豊  ,, 67,*-18,  17, 1,  1.5,③④③, 1, 3,Ｉプルｰフポジティブ, 70,幸英明,, 81,* 12,   3, 6, 15.1,①①①, 1, 9,Ｄテンペル, 68,浜中俊,, 77,  -3,* 18, 3,  5.1,⑭⑭⑬
 2, 2,Ｅベロム, 63,中井裕, 0.0, 66,  -2,*  5, 5,  9.8,⑦⑧⑧, 2,17,Ｇクリアモｰメント, 53,浜中俊, 0.2, 65, -19,  17, 3, 10.2,⑥⑥④, 2, 1,Ｂシンゼンレンジャｰ, 80,福永祐, 0.2, 78,   8,*  9, 3,  5.0,⑧⑧⑥, 2, 4,Ａデウスウルト, 75,藤岡康, 0.0, 77,  -1,* 15, 1,  2.7,⑧⑧⑦
 3, 8,Ａシャトｰウインド, 70,小坂忠, 0.4, 66,*  1,  -4, 2,  3.8,③③③, 3,12,Ｄテイエムレオネッサ, 57,太宰啓, 0.2, 62,*-15,  10,10, 51.8,②②②, 3, 8,Ｃリｰゼントブルｰス, 79,武豊  , 0.5, 77,* 11,  -1, 1,  2.9,②②②, 3,12,Ｈアドマイヤキンカク, 68,福永祐, 0.4, 72,  -3,  12, 2,  4.2,⑩⑩⑫
 4,15,Ｈマムティ, 59,松山弘, 0.5, 62,  -5,*  8,10, 42.0,⑮⑮⑮, 4,14,Ｂメイショウエゾフジ, 67,福永祐, 0.2, 66, -19,* 18, 2,  5.7,⑤⑤⑥, 4, 4,Ｋセトノミッシｰ, 67,和田竜, 0.8, 76,   7,*  6, 9, 57.3,⑩⑪⑦, 4, 7,Ｍナムラケンシロウ, 61,水口優, 0.4, 69,*  2,   4,14,237.8,③②②
 5,14,Ｄタガノレイサッシュ, 63,福永祐, 0.9, 57,  -3,  -2, 6, 10.2,⑩⑩⑨, 5,11,Ｐキクヒメ, 41,高田潤, 0.5, 56,*-15,   4,11,106.9,①①①, 5,13,Ｄリアライズナマステ, 79,川田将, 1.0, 73,  10,  -2, 5,  9.3,⑤⑤⑤, 5, 2,Ｆピンポン, 68,武豊  , 0.4, 74,  -3,  14, 4,  8.2,⑫⑪⑩
 6,10,Ｋソンブレロ, 56,鮫島良, 1.0, 58,  -1,  -6, 7, 13.3,⑪⑦⑦, 6, 7,Ｌダノングラッド, 47,川田将, 0.7, 62, -20,  14, 7, 38.9,⑦⑦⑧, 6, 7,Ｊワルトユニヴァｰス, 69,高倉稜, 1.1, 72,   7,   2,13,237.2,⑨⑫⑪, 6,15,Ｂロノ, 73,池添謙, 0.5, 71,  -1,   8, 5, 10.0,⑦⑦⑨
 7, 5,Ｉユニバｰサルキング, 57,熊沢重, 1.2, 60,   0,  -9, 4,  8.8,④⑤④, 7,15,Ｆディオｰサシチｰ, 53,藤岡康, 0.7, 62, -22,  17, 4, 16.6,⑩⑪⑨, 6, 6,Ｈドリｰムチャｰジ, 71,国分優, 1.1, 74,   6,   5,14,274.8,⑭⑭⑩, 7, 3,Ｋマイネルオラシオン, 65,高倉稜, 0.5, 69,   1,   5,13,113.0,④⑥④
 8,11,Ｇキングアルフォンス, 59,藤岡康, 1.4, 56,  -4,  -2, 9, 31.2,⑭⑭⑭, 8, 5,Ｉサトノエクセル, 51,高倉稜, 0.8, 63, -23,* 18, 5, 17.0,⑭⑭⑫, 8, 5,Ｆアクシｰバンダム, 76,松山弘, 1.1, 74,   6,*  7, 8, 23.1,⑯⑯⑮, 8, 6,Ｃタガノグｰフォ, 70,松山弘, 0.6, 71,  -5,  14, 7, 25.4,⑬⑬⑭
 9, 7,Ｃコマノアｰティスト, 63,川田将, 1.5, 53,*  1, -13, 3,  6.1,⑥④⑥, 9,10,Ｃパワｰロｰラン, 60,熊沢重, 1.0, 56, -19,   8, 6, 26.4,⑧⑧⑦, 9, 2,Ｇメイショウアイアン, 73,池添謙, 1.6, 69,   8,  -3, 4,  5.9,⑬⑩⑬, 9,14,Ｇエクスクライム, 68,小牧太, 0.6, 72,  -6,* 15, 6, 14.0,⑮⑯⑯
10, 6,Ｎダイシンソリッド, 44,岡田祥, 1.7, 53,  -2,  -8,14,188.7,⑧⑪⑫,10, 8,Ｊキクノドラゴン, 49,岩崎翼, 1.2, 61, -26,* 20,15,222.9,⑮⑯⑮,10, 9,Ｌサｰシスリｰフ, 67,太宰啓, 1.9, 68,* 11, -13,10, 81.9,③③③,10,11,Ｌピｰスフルアｰス, 64,太宰啓, 0.7, 64,*  3,  -3, 8, 32.2,①①①
11, 4,Ｊワンダｰデスタン, 56,森一馬, 1.8, 51,*  1, -16,15,238.2,②②②,11, 6,Ｋトレザイｰル, 49,池添謙, 1.4, 50, -19,   1, 9, 49.4,④③⑤,11,10,Ｅデンコウアクティブ, 77,小牧太, 2.0, 66,   7,  -5, 7, 18.0,⑫⑬⑭,11,10,Ｐレイトライザｰ,  5,酒井学, 0.7, 67,  -1,   4,15,375.0,⑥⑤⑥
12,13,Ｍサンデｰミノル, 49,和田竜, 2.0, 51,  -2, -12,11, 66.7,⑤⑨⑪,12, 9,Ｑサワヤカハンサム, 39,森一馬, 1.6, 51, -21,   6,17,274.9,⑫⑩⑩,12,11,Ａアｰサｰバロｰズ, 80,浜中俊, 2.5, 63,   8, -11, 2,  4.7,⑪⑨⑫,12, 8,Ｅトップエトワｰル, 68,和田竜, 0.9, 63,   0,  -1, 9, 34.9,⑤④⑤
13, 9, ナンディン,---,国分優, 2.3, 48,  -5, -10,12, 75.4,⑫⑬⑬,13, 4,Ｅメガモンスタｰ, 55,武幸四, 1.7, 51, -22,   6, 8, 45.8,⑨⑨⑪,13,16,Ｐハｰデス, 62,藤岡康, 3.3, 57,   9, -20,11,112.8,⑦⑦⑨,13,16,Ｉメイショウアルザス, 68,岩崎翼, 1.0, 64,  -4,   5,11, 87.6,⑪⑫⑪
14,12,Ｌスズカルミナリｰ, 51,高倉稜, 3.2, 42,  -2, -21,13,176.6,⑬⑫⑩,14,13,Ｈビッグガｰネット, 51,国分優, 1.7, 52, -23,   7,18,418.2,⑬⑬⑬,14,15,Ｍレッドクラｰケン, 66,酒井学, 3.5, 57,   9, -22,12,119.1,⑥⑥⑧,14, 1,Ｊシセイギンガ, 65,幸英明, 1.3, 64,  -6,   5,10, 39.5,⑯⑮⑮
15, 1,Ｆサンマルジュエリｰ, 61,小牧太, 3.9, 37,*  1, -34, 8, 14.5,①①①,15, 3,Ｍメイショウユウスゲ, 44,中井裕, 1.7, 53, -25,   9,12,111.7,⑪⑫⑭,15,14,Ｏバンブｰデルピエロ, 63,宮崎北, 3.7, 53,  10, -26,15,369.5,④④④,15,13,Ｎウォｰタｰサウンド, 59,中井裕, 1.3, 56,*  3, -11,16,528.6,②③③
,,,,,,,,,,,,16,18,Ｎカヤトｰスト, 44,松山弘, 2.5, 45, -27,   5,16,259.2,⑰⑱⑱,16,12,Ｎシゲルリンゴ, 63,熊沢重, 3.7, 61,   6, -17,16,372.9,⑮⑮⑯,16, 5,Ｏシゲルアンドロメダ, 56,国分優, 1.8, 53,  -1, -11,12, 99.1,⑨⑨⑧
,,,,,,,,,,,,17, 1,Ｏコスモワンダｰ, 43,酒井学, 2.6, 46, -27,   5,13,166.4,⑱⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 2, クロｰネ,---,和田竜, 4.8, 14, -26, -30,14,176.7,⑯⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
