13年 9月22日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 9月22日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 7R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾑｰﾝﾗｲﾄﾊﾝﾃﾞｷｬｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａアラタマシャトル, 56,幸英明,, 54,* -7,  -2, 1,  2.3, ①①, 1,16,Ｈファインスカイ, 54,小牧太,, 73,   0,*  8, 3,  5.8, ⑥⑤, 1,12,Ｂロｰレルブレット, 73,和田竜,, 83,  -5,* 17, 2,  3.3, ⑪⑪, 1, 3,Ｅシゲルササグリ, 80,浜中俊,, 81,  11,   3, 1,  3.0,④④④
 2, 8,Ｆトウシンムサシ, 41,藤田伸, 0.4, 50, -15,   1, 2,  3.4, ⑧⑦, 2,15,Ａオｰネットサクセス, 71,北村友, 0.2, 72,*  2,   5, 2,  4.4, ③③, 2,10,Ｊエｰシンハクリュｰ, 64,岩田康, 0.0, 77,* -1,   6, 3,  9.2, ②②, 2, 2,Ｂスマｰトリバティｰ, 81,岩田康, 0.1, 80,  11,   0, 2,  4.0,②②③
 3,11,Ｅクリノツネチャン, 43,古川吉, 0.6, 45,  -9,  -7, 3,  5.8, ③③, 3, 9,Ｂサンライズネオ, 67,浜中俊, 0.3, 71,  -2,*  9, 1,  2.4, ⑦⑦, 3, 8,Ｅエｰシンエポナ, 70,熊沢重, 0.1, 77,  -3,   9, 4,  9.6, ⑦⑥, 3, 5,Ｆタガノイノセンス, 78,菱田裕, 0.1, 79,   8,*  6, 9, 89.4,⑦⑦⑦
 4,10,Ｇカシノステイタス, 34,西田雄, 1.1, 39, -13,  -9, 8, 43.3, ⑥⑥, 4,10,Ｅチュウワワンダｰ, 60,川島信, 1.1, 63,  -6,   5,10, 49.4, ⑬⑩, 4, 2,Ｃコメットシｰカｰ, 72,福永祐, 0.3, 73,* -1,   3, 1,  2.0, ③③, 4, 7,Ｉロｰドエアフォｰス, 75,松山弘, 0.2, 77,* 12,  -5, 5,  9.9,①①①
 5, 4,Ｊシゲルミカワ, 23,太宰啓, 1.2, 40, -28,*  4, 6, 24.0, ⑪⑩, 5,11,Ｋシンクスマイル, 50,藤岡康, 1.3, 62,*  4,  -7, 4, 10.6, ②②, 5,11,Ｄミッキｰタイガｰ, 71,小牧太, 0.3, 75,  -4,   8, 5, 13.5, ⑩⑨, 5, 8,Ｃオマワリサン, 81,藤田伸, 0.3, 78,* 12,  -4, 7, 10.8,③③②
 6, 6,Ｂアサケマツカゼ, 54,熊沢重, 1.2, 38, -14,  -9, 7, 36.4, ⑦⑧, 6, 8,Ｇアッピアス, 55,森一馬, 1.5, 60,  -7,   2,12, 54.2, ⑫⑬, 6, 7,Ｆフレｰジャパン, 70,藤田伸, 0.4, 78,  -7,* 14, 7, 38.7, ⑭⑭, 6, 6,Ｊプリンセスジャック, 74,福永祐, 0.4, 79,   7,*  7, 6, 10.6,⑩⑪⑪
 7, 1,Ｈシゲルサヌキ, 28,菱田裕, 1.3, 41, -31,*  7,10,198.1, ⑩⑪, 7, 7,Ｉハニｰバニｰ, 54,藤田伸, 1.5, 60,  -5,   0, 9, 45.8, ⑪⑨, 7, 5,Ｉソロデビュｰ, 66,藤懸貴, 0.5, 71,  -4,   5,12,138.1, ⑧⑧, 7, 1,Ａスノｰドン, 84,北村友, 0.4, 79,   8,   5, 4,  8.0,⑧⑧⑧
 8, 9,Ｋケイウンヘブンズ, 15,森一馬, 1.5, 37, -28,   0,11,220.3, ⑨⑨, 8,12,Ｎレｰリュッケン, 47,鮫島良, 1.7, 60,*  5, -11, 8, 23.0, ①①, 8,16,Ｎサワノファンタス, 53,酒井学, 0.5, 78,  -8,* 15,11, 99.0, ⑰⑯, 8,10,Ｄエスカナｰル, 80,四位洋, 0.5, 76,   9,  -1, 3,  5.2,⑥⑥⑤
