13年 1月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 1月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山科ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｆタイキマｰシャ, 54,ルメｰ,, 64,*  4,  -6, 5, 11.2, ①①, 1,12,Ｄロｰドクルセイダｰ, 66,北村友,, 72,*  8,  -3, 6, 18.3,⑥③③, 1,11,Ｇハヤブサ, 70,国分恭,, 73,*  4,   4, 2,  8.4, ②②, 1,13,Ａエｰシンジェイワン, 87,浜中俊,, 82,* 14,   3, 1,  4.3, ②①
 2, 5,Ｅメイショウアシタバ, 59,武豊  , 0.0, 62,   1,* -4, 2,  5.2, ④④, 2,14,Ｌコウセン, 61,岩田康, 0.4, 69,   4,*  1, 4, 11.6,⑫⑨⑧, 2,12,Ｋオビｰディエント, 69,秋山真, 0.0, 73,   1,   7, 6, 34.6, ⑨⑧, 2,10,Ｄシルバｰキセキ, 85,福永祐, 0.0, 82,   5,  12, 3,  4.6, ⑫⑩
 3,10,Ｃドリｰボヌｰル, 63,ビュイ, 0.1, 62,*  3,  -5, 1,  2.1, ③③, 3, 6,Ｅタマノペルセウス, 65,幸英明, 0.4, 68,   5,  -1, 5, 11.9,⑧⑥⑤, 3, 3,Ｂナリタスｰパｰワン, 73,福永祐, 0.0, 72,   1,   7, 1,  1.5, ⑥⑥, 3, 3,Ｆコウエイフラッシュ, 82,柴山雄, 0.0, 82,  12,   6, 8, 33.5, ⑤④
 4, 7,Ｂテイエムトリック, 65,福永祐, 0.3, 61,*  3,  -8, 4,  8.8, ②②, 4, 8,Ｃイスカンダル, 67,福永祐, 0.8, 66,   3,  -2, 7, 20.5,⑪⑪⑩, 4, 5,Ｄエｰシンクルゼ, 72,蛯名正, 0.1, 71,   3,   4, 4, 10.8, ③④, 4,11,Ｅシゲルソウサイ, 83,幸英明, 0.2, 80,  10,   6, 4,  5.5, ⑧⑤
 5,14,Ｊマイアリア, 52,幸英明, 0.4, 57,  -3,* -3, 7, 25.6, ⑨⑧, 5, 7,Ｏフミノファルコン, 60,太宰啓, 0.8, 67,*  8, -11,10, 22.5,②②②, 5,13,Ｅシゲルケンシン, 71,小牧太, 0.2, 71,  -2,* 10,13, 77.4, ⑮⑫, 5, 2,Ｇチャンピオンラブ, 81,鮫島良, 0.2, 80,   2,* 13,15,136.4, ⑬⑬
 6, 2,Ｇプリｰズドスマイル, 54,池添謙, 0.5, 57,  -6,*  0, 8, 28.7, ⑬⑫, 6, 5,Ｊシゲルラシンバンザ, 64,菱田裕, 0.9, 66,*  7,  -9,13, 86.2,③④④, 6,14,Ｆタマモデザイア, 70,川須栄, 0.4, 70,  -2,   7, 5, 24.6, ⑫⑪, 6, 9,Ｋエｰシンポルックス, 78,酒井学, 0.3, 81,  -2,* 16,12, 57.2, ⑯⑯
 7,16,Ｄワンダｰテルヌｰラ, 61,菱田裕, 0.5, 58,   0,  -7, 6, 15.2, ⑦⑥, 7,11,Ｐシェイクザバｰレイ, 58,武豊  , 1.0, 65,   2,  -2, 3,  5.5,⑬⑫⑪, 7, 8,Ｎマイネルアルティマ, 64,浜中俊, 0.5, 69,  -2,   7, 7, 35.2, ⑭⑭, 7,12,Ｂアイディンパワｰ, 86,武豊  , 0.3, 79,   2,  12, 5,  8.8, ⑭⑭
 8,13,Ｉグレｰトエンジェル, 52,国分恭, 0.5, 58,  -1,  -6,10, 46.4, ⑥⑤, 8, 3,Ｈインカンテｰション, 64,国分優, 1.0, 66,   1,*  2, 9, 21.1,⑯⑮⑮, 8,16,Ａゴｰルデンオブジェ, 77,松山弘, 0.6, 68,*  4,  -1, 3,  9.2, ④③, 8, 1,Ｐチャンピオンヤマト, 70,秋山真, 0.5, 78,  10,   3,13, 59.6, ⑦⑦
 9,11,Ｈミナミワオリｰブ, 53,太宰啓, 0.8, 56,  -3,  -5, 9, 32.1, ⑪⑨, 9,16,Ｉタガノギャラクシｰ, 64,小牧太, 1.3, 61,*  8, -16, 1,  2.9,①①①, 9, 7,Ｊエアギベオン, 69,岩田康, 0.7, 67,  -1,   3, 9, 44.3, ⑪⑩, 9, 4,Ｊヒシコモンズ, 80,北村友, 0.5, 78,   7,   6,11, 52.7, ⑨⑨
10, 4,Ａキセキノチャンス, 65,岩田康, 0.9, 53,  -2,  -8, 3,  6.3, ⑧⑦,10,10,Ｆヒロノエンペラｰ, 65,川田将, 1.3, 65,   4,  -6,11, 23.9,⑨⑩⑨,10, 1,Ｌリアリｰサムシング, 67,北村友, 0.7, 68,  -2,   6,14, 89.0, ⑬⑮,10, 6,Ｌカフェマｰシャル, 76,藤田伸, 0.6, 78,   6,   6, 9, 41.1, ⑩⑫
11, 9,Ｐアギャント, 32,藤懸貴, 1.7, 45,  -6, -12,12, 93.2, ⑩⑬,11, 4,Ｂロｰレルベロボｰグ, 70,浜中俊, 1.6, 60,   4, -11, 2,  4.6,⑦⑧⑦,11, 4,Ｏアルティザン, 63,川島信, 0.8, 67,  -2,   3,16,230.5, ⑩⑬,11,16,Ｈポアゾンブラック, 81,武幸四, 0.8, 74,  10,   0, 6, 11.5, ⑥⑧
12,12,Ｎクリノマナスル, 37,酒井学, 1.7, 48,  -5, -12,13,240.8, ⑫⑩,12,13,Ａシゲルオオカミザ, 70,藤懸貴, 1.7, 61,   2,  -6,12, 43.1,⑩⑭⑬,12,10,Ｃカネトシスタチュｰ, 72,高倉稜, 0.9, 64,   1,  -1,15, 95.2, ⑧⑦,12, 7,Ｍスマｰトキャスタｰ, 75,高倉稜, 0.9, 73,   0,   9,16,171.6, ⑮⑮
13, 6,Ｋサチヒメ, 46,古川吉, 1.9, 45,  -8, -11,11, 81.6, ⑭⑭,13, 1,Ｋメイショウオオカゼ, 62,池添謙, 1.9, 60,   2,  -8,14, 98.1,⑭⑬⑫,13,15,Ｈキングブラｰボ, 69,幸英明, 1.1, 63,   3,  -5,12, 60.5, ⑤⑤,13,15,Ｃキズマ, 85,蛯名正, 0.9, 74,  12,  -3, 2,  4.5, ④⑥
14, 3,Ｏレｰリュッケン, 37,柴山雄, 2.2, 40, -18,  -5,14,255.3, ⑯⑯,14, 2,Ｎキンショｰタイム, 60,松山弘, 2.0, 59,   1,  -6,15,155.0,⑮⑯⑯,14, 2,Ｍキｰブランド, 65,太宰啓, 1.2, 64,   1,  -3, 8, 40.8, ⑦⑨,14,14,Ｉサザンブレイズ, 80,藤岡佑, 1.0, 74,* 13,  -5, 7, 22.6, ③③
15, 8,Ｌグッバイタキオン, 42,田中健, 2.9, 36,  -1, -27,15,307.1, ⑤⑪,15, 9,Ｍトップエトワｰル, 61,高倉稜, 3.5, 47,   5, -28,16,251.2,⑤⑦⑥,15, 9,Ｉサワヤカユウタ, 69,菱田裕, 1.3, 63,  -4,   2,11, 52.7, ⑯⑯,15, 5,Ｏブルｰソックス, 73,ルメｰ, 1.1, 72,   5,   2,10, 49.8, ⑪⑪
16,15,Ｍヤマイチコマチ, 37,佐久間, 3.5, 30, -14, -20,16,434.1, ⑮⑮,16,15,Ｇヴォルカニック, 65,松田大, 6.2, 32,   5, -52, 8, 20.6,④⑤⑭,16, 6,Ｐブランアマン, 53,藤岡佑, 2.8, 50,*  5, -22,10, 45.4, ①①,16, 8,Ｎフリｰトアロｰ, 75,国分優, 2.8, 57,* 14, -22,14, 60.7, ①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,120円 複勝:01=250円 05=190円 10=130円 枠連:1,780円",,,,,,,,,,,,"単勝:1,830円 複勝:12=470円 14=430円 06=310円 枠連:2,280円",,,,,,,,,,,,"単勝:840円 複勝:11=180円 12=770円 03=110円 枠連:12,850円",,,,,,,,,,,,単勝:430円 複勝:13=190円 10=150円 03=600円 枠連:910円,,,,,,,,,,,
