13年10月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■10R  芝2400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｸﾄｰﾊﾞｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａマｰセブナカヤマ, 54,田辺裕,, 58,*  3,  -7, 1,  2.7, ①①, 1,10, マイネルロブスト,,五十嵐,,,,, 1,  2.0,②①①, 1, 6,Ｃサルバドｰルハクイ, 69,内田博,, 70,  -4,* 19, 4,  6.8, ⑯⑮, 1, 1,Ｃホッコｰブレｰヴ, 86,田辺裕,, 87,   5,* 20, 3,  4.9,⑪⑫⑬
 2, 4,Ｅディアポジション, 47,横山典, 0.4, 54,  -1,  -5, 3,  7.5, ⑥⑦, 2, 9, トップストライド,,石神深,210.4,,,, 4,  8.5,①③③, 2,10,Ｄキタサンミカヅキ, 68,武士沢, 0.3, 67,   3,   6, 3,  4.6, ⑤⑤, 2, 4,Ｏスｰパｰムｰン, 78,内田博, 0.0, 87,   8,* 14, 1,  4.2,⑧⑨⑩
 3, 2,Ｆダンディｰライアン, 44,梶晃啓, 0.5, 55,   1,  -8, 5,  9.0, ④④, 3, 8, ラインミッシェル,,大江原,210.8,,,, 3,  6.3,⑦⑤②, 3, 7,Ｅラヴィｰズバｰド, 68,津村明, 0.5, 66,   1,   7, 7, 18.6, ⑧⑨, 3, 6,Ｄマイネオｰチャｰド, 85,柴田大, 0.2, 84,   9,   4, 5, 11.1,③③④
 4, 6,Ｉゴｰルドクレセント, 38,北村宏, 0.5, 53,  -4,* -1,11, 43.9, ⑫⑪, 4, 2, プロジェクトブルｰ,,江田勇,211.1,,,, 7, 23.2,⑤④⑤, 4,14,Ｋザゲｰムイズオン, 60,戸崎圭, 0.8, 63,  -2,*  8, 5, 10.7, ⑬⑫, 4, 2,Ｆマイネルマｰク, 84,戸崎圭, 0.2, 83,   8,   9, 4,  6.7,⑤⑧⑦
 5,15,Ｃバイタルワンダｰ, 50,宮崎北, 0.7, 53,  -2,  -5, 9, 26.5, ⑨⑩, 5,14, ショウナンガｰデン,,金子光,211.3,,,, 2,  4.1,③②④, 5, 1,Ｍニシノオドリコ, 58,原田和, 0.9, 60,*  6,  -5,12, 92.4, ①①, 5,12,Ｇレオプログレス, 83,大野拓, 0.2, 83,   8,   8, 8, 21.6,⑥⑥⑧
 6, 7,Ｈトウカイリｰブル, 40,江田照, 0.7, 54,*  3, -13,16,153.6, ③②, 6, 6, フクノアトリア,,上野翔,211.6,,,, 8, 46.5,⑥⑥⑥, 6, 2,Ｉナスノクロス, 61,田中勝, 1.1, 58,*  6,  -6, 9, 33.5, ②②, 6, 5,Ｂジャングルハヤテ, 86,津村明, 0.3, 84,   8,  10,10, 26.5,⑨⑩⑪
 7, 8,Ｄジェイケイニュｰス, 49,戸崎圭, 0.8, 52,   0, -10, 4,  7.6, ⑤⑥, 7,13, アンシャンテルｰル,,高野和,212.3,,,, 6, 21.8,⑨⑧⑧, 7, 8,Ｊモレサンドニ, 61,蛯名正, 1.1, 60,   1,   1, 8, 22.8, ⑨⑧, 7,14,Ｎメイショウジンム, 79,後藤浩, 0.4, 82,   8,   7,13, 41.3,⑬⑪⑨
 8, 1,Ｂフライバイナイト, 51,松山弘, 1.2, 48,  -6,* -4, 8, 21.1, ⑮⑭, 8,12, カワキタバルク,,小野寺,217.7,,,,11,118.8,⑪⑪⑪, 8, 5,Ｂタイキグラミｰ, 71,石橋脩, 1.3, 57,*  5,  -6, 1,  3.7, ④④, 8,10,Ｋヴァｰゲンザイル, 81,田中勝, 0.6, 81,   5,  11, 7, 19.5,⑫⑬⑭
 9, 3,Ｋヴィｰグジャンプ, 35,津村明, 1.3, 49,  -1, -11,15,105.2, ⑪⑨, 9,11, キｰプトライン,,原田和,218.2,,,,14,156.4,⑩⑩⑩, 8, 3,Ａインストアイベント, 73,横山典, 1.3, 57,   2,  -2, 2,  3.9, ⑥⑥, 9, 9,Ｅクリｰルカイザｰ, 85,吉田豊, 0.7, 78,* 11,  -6, 2,  4.7,⑦④③
10,11,Ｌカプチｰノ, 35,柴田善, 1.4, 46,  -1, -13,14, 88.8, ⑧⑧,10, 5, エクセリオン,,浜野谷,218.3,,,, 5, 17.4,⑧⑦⑦,10,16,Ｎゴｰルドマズル, 53,上野翔, 1.3, 58,  -1,   2,16,306.2, ⑪⑩,10, 8,Ａトウカイオｰロラ, 87,柴田善, 0.9, 78,   7,   3,12, 41.1,⑭⑭⑫
11, 5,Ｍサクセスコｰド, 35,石橋脩, 1.8, 44,   0, -19, 2,  6.3, ⑦⑤,11, 1, ビｰトマグナム,,山本康,218.7,,,,10,103.0,④⑨⑨,11,13,Ｆハヤブサフィｰバｰ, 68,田辺裕, 1.6, 55,  -2,   2, 6, 18.5, ⑮⑬,11,16,Ｉコウエイオトメ, 82,丸田恭, 0.9, 75,   9,  -5,11, 32.1,④⑤⑤
