13年11月16日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年11月16日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊達特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｊヴァイスヴァｰサ, 40,菱田裕,, 68,  -3,* 12, 9, 28.3,⑥⑦④, 1, 4,Ａタルトオポム, 63,横山和,, 57,   1,*  3, 2,  3.4,⑩⑨⑩, 1, 9,Ｉアルスマルカｰト, 70,杉原誠,, 75,*  5,  11, 1,  3.6,④③③, 1, 5,Ａダノンフェニックス, 82,吉田隼,, 80,   3,* 16, 1,  3.2,⑪⑪⑨
 2, 8,Ｌデグニティクロｰズ, 39,川須栄, 0.2, 68,*  0,*  5, 8, 26.1,⑬②②, 2, 9,Ｄストｰリｰセラｰ, 52,津村明, 0.0, 60,  -1,*  7,10, 31.1,⑮⑪⑪, 2, 8,Ａエｰシンルクソｰル, 74,田中健, 0.4, 71,*  6,   6, 4,  8.1,②②②, 2, 6,Ｈシュピッツェ, 73,杉原誠, 0.2, 78,   4,* 10,11, 32.7,⑨⑩⑥
 3, 2,Ｎドリｰムエルダｰ, 33,原田和, 0.6, 63,* -1,   3,12, 62.9,①①①, 3,11,Ｇマｰシャルシップ, 48,吉田隼, 0.1, 58,   1,*  3, 4,  8.6,⑨⑩⑧, 3, 2,Ｃメテオｰリカ, 73,西村太, 0.6, 72,   2,* 13, 5, 10.8,⑪⑫⑩, 3, 3,Ｃマイネルスパｰブ, 77,柴山雄, 0.4, 73,*  5,   3, 6, 18.2,④④③
 4,13,Ｆガラパゴス, 47,津村明, 1.1, 60,  -2,   1, 5, 11.1,④④③, 4, 2,Ｈマイネルアミｰクス, 47,中井裕, 0.4, 55,   2,  -6, 3,  6.3,⑦⑦⑥, 4, 1,Ｅエルヘイロｰ, 72,平野優, 0.6, 73,   3,   8, 6, 12.2,⑤⑤⑤, 4, 1,Ｉジェイケイネオ, 72,丸田恭, 0.5, 74,  -1,* 13, 2,  4.2,⑭⑭⑫
 5,15,Ａタイセイパラゴン, 64,吉田隼, 2.0, 54,  -3,  -5, 2,  3.6,⑦⑧⑨, 5, 8,Ｉゴｰルドシェンロン, 45,柴山雄, 0.5, 51,*  7, -16, 6, 15.3,①①①, 5, 7,Ｇアルティメイトラブ, 71,横山和, 0.7, 67,*  7,   2, 3,  6.3,①①①, 5, 4,Ｆインプレザリオ, 74,村田一, 0.6, 73,   4,   4, 3,  5.5,⑦⑨⑤
 6, 7,Ｂワイマン, 54,伴啓太, 2.2, 53,  -4,  -4,11, 54.2,⑩⑩⑧, 6, 3,Ｂサムソンズシエル, 62,丸山元, 0.8, 48,*  5, -17, 1,  3.1,③③③, 6, 3,Ｈタニノセレナｰデ, 71,菱田裕, 0.7, 70,   2,  10,10, 21.6,⑨⑧⑥, 6, 8,Ｍテｰオｰレジェンド, 67,菱田裕, 0.8, 69,*  6,  -6, 9, 23.9,①②②
 7,14,Ｄミルキｰスマイル, 51,村田一, 2.5, 51,  -2, -11, 1,  3.5,⑤⑥⑦, 7,10,Ｐミュゼエクスプレス, 28,西田雄, 0.9, 49,   2, -12,15,186.7,⑧⑧⑨, 7,14,Ｌルｰ, 66,伊藤工, 0.7, 71,  -3,* 19, 9, 19.8,⑭⑭⑬, 7,10,Ｂベルゲンクライ, 79,黛弘人, 0.8, 70,   2,   3, 5, 16.4,⑫⑬⑪
 8, 5,Ｃアタリクジ, 53,中舘英, 2.9, 46,* -1, -16, 3,  5.4,②③⑤, 8,13,Ｃヒカルマナムスメ, 56,中舘英, 0.9, 51,   4, -14, 7, 18.8,⑤⑥⑤, 8,12,Ｆシンボリスウィフト, 72,花田大, 0.9, 69,   2,   8, 7, 16.8,⑬⑩⑨, 8,13,Ｇトウショウプライド, 74,二本柳, 1.1, 67,   2,  -2, 8, 21.8,⑬⑫⑩
 9, 1,Ｈコスモソウルメイト, 46,中井裕, 3.1, 50,  -8,  -7, 7, 14.9,⑭⑮⑬, 9, 6,Ｆコスモメリｰ, 51,黛弘人, 1.1, 47,   4, -17, 9, 22.8,⑥⑤⑦, 9, 4,Ｋゴｰルデンオブジェ, 70,中井裕, 1.0, 71,   1,   8, 8, 19.3,⑩⑪⑫, 9,16,Ｋプリュムロｰズ, 69,川島信, 1.2, 70,  -2,   9,16,158.3,⑯⑯⑮
10, 9,Ｉカｰライルシチｰ, 44,杉原誠, 3.2, 47,  -6, -10,14, 91.4,⑮⑫⑪,10, 1,Ｊジンライムデザイア, 45,高倉稜, 1.5, 42,   4, -24,13,139.7,④④④,10,13,Ｊベストブライアン, 70,大下智, 1.1, 68,   4,   5,11, 43.3,⑫⑦⑧,10,15,Ｄタイセイグルｰヴィ, 76,川須栄, 1.2, 68,   1,   1, 4,  6.4,⑮⑮⑭
11, 6,Ｏミリオンブライト, 29,黛弘人, 3.5, 44,  -8,  -9,13, 85.0,⑫⑭⑭,11, 7,Ｍエリｰザベスト, 41,川島信, 1.6, 41,*  5, -30, 5, 12.9,②②②,11,11,Ｂメイショウソラｰレ, 73,伴啓太, 1.2, 66,   4,   2, 2,  4.0,⑧⑥⑦,11,11,Ｅマジックポスト, 74,木幡初, 1.4, 64,   4,  -8,10, 25.7,⑧⑧⑧
12,12,Ｇドラゴンヘッド, 46,高倉稜, 3.7, 41,* -1, -22, 4,  8.6,③⑤⑥,12,12,Ｋコスモヘルム, 43,川須栄, 2.4, 36,   0, -27, 8, 20.8,⑭⑭⑬,12, 5,Ｄスｰサンストリｰム, 73,城戸義, 1.9, 61,   2,  -1,12, 51.0,⑦⑨⑪,12, 9,Ｌヤマニンアルゴシｰ, 69,中井裕, 1.4, 63,*  6, -16, 7, 20.4,②①①
13,10,Ｅコスモチャイム, 48,木幡初, 3.8, 43,  -7, -14, 6, 14.2,⑨⑪⑫,13,14,Ｅエフティマルス, 51,木幡初, 2.5, 34,  -1, -29,11, 56.8,⑫⑬⑫,13, 6,Ｍキュウシュウソダチ, 57,菅原隆, 2.9, 54,   4, -12,14,289.5,③④④,13, 7,Ｊガウチョ, 71,高倉稜, 1.7, 59,*  5, -16,13, 87.8,⑤⑤④
14, 4,Ｋマイガｰル, 39,柴山雄, 3.9, 43,  -7, -12,10, 45.7,⑪⑬⑮,14, 5,Ｌグロｰバルメジャｰ, 41,伴啓太, 2.6, 33,  -2, -26,16,257.1,⑬⑮⑭,14,10,Ｎラノララク, 50,原田和, 3.6, 49,   1, -13,13, 75.7,⑥⑬⑭,14,14,Ｎマイネルバランシン, 66,丸山元, 2.3, 53,*  5, -26,12, 66.4,⑥③⑦
15, 3,Ｍラブクロス, 36,西田雄, 4.8, 37,  -4, -25,15,116.2,⑧⑨⑩,15,16,Ｏコスモカイヤナイト, 28,伊藤工, 3.0, 31,  -4, -27,14,183.8,⑯⑯⑯,,,,,,,,,,,,,15,12,Ｐセルリアンレッド, 52,田中健, 3.3, 46,   4, -37,15,148.5,③⑥⑬
,,,,,,,,,,,,16,15,Ｎアサクラ, 29,菱田裕, 3.9, 24,  -1, -47,12, 91.3,⑪⑫⑮,,,,,,,,,,,,,16, 2,Ｏラヴネヴァｰダイズ, 57,田中博, 4.4, 39,*  5, -54,14,133.7,⑩⑦⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-4),,,,,,,,,,,
