13年 9月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 9月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,内房ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｊメイショウカイモン, 22,田中勝,, 51, -17,   4, 6, 20.2, ⑦⑦, 1, 9,Ａメジャｰプレゼンス, 62,勝浦正,, 58,*  4,* -3, 4, 10.6,②②②, 1,12,Ｈサンバジｰリオ, 70,石橋脩,, 77,   7,*  3, 3,  5.8,⑬⑭⑧, 1, 6,Ｅキモンレッド, 83,高倉稜,, 81,* 15,   6,10, 47.6, ②③
 2, 2,Ｉクラシックマｰク, 31,吉田豊, 0.2, 51, -21,*  6, 3,  6.1, ⑨⑨, 2, 8,Ｂウインフェロｰ, 59,戸崎圭, 0.0, 59,   3,* -1, 1,  2.1,⑤⑤④, 2,14,Ｎファｰストエバｰ, 61,田中勝, 0.3, 74,   4,*  3,12, 86.4,⑮⑮⑮, 2, 8,Ｂユメノキラメキ, 85,戸崎圭, 0.0, 81,  13,   7, 6, 16.8, ④④
 3, 3,Ｂクラウンデュナミス, 45,松岡正, 0.5, 44, -15,  -5, 2,  4.6, ⑤⑤, 3, 7,Ｃスペシャルリッチ, 55,石橋脩, 0.9, 53,*  4, -10, 2,  3.4,⑧④③, 3, 5,Ｊコンドッティエｰレ, 67,丸山元, 0.5, 70,   7,* -6,11, 73.6,⑭⑬⑫, 3,10,Ｈインディｰズゲｰム, 83,田中勝, 0.1, 81,   6,  14, 3,  7.0, ⑧⑦
 4,12,Ａマンハッタンヘンジ, 52,石橋脩, 0.5, 43,* -9, -10, 1,  1.8, ②②, 4,12,Ｉカレンナデルガｰド, 50,草野太, 1.2, 52,   1,  -5,13,254.6,⑬⑪⑧, 4, 3,Ｂオメガユニコｰン, 78,横山典, 0.5, 68,  11, -14, 2,  3.8,⑦⑦⑥, 4, 2,Ｊロｰブドヴルｰル, 81,柴田大, 0.1, 80,   8,  11, 7, 21.6, ⑥⑥
 5, 9,Ｄドラゴンヘッド, 39,柴田善, 0.6, 42, -16,  -5, 5, 18.6, ⑧⑥, 5, 1,Ｍエアブルｰノ, 40,三浦皇, 1.5, 50,   2, -10,10, 82.0,⑨⑩⑩, 5, 4,Ｃノｰブルジュピタ, 77,嶋田純, 0.6, 68,  10, -14, 8, 18.6,⑨⑧⑨, 5, 3,Ｃケビンドゥ, 85,内田博, 0.1, 81,* 16,   4, 4,  7.8, ①①
 6,11,Ｇラブシュｰペ, 36,丸山元, 0.6, 46, -28,*  7,11,197.0, ⑩⑩, 6,10,Ｆティアップビクタｰ, 53,大野拓, 1.5, 50,*  5, -15, 6, 16.0,③③⑤, 6, 1,Ｌニシノヘリオス, 62,大野拓, 0.6, 68,  12, -22, 9, 23.5,⑤⑤③, 6, 9,Ｍラインジェシカ, 73,嶋田純, 0.3, 77,  -3,* 20,13,222.2, ⑫⑫
 7, 5,Ｅナイトアンドデイ, 38,嘉藤貴, 0.7, 41,* -8, -14, 7, 37.6, ①①, 7,11,Ｊサクラフラムドｰル, 49,松岡正, 2.1, 44,*  5, -22, 3,  8.4,①①①, 7, 7,Ｄルネッタアスｰル, 75,花田大, 0.6, 67,* 16, -30, 6, 13.5,①①①, 7, 4,Ｇシゲルソウサイ, 83,松岡正, 0.4, 77,   2,  14, 5, 10.8, ⑩⑨
 8, 4,Ｃコスモラヴコｰル, 43,柴田大, 0.7, 42, -11, -12, 4,  6.9, ④③, 8, 5,Ｄフレッシュドｰル, 54,柴山雄, 2.1, 45,   2, -17, 5, 13.8,⑫⑧⑥, 8,11,Ｋマイネルグラｰド, 66,柴田大, 0.6, 71,   9, -13, 5, 11.7,⑩⑩⑤, 8, 1,Ａカフェシュプリｰム, 87,柴田善, 0.5, 76,  12,   4, 2,  4.0, ⑤⑤
 9, 1,Ｈクリキントン, 32,西田雄, 0.8, 40, -11, -11,10,134.0, ③④, 9, 4,Ｇメイショウトリトン, 52,山崎亮, 2.4, 44,   0, -15,11,102.8,⑩⑫⑫, 9, 6,Ｏダンディｰソル, 57,高倉稜, 0.9, 66,   9, -17,13,119.8,⑧⑨⑪, 9,11,Ｄトｰホウプリンセス, 84,石橋脩, 0.5, 77,   1,  14, 9, 38.7, ⑪⑪
10, 8,Ｋカシノトロピカル, 17,原田和, 2.0, 27, -31,  -7,12,399.2, ⑪⑪,10, 3,Ｋモカ, 46,内田博, 2.5, 42,   1, -17, 7, 24.9,⑦⑨⑪,10,15,Ｅトｰセンビジュｰ, 74,江田照, 1.0, 67,   9, -15, 7, 16.5,⑫⑫⑩,10,12,Ｋトｰセンナスクラ, 81,大野拓, 0.6, 77,   3,  11, 8, 26.1, ⑨⑩
11,10,Ｆミスリバティｰ, 37,長岡禎, 2.7, 17, -13, -33, 9,108.4, ⑥⑧,11, 6,Ｈレッドタイフｰン, 52,宮崎北, 3.3, 37,   3, -27, 8, 27.1,⑪⑥⑦,11, 2,Ｉディｰプスノｰ, 68,木幡初, 1.5, 61,   8, -25,14,128.2,⑪⑪⑭,11, 7,Ｌウッドシップ, 80,丸山元, 0.8, 74,   5,   7,11, 53.9, ⑦⑧
,,,,,,,,,,,,12,13,Ｅオランジュドｰル, 54,横山和, 3.3, 38,   3, -27, 9, 30.4,⑥⑦⑨,12, 9,Ｍニシノレゾネ, 61,勝浦正, 1.5, 61,  12, -33,15,279.3,⑥⑥⑦,12,14,Ｉルミナスウイング, 82,横山典, 1.0, 72,* 15,  -3, 1,  2.4, ③②
,,,,,,,,,,,,13, 2,Ｌサラマジック, 43,平野優, 6.1, 24,  -1, -42,12,183.8,④⑬⑬,13, 8,Ｇクロスボウ, 70,吉田豊, 2.1, 57,* 15, -49, 4,  6.2,②②②,13, 5,Ｆグロｰリｰルピナス, 83,杉原誠, 1.0, 72,  -7,* 17,14,331.9, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ａサトノヒｰロｰ, 82,北村宏, 3.3, 49,* 13, -63, 1,  3.5,③③④,14,13,Ｎオｰスミレジスタ, 68,大庭和, 1.1, 71,  -3,  13,12,125.2, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｆニロティカス, 71,長岡禎, 4.0, 46,* 14, -72,10, 67.3,④④⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
