13年12月 1日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月 1日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
12, 7,Ｍレッドロｰズキング, 40,田辺裕, 1.9, 44,  -4, -10,11,195.1, ⑫⑪,12, 4, クリノメダリスト,,大江原,201.0,,,, 8, 34.2,⑬⑬⑬,12, 7,Ｌファンファｰレ, 51,柴山雄, 1.8, 49,*  8, -18, 6, 15.7, ②②,12,14,Ｈアグネスウイッシュ, 75,吉田豊, 0.7, 70,  -3,  10, 9, 41.9, ⑭⑭
13,13,Ｋイナカノホシ, 40,嘉藤貴, 2.6, 39,  -3, -16,12,265.3, ⑪⑫,13,11, カシマシャドウ,,上野翔,202.3,,,,12,108.0,⑫⑫⑫,,,,,,,,,,,,,13, 7,Ｎグロｰリｰルピナス, 71,原田和, 0.7, 69,   3,   3,16,496.4, ⑪⑪
14, 5,Ｐケイツｰウラノス, 14,武士沢, 2.8, 38, -13, -10,14,391.2, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｌダノンフェアリｰ, 72,和田竜, 0.8, 68,  11,  -6, 6, 27.4, ⑤④
15, 4,Ｎカンタベリｰワルツ, 35,木幡初, 3.0, 37, -13, -10,13,351.8, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｐタｰニングポイント, 69,宮崎北, 1.0, 66,  12,  -8,13,138.6, ④⑥
16,12,Ｏエヌワイゴｰルド, 26,田中博, 4.3, 26, -15, -21,16,482.8, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｋロｰドバロック, 72,田辺裕, 1.2, 64,  -4,   5,12,128.7, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:4),,,,,,,,,,,
"単勝:140円 複勝:01=110円 06=350円 11=250円 枠連:1,330円",,,,,,,,,,,,単勝:190円 複勝:10=110円 02=130円 03=370円 枠連:230円,,,,,,,,,,,,"単勝:1,230円 複勝:10=360円 01=170円 05=350円 枠連:560円",,,,,,,,,,,,"単勝:500円 複勝:12=180円 01=140円 10=1,740円 枠連:530円",,,,,,,,,,,
"馬連:1,240円 ワイド:01-06=520円 01-11=400円 06-11=1,650円",,,,,,,,,,,,馬連:210円 ワイド:02-10=140円 03-10=700円 02-03=760円,,,,,,,,,,,,"馬連:2,500円 ワイド:01-10=930円 05-10=2,070円 01-05=560円",,,,,,,,,,,,"馬連:530円 ワイド:01-12=320円 10-12=5,230円 01-10=4,140円",,,,,,,,,,,
"馬単:1,590円 3連複:3,250円 3連単:11,080円",,,,,,,,,,,,"馬単:350円 3連複:1,300円 3連単:3,250円",,,,,,,,,,,,"馬単:6,040円 3連複:8,210円 3連単:52,140円",,,,,,,,,,,,"馬単:1,360円 3連複:18,080円 3連単:66,040円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(牝) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,ﾀｰｺｲｽﾞｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｇキネオフライト, 58,北村宏,, 64,   4,* -5, 1,  3.2,⑩⑤④, 1, 6, ポケットエｰス,---,三浦皇,, 46,*-27,*  1, 3,  4.3, ②②, 1,15,Ｅナムラビｰム, 73,三浦皇,, 70,*  7,   3, 5,  8.2, ①①, 1, 4,Ｃレイカｰラ, 86,石橋脩,, 86,  11,* 15, 2,  3.7,⑧⑥⑥
 2, 9,Ｊパナシュドｰル, 54,田辺裕, 0.3, 63,   4,* -5, 6, 14.8,⑧⑦⑥, 2, 2, コスモドガ,---,柴田大, 0.3, 41,*-26,  -4, 1,  2.8, ①①, 2,13,Ｂビｰビｰボイジャｰ, 75,江田照, 0.0, 69,*  5,   4, 8, 22.4, ④④, 2, 3,Ｉノボリディアｰナ, 78,横山典, 0.0, 82,  17,   7, 3,  6.3,②③③
 3,14,Ｃドリｰムエルダｰ, 66,原田和, 0.7, 60,*  6, -14, 7, 21.9,①①①, 3,12, サンメンフィス,---,上野翔, 0.6, 38, -32,  -1, 5, 10.6, ⑦⑦, 3,16,Ａピグマリオン, 77,田中勝, 0.1, 68,   4,   5, 1,  3.1, ⑦⑧, 3, 8,Ａミッドサマｰフェア, 87,蛯名正, 0.1, 85,   7,* 21, 6, 12.1,⑩⑫⑫
 4, 7,Ｅメリｰウィドウ, 62,石橋脩, 1.3, 56,*  5, -18, 2,  3.4,②②②, 4, 9, カシノレント,---,的場勇, 0.6, 37, -32,  -2,10, 81.5, ⑤⑥, 4, 2,Ｆサｰストンデンバｰ, 72,柴田善, 0.2, 67,   4,   3, 2,  4.3, ⑤⑤, 4, 9,Ｊマイネイディｰル, 78,石神深, 0.3, 78,* 22,  -9, 9, 47.2,③②②
 5, 8,Ａデグニティクロｰズ, 68,蛯名正, 1.5, 55,   4, -17, 3,  5.1,④④⑤, 5,10, アラマサクリスエス,---,松岡正, 0.6, 38, -29,  -4, 2,  4.1, ③③, 5,10,Ｐカワキタシャウト, 50,松岡正, 0.2, 67,  -2,*  9,16,226.8, ⑬⑬, 5, 2,Ｇウインクリアビュｰ, 82,北村宏, 0.4, 79,  13,   8, 8, 26.5,⑦④④
 6, 1,Ｉポッドタイム, 58,嘉藤貴, 1.6, 54,   2, -14, 9, 63.0,⑦⑨⑧, 6,11, サプライズライン,---,田辺裕, 0.6, 39, -37,*  4, 4,  5.6, ⑪⑨, 6, 9,Ｃタイキグラミｰ, 74,石橋脩, 0.3, 67,   1,   5, 6, 11.8, ⑩⑪, 6, 7,Ｄトｰセンベニザクラ, 85,田中勝, 0.5, 79,   9,  12, 4,  7.0,⑨⑩⑩
 7,10,Ｆコスモラヴモア, 60,柴田大, 1.8, 53,*  5, -22, 5,  9.6,⑥③③, 7,13, アイティファｰスト,---,江田照, 0.8, 35, -31,  -6, 7, 32.3, ④⑤, 7, 5,Ｌシャトルアップ, 65,柴山雄, 0.3, 67,*  5,   1,11,132.6, ②②, 7,10,Ｅダンスファンタジア, 84,柴田善, 0.5, 80,  10,  11, 7, 13.4,⑪⑧⑧
 8,12,Ｂディアヴォｰグ, 66,大庭和, 2.0, 53,   0, -13, 8, 22.3,⑪⑪⑪, 8, 7, フジミノル,---,柴田善, 0.9, 35, -32,  -5,11, 87.5, ⑥④, 8, 4,Ｊスズヨストラ, 67,北村宏, 0.3, 66,   3,   4,10, 78.1, ⑧⑥, 8, 5,Ｋフロｰラルホｰル, 75,吉田豊, 0.5, 80,   7,* 15,12,138.1,⑫⑪⑪
 9,13,Ｍバロンドｰル, 42,三浦皇, 2.1, 52,   1, -17,10, 97.0,⑨⑩⑨, 9, 3, ジョウノロｰズ,---,吉田豊, 1.2, 30, -35,  -7, 8, 32.5, ⑨⑧, 9, 6,Ｇシュナップス, 71,横山典, 0.3, 66,   0,   7, 3,  5.7, ⑫⑩, 9, 1,Ｆウインプリメｰラ, 84,和田竜, 0.6, 78,  13,   4, 1,  3.1,④⑤⑤
10, 3,Ｄトｰセンエンブレム, 63,江田照, 2.5, 49,   3, -25, 4,  7.1,③⑥⑦,10, 4, ムｰンパスラブ,---,柴山雄, 1.6, 27, -45,  -1, 6, 23.7, ⑬⑬,10,14,Ｉアドバンスコンドル, 68,田中博, 0.3, 67,*  6,   1,14,141.0, ③③,10,12,Ｂアミカブルナンバｰ, 86,松岡正, 0.7, 77,  11,   5, 5,  9.6,⑤⑦⑦
11, 4,Ｋロブロイクリス, 53,宮崎北, 2.7, 49,   0, -19,15,373.8,⑬⑫⑬,11, 5, デュフｰル,---,武士沢, 1.6, 26, -40,  -7,13,201.6, ⑫⑪,11, 7,Ｄセツナ, 74,和田竜, 0.5, 65,  -4,*  8, 4,  6.5, ⑯⑯,11, 6,Ｈエスピナアスｰル, 78,柴田大, 0.7, 78,   8,   9,11, 63.5,⑥⑨⑨
12, 5,Ｈニシノモリンガ, 58,松岡正, 2.8, 48,  -1, -19,11,109.7,⑫⑬⑫,12, 8, シゲルシナノ,---,原田和, 1.7, 24, -34, -13,12,166.3, ⑩⑩,12, 1,Ｎハイエストクライム, 63,武士沢, 0.5, 65,  -3,*  7,12,135.6, ⑮⑮,12,11,Ｌビｰナストリック, 67,江田照, 1.6, 64,* 22, -28,10, 49.4,①①①
13, 6,Ｎアンジュバｰグ, 36,和田竜, 3.0, 48,   3, -27,13,251.7,⑤⑧⑩,13, 1, フェスティヴシｰ,---,田中勝, 2.4, 13, -36, -21, 9, 57.8, ⑧⑫,13, 8,Ｏタツショウワ, 62,原田和, 0.6, 64,   3,   1, 9, 42.9, ⑥⑦,,,,,,,,,,,,
14, 2,Ｌニヴォｰズ, 47,武士沢, 3.4, 47,  -3, -18,12,155.1,⑮⑭⑭,,,,,,,,,,,,,14, 3,Ｈフィンデルムンド, 70,木幡初, 0.7, 64,  -1,   4, 7, 19.4, ⑭⑭,,,,,,,,,,,,
15,11,Ｏロｰツェ, 28,柴山雄, 4.6, 38,  -5, -25,14,297.2,⑭⑮⑮,,,,,,,,,,,,,15,11,Ｍヘンリｰフォンテン, 64,吉田豊, 0.8, 63,   1,   2,15,162.8, ⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｋアファｰブル, 67,蛯名正, 0.9, 61,   0,   1,13,138.2, ⑪⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:4),,,,,,,,,,,
単勝:320円 複勝:15=170円 09=400円 14=600円 枠連:710円,,,,,,,,,,,,単勝:430円 複勝:06=170円 02=130円 12=240円 枠連:630円,,,,,,,,,,,,"単勝:820円 複勝:15=270円 13=520円 16=160円 枠連:2,620円",,,,,,,,,,,,"単勝:370円 複勝:04=150円 03=230円 08=340円 枠連:1,280円",,,,,,,,,,,
"馬連:2,230円 ワイド:09-15=800円 14-15=1,420円 09-14=3,560円",,,,,,,,,,,,馬連:660円 ワイド:02-06=270円 06-12=740円 02-12=520円,,,,,,,,,,,,"馬連:15,120円 ワイド:13-15=3,570円 15-16=640円 13-16=1,160円",,,,,,,,,,,,"馬連:1,370円 ワイド:03-04=620円 04-08=960円 03-08=1,480円",,,,,,,,,,,
"馬単:3,270円 3連複:16,570円 3連単:55,750円",,,,,,,,,,,,"馬単:1,380円 3連複:1,400円 3連単:7,160円",,,,,,,,,,,,"馬単:27,690円 3連複:14,510円 3連単:141,760円",,,,,,,,,,,,"馬単:2,850円 3連複:6,610円 3連単:30,790円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝2500m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,霞ヶ浦特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂムｰドスウィングス, 61,田辺裕,, 63, -12,* 12, 3,  5.6,⑯⑬⑫, 1, 6, ミュゼストリｰト,---,北村宏,, 49, -22,* 13, 2,  3.7,⑧⑦④, 1,10,Ｐヒメサクラ, 71,柴田大,, 79,*  6,  14, 9, 31.2,②②②, 1, 7,Ｉマイネルジェイド, 74,松岡正,, 88,   2,* 17, 8, 16.4,⑦⑥④
 2, 7,Ａマイネルヴェルト, 68,松岡正, 0.1, 57,* -7,  -2, 2,  5.2,②②②, 2, 1, ツクバホシノオｰ,---,柴田善, 0.3, 48, -23,* 14, 1,  2.8,⑪⑪⑪, 2,11,Ｂアサクサポイント, 81,吉田豊, 0.0, 82,   3,* 19, 8, 21.8,⑧⑦⑧, 2, 3,Ｌマイネルリヒト, 68,和田竜, 0.1, 84,   3,   9, 9, 44.5,③③③
 3, 5,Ｅラハイナルナ, 53,蛯名正, 0.3, 61, -14,* 10, 1,  1.8,⑰⑯⑭, 3, 5, サピエンティア,---,蛯名正, 1.0, 43, -22,   6, 5, 14.0,⑩⑨⑧, 3, 2,Ｃヒラボクマジック, 81,北村宏, 0.0, 81,   2,* 21, 2,  4.1,⑩⑪⑩, 3,12,Ａピュアソルジャｰ, 82,吉田豊, 0.4, 89,  -1,* 21, 2,  5.8,⑫⑫⑫
 4, 8,Ｆイタリアンフェッテ, 49,木幡初, 0.3, 57,* -8,   0,11,133.9,⑤⑥⑦, 4, 4, ミレシア,---,三浦皇, 1.1, 41,*-20,   0, 8, 34.5,②②②, 4, 6,Ｊセンキ, 78,蛯名正, 0.0, 81,   4,  18, 3,  6.4,⑮⑧⑨, 4, 5,Ｅミレニアムゴｰルド, 78,蛯名正, 0.6, 82,   2,  10, 3,  6.3,⑥⑦⑦
 5, 1,Ｉチリトテチン, 44,大庭和, 0.5, 55,* -7,  -2,12,200.3,③⑤⑥, 5, 2, カネトシモナカ,---,木幡初, 1.2, 43, -23,   6,11,108.8,⑨⑩⑩, 5, 4,Ｄクリノヒマラヤオｰ, 80,石橋脩, 0.1, 80,   5,  15, 4,  8.9,④④④, 5, 1,Ｆマイネルテンクウ, 77,柴田大, 0.6, 75,*  4,  -3, 5,  9.0,②②②
 6,15,Ｃコスモカパルア, 57,嘉藤貴, 0.6, 52,* -8,  -5, 7, 28.3,⑧⑦⑤, 6, 7, ネクストロｰド,---,柴山雄, 1.2, 40, -20,   1, 9, 41.3,④④⑥, 6,12,Ｇトウショウギフト, 79,松岡正, 0.3, 78,   2,  18, 7, 15.5,⑬⑫⑪, 6, 4,Ｄマイネルサンオペラ, 78,石橋脩, 0.6, 84,   0,  14, 6,  9.5,⑨⑩⑨
 7,14,Ｊミュゼクリエイタｰ, 44,三浦皇, 0.6, 56, -12,   2,10, 43.2,⑨⑪⑩, 7,11, ベストヴィジョン,---,田中博, 1.2, 41, -21,   1, 6, 16.4,⑥⑥③, 7, 1,Ａイッシンドウタイ, 86,横山典, 0.4, 76,   3,  16, 1,  2.5,⑦⑨⑦, 7,11,Ｈルシャンベルタン, 75,柴田善, 0.7, 86,  -1,* 16,10, 50.7,⑪⑪⑩
 8,16,Ｐマイネルミランダス, 33,柴田大, 0.6, 51,* -8,  -8, 8, 40.0,④③③, 8, 3, グットノイズ,---,田辺裕, 1.2, 38,*-19,  -1, 3,  4.3,①①①, 8, 8,Ｋスカｰレル, 78,三浦皇, 0.7, 75,*  6,   9,13,131.6,③③③, 8, 6,Ｇコスモカンタｰビレ, 75,柴山雄, 0.7, 81,   0,  11,11, 69.2,⑩⑧⑤
 9,12,Ｎカワキタアロｰ, 35,吉田豊, 0.6, 54,  -9,  -2, 9, 40.3,⑪⑨⑨, 9, 9, メイクザカット,---,石橋脩, 1.4, 40, -22,   3,10, 45.0,⑦⑧⑨, 9, 3,Ｅトップオブカハラ, 80,宮崎北, 0.9, 76,   1,  17,14,149.4,⑯⑯⑯, 9, 2,Ｊセミニョン, 72,田辺裕, 0.9, 70,*  6, -10, 7, 11.6,①①①
10, 2,Ｄボｰノボｰノ, 56,田中勝, 0.7, 52,  -9,  -3, 5, 18.1,⑦⑧⑧,10,10, ホワイトスネｰク,---,吉田豊, 1.8, 36, -21,  -4, 7, 23.6,⑤⑤⑦,10,15,Ｌオリオンザスタｰ, 76,田辺裕, 1.2, 70,   5,   6, 5, 12.7,⑥⑥⑥,10, 8,Ｂアｰスステップ, 82,北村宏, 1.0, 77,   0,   6, 1,  2.8,⑧⑨⑪
11,17,Ｍダイワインテンス, 37,北村宏, 0.9, 46,* -8, -11, 4, 10.0,⑥④④,11, 8, ストラクチャｰド,---,柴田大, 1.9, 35,*-20,  -5, 4,  7.4,③③⑤,11, 7,Ｍテｰオｰストｰム, 72,武士沢, 1.2, 76,   1,  14,16,398.7,⑭⑮⑬,11,10,Ｃアドマイヤネアルコ, 78,田中勝, 1.3, 71,   3,  -5, 4,  6.8,④⑤⑥
12,13,Ｏアイヅバレット, 35,和田竜, 1.0, 51, -12,  -2,13,262.6,⑬⑫⑪,,,,,,,,,,,,,12,16,Ｎポルスタｰシャイン, 72,田中勝, 1.3, 71,   3,  10,10, 48.5,⑫⑬⑭,12, 9,Ｋゴｰゴｰヒュウガ, 68,的場勇, 1.7, 66,   3, -11,12,238.8,⑤④⑧
13, 6,Ｈクリノグラスオｰ, 44,田中博, 1.0, 54, -15,*  5,14,471.6,⑭⑰⑯,,,,,,,,,,,,,13,14,Ｆリアライズナマステ, 79,大庭和, 1.3, 70,*  6,   3,11, 90.3,①①①,,,,,,,,,,,,
14, 3,Ｇファイネストアワｰ, 48,石橋脩, 1.1, 51, -12,  -2, 6, 22.4,⑫⑭⑬,,,,,,,,,,,,,14, 5,Ｈラヴェルソナタ, 79,柴田善, 1.6, 67,   5,   3, 6, 14.8,⑤⑤⑤,,,,,,,,,,,,
15, 4,Ｋフリｰクウェｰブ, 43,宮崎北, 1.3, 43,* -6, -19,15,476.4,①①①,,,,,,,,,,,,,15, 9,Ｉエｰペックス, 78,江田照, 1.6, 70,   2,   9,12,111.0,⑪⑭⑫,,,,,,,,,,,,
16, 9,Ｌグリｰンソｰド, 39,武士沢, 1.8, 43, -15,  -8,16,478.9,⑱⑱⑱,,,,,,,,,,,,,16,13,Ｏクラリスピンク, 71,和田竜, 3.4, 59,   3,  -9,15,294.7,⑨⑩⑮,,,,,,,,,,,,
17,10,Ｒレオパフュｰム, 22,的場勇, 1.8, 41, -14, -11,17,661.6,⑮⑮⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,Ｑポッドソレイユ, 32,江田照, 2.8, 28, -11, -31,17,661.6,⑩⑩⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-21 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:4),,,,,,,,,,,
