13年 5月26日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 5月26日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1400m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000sﾀﾞｰﾋﾞｰﾒﾓﾘｰｽﾞﾃﾞｨｰﾌﾟｲﾝﾊﾟｸﾄｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｊウインクルキラリ, 55,熊沢重,, 69,*  2,  -1, 9, 23.3,①①①, 1, 9, アドマイヤサイモン,,西谷誠,,,,, 2,  4.4,②②②, 1, 3,Ｉイｰスタｰパレｰド, 74,荻野琢,, 80,* 16,  -2, 6, 11.8,③②②, 1,16,Ｐサクラアドニス, 74,秋山真,, 90,* 15,  11,16,135.7, ②②
 2, 5,Ｃウエスタンレベッカ, 65,高倉稜, 0.2, 68,*  0,  -3, 3,  6.0,③②②, 2, 1, テイエムオウショウ,,高田潤,193.4,,,, 4,  7.6,③④④, 2, 1,Ｄアサクサショパン, 76,北村友, 0.1, 80,  14,*  3, 2,  4.6,⑦⑦⑥, 2, 8,Ｈクィｰンズバｰン, 83,池添謙, 0.2, 89,* 16,   8, 2,  6.7, ①①
 3,10,Ｂクｰファゲルニカ, 66,浜中俊, 0.3, 66,*  0,  -1, 1,  2.5,⑤④④, 3, 2, タッチドヘヴンリｰ,,北沢伸,193.6,,,, 7, 15.0,⑤⑤③, 3, 9,Ｈトゥルｰフレンド, 74,秋山真, 0.9, 74,  13,  -3, 9, 22.2,⑨⑧⑧, 3, 1,Ｉカイシュウコロンボ, 83,松田大, 0.4, 85,   9,* 14,10, 27.9, ⑦⑦
 4, 9,Ｄメイショウグレア, 64,中井裕, 0.6, 68,  -5,*  8, 5, 13.5,⑪⑪⑨, 4,14, プレミアムパス,,浜野谷,193.9,,,, 6, 12.5,④①①, 4,16,Ｂスカイウエイ, 77,高田潤, 0.9, 74,  15,  -8, 1,  3.1,⑥⑤③, 4,18,Ｆマヤノリュウジン, 86,浜中俊, 0.6, 83,* 13,   6, 1,  3.1, ④③
 5,11,Ａラカ, 68,北村友, 0.8, 64,  -4,   0, 2,  4.9,⑬⑩⑩, 5, 5, ラガｰリンリン,,熊沢重,194.2,,,, 1,  3.2,①③⑤, 5, 7,Ｎマｰメイドティアラ, 66,川須栄, 1.1, 76,  14,  -6,14,111.9,④⑥⑦, 5, 3,Ｄセイルラｰジ, 86,岡田祥, 0.7, 82,   6,* 14, 7, 15.8, ⑪⑪
 6, 1,Ｈチョウワンダｰ, 57,太宰啓, 1.1, 61,  -4,  -4, 8, 20.3,⑨⑨⑧, 6, 6, アイアンセラヴィ,,田村太,194.7,,,, 3,  4.4,⑧⑥⑥, 6, 2,Ｌマヤノカデンツァ, 71,国分優, 1.2, 75,  10,* -1,10, 29.6,⑭⑬⑬, 6, 2,Ｏブラボｰスキｰ, 75,高倉稜, 0.7, 82,  12,   6, 4,  7.5, ③⑤
 7,14,Ｎシナジｰウィスパｰ, 47,川須栄, 1.1, 58,*  0, -16, 4,  8.7,⑧③③, 7, 7, カワキタバルク,,鈴木慶,195.4,,,,12, 90.3,⑪⑦⑦, 7,12,Ｆロゼッタストｰン, 75,岡田祥, 1.2, 74,  11,  -2, 8, 19.9,⑪⑫⑫, 7, 9,Ｂシルクアｰネスト, 88,丸山元, 0.9, 79,   6,* 13, 8, 17.7, ⑭⑭
 8, 6,Ｆナンヨｰカノン, 59,吉田隼, 1.2, 60,  -5,  -3, 6, 16.0,⑯⑬⑬, 8,10, リバｰクリｰク,,黒岩悠,195.6,,,,13, 91.0,⑩⑨⑧, 8, 8,Ｍクレバｰペガサス, 67,鮫島良, 1.8, 71,   9,  -2,15,270.6,⑮⑮⑮, 8,10,Ａダノンプログラマｰ, 94,四位洋, 1.0, 78,   3,* 14, 5,  9.5, ⑰⑰
