13年 8月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 8月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9,12,Ｋマイネウェリナ, 43,田辺裕, 1.0, 47,   2, -24, 8, 17.8, ⑫⑩, 9, 8, メジロハクリュウ,,山本康,190.7,,,, 6, 20.5,②②③, 9,16,Ｌイフウドウドウ, 52,西田雄, 1.1, 54,   0,  -5,15, 91.1, ⑫⑪, 9, 4,Ｃルチャドルアスｰル, 81,平野優, 0.8, 71,*  5,   3, 3,  6.1, ①①
10, 8,Ｉスズプリンセス, 45,大野拓, 1.1, 44,*  4, -31, 4, 10.2, ⑧⑥,10,10, アンシャンテルｰル,,高野和,191.1,,,, 1,  3.5,⑧⑫⑪,10, 6,Ｎグレイスヒｰロｰ, 44,田辺裕, 1.2, 54,   0,  -5,14, 81.4, ⑬⑫,10,11,Ｍドナリサ, 76,大野拓, 0.9, 70,  -6,  12, 9, 18.1, ⑫⑪
11, 7,Ｎプランドｰル, 36,杉原誠, 1.3, 43,  -5, -20,14,227.1, ⑱⑱,11, 4, ドリｰムチャｰジ,,難波剛,192.2,,,, 5, 15.1,⑪⑬⑬,11,18,Ｄフライトゥザピｰク, 61,嶋田純, 1.3, 51,  -3,  -2, 7, 12.3, ⑰⑱,11, 2,Ｈクレバｰアポロ, 77,田辺裕, 1.1, 67,  -4,   9,10, 26.8, ⑨⑨
12,11,Ｈウインサラ, 45,武士沢, 1.3, 43,   0, -26,15,326.8, ⑭⑮,12, 9, フクノカストル,,上野翔,194.0,,,,13,215.2,⑩⑩⑩,12,17,Ｉペリドットムｰン, 56,横山典, 1.5, 47,   3, -17,11, 36.6, ⑤⑦,12, 9,Ｆセンジンジョｰ, 80,北村宏, 1.2, 67,  -5,  10,13, 90.9, ⑪⑫
13,14,Ｆヘヴンリｰシチｰ, 49,嶋田純, 1.3, 42,  -1, -24, 5, 12.3, ⑯⑯,13, 6, シゲルアンドロメダ,,黒岩悠,195.9,,,, 8, 32.5,⑫⑪⑫,13,13,Ａジプシｰスウィング, 65,江田照, 1.5, 49,   3, -15, 2,  5.1, ⑨⑧,13, 1,Ｏタプロｰム, 68,杉原誠, 1.4, 65,  -9,  11, 8, 17.0, ⑭⑭
14,15,Ｑタイキエミリｰ, 26,花田大, 2.1, 34,  -5, -32,17,366.9, ⑰⑰,,,,,,,,,,,,,14, 9,Ｑソンヨン, 35,伊藤工, 1.8, 47,  -3,  -9,16,146.5, ⑭⑰,14, 5,Ｌジャズピアノ, 77,吉田豊, 1.5, 65,  -8,  10,14,110.1, ⑮⑮
15,18,Ｏセクシイガｰル, 33,吉田豊, 2.3, 33,  -2, -40,18,373.6, ⑩⑭,,,,,,,,,,,,,15, 2,Ｒベルミュｰル, 35,柴田大, 2.4, 42,   3, -30,17,158.1, ⑥⑤,15,15,Ｎシェアｰスマイル, 72,武士沢, 2.7, 54,  -6,  -4,12, 85.9, ⑬⑬
16, 5,Ｐニシノクラｰケン, 30,松岡正, 3.6, 22,*  4, -68,12, 83.8, ②④,,,,,,,,,,,,,16, 8,Ｅウインノｰヴァ, 59,大野拓, 2.6, 39,  -1, -22,10, 25.1, ⑩⑬,,,,,,,,,,,,
17, 2,Ｍボウキョウノネン, 40,北村宏, 3.7,  9,*  4, -70,13,110.6, ④②,,,,,,,,,,,,,17,15,Ｐナンダデヴィ, 42,田中勝, 2.9, 35,*  7, -45,12, 57.3, ②②,,,,,,,,,,,,
18,10,Ｒタカミルシエル, -5,山崎亮, 5.0, -6,  -2, -79,16,352.3, ③⑧,,,,,,,,,,,,,18, 7,Ｏムｰンリンガス, 43,柴田善, 3.1, 34,   0, -33,18,176.3, ⑧⑨,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:稍重(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:-6),,,,,,,,,,,
単勝:260円 複勝:17=130円 16=140円 04=190円 枠連:620円,,,,,,,,,,,,"単勝:2,530円 複勝:05=680円 03=150円 13=200円 枠連:1,600円",,,,,,,,,,,,"単勝:990円 複勝:14=270円 12=500円 04=210円 枠連:1,240円",,,,,,,,,,,,単勝:570円 複勝:13=190円 07=400円 03=370円 枠連:480円,,,,,,,,,,,
馬連:610円 ワイド:16-17=250円 04-17=460円 04-16=460円,,,,,,,,,,,,"馬連:5,070円 ワイド:03-05=1,710円 05-13=2,370円 03-13=610円",,,,,,,,,,,,"馬連:8,210円 ワイド:12-14=2,630円 04-14=980円 04-12=1,850円",,,,,,,,,,,,"馬連:3,360円 ワイド:07-13=1,220円 03-13=1,110円 03-07=2,230円",,,,,,,,,,,
"馬単:1,210円 3連複:1,530円 3連単:5,300円",,,,,,,,,,,,"馬単:14,350円 3連複:10,040円 3連単:100,770円",,,,,,,,,,,,"馬単:15,940円 3連複:15,270円 3連単:114,960円",,,,,,,,,,,,"馬単:5,780円 3連複:14,950円 3連単:75,490円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝1400m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,朱鷺ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｎマイネオｰラム, 39,柴田大,, 59, -10,*  7, 9, 22.8, ⑪⑫, 1, 4, サグレス,---,大野拓,, 54,*-17,*  3, 2,  5.7, ②②, 1, 4,Ｂエムエムアリオｰン, 73,吉田豊,, 73,* 12,   0, 3,  4.3, ①①, 1,11,Ｈインプレスウィナｰ, 79,田中勝,, 84,  -9,* 27, 8, 40.4, ⑩⑧
 2,16,Ｇアンジュデュバン, 49,大野拓, 0.1, 52,* -3,  -9,11, 47.2, ③③, 2, 1, フレンチフェロｰ,---,木幡初, 0.2, 51,*-15,   0, 7, 31.7, ①①, 2,10,Ｅデルマネコムスメ, 70,戸崎圭, 0.5, 68,* 11,  -4, 2,  4.0, ②②, 2, 1,Ａサクラゴスペル, 91,横山典, 0.0, 78,*  0,  14, 1,  1.7, ②②
 3, 6,Ｉトライアゲイン, 48,蛯名正, 0.2, 55,  -8,*  2, 7, 13.0, ⑫⑬, 3,12, ヒカルカミヒコｰキ,---,横山典, 0.8, 45, -24,*  2, 1,  1.7, ⑥⑥, 3,14,Ａファンデルワｰルス, 75,嘉藤貴, 0.5, 68,* 11,  -3, 1,  2.6, ③③, 3,13,Ｉモグモグパクパク, 78,北村宏, 0.1, 79,  -4,  17, 5, 14.7, ⑤⑤
 4,11,Ａアブソリュカフェ, 55,田中勝, 0.2, 54,  -8,*  2, 1,  3.5, ⑬⑪, 4, 2, マイネルジパング,---,嘉藤貴, 0.8, 44, -19,  -3,11, 56.7, ④④, 4, 8,Ｃデリケｰトアｰチ, 72,嶋田純, 0.6, 67,   7,   0, 5, 12.2, ⑤⑤, 4, 2,Ｅイチオクノホシ, 82,蛯名正, 0.1, 81,  -6,  21, 2,  4.8, ⑦⑦
 5,17,Ｃハッピｰセｰラｰ, 53,伊藤工, 0.2, 53,  -6,  -4, 2,  4.7, ⑦⑦, 5, 9, タニタニ,---,田中勝, 1.0, 43, -26,*  2, 6, 17.9, ⑧⑧, 5,12,Ｆパライバトルマリン, 70,原田和, 0.7, 67,   7,  -1, 7, 29.4, ⑥⑥, 5, 7,Ｄザラストロ, 82,戸崎圭, 0.1, 79,  -5,  20, 7, 21.9, ⑥⑥
 6,14,Ｂユキノアカツキ, 54,柴田善, 0.3, 51,  -6,  -5, 5,  9.6, ⑨⑩, 6, 5, コスモベツァｰリ,---,柴田大, 1.1, 44, -27,*  2, 4, 14.3, ⑨⑨, 6,11,Ｉベルストｰリｰ, 66,杉原誠, 0.7, 66,  -6,* 10,11, 78.6, ⑫⑫, 6, 5,Ｋエｰシンハｰバｰ, 71,松岡正, 0.2, 77,*  0,  12, 3,  7.8, ①①
 7, 3,Ｅレッドグルック, 51,北村宏, 0.5, 50,  -8,  -4, 4,  8.9, ⑧⑨, 7,10, サクセスコｰド,---,石橋脩, 1.6, 35, -23,  -9, 3,  6.6, ⑦⑦, 7,13,Ｄフジマサマキシム, 70,江田照, 0.8, 66,   4,   1, 4,  8.1, ⑧⑨, 7, 9,Ｂサンディエゴシチｰ, 86,吉田豊, 0.3, 79,  -9,* 22, 4, 12.8, ⑪⑪
 8,15,Ｐマイネルシュムック, 25,嘉藤貴, 0.6, 48,  -7,  -8,16,330.3, ⑩⑧, 8,15, ウォッカマティｰニ,---,蛯名正, 1.8, 31, -22, -14, 5, 16.3, ⑤⑤, 8, 9,Ｈハルズハッピｰ, 66,石橋脩, 1.0, 64,   8,  -6, 6, 24.0, ④④, 8, 8,Ｃエスピナアスｰル, 83,大庭和, 0.5, 72,*  0,   8, 9, 49.6, ③③
 9,18,Ｈガラパゴス, 49,石橋脩, 0.8, 45,* -4, -17, 6, 10.0, ④④, 9,14, ヴィジオネｰル,---,田辺裕, 1.9, 30, -19, -18, 9, 35.7, ③③, 9, 3,Ｋスタｰゲイジング, 63,山崎亮, 1.0, 64,   3,   0, 9, 38.3, ⑩⑧, 9, 6,Ｌサニｰサンデｰ, 67,嘉藤貴, 0.6, 72,  -3,  10,11,160.8, ④④
10, 2,Ｄアルスタｰサイクル, 52,戸崎圭, 0.8, 48, -14,*  4, 3,  6.1, ⑯⑯,10,11, デグニティクロｰズ,---,北村宏, 2.1, 32, -35,  -1,10, 39.3, ⑪⑪,10, 7,Ｇリｰサムダイチ, 69,武士沢, 1.0, 65,  -7,* 10,10, 63.4, ⑭⑬,10,10,Ｆラインブラッド, 81,柴田大, 0.8, 74, -10,  17, 6, 18.8, ⑫⑫
11,13,Ｊレッドオラシオン, 45,吉田豊, 0.8, 50, -11,   0,12, 69.5, ⑮⑮,11, 8, リネンウッド,---,石神深, 2.1, 33, -30,  -5,15,348.2, ⑩⑩,11,15,Ｊヴァイスヴェルト, 65,伊藤工, 1.8, 57, -17,* 12,12,100.0, ⑮⑮,11,12,Ｊヤマカツハクリュウ, 71,木幡初, 1.1, 67,  -6,   8,10,131.6, ⑧⑨
12, 8,Ｍリアルモｰド, 39,田辺裕, 1.0, 42,* -1, -26,10, 30.3, ①①,12, 7, ガスタｰ,---,柴田善, 2.5, 29, -39,  -1,12, 60.2, ⑭⑬,12, 6,Ｏリベラリスト, 52,長岡禎, 2.1, 53,  -8,   0,13,127.3, ⑬⑭,12, 4,Ｍマイネルルビウス, 42,藤田弘, 1.2, 66,  -8,   8,13,247.1, ⑨⑩
13,10,Ｆウインミラグロス, 50,松岡正, 1.2, 40,* -1, -29,13, 76.1, ②②,13,13, シネマモンスタｰ,---,原田和, 2.7, 25, -34,  -9, 8, 35.5, ⑫⑫,13, 2,Ｌクレバｰオｰロラ, 62,松岡正, 2.1, 53,  -2,  -5,14,177.2, ⑪⑪,13, 3,Ｇスズジュピタｰ, 79,田辺裕, 1.5, 63, -12,  10,12,205.2, ⑬⑬
14, 5,Ｋハミングライフ, 40,横山典, 1.3, 39,  -6, -20, 8, 18.3, ⑥⑥,14, 6, ゴｰルドストｰム,---,武士沢, 2.9, 23, -36,  -8,14,227.8, ⑬⑭,14, 5,Ｎビレッジトレンディ, 52,柴田大, 2.6, 49,   6, -17,15,203.6, ⑦⑦,,,,,,,,,,,,
15, 7,Ｑマンボプリンス, 17,木幡初, 1.7, 41, -17,  -2,15,221.2, ⑱⑱,15, 3, シゲルチョウシュウ,---,嶋田純, 5.6, -3, -58, -13,13,188.4, ⑮⑮,15, 1,Ｍキネオリリｰ, 58,木幡初, 2.8, 47,   3, -16, 8, 35.5, ⑨⑩,,,,,,,,,,,,
16, 9,Ｌラッキｰゴｰルド, 39,花田大, 1.7, 39, -14,  -9,14,102.7, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17, 1,Ｒトｰアキヨモリ, 16,杉原誠, 2.4, 30,  -7, -35,17,377.7, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12,Ｏランドグロｰリｰ, 33,嶋田純, 2.6, 27, -12, -26,18,381.7, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,280円 複勝:04=810円 16=1,150円 06=420円 枠連:870円",,,,,,,,,,,,"単勝:570円 複勝:04=170円 01=480円 12=110円 枠連:4,860円",,,,,,,,,,,,単勝:430円 複勝:04=150円 10=140円 14=120円 枠連:950円,,,,,,,,,,,,"単勝:4,040円 複勝:11=550円 01=110円 13=290円 枠連:820円",,,,,,,,,,,
"馬連:42,620円 ワイド:04-16=11,910円 04-06=4,700円 06-16=4,240円",,,,,,,,,,,,"馬連:6,970円 ワイド:01-04=1,720円 04-12=270円 01-12=880円",,,,,,,,,,,,"馬連:1,050円 ワイド:04-10=410円 04-14=320円 10-14=270円",,,,,,,,,,,,"馬連:2,630円 ワイド:01-11=1,040円 11-13=3,670円 01-13=540円",,,,,,,,,,,
"馬単:92,910円 3連複:257,140円 3連単:844,070円",,,,,,,,,,,,"馬単:13,460円 3連複:4,290円 3連単:51,960円",,,,,,,,,,,,"馬単:2,080円 3連複:890円 3連単:5,510円",,,,,,,,,,,,"馬単:10,100円 3連複:9,050円 3連単:101,760円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 9R  芝1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,古町特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｉケイアイキャンサｰ, 52,柴田善,, 58,*  3,  -8, 5, 10.0,①①①, 1, 9,Ｉセイクラベ, 38,大野拓,, 60,  -2,* -3, 8, 26.1, ④④, 1, 5,Ｂガｰネットチャｰム, 79,蛯名正,, 82,  -1,* 13, 1,  2.2, ⑦⑦, 1,17,Ａシンワクイｰン, 76,山崎亮,, 77,   5,*  8, 1,  3.5,   
 2,15,Ａフォルテシモ, 64,田辺裕, 0.1, 58,   3,* -7, 4,  7.3,⑥⑤⑤, 2, 3,Ａオｰペドアンジョ, 65,戸崎圭, 0.0, 60,  -3,*  0, 1,  2.0, ⑥⑥, 2,12,Ｃアｰルデュラン, 78,田中勝, 0.0, 83,  -4,* 17, 2,  5.4, ⑬⑭, 2,15,Ｉシンボリゾンネ, 61,花田大, 0.4, 70,  -3,*  8,10, 40.9,   
 3, 5,Ｂボｰラキアｰラ, 64,嶋田純, 0.1, 57,   3,* -7, 1,  4.2,④④④, 3,15,Ｋティンパニｰ, 27,花田大, 0.3, 57,*  1,  -8,12,118.1, ②②, 3, 7,Ｋクロイゼリンチャン, 69,江田照, 0.1, 76,*  4,   2, 7, 21.7, ①①, 3, 5,Ｃレヴァンタｰル, 72,戸崎圭, 0.5, 68, -12,* 14, 2,  4.1,   
 4, 8,Ｈビｰナスジュエリｰ, 53,戸崎圭, 0.3, 57,*  4, -10, 7, 14.7,②②②, 4,11,Ｄロｰレルマヌエル, 56,的場勇, 0.3, 59,*  2,  -9, 7, 25.5, ①①, 4, 6,Ｊファｰゴ, 69,伊藤工, 0.2, 78,   0,   7,12, 38.0, ④④, 4,14,Ｊナムラビｰム, 61,石橋脩, 0.5, 71,* 13,  -4, 8, 18.4,   
 5,13,Ｊトｰアコロチャン, 52,西田雄, 0.3, 60,*  4, -10,14,257.0,③③③, 5, 7,Ｂクラウンプルｰトゥ, 60,吉田豊, 0.4, 56,  -3,* -4, 3,  5.3, ⑦⑦, 5,10,Ａハイリリｰ, 79,戸崎圭, 0.3, 78,  -4,* 13, 5, 13.4, ⑫⑫, 5,13,Ｌワンツｰステップ, 57,田中勝, 0.6, 68,   0,   4, 7, 17.5,   
 6, 2,Ｃサイモンパルフェ, 63,北村宏, 0.6, 56,   0,* -6, 6, 10.6,⑫⑩⑩, 6,14,Ｅヤマニンモントル, 56,伊藤工, 1.3, 46,  -7,  -9, 4, 14.4, ⑩⑩, 6,11,Ｆネロディアマンテ, 73,北村宏, 0.4, 76,  -3,   9, 3,  7.4, ⑪⑪, 6,10,Ｈヒダカタイザン, 63,伊藤工, 0.7, 65, -12,* 11,13,133.9,   
 7,14,Ｄプリンセスペガサス, 61,田中勝, 0.7, 55,   0,* -6, 2,  4.2,⑩⑪⑪, 7, 2,Ｃビックファントム, 59,北村宏, 1.6, 44,  -1, -18, 2,  3.9, ③③, 7,18,Ｉシｰクレットベｰス, 69,石橋脩, 0.4, 76,  -3,   8,10, 29.4, ⑨⑩, 7, 4,Ｆアイアムネフライト, 64,蛯名正, 1.0, 62,   1,  -3, 4,  9.1,   
 8, 6,Ｌバレｰドライブ, 48,大野拓, 1.0, 54,   1, -11,11, 42.2,⑦⑧⑧, 8, 6, アンウｰド,---,杉原誠, 2.0, 40,  -6, -16, 5, 16.5, ⑧⑧, 8,16,Ｇジｰニマジック, 72,大野拓, 0.4, 72,*  2,  -1, 4, 12.0, ②③, 8, 7,Ｄシルクブルックリン, 70,西田雄, 1.0, 60,  -7,   2, 6, 14.1,   
 9, 7,Ｆウインコサｰジュ, 57,石橋脩, 1.1, 53,   1, -12, 9, 25.5,⑪⑨⑥, 9,12, スズカロｰドスタｰ,---,西村太, 2.0, 39, -13, -10, 9, 62.4, ⑬⑬, 9, 3,Ｅユッカマウンテン, 73,田辺裕, 0.4, 78,  -4,* 13, 8, 23.6, ⑯⑬, 9, 3,Ｇアイティクイｰン, 63,柴田大, 1.0, 63,   4,  -5, 5, 10.0,   
10,12,Ｅキョウエイリリック, 57,蛯名正, 1.3, 51,   2, -17, 3,  4.4,⑧⑥⑦,10,10,Ｆサクラブリランテ, 46,田辺裕, 2.1, 38,  -8, -15, 6, 17.8, ⑪⑪,10, 1,Ｍフェニｰチェ, 67,柴田善, 0.6, 73,  -3,   5,11, 32.2, ⑩⑨,10,18,Ｂコウヨウエンプレス, 73,長岡禎, 1.0, 63,* 13, -12, 3,  4.8,   
11,11,Ｍヤマニンバニｰユ, 48,伊藤工, 1.5, 51,   2, -16,13,144.3,⑤⑦⑨,11,13,Ｈブリス, 39,山崎亮, 2.1, 40,  -3, -20,10, 89.7, ⑤⑤,11, 9,Ｌオｰゴンチャチャ, 67,吉田豊, 0.7, 72,  -3,   4, 6, 19.4, ⑧⑧,11,12,Ｒレインボｰカムカム, 46,杉原誠, 1.1, 60,  -7,   1,12, 82.2,   
12,10,Ｇフｰラビュｰティｰ, 54,杉原誠, 1.6, 50,  -3,  -9, 8, 21.3,⑬⑬⑫,12, 4,Ｇサンマルアクトレス, 39,小島太, 2.2, 38,  -7, -17,13,326.4, ⑨⑨,12,17,Ｄコスモソウタ, 74,松岡正, 0.9, 72,  -6,   7, 9, 26.6, ⑮⑯,12,16,Ｅディｰプランマ, 65,嶋田純, 1.1, 60,   4,  -6, 9, 29.1,   
13, 4,Ｏネフライト, 32,五十嵐, 3.7, 37,  -2, -28,15,338.1,⑨⑫⑬,13, 1,Ｊリネンコゾウ, 35,嘉藤貴, 2.3, 36, -13, -12,15,488.1, ⑫⑫,13,14,Ｈクイｰンアルタミラ, 70,西田雄, 0.9, 70,  -6,   6,14, 63.5, ⑭⑮,13,11,Ｐサザランディｰ, 50,武士沢, 1.2, 58,  -4,  -2,15,140.8,   
14, 3,Ｋテネシｰワルツ, 50,松岡正, 4.7, 30, -10, -23,10, 41.3,⑭⑮⑮,14, 5, ティンクチャｰ,---,松岡正,16.8,16.8---, -70, -87,11,107.4, ⑭⑭,14, 2,Ｏキボウダクリチャン, 59,嶋田純, 1.0, 66,  -2,  -2,17,409.5, ⑥⑤,14, 8,Ｋアイサレジョウズ, 58,松岡正, 1.2, 60,   6,  -8,17,171.6,   
15, 1,Ｎサンシャインレディ, 47,大庭和, 8.0,  6,  -9, -51,12,134.3,⑮⑭⑭,,,,,,,,,,,,,15, 4,Ｐラプタｰフィリｰ, 59,武士沢, 1.5, 58,*  1, -14,18,506.2, ③②,15, 2,Ｍアズキ, 53,吉田豊, 1.5, 55,   0,  -8,16,167.1,   
