13年 5月12日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 5月12日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,はやぶさ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｄスズカアルファ, 60,丸田恭,, 61,*  2,  -3, 5, 10.0,②②②, 1, 1,Ｅスプリングシャトル, 56,村田一,, 60,   5,*-10,14,164.3,⑯⑭⑭, 1, 2,Ｃインダクティ, 71,木幡初,, 71,   4,*  7, 1,  2.7, ⑧⑧, 1, 4,Ａクリノタカラチャン, 71,中舘英,, 68,*  5,  -2, 1,  4.4,   
 2,10,Ｇレアンデル, 56,宮崎北, 0.0, 60,*  2,  -4, 9, 58.1,①①①, 2, 5,Ｂチェイスザゴｰルド, 63,吉田隼, 0.2, 57,   6, -15, 2,  3.8,⑧⑪⑨, 2, 7,Ｄアソルｰタ, 70,大野拓, 0.2, 65,*  4,  -3, 7, 13.5, ③④, 2, 1,Ｃヴァレンティｰネ, 65,西田雄, 0.2, 61,   0,  -3, 6, 10.3,   
 3, 5,Ａメイショウジロキチ, 67,吉田隼, 0.0, 63,   0,*  0, 4,  8.2,⑥⑤⑤, 3, 3,Ｈマイネルゼｰタ, 53,柴山雄, 0.2, 58,* 10, -27, 8, 19.9,⑩③③, 3, 9,Ｈコスモラングデン, 65,丹内祐, 0.3, 64,   2,  -2, 9, 38.4, ⑤⑤, 3, 5,Ｈビｰナストリック, 57,木幡初, 0.3, 58,  -4,  -1,10, 25.5,   
 4, 3,Ｆアサクサベルｰガ, 57,菱田裕, 0.0, 64,   0,*  1, 1,  1.9,⑤⑥⑥, 4,13,Ｊスギノハルバｰド, 52,勝浦正, 0.3, 57,   8, -21, 5,  9.6,⑥⑦⑥, 4, 6,Ａプリュムロｰズ, 75,吉田隼, 0.5, 63,   3,  -1, 3,  6.5, ⑩⑩, 4,11,Ｆドラゴンサクラ, 59,津村明, 0.3, 59,  -4,  -1, 5,  9.0,   
 5, 4,Ｂトウケイウイン, 64,川島信, 0.3, 64,  -2,*  3, 3,  6.6,⑫⑩⑧, 5, 6,Ｆシャルパンテ, 55,嶋田純, 0.3, 57,   2,* -7,10, 27.7,⑬⑮⑮, 5, 4,Ｉチェルカトロｰバ, 63,西田雄, 0.5, 61,   3,  -4,11,131.7, ⑦⑥, 5,10,Ｇジョアンシｰピン, 59,平野優, 0.3, 62,*  4,  -7, 9, 22.3,   
 6,11,Ｃセルリアンサｰロス, 63,鮫島良, 0.6, 60,  -1,  -3, 2,  5.4,⑦⑦⑦, 6,10,Ｍマコロン, 41,横山和, 0.5, 55,   6, -20,12, 78.1,⑫⑩⑩, 6,10,Ｂアルアマｰナ, 72,中井裕, 0.5, 63,*  4,  -6, 2,  4.2, ④②, 6, 3,Ｍワンツｰステップ, 52,村田一, 0.4, 59,   0,  -5,11, 43.1,   
 7,13, アグネスプレミオ,---,中井裕, 1.3, 54,  -2,  -9, 7, 41.6,⑧⑧⑩, 7,16,Ｇハダシノミライ, 54,大野拓, 0.9, 51,   7, -33, 6, 13.0,④⑤⑤, 7, 8,Ｆアンリミテッドピサ, 66,松田大, 0.6, 63,   3,  -2, 8, 20.3, ⑥⑦, 7,14,Ｄデンコウスカイ, 64,菱田裕, 0.5, 58,   3,  -8, 3,  5.3,   
 8, 2,Ｈマゼｰル, 53,柴山雄, 1.5, 53,  -4,  -4,12,118.5,⑪⑫⑪, 8, 8,Ａアンバｰドリｰム, 66,中舘英, 1.0, 51,   6, -30, 1,  3.4,⑨⑧⑦, 8, 1,Ｋアドマイヤエレノア, 62,丸山元, 0.7, 61,   0,   0, 6, 12.2, ⑪⑪, 8, 7,Ｉファンアットコｰト, 55,柴山雄, 0.5, 53, -18,*  6,15, 70.2,   
