13年 2月 9日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月 9日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1300m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銀蹄ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｇクロムレック, 53,福永祐,, 67,* 14, -10, 2,  3.9, ③②, 1, 3, ボンバルディエｰレ,,蓑島靖,,,,, 3,  4.7,④④④, 1,13,Ｄドリｰムジェダイ, 74,三浦皇,, 76,   3,* 12, 6,  9.5, ⑫⑬, 1,12,Ｂスノｰドラゴン, 87,蛯名正,, 88,   4,* 21, 1,  2.6, ⑪⑪
 2,14,Ａアビリティラヴ, 69,柴田善, 0.4, 62,* 12, -10, 1,  1.8, ②③, 2, 1, ティンバｰウルフ,,江田勇,204.0,,,, 1,  3.3,③②①, 2, 1,Ｂジツリキフォｰティ, 76,北村宏, 0.1, 76,   8,   4, 1,  3.8, ④④, 2, 3,Ａエｰシンビｰトロン, 91,内田博, 0.2, 85,*  8,  14, 2,  4.2, ②②
 3, 7,Ｂトミケンプレミオ, 66,三浦皇, 0.8, 60,* 14, -17, 3,  7.8, ①①, 3, 5, ロｰレルエルヴェル,,草野太,204.3,,,, 6, 10.1,②③②, 3, 6,Ｆデプロマトウショウ, 72,蛯名正, 0.4, 74,   6,   5, 7, 13.2, ⑩⑩, 3,15,Ｇトキノエクセレント, 84,福永祐, 0.2, 88,   4,* 20, 3,  5.3, ⑧⑫
 4, 1,Ｈワンダフル, 52,横山典, 0.8, 57,   7,  -7, 6, 22.4, ⑦⑦, 4, 4, ピエナセレブ,,西谷誠,204.3,,,, 5,  8.2,⑨⑥⑥, 4,12,Ｅデイブレイク, 73,柴田大, 0.5, 73,   8,   2,12, 45.9, ⑧⑧, 4,14,Ｌエチゴイチエ, 82,横山典, 0.5, 82,*  7,  13, 4,  9.1, ④③
 5, 3,Ｉマグネイト, 50,浜中俊, 1.5, 52,   1,* -7, 5, 19.4, ⑪⑪, 5, 8, フェバリットアワｰ,,横山義,205.3,,,, 4,  6.8,⑤⑤⑤, 5, 2,Ａジャイアン, 77,石橋脩, 0.7, 73,* 11,  -4, 2,  4.6, ①①, 5, 4,Ｉホクセツキングオｰ, 83,浜中俊, 0.7, 82,*  9,   9, 5, 12.7, ①①
 6, 5,Ｄデルマカマイタチ, 56,ビュイ, 1.8, 49,  -2,* -6, 8, 32.1, ⑭⑬, 6,10, サニｰサイレンス,,高野和,207.1,,,, 9, 55.8,⑥⑦⑦, 6,10,Ｎラシｰク, 61,武士沢, 0.8, 73,* 11,  -5,15,220.3, ③③, 6, 8,Ｄダンシングマオ, 84,北村宏, 0.8, 81,   5,  13,10, 34.5, ⑦⑧
 7,11,Ｏダイワフォスタｰ, 31,柴田大, 2.0, 48,   0,  -8,14,183.7, ⑫⑫, 7, 9, カワキタバルク,,鈴木慶,207.5,,,,12,112.1,⑧⑨⑨, 7, 7,Ｋロクイチスマイル, 69,村田一, 1.1, 67,   3,   2,11, 37.5, ⑬⑫, 7, 7,Ｋオリオンザポラリス, 82,田辺裕, 0.8, 81,   7,  12, 6, 16.1, ⑩⑤
 8, 2,Ｅビックファントム, 55,内田博, 2.2, 47,   9, -24, 7, 26.8, ④④, 8, 6, タイキジャガｰ,,小野寺,208.8,,,,10, 78.4,⑦⑧⑧, 8,16,Ｉミヤビリファイン, 71,吉田豊, 1.1, 67,   5,  -1, 3,  7.5, ⑪⑪, 8, 6,Ｃアイアムルビｰ, 85,松岡正, 1.4, 77,   7,   7, 8, 24.5, ⑤⑥
