13年 1月 6日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 1月 6日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初富士ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃマイネルルｰクス, 52,ベリｰ,, 57,   2,*  2, 3,  5.9, ④③, 1, 8, ヒカルアカツキ,,浜野谷,,,,, 1,  1.8,④②①, 1, 8,Ａスタｰノエル, 81,蛯名正,, 80,*  8,* 13, 1,  2.4,②②①, 1, 6,Ａステラロッサ, 89,柴田善,, 86,  -3,* 21, 1,  2.7,⑩⑫⑫
 2, 9,Ｎクリノサトパント, 32,吉田豊, 0.3, 53,  -3,*  4, 6, 21.3, ⑥⑤, 2,10, アイアムイチバン,,山本康,193.3,,,, 2,  3.6,⑤⑤⑤, 2, 2,Ｂセンキ, 78,松岡正, 0.8, 73,   6,   9, 3,  4.6,④③④, 2, 2,Ｃフルアクセル, 85,ベリｰ, 0.0, 84,   1,  14, 2,  3.0,⑥⑦⑤
 3, 6,Ｆトゥｰルモンド, 45,蛯名正, 1.1, 48,*  3,  -9, 2,  5.2, ②②, 3, 2, タイセイクライマｰ,,石神深,193.5,,,, 8, 32.4,①①②, 3,16,Ｆクレバｰカイザｰ, 75,田辺裕, 0.9, 72,   6,   8, 4, 10.7,⑤⑤②, 3, 4,Ｄトｰセンジャガｰ, 83,江田照, 0.1, 84,   0,  16, 5, 11.5,⑧⑧⑩
 4,14,Ｇユウヅキ, 43,丸田恭, 1.3, 44,   1,  -9, 5, 18.7, ⑤④, 4, 5, クリノスレンダｰ,,草野太,194.2,,,, 4, 12.9,③③③, 4,13,Ｅメイプルリンカｰン, 75,柴山雄, 1.4, 71,   5,   7, 6, 19.8,⑫⑪⑧, 4, 7,Ｂミカエルビスティｰ, 86,田辺裕, 0.2, 83,  -1,* 17, 6, 14.8,⑫⑪⑧
 5,12,Ｄウインエスペランサ, 46,柴田大, 1.7, 39,  -5,  -7, 4, 14.3, ⑧⑨, 5, 6, ティンバｰウルフ,,江田勇,194.2,,,, 6, 17.8,⑦⑦⑧, 5,10,Ｈビｰビｰアックス, 73,杉原誠, 1.5, 70,   6,   4, 8, 30.6,⑦⑥⑦, 5, 5,Ｇメイショウサミット, 80,中舘英, 0.3, 76,*  5,   1, 7, 18.0,①①①
 6,13,Ａショウナンバグｰス, 66,田中勝, 2.1, 39,*  4, -18, 1,  1.5, ①①, 6, 7, スマイルフォンテン,,横山義,194.2,,,, 7, 29.3,⑥⑥⑥, 6, 4,Ｋリンクルリッジ, 68,武士沢, 1.6, 73,   2,* 12,15,344.8,⑯⑯⑯, 6,12,Ｍケｰプタウンシチｰ, 74,丸田恭, 0.3, 78,   1,   8,11, 78.8,⑦⑥⑦
 7,15,Ｉセイクラベ, 37,江田照, 2.2, 35,  -7,  -9,12,226.9, ⑫⑫, 7, 9, タニノハｰビｰビｰ,,高野和,194.3,,,, 5, 13.6,⑨⑧⑦, 7, 1,Ｌアポロスカイナイト, 67,丹内祐, 1.7, 72,   5,   4,14,308.2,⑥⑧⑥, 7,14,Ｅマイネルグｰト, 82,松岡正, 0.4, 77,   2,   4, 3,  7.9,④④④
 8, 7,Ｊカンタベリｰリュウ, 34,西田雄, 2.3, 34,  -4, -13,10,156.3, ⑦⑦, 8, 4, アバディ,,高嶋活,197.1,,,, 3, 11.1,②④④, 8, 3,Ｉガンガンユコウゼ, 73,柴田善, 1.9, 66,   5,   3, 7, 23.0,⑩⑩⑪, 8,13,Ｋアラフネ, 75,大野拓, 0.4, 79,   0,  11,10, 74.0,⑨⑨⑪
 9, 5,Ｈマイネルヴェルディ, 41,丹内祐, 2.6, 32,  -8, -12, 9,136.0, ⑩⑩, 9,12, カワキタバルク,,鈴木慶,200.3,,,,12,217.5,⑧⑨⑨, 9,11,Ｊラブミｰニキｰタ, 70,吉田隼, 1.9, 66,   3,   5,11,120.7,⑬⑮⑫, 9, 1,Ｌマｰブルデイビｰ, 75,宮崎北, 0.5, 81,  -1,  13,14,345.9,⑪⑩⑨
10,16,Ｏサキノリュウジン,  4,村田一, 2.8, 30,  -6, -15,14,372.1, ⑨⑧,10,11, コンプリｰト,,蓑島靖,201.6,,,, 9, 79.6,⑩⑩⑩,10, 6,Ｍセイウンブラボｰ, 64,丸田恭, 1.9, 66,   4,   4,12,217.4,⑪⑫⑩,10,10,Ｈザバトルユｰジロｰ, 79,石橋脩, 0.6, 82,  -2,  15,13,168.0,⑭⑬⑭
11,11,Ｍトウカイスタイル, 32,高嶋活, 2.9, 27, -14,  -9,13,300.2, ⑭⑭,,,,,,,,,,,,,11,15,Ｄマイネルガネｰシャ, 75,大野拓, 2.0, 67,   6,   0,10,106.0,⑨⑦⑤,11, 3,Ｎマイネエポナ, 73,柴田大, 0.6, 75,   3,   1, 8, 42.1,②③②
12, 1,Ｐハｰトオブキナコ,  3,柴山雄, 3.1, 26, -12, -13,11,175.0, ⑬⑬,,,,,,,,,,,,,12, 5,Ｃサトノレオパｰド, 78,横山典, 2.9, 58,   4,  -4, 2,  3.5,⑭⑬⑨,12, 8,Ｊプティプランセス, 78,武士沢, 0.7, 78,  -3,  13,12, 90.2,⑬⑭⑬
13,10,Ｌザトロｰジャン, 33,石神深, 3.1, 26, -15, -10,15,418.4, ⑮⑮,,,,,,,,,,,,,13, 7,Ｎトｰセンサイレンス, 64,吉田豊, 3.2, 60,   4,  -5, 9,101.3,⑮⑭⑬,13,11,Ｆサクラボｰルド, 81,横山典, 0.8, 72,   1,   1, 4,  8.3,⑤⑤⑥
14, 8,Ｅノｰブルダンス, 45,マクド, 3.2, 26,  -8, -17, 7, 87.3, ⑪⑪,,,,,,,,,,,,,14,14,Ｐコスモディクタット, 57,柴田大, 3.3, 58,   5,  -9,13,280.3,⑧⑨⑭,14, 9,Ｉメイショウゾウセン, 79,吉田隼, 1.1, 67,*  4,  -7, 9, 51.9,③②③
15, 3,Ｋギンヤンマ, 34,菅原隆, 5.4,  8,   0, -44, 8, 92.5, ③⑥,,,,,,,,,,,,,15, 9,Ｏエゾムサシ, 57,嶋田純, 4.9, 45,*  8, -27,16,372.1,①①③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｇサトノオｰランド, 75,ベリｰ, 5.3, 45,   6, -28, 5, 13.3,③④⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
"単勝:590円 複勝:02=370円 09=1,130円 06=370円 枠連:3,600円",,,,,,,,,,,,単勝:180円 複勝:08=110円 10=130円 02=540円 枠連:230円,,,,,,,,,,,,単勝:240円 複勝:08=130円 02=140円 16=260円 枠連:580円,,,,,,,,,,,,単勝:270円 複勝:06=130円 02=130円 04=230円 枠連:420円,,,,,,,,,,,
"馬連:3,220円 ワイド:02-09=1,000円 02-06=400円 06-09=930円",,,,,,,,,,,,"馬連:270円 ワイド:08-10=160円 02-08=920円 02-10=1,460円",,,,,,,,,,,,馬連:600円 ワイド:02-08=260円 08-16=580円 02-16=530円,,,,,,,,,,,,馬連:460円 ワイド:02-06=210円 04-06=560円 02-04=550円,,,,,,,,,,,
"馬単:7,100円 3連複:5,040円 3連単:35,300円",,,,,,,,,,,,"馬単:380円 3連複:2,880円 3連単:7,380円",,,,,,,,,,,,"馬単:1,030円 3連複:1,640円 3連単:7,500円",,,,,,,,,,,,"馬単:860円 3連複:1,250円 3連単:4,840円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 8R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  ダ1200m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｬﾆｭｱﾘｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｊエメルボヌｰル, 42,吉田隼,, 52,*-15,  10, 2,  4.4,①①①, 1,14,Ｇダイワストリｰム, 55,北村宏,, 65,  -1,   6, 4,  8.6,③⑤④, 1, 8,Ａタマブラックホｰル, 81,石橋脩,, 72,  -4,* 16, 1,  1.5, ⑬⑪, 1,15,Ｊキョウエイカルラ, 86,丸田恭,, 85,* 10,  16,13, 53.4, ②②
 2,12,Ｃダンシングツル, 50,田辺裕, 0.3, 52,*-16,  10, 1,  2.0,③③③, 2,11,Ｈサｰストンニュｰス, 51,ベリｰ, 0.4, 62,  -4,   7, 1,  2.2,⑫⑨⑧, 2,10,Ｄタニセンジャッキｰ, 79,中舘英, 0.0, 71,   0,  12, 7, 15.7, ⑥⑦, 2,14,Ｄケイアイテンジン, 89,田中勝, 0.0, 84,  -1,* 25, 9, 20.7, ⑭⑬
 3, 2,Ｅベｰルグリｰン, 48,丸山元, 1.1, 48, -18,   6,12,136.2,⑤⑥⑥, 3, 4,Ｆサンダｰオｰシャン, 56,横山典, 0.5, 62, -13,* 18, 3,  6.5,⑯⑯⑯, 3, 2,Ｃガクニホシ, 79,江田照, 0.2, 70,  -2,  12, 2,  7.5, ⑨⑨, 3,10,Ａマルカバッケン, 90,横山典, 0.1, 83,   8,  17, 1,  4.4, ⑥⑤
 4, 7,Ｆマイネルオルカｰン, 47,柴田大, 1.1, 51, -20,* 12, 7, 14.9,⑨⑭⑮, 4,13,Ａダイメイハルオ, 60,田辺裕, 0.6, 61,  -8,* 11, 6, 12.7,⑮⑮⑮, 4,15,Ｇシャラントレディ, 75,柴田善, 0.2, 70,*  7,   4, 8, 27.1, ②②, 4, 9,Ｏエクセルシオｰル, 83,北村宏, 0.1, 84,* 12,  13, 2,  4.5, ①①
 5, 1,Ｂドゥリマｰズドリム, 51,吉田豊, 1.2, 50, -20,* 11, 4, 11.2,⑧⑬⑫, 5, 5,Ｅマイネグロリアｰナ, 56,松岡正, 0.7, 58,  -3,  -2, 5, 12.1,⑨⑥⑥, 5, 7,Ｈトｰホウブエナス, 75,柴山雄, 0.2, 71,   3,   7,12,123.2, ⑤⑤, 5, 6,Ｇデュアルスウォｰド, 87,ベリｰ, 0.2, 84,   0,* 23, 7, 14.0, ⑬⑫
 5, 5,Ｇバンクシｰ, 46,大野拓, 1.2, 49, -19,   9, 5, 13.0,⑫⑫⑬, 6, 7,Ｎティアップワンダｰ, 40,吉田豊, 1.0, 55,  -5,  -1,13, 47.7,⑩⑩⑨, 6,13,Ｂノボピュアリティ, 79,大庭和, 0.2, 70,*  7,   4, 6, 15.6, ①①, 6, 7,Ｌトシギャングスタｰ, 85,マクド, 0.2, 84,   8,  16,12, 48.7, ④⑥
 7, 9,Ｐベルモントジョｰイ, 29,丸田恭, 1.4, 48, -22,* 12,11,100.4,⑯⑮⑭, 7,10,Ｂラインビュｰティｰ, 58,田中勝, 1.2, 51,  -6,  -4, 2,  6.4,⑥⑪⑫, 7, 9,Ｆウエスタンレビュｰ, 76,北村宏, 0.2, 70,*  5,   5, 5, 14.4, ③④, 7,16,Ｉシセイオウジ, 86,勝浦正, 0.3, 83,  -6,* 28, 4,  6.2, ⑯⑯
 8,14,Ｌキンシバイ, 41,山崎亮, 1.7, 44, -19,   2,15,240.7,④⑨⑪, 8,15,Ｃルタドｰル, 58,吉田隼, 1.3, 48,*  2, -18, 8, 28.1,④③①, 8,16,Ｉハワイアンシュガｰ, 74,蛯名正, 0.3, 70,  -1,  11, 3, 12.0, ⑧⑩, 8,13,Ｐアウトクラトｰル, 83,津村明, 0.5, 82,   6,  15,16,111.1, ⑨⑦
