13年11月 9日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年11月 9日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銀嶺ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｊテスティコ, 53,田辺裕,, 61,   4,* -1, 4,  6.8, ⑥⑥, 1, 6,Ｃアブソリュカフェ, 56,四位洋,, 66,  -1,*  7, 3,  5.0, ③③, 1,10,Ｄロｰレンルｰナ, 71,蛯名正,, 80,*  9,*  8, 5, 10.9, ①①, 1, 1,Ｂオｰルドパサデナ, 85,幸英明,, 89,   3,* 27, 1,  1.7, ⑧⑧
 2, 6,Ａメリｰウィドウ, 62,石橋脩, 0.2, 60,*  5,  -6, 3,  6.1, ②②, 2, 8,Ｅマイネルジパング, 52,ムｰア, 0.5, 61,  -1,   1, 5, 10.3, ④⑤, 2,16,Ｋハルズハッピｰ, 65,江田照, 0.2, 78,*  8,*  7,14, 81.3, ②②, 2, 8,Ａダンシングマオ, 85,北村宏, 0.3, 86,   4,  23, 6, 20.6, ⑦⑦
 3, 7,Ｇドラゴンスパン, 56,蛯名正, 0.3, 59,*  5,  -5, 1,  3.0, ③③, 3, 9,Ａサンキュｰジョン, 61,田辺裕, 0.7, 58,  -1,  -3, 2,  3.8, ⑤④, 3,11,Ａセイウンロワイヤル, 79,北村宏, 1.1, 71,   5,   4, 1,  3.2, ⑤⑤, 3, 4,Ｈフミノファルコン, 82,福永祐, 0.6, 83,   6,  17, 2,  5.2, ④④
 4, 1,Ｄトｰセンエンブレム, 59,江田照, 0.3, 60,   3,  -2, 6, 11.8, ⑦⑦, 4,10,Ｏベアファｰスト, 30,蛯名正, 0.9, 56,  -2,  -2,14,130.2, ⑨⑥, 4, 8,Ｈタイキグラミｰ, 68,石橋脩, 1.1, 71,   5,   4, 3,  4.9, ④④, 4, 9,Ｆネオザウイナｰ, 82,ムｰア, 0.6, 83,* 14,   7, 3,  7.7, ③③
 5, 9,Ｈクインズストｰム, 55,松岡正, 0.3, 60,   4,  -4, 2,  4.5, ⑤⑤, 5,12,Ｇステキナカレン, 48,三浦皇, 1.1, 56,  -4,  -1, 6, 18.3, ⑩⑩, 5, 5,Ｃビｰビｰボイジャｰ, 74,幸英明, 1.3, 71,   4,   4, 6, 15.9, ⑥⑦, 5, 6,Ｉコウセイコタロウ, 79,藤田伸, 0.7, 84,   0,* 25, 5, 19.3, ⑫⑫
 6,16,Ｃルミラｰクル, 59,勝浦正, 0.6, 58,   1,* -1, 7, 18.4, ⑬⑩, 6,14,Ｄモズハナニカゼ, 54,後藤浩, 1.1, 54,  -5,  -1, 1,  3.2, ⑫⑫, 6,14,Ｇハヤブサフィｰバｰ, 69,田中勝, 1.4, 68,   5,   1,12, 60.9, ⑦⑥, 6, 3,Ｅスズカロジック, 83,田中勝, 0.7, 81,* 15,   5, 7, 23.2, ②②
 7, 3,Ｆブランドアオモリ, 56,三浦皇, 0.7, 57,*  5, -10,11, 46.7, ①①, 7, 5,Ｍグレｰスグランド, 39,大野拓, 1.1, 54,  -3,  -4,10, 35.6, ⑦⑧, 7, 1,Ｏエムオｰタイガｰ, 57,田辺裕, 1.5, 68,   3,   3,11, 37.9, ⑧⑧, 7, 7,Ｃエステｰラブ, 84,蛯名正, 0.7, 84,   0,* 25,11,112.9, ⑪⑪
 8,14,Ｂショウナンガッチャ, 60,後藤浩, 0.7, 57,   3,  -5, 5,  9.6, ⑧⑧, 8,17,Ｈラブウィスパｰ, 47,柴田大, 1.2, 55,  -8,*  3,11, 51.4, ⑯⑯, 8, 4,Ｉショウナンアポロン, 67,大野拓, 1.5, 69,   2,   4, 8, 22.2, ⑨⑨, 8, 2,Ｋベビｰネイル, 77,後藤浩, 1.0, 80,   5,  16, 9, 33.5, ⑥⑥
 9, 4,Ｋキングオブキック, 52,武士沢, 0.8, 60,  -3,*  4,15,184.5, ⑯⑯, 9,13,Ｂキｰアイテム, 59,柴田善, 1.2, 54,  -7,   0, 8, 22.4, ⑮⑬, 9, 6,Ｆセトノブロッサム, 69,後藤浩, 1.7, 67,  -2,*  7, 7, 19.6, ⑮⑭, 9,12,Ｇケイアイヘルメス, 82,田辺裕, 1.2, 78,   6,  12, 4,  9.5, ⑤⑤
10, 8,Ｎニシノモリンガ, 42,幸英明, 1.0, 57,   0,  -4, 9, 36.7, ⑨⑨,10,16,Ｎサビｰナクレスタ, 33,北村宏, 1.3, 51,*  2, -13, 7, 19.1, ②②,10, 7,Ｅクレバｰカイオウ, 71,松岡正, 1.7, 68,   1,   4,13, 65.6, ⑫⑫,10,11,Ｄディアセルヴィス, 83,勝浦正, 1.5, 75,* 17,  -5, 8, 28.8, ①①
11, 2,Ｌクインズトロブラボ, 51,柴田善, 2.0, 47,  -3,  -8,10, 38.3, ⑪⑬,11, 3,Ｐシュタｰツオｰパｰ, 28,吉田豊, 1.4, 52, -11,*  3, 4,  9.9, ⑰⑰,11, 3,Ｍケイアイエイト, 59,藤田伸, 1.8, 67,   1,   3,16,137.6, ⑪⑪,11,10,Ｊコスモケンジ, 79,柴田大, 1.8, 74,   1,  13,10, 40.6, ⑨⑨
12,15,Ｅヤマトブライアン, 57,吉田豊, 2.3, 47,  -2, -12, 8, 33.5, ⑫⑫,12, 1,Ｉジョウノリボン, 45,福永祐, 1.7, 51,  -3,  -7, 9, 27.8, ⑪⑨,12,13,Ｎリリコレッジェｰロ, 58,吉田豊, 1.9, 65,   2,   0,10, 34.6, ⑩⑩,12, 5,Ｌイチエイクリッパｰ, 74,武士沢, 1.9, 75,   0,  14,12,392.9, ⑩⑩
13,11,Ｉロブロイクリス, 55,宮崎北, 2.7, 43,  -2, -14,13, 94.9, ⑮⑭,13,11,Ｆニｰチェ, 48,松岡正, 1.8, 45,*  4, -24,12, 51.6, ①①,13,15,Ｊヴェルフェン, 67,ムｰア, 2.0, 64,*  6,  -7, 2,  4.5, ③③,,,,,,,,,,,,
14,10,Ｏヘヴンリｰチョコ, 40,大野拓, 2.8, 44,  -4, -13,12, 70.1, ⑭⑮,14, 2,Ｊガｰネットアイ, 45,宮崎北, 2.1, 44,  -2, -16,17,344.5, ⑥⑦,14, 2,Ｐムｰンベックカフェ, 55,四位洋, 2.2, 64,  -2,   3,15, 95.1, ⑯⑮,,,,,,,,,,,,
15,12,Ｍレプロンドｰル, 44,荻野琢, 3.0, 40,   0, -19,16,462.9, ⑩⑪,15, 7,Ｌラララ, 44,二本柳, 2.1, 42,  -5, -15,13,125.2, ⑧⑪,15, 9,Ｌアポロアリｰナ, 63,勝浦正, 3.5, 52,   0, -11, 9, 28.4, ⑬⑬,,,,,,,,,,,,
16, 5,Ｐジュｰヌノｰブル, 26,柴田大, 3.3, 39,   4, -30,14,106.6, ④④,16,15,Ｋヘップバｰン, 44,荻野琢, 3.3, 28,  -7, -28,16,338.9, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 4,Ｑイスズヒメ, 25,武士沢, 3.6, 27,  -8, -28,15,322.6, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
