13年11月24日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年11月24日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1600m 2 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
11, 2,Ｃサンマルウィｰク, 57,川田将, 2.7, 46,  -7,  -7, 6, 17.8, ⑧⑩,11, 6, オウケンウッド,,石神深,216.5,,,, 5,  9.5,⑫⑪⑩,11, 7,Ｉメイショウガンツ, 57,森一馬, 2.2, 53,*  5, -15, 8, 35.9, ②②,11,10,Ｆウメ, 64,酒井学, 0.8, 65,   5,  -8,11,103.8, ⑦⑤
12, 9,Ｎバム, 46,水口優, 3.1, 44,  -9,  -8,15,279.6, ⑪⑪,12, 1, テイエムオウショウ,,熊沢重,217.1,,,, 4,  7.7,⑥⑩⑫,12, 5,Ｌスズカルミナリｰ, 41,和田竜, 2.3, 52,*  6, -17, 9, 36.4, ①①,12, 7,Ｏフェブノヘア, 54,川島信, 0.9, 64,*  7, -13,14,288.7, ②②
13,12,Ｆストレイトウェザｰ, 52,四位洋, 3.8, 38, -13,  -8, 7, 24.8, ⑮⑮,13,11, マサデパン,,上野翔,218.9,,,,14,257.7,⑬⑬⑬,,,,,,,,,,,,,13,16,Ａペプチドスピカ, 76,上村洋, 1.2, 62,*  6, -16, 4,  9.4, ③④
14,15,Ｐテイエムカタナ, 34,太宰啓, 4.0, 38, -10, -13,14,253.4, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｇコスモマイルｰル, 63,高倉稜, 1.3, 60,   3, -12,13,227.3, ⑪⑪
15, 3,Ｌマジェスティシップ, 47,武幸四, 4.2, 37, -15,  -9,13,208.4, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｍカシノタロン, 55,太宰啓, 1.6, 57,   0, -12,16,449.9, ⑫⑮
16, 4,Ｏシゲルヤシュウ, 45,菱田裕, 4.3, 32, -10, -18,16,293.4, ⑩⑬,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｃハニｰドント, 67,国分恭, 1.9, 51,*  7, -29,10, 81.1, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,
単勝:180円 複勝:08=110円 13=210円 07=180円 枠連:590円,,,,,,,,,,,,"単勝:260円 複勝:04=150円 09=550円 05=190円 枠連:3,830円",,,,,,,,,,,,"単勝:330円 複勝:08=140円 04=260円 10=110円 枠連:3,750円",,,,,,,,,,,,"単勝:440円 複勝:14=150円 03=160円 08=120円 枠連:1,290円",,,,,,,,,,,
馬連:800円 ワイド:08-13=340円 07-08=280円 07-13=810円,,,,,,,,,,,,"馬連:4,740円 ワイド:04-09=1,570円 04-05=330円 05-09=2,170円",,,,,,,,,,,,"馬連:3,720円 ワイド:04-08=760円 08-10=180円 04-10=450円",,,,,,,,,,,,"馬連:1,460円 ワイド:03-14=570円 08-14=250円 03-08=300円",,,,,,,,,,,
"馬単:1,180円 3連複:1,530円 3連単:5,260円",,,,,,,,,,,,"馬単:6,300円 3連複:7,410円 3連単:36,130円",,,,,,,,,,,,"馬単:6,120円 3連複:1,420円 3連単:14,880円",,,,,,,,,,,,"馬単:2,970円 3連複:1,120円 3連単:8,090円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  芝1200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,醍醐ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｆコウエイワンマン, 50,太宰啓,, 66, -19,* 15, 3,  7.7, ⑩⑨, 1, 4, セセリ,---,川田将,, 71,*-15,* 15, 1,  3.6,①①①, 1,10,Ｃカノヤプレジデント, 77,国分恭,, 78,   5,* 12, 5, 16.1,⑫⑫⑨, 1, 8,Ａレディオブオペラ, 91,藤田伸,, 86,*  9,   9, 1,  1.4, ②②
 2, 1,Ｃウィズアミッション, 54,秋山真, 0.0, 64, -14,   9, 4,  9.5, ④③, 2, 9, ロｰドフェンネル,---,四位洋, 0.2, 69,*-16,* 15, 4,  4.6,④③④, 2, 3,Ｂメテオライト, 78,川田将, 0.0, 78,*  9,   3, 2,  3.0,②②②, 2, 2,Ｉマッキｰコバルト, 78,太宰啓, 0.2, 83,   4,* 12, 8, 33.0, ⑤⑥
 3, 6,Ａエアカミュゼ, 62,ルメｰ, 0.0, 64, -17,  11, 1,  1.6, ⑥⑦, 3, 1, キングストｰン,---,ルメｰ, 0.8, 64, -17,  11, 2,  3.6,⑥⑤⑤, 3, 2,Ａラガｰトモヒｰロ, 84,太宰啓, 0.1, 80,   7,   7, 1,  2.8,⑥⑦③, 3, 5,Ｋメイショウイザヨイ, 76,武幸四, 0.2, 84,* 16,   0, 3, 14.1, ①①
 4,10,Ｂアドマイヤウイング, 54,川田将, 0.3, 62, -18,  11, 2,  6.0, ⑪⑪, 4, 5, メレアグロス,---,藤田伸, 1.0, 58,*-16,   2, 7, 22.7,②②②, 4, 6,Ｈノアオｰカン, 71,幸英明, 0.4, 76,   6,   6,10, 36.5,⑧⑧⑦, 4, 1,Ｍオｰルブランニュｰ, 75,水口優, 0.4, 80,  -2,* 16,12,188.9, ⑫⑫
 5, 9,Ｋキタサンゲッコウ, 41,国分優, 0.3, 57,*-13,  -1, 9, 84.9, ②②, 5, 6, ライトパｰプル,---,和田竜, 1.1, 61, -18,  10, 9, 63.0,⑧⑧⑧, 5, 9,Ｅエクチュア, 74,高倉稜, 0.5, 76,   4,* 11, 9, 21.9,⑬⑬⑫, 5,12,Ｇフレデフォｰト, 78,ルメｰ, 0.4, 81,   3,  11, 6, 23.3, ⑨⑧
 6, 3,Ｊエイユｰビリオネア, 45,鮫島良, 0.4, 56,*-11,  -3,13,209.0, ①①, 6,10, アデヤカコマチ,---,川須栄, 1.1, 65, -21,* 16, 8, 38.0,⑩⑩⑩, 6,12,Ｊゴダｰル, 68,吉田隼, 0.9, 72,   8,  -1, 6, 17.3,⑤⑥⑥, 6, 6,Ｄダノンエレガント, 82,吉田隼, 0.5, 79,   8,   4, 4, 14.6, ③③
 7,13,Ｌルｰルウイニング, 40,幸英明, 0.4, 61, -17,   7,10,101.4, ⑧⑧, 7, 7, コマノオトコ,---,松田大, 1.2, 56,*-16,   2, 6, 15.2,③④③, 7,13,Ｉタイムアラウド, 69,藤田伸, 1.0, 73,   5,   4, 7, 18.9,⑪⑩⑪, 7, 9,Ｅアルマリンピア, 80,酒井学, 0.5, 79,   4,   8, 7, 32.1, ⑦⑦
 8, 4,Ｍイダス, 40,川須栄, 0.6, 60, -23,* 12, 7, 70.6, ⑭⑭, 8, 8, スカラブルｰ,---,中井裕, 1.2, 61, -18,   7,10,104.7,⑤⑦⑦, 8,11,Ｋダブルファンタジｰ, 67,古川吉, 1.1, 72,   5,   3, 8, 19.1,⑩⑪⑧, 8,10,Ｈメイショウツガル, 78,古川吉, 0.6, 77,   2,   9, 9, 44.1, ⑧⑩
 9, 2,Ｅトミケンパシエンテ, 53,菱田裕, 0.8, 52, -17,  -1,11,104.9, ⑦⑥, 9, 2, ピｰスメｰカｰ,---,池添謙, 1.4, 58, -20,   7, 5, 13.6,⑦⑨⑨, 9, 1,Ｆナムララオウ, 74,ルメｰ, 1.2, 66,   8,  -4, 3,  6.9,④④④, 9, 3,Ｆマコトナワラタナ, 79,川田将, 0.7, 77,   1,   9, 2,  5.0, ⑩⑨
10,12,Ｈラッキｰハンタｰ, 47,和田竜, 1.0, 53, -21,   4, 6, 16.7, ⑬⑬,10, 3, オｰバｰチュア,---,幸英明, 2.0, 49, -17,  -6, 3,  4.1,⑨⑥⑥,10, 8,Ｇニジノハヤテ, 73,森一馬, 1.5, 69,   6,  -3,13,111.4,⑨⑨⑩,10, 7,Ｃニシノビｰクイック, 84,幸英明, 0.7, 77,   0,   9, 5, 20.8, ⑪⑪
11,14,Ｄキリシマホｰマ, 54,小牧太, 1.1, 51, -18,  -1, 5, 14.7, ⑫⑫,,,,,,,,,,,,,11, 7,Ｄミルクディッパｰ, 74,藤岡康, 1.8, 64,* 10, -14,11, 49.4,⑦①①,11,13,Ｂオｰシャンカレント, 84,和田竜, 0.9, 74,   6,   1,10, 69.2, ⑥⑤
12, 8,Ｉラガｰリンドｰ, 46,松山弘, 2.1, 35, -18, -16,12,158.7, ⑨⑩,,,,,,,,,,,,,12, 4,Ｌチアフルウェルカム, 66,菱田裕, 2.3, 61,   8, -14,12, 55.3,③⑤⑤,12, 4,Ｌリッカアリュｰル, 75,岡田祥, 1.0, 72,  -2,   8,13,318.1, ⑬⑬
13,11,Ｎトｰホウエトワｰル, 34,松田大, 2.1, 34, -15, -21,14,359.3, ⑤⑤,,,,,,,,,,,,,13, 5,Ｍナムラマンジロウ, 64,藤懸貴, 5.4, 43,   7, -40, 4, 14.2,①③⑬,13,11,Ｊサザンブレイズ, 77,川島信, 1.1, 71,   7,  -3,11,127.1, ④④
14, 7,Ｇサビｰナクレスタ, 49,池添謙, 2.3, 31, -14, -26, 8, 76.0, ③④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,
単勝:770円 複勝:05=180円 01=220円 06=110円 枠連:530円,,,,,,,,,,,,単勝:360円 複勝:04=140円 09=160円 01=130円 枠連:780円,,,,,,,,,,,,"単勝:1,610円 複勝:10=290円 03=150円 02=140円 枠連:1,490円",,,,,,,,,,,,"単勝:140円 複勝:08=110円 02=440円 05=300円 枠連:2,000円",,,,,,,,,,,
"馬連:2,920円 ワイド:01-05=800円 05-06=250円 01-06=320円",,,,,,,,,,,,馬連:810円 ワイド:04-09=300円 01-04=280円 01-09=290円,,,,,,,,,,,,"馬連:3,040円 ワイド:03-10=790円 02-10=620円 02-03=200円",,,,,,,,,,,,"馬連:2,010円 ワイド:02-08=750円 05-08=440円 02-05=2,570円",,,,,,,,,,,
"馬単:5,390円 3連複:1,080円 3連単:15,160円",,,,,,,,,,,,"馬単:1,600円 3連複:860円 3連単:4,810円",,,,,,,,,,,,"馬単:8,500円 3連複:1,780円 3連単:23,110円",,,,,,,,,,,,"馬単:2,480円 3連複:4,520円 3連単:16,630円",,,,,,,,,,,
■ 3R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  ダ1400m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,京都ｵｰﾀﾑﾘｰﾌﾌﾟﾚﾐｱﾑ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｋタイセイクルｰズ, 38,ルメｰ,, 58,  -2,* -1, 2,  3.5,⑦⑦④, 1, 6, タガノグランパ,---,川田将,, 64,  -1,  -3, 1,  1.4, ⑥⑥, 1,12,Ｂシゲルアセロラ, 78,ルメｰ,, 87,* 10,   7, 1,  3.1, ②①, 1, 2,Ｄノｰザンリバｰ, 87,和田竜,, 87,   9,  15, 4,  7.3, ⑤⑤
 2, 4,Ｅシゲルヒタチ, 52,藤田伸, 0.6, 58,  -5,*  0, 6, 23.5,⑭⑬⑦, 2, 7, ファストアズソング,---,岡田祥, 0.3, 61,  -9,*  7,11, 90.6, ⑧⑧, 2, 2,Ｅカシノランナウェイ, 76,国分優, 0.4, 86,  -9,* 20, 4,  6.9, ⑫⑫, 2, 9,Ｆナリタスｰパｰワン, 85,ルメｰ, 0.0, 86,   6,  19, 2,  4.1, ⑫⑪
 3,12,Ａティｰポイズン, 62,国分優, 0.7, 54,* -1, -10, 1,  3.0,③③③, 3, 8, ケｰプオブホｰプ,---,小坂忠, 0.4, 62,*  5, -15,13,219.7, ①①, 3, 5,Ｃエランドｰル, 78,高倉稜, 0.6, 83,  -9,* 17, 5,  9.3, ⑪⑪, 3, 7,Ｍアｰリｰデイズ, 81,藤岡康, 0.1, 87,   2,* 22,16,439.5, ⑮⑬
 4, 8,Ｄロｰドガンブラック, 52,菱田裕, 0.9, 54,  -4,* -4, 7, 24.2,⑫⑫⑪, 4,12, ファイアｰシチｰ,---,中井裕, 0.6, 56, -14,*  7, 7, 20.9, ⑩⑨, 4,13,Ａワキノブレイブ, 78,四位洋, 0.6, 80,  -1,   9, 3,  6.0, ⑦⑦, 4,15,Ｈホクセツダンス, 84,松山弘, 0.1, 86,   7,  16,11,100.5, ⑨⑧
 5, 7,Ｂカメヤマシャチュウ, 60,川田将, 1.1, 54,  -2, -11, 3,  5.0,⑥⑤⑥, 5, 3, ハワイアンロｰズ,---,松山弘, 0.9, 56,*  3, -17, 9, 28.4, ②②, 5, 8,Ｎハイマウンテン, 66,小林徹, 0.7, 80,  -5,  12,13, 95.5, ⑨⑨, 5, 3,Ｇタイムズアロｰ, 85,川田将, 0.2, 86,   8,  14, 6, 20.4, ⑧⑩
 6,10,Ｈオｰルドバルディｰ, 50,藤岡康, 1.1, 52,*  0, -14, 4,  7.9,②②②, 6,14, エングロウス,---,酒井学, 1.0, 53,   1, -18, 5, 17.9, ④④, 6,14,Ｊドリｰムフォワｰド, 72,太宰啓, 0.8, 79,  -5,  11, 9, 38.2, ⑩⑩, 6, 5,Ｊセイカプリコｰン, 83,川須栄, 0.2, 87,   0,* 24,13,227.1, ⑯⑯
 7, 1,Ｆヒャクマンバリキ, 51,和田竜, 1.2, 52,*  0, -16, 9, 28.2,①①①, 7, 9, マイネルアルテロ,---,幸英明, 1.4, 48,  -4, -16, 2,  9.7, ⑦⑦, 7,10,Ｆヤマノレオ, 76,和田竜, 0.9, 75,   2,   3, 6, 12.6, ⑤⑤, 6,10,Ｃスノｰドラゴン, 88,吉田隼, 0.2, 85,   8,  14, 7, 24.7, ⑦⑥
 8, 9,Ｉハイベストバイオ, 45,幸英明, 1.4, 53,  -5,  -6, 5, 10.8,⑬⑭⑫, 8,10, ペプチドムｰン,---,和田竜, 1.4, 48,   1, -23, 6, 18.3, ③③, 8, 4,Ｋショウナンスマイル, 68,古川吉, 0.9, 75,   2,   3,15,184.3, ③③, 8, 1,Ａスリｰボストン, 95,秋山真, 0.2, 84,*  9,  12, 3,  5.9, ②②
 9, 6,Ｃゼンノスサノヲ, 53,森一馬, 1.6, 51,  -3, -14,10, 54.2,⑨⑧⑧, 9, 4, サｰレムフォレスト,---,川須栄, 1.4, 47, -21,*  7, 3, 14.1, ⑭⑭, 9, 7,Ｇジンセイハオマツリ, 74,菱田裕, 1.0, 75,  -2,   5,10, 50.2, ⑧⑧, 9, 6,Ｉトキノエクセレント, 83,松田大, 0.3, 85,   7,  16,12,102.8, ⑩⑨
10, 5,Ｊダンツトゥルｰス, 43,松山弘, 1.7, 48,  -2, -16, 8, 26.1,⑤④⑤,10, 2, オグリキセキ,---,佐久間, 1.6, 47,   0, -24,15,279.6, ⑤⑤,10, 3,Ｌタイキガラハッド, 67,川須栄, 1.0, 78, -13,* 16, 8, 30.3, ⑭⑮,10,12,Ｅタイセイファントム, 86,菱田裕, 0.5, 83,   9,  11,10, 56.2, ⑥⑦
11,11,Ｍマコトヴィガラス, 31,川須栄, 2.4, 46,  -4, -18,12, 79.2,⑮⑩⑩,11,11, パトカｰ,---,藤田伸, 1.9, 42, -12, -12,10, 59.1, ⑨⑩,11, 9,Ｈアｰベントロｰト, 73,吉田隼, 1.0, 77, -11,  15,12, 58.7, ⑬⑭,11, 8,Ｋシゲルソウサイ, 83,幸英明, 0.5, 84,   7,  14, 8, 44.6, ⑪⑫
12,15,Ｇタマモアネモネ, 51,藤懸貴, 2.5, 44,  -3, -21,15,364.8,⑩⑨⑨,12, 5, サンレイフレンチ,---,吉田隼, 2.0, 40, -18,  -4, 8, 26.4, ⑬⑫,12, 1,Ｄユｰルフェスト, 77,秋山真, 1.2, 72,  -1,   1, 2,  4.3, ⑥⑥,12, 4,Ｂキズマ, 91,藤田伸, 0.7, 81,* 11,   6, 1,  2.7, ①①
13, 2,Ｎハナズフィフティ, 29,城戸義, 3.1, 40,  -6, -20,14,356.6,⑧⑮⑮,13,13, シセイタマテ,---,川島信, 2.3, 38, -25,  -1,12,117.0, ⑮⑮,13,15,Ｍアグネスキズナ, 66,幸英明, 1.3, 74, -11,  10,11, 52.3, ⑮⑬,13,16,Ｏサウンドアクシス, 79,太宰啓, 1.0, 81,   2,  14,15,430.6, ⑭⑮
14, 3,Ｏアテッサ,  6,上村洋, 4.0, 37,  -4, -31,13,201.7,⑪⑪⑬,14, 1, クリノミクス,---,菱田裕, 2.9, 32, -20, -15,14,254.9, ⑫⑪,14,11,Ｉヒｰラ, 72,中井裕, 1.5, 67,*  7, -10, 7, 15.8, ①②,14,11,Ｎロングロウ, 80,四位洋, 1.2, 78,   2,  13, 9, 47.8, ⑬⑭
15,13,Ｌアスタｰスカイ, 37,熊沢重, 8.0,  7,  -3, -68,11, 62.3,④⑥⑭,15,15, アグネスモバイル,---,四位洋, 3.0, 32, -20, -16, 4, 14.5, ⑪⑬,15, 6,Ｏアグネスマチュア, 64,藤田伸, 1.7, 64,   2,  -8,14,113.7, ④④,15,13,Ｌレッドクラウディア, 81,池添謙, 1.3, 76,*  9,   2, 5, 11.3, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｐエスケｰプマジック, 75,小坂忠, 1.7, 76,*  9,   0,14,413.2, ④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,
"単勝:350円 複勝:14=170円 04=480円 12=140円 枠連:2,940円",,,,,,,,,,,,"単勝:140円 複勝:06=110円 07=1,660円 08=3,690円 枠連:5,470円",,,,,,,,,,,,単勝:310円 複勝:12=150円 02=220円 05=230円 枠連:760円,,,,,,,,,,,,"単勝:730円 複勝:02=230円 09=180円 07=8,430円 枠連:650円",,,,,,,,,,,
