13年 3月 2日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月 2日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,脊振山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂエリモフェザｰ, 66,松田大,, 66,* -3,*  8, 4, 11.0, ①①, 1,14,Ａラスカルスピｰド, 67,松田大,, 66,  -1,*  8, 3,  5.0,⑥⑤⑤, 1, 4,Ｋイエスマイダｰリン, 58,二本柳,, 61, -18,* 10,13,146.0, ⑪⑪, 1, 8,Ｂシベリアンスパｰブ, 77,川須栄,, 79,*-10,  20, 1,  2.7,③②②
 2, 5,Ｈマンリｰ, 54,大野拓, 0.3, 62,* -6,   6, 5, 15.7, ②③, 2,12,Ｂヤマニンアルゴシｰ, 67,丸田恭, 0.1, 63,  -1,*  6, 1,  2.6,④④④, 2, 2,Ｆカルブンクルス, 66,勝浦正, 0.0, 63,  -4,   2, 2,  4.0, ⑤③, 2,10,Ｃカシノスタｰライト, 75,二本柳, 0.4, 73,*-11,  16, 8, 18.2,⑤③④
 3, 3,Ｃトドロック, 65,黛弘人, 0.4, 60,  -7,   6, 1,  2.1, ③②, 3, 9,Ｃグランプリナイト, 63,大野拓, 0.1, 66,  -3,* 12, 4,  6.2,⑩⑨⑦, 3, 9,Ｈオｰパルス, 63,大野拓, 0.2, 60, -10,   4, 7, 14.2, ⑩⑨, 3, 6,Ｊホッコｰゼニト, 69,勝浦正, 0.4, 77, -13,* 23,11, 46.8,⑩⑩⑩
 4, 2,Ｆミラクルルｰマｰ, 57,川須栄, 0.5, 60, -13,*  9, 3, 10.2, ⑨⑧, 4, 2,Ｐメイショウバッカス, 39,中舘英, 0.5, 59,*  2,  -5, 2,  4.5,①①①, 4, 8,Ｊコウヨウゼウス, 61,中舘英, 0.3, 59,  -6,   0,10, 49.5, ⑧⑥, 4, 2,Ｅヴィオラｰネ, 75,大野拓, 0.5, 73, -12,  18, 2,  3.9,④⑤⑥
 5, 4,Ｊメイショウメロディ, 51,西田雄, 0.8, 56, -14,*  7, 8, 48.7, ⑧⑤, 5, 6,Ｇコスモサリｰ, 58,丹内祐, 0.8, 59,  -1,   0, 9, 36.9,⑦⑥⑥, 5, 1,Ｍハナズフレイム, 55,大下智, 0.5, 57, -20,*  8,12, 72.8, ⑬⑫, 5,14,Ｌダイシンハンタｰ, 63,北村友, 0.5, 73, -12,  19, 4, 11.3,⑨⑧⑨
 6, 1,Ｄバクシンパワｰ, 61,城戸義, 0.9, 55,  -9,   2, 7, 22.0, ⑥④, 6,17,Ｅヴェイパｰコｰン, 59,勝浦正, 1.0, 53,*  1, -11, 5, 10.8,③③③, 6, 3,Ａタイセイマグナム, 71,中井裕, 0.5, 59,  -5,  -3, 1,  2.3, ⑥④, 6, 4,Ａマツリダジャパン, 78,宮崎北, 0.5, 75, -12,  19, 3,  7.9,⑥⑦⑧
 7, 6,Ｉシキランマン, 51,丸田恭, 1.0, 56, -13,   6, 9, 49.1, ⑩⑩, 7,15,Ｄウインデスティニｰ, 63,菱田裕, 1.1, 56,  -4,   1, 6, 31.4,⑭⑬⑪, 7, 7,Ｇメイショウオハツ, 64,菱田裕, 0.7, 56,  -6,  -3, 4,  9.3, ⑦⑩, 7,13,Ｈマイティｰスコｰル, 71,鮫島良, 0.6, 73, -15,* 22, 5, 12.7,⑫⑪⑪
 8,10,Ｅリッシンロケット, 60,吉田隼, 1.0, 54, -12,   4, 6, 19.0, ⑦⑨, 8,10,Ｊスノｰストｰム, 49,高倉稜, 1.3, 55,  -7,   5,10, 44.3,⑱⑰⑬, 8, 5,Ｃサクラブライト, 69,黛弘人, 1.0, 53,*  0,  -9, 5, 10.7, ①①, 8, 5,Ｉピｰスフルアｰス, 69,中舘英, 0.6, 72,*-11,  15, 6, 14.9,⑦⑥⑤
 9,14,Ａゼンノビッグワン, 69,勝浦正, 1.1, 53,  -7,  -1, 2,  3.0, ⑤⑦, 9, 8,Ｑエｰブドラゴンマン, 33,北村友, 1.4, 54,  -8,*  6,13,144.6,⑰⑱⑯, 9, 6,Ｂイイデカントリ, 69,原田敬, 1.1, 51,  -9,  -5, 3,  9.2, ⑨⑦, 9, 9,Ｍビコｰミハイル, 62,佐久間, 0.7, 67,*-10,   9,15,190.7,①①①
10, 7,Ｌカシノオｰブ, 38,中井裕, 1.5, 50, -17,   2,13,371.0, ⑪⑪,10,13,Ｈナリタエックス, 53,竹之下, 1.5, 49,*  2, -17,12, 79.0,②②②,10,14,Ｌキンシツｰストン, 58,北村友, 1.2, 49, -18,   0, 9, 44.1, ⑫⑬,10, 7,Ｎデンコウチャレンジ, 51,古川吉, 0.7, 70, -12,  15,12, 75.3,②④③
11,13,Ｎブイキャスタｰ,-22,原田敬, 1.8, 47,  -7,  -7,12,140.7, ④⑥,11, 1,Ｌグランスエルテ, 47,中井裕, 1.7, 50,  -5,  -4, 8, 34.3,⑮⑯⑱,11,11,Ｅハクユウリリｰ, 66,吉田隼, 1.5, 48,* -1, -13, 6, 11.9, ②②,11, 1,Ｆマイネルコランダム, 74,丹内祐, 0.9, 69, -14,  15, 7, 16.9,⑧⑨⑦
12, 9,Ｋカシノマインド, 46,二本柳, 2.2, 41, -16,  -5,11,132.0, ⑬⑬,12,18,Ｍカシノソラｰレ, 46,西田雄, 1.9, 45,  -1, -16,17,375.5,⑪⑦⑧,12,10,Ｎシゲルコウギョク, 46,高倉稜, 1.8, 42, -24,  -1,14,371.6, ⑭⑭,12, 3,Ｇガンセ, 74,吉田隼, 0.9, 71, -17,  20, 9, 18.3,⑬⑫⑫
13, 8,Ｇケｰジｰイチバン, 55,古川吉, 2.4, 41, -16,  -7,10, 67.9, ⑫⑫,13,16,Ｏキチ, 40,大庭和, 2.1, 44,  -2, -17,14,224.4,⑧⑩⑩,13,12,Ｉトｰセンスタッフ, 62,伊藤工, 2.2, 41,* -1, -20, 8, 32.3, ③⑤,13,11,Ｄサトノエンデバｰ, 75,丸田恭, 1.0, 71, -18,* 23,10, 22.4,⑮⑮⑮
14,11,Ｍカシノグリップ, -7,菅原隆, 3.9, 24, -18, -18,14,443.6, ⑭⑭,14, 3,Ｆナガラセンプｰ, 58,田中健, 2.1, 45,  -2, -17,11, 53.9,⑤⑧⑫,14,13,Ｄクロト, 68,横山和, 2.4, 38,  -3, -21,11, 68.8, ④⑧,14,15,Ｋイｰスタリｰガスト, 64,黛弘人, 1.5, 62, -15,  10,14,177.4,⑭⑭⑭
,,,,,,,,,,,,15,11,Ｎイクラン, 45,上野翔, 2.2, 45,  -5, -12,15,287.2,⑯⑮⑮,,,,,,,,,,,,,15,12,Ｏブイコナン, 40,原田敬, 1.7, 60, -17,   9,13,145.8,⑪⑬⑬
,,,,,,,,,,,,16, 4,Ｒヒシサファイヤ, 33,水口優, 2.3, 43,  -5, -13,18,514.9,⑬⑭⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 5,Ｉニシノアイボウ, 53,横山和, 2.4, 41,  -4, -19, 7, 32.3,⑨⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 7,Ｋクリノマナスル, 47,古川吉, 2.4, 41,  -2, -20,16,365.4,⑫⑪⑨,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:1),,,,,,,,,,,
"単勝:1,100円 複勝:12=180円 05=290円 03=110円 枠連:4,100円",,,,,,,,,,,,単勝:500円 複勝:14=190円 12=150円 09=180円 枠連:720円,,,,,,,,,,,,"単勝:14,600円 複勝:04=2,580円 02=160円 09=320円 枠連:500円",,,,,,,,,,,,"単勝:270円 複勝:08=170円 10=420円 06=870円 枠連:1,340円",,,,,,,,,,,
