13年 9月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 9月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,道頓堀ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａナムラユキヒメ, 54,国分優,, 57,* -1,*  4, 1,  1.5,②②②, 1, 3, サンライズロイヤル,,平沢健,,,,, 8, 23.9,⑧②②, 1, 9,Ｄマルタカシクレノン, 69,藤田伸,, 79,   1,* 13,11, 45.8, ⑬⑬, 1,16,Ａリトルゲルダ, 82,川田将,, 85,   6,  10, 1,  3.2, ⑥⑥
 2, 5,Ｄアカリロンドン, 41,藤岡康, 0.5, 56,  -4,*  4, 9, 72.0,⑨⑦⑥, 2, 4, マイネルフィエスタ,,熊沢重,200.1,,,, 2,  3.6,④①①, 2, 7,Ａトｰセンギャラリｰ, 76,北村友, 0.2, 76,   1,   9, 3,  4.8, ⑪⑩, 2,12,Ｌミッドナイトクロス, 73,丸山元, 0.0, 84,   2,* 14,11, 49.9, ⑩⑨
 3,10,Ｎセントコロナ, 31,小牧太, 0.7, 52,* -3,  -1, 3, 14.1,⑥④④, 3, 7, アムｰルクエスト,,植野貴,200.7,,,, 1,  1.9,③④④, 3, 1,Ｇシャイニｰハｰツ, 67,丸山元, 0.2, 75,  -1,* 15, 8, 29.2, ⑭⑯, 3, 3,Ｄシゲルスダチ, 77,藤岡康, 0.1, 84,   8,   8, 4,  9.1, ⑤④
 4, 6,Ｂマウンテンライオン, 45,和田竜, 1.2, 51,  -5,   0, 2,  4.4,⑫⑩⑩, 4, 5, ビコｰピリラニ,,田村太,200.9,,,,10, 70.1,⑤⑥⑦, 4,16,Ｊプラチナテｰラｰ, 64,藤岡康, 0.4, 71,*  6,  -1, 4, 13.3, ⑤③, 4, 7,Ｆビキニブロンド, 75,浜中俊, 0.2, 83,  -5,* 19, 3,  5.4, ⑬⑭
 5,14,Ｊタマモリド, 35,水口優, 1.4, 48,* -2, -10,12,114.7,①①①, 5, 6, ヤラマイカ,,五十嵐,202.5,,,, 7, 18.2,①③③, 5,15,Ｈバトルゾロ, 66,太宰啓, 0.5, 70,*  5,  -4, 5, 15.3, ②②, 5,10,Ｉフレデフォｰト, 73,北村友, 0.3, 82,   3,  10, 9, 24.1, ⑧⑧
 6, 7,Ｈシゲルヒタチ, 37,中井裕, 1.7, 50,  -6,  -3,16,291.1,⑩⑫⑪, 6, 8, ヤマニンアｰマｰ,,白浜雄,202.6,,,, 6, 16.3,⑨⑨⑨, 6,17,Ｃアドマイヤツヨシ, 73,川田将, 0.5, 74,  -3,* 13, 1,  2.2, ⑱⑱, 6, 5,Ｃニシノビｰクイック, 77,国分恭, 0.3, 81,   0,  13, 5,  9.4, ⑪⑪
 7, 9,Ｋキタサンワイルド, 35,菱田裕, 1.8, 43,* -3, -11, 6, 27.9,④③③, 7, 2, リアルブラック,,林満明,203.5,,,, 3,  9.2,⑥⑦⑥, 7,10,Ｆオリｰブジュエル, 67,菱田裕, 0.5, 73,  -1,* 10, 9, 34.0, ⑯⑮, 7,11,Ｇメイショウツガル, 75,古川吉, 0.3, 80,  -2,* 14,10, 25.8, ⑫⑫
 8, 2,Ｃマｰシャラｰ, 43,丸山元, 1.8, 44,  -4,  -8,15,249.9,⑤⑥⑦, 8,10, メイショウタｰビン,,難波剛,204.5,,,, 4, 11.4,⑦⑧⑧, 8, 4,Ｂテイエムレンジャｰ, 73,和田竜, 0.5, 72,   3,   3, 2,  4.4, ⑨⑨, 8, 8,Ｂルリニガナ, 82,菱田裕, 0.5, 78,* 13,  -3, 6, 11.6, ②②
