13年11月10日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年11月10日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1900m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,ｱﾝﾄﾞﾛﾒﾀﾞｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｅグランベラミ, 51,内田博,, 51, -13,* -1, 7, 16.7, ⑬⑬, 1, 3, シャイニｰガｰル,---,幸英明,, 72, -14,* 17, 5, 12.4, ⑦⑤, 1, 8,Ｃアサクサショパン, 84,福永祐,, 82,   6,* 14, 1,  2.7,⑦⑦⑦, 1, 4,Ｎラウンドワｰルド, 74,岩田康,, 83,  11,* -2, 1,  4.5,⑨⑨⑦
 2, 6,Ｍパフュｰムボム, 37,三浦皇, 0.1, 50, -11,* -4,12,169.9, ⑩⑩, 2, 8, グッドイヴニング,---,バルザ, 0.0, 71,* -7,*  9, 2,  4.7, ②②, 2,11,Ｅソルモンタｰレ, 81,森一馬, 0.1, 79,* 11,   2, 8, 25.0,③②①, 2,11,Ｋユニバｰサルバンク, 79,川田将, 0.3, 79,  11,  -6, 5,  8.2,⑤⑧⑨
 3,11,Ｉシゲルクシロ, 45,武幸四, 0.1, 51,  -7,  -9, 6, 10.9, ⑤⑥, 3, 2, ハクユウカンベエ,---,内田博, 0.3, 68,  -8,   6, 4, 11.5, ③③, 3, 3,Ｉトウショウヘイロｰ, 75,川田将, 0.2, 79,* 10,   5, 4,  6.9,②③③, 3, 7,Ｊロｰドオブザリング, 80,藤田伸, 0.3, 80,  10,  -4,11, 29.1,⑮⑪⑩
 4, 9,Ｆパラディドル, 48,和田竜, 0.2, 49,  -6, -11, 4,  7.8, ③③, 4,11, エゴイスト,---,岩田康, 0.3, 67,* -4,   2, 7, 28.8, ①①, 4,10,Ｂコスモメルハバ, 84,デムｰ, 0.2, 76,   9,   6, 3,  6.0,⑥⑤④, 4, 6,Ａモンテエン, 89,内田博, 0.3, 82,   6,*  6, 7, 12.4,⑭⑮⑬
 5,14,Ａエイコｰンウィル, 52,福永祐, 0.2, 49,* -5, -12, 2,  5.7, ②②, 5, 4, ボンセジュｰル,---,藤岡康, 0.4, 67,  -7,   5, 6, 12.9, ④④, 5, 9,Ａペガサスフォｰス, 85,和田竜, 0.3, 80,   6,* 12, 5,  8.8,⑩⑧⑧, 5, 8,Ｄテイエムイナズマ, 83,武豊  , 0.5, 76,* 17, -21, 2,  5.1,⑧②②
 6, 2,Ｎケイウンヘブンズ, 36,森一馬, 0.3, 50,  -9,  -8,13,223.1, ⑨⑤, 6, 1, ディオレサンス,---,福永祐, 0.6, 64, -10,   5, 3,  7.7, ⑤⑥, 6, 2,Ｇエアラギオｰル, 80,岩田康, 0.3, 78,   8,   7, 2,  4.1,⑤⑥⑥, 6, 2,Ｂウインドジャズ, 85,酒井学, 0.5, 77,  10,  -7,12, 45.6,⑦⑩⑪
 7,12,Ｋタガノティタｰニア, 42,武豊  , 0.5, 47,* -5, -16, 3,  7.1, ①①, 7,10, フィｰルハッピｰ,---,三浦皇, 1.4, 56, -21,   7, 9, 86.0, ⑧⑨, 7, 1,Ｆピンウィｰル, 80,三浦皇, 0.4, 78,   6,* 11, 6, 15.6,⑨⑨⑨, 7,14,Ｇスマｰトギア, 82,福永祐, 0.6, 78,  13, -12, 9, 18.0,⑥⑦⑧
 8, 7,Ｄピンクプリンセス, 51,岩田康, 0.7, 45, -17,* -3, 1,  2.3, ⑭⑭, 8, 6, アイファｰメリｰ,---,松田大, 1.8, 48, -14,  -7,10, 98.3, ⑥⑦, 8, 5,Ｋシルクコスモス, 72,松田大, 1.0, 75,   5,   8,11,110.2,⑧⑩⑩, 8, 3,Ｃエｰシンミズｰリ, 83,太宰啓, 0.7, 75,  13, -15, 4,  8.0,④⑥⑤
 9, 8,Ｌアルレジェンヌ, 41,デムｰ, 0.8, 42,  -6, -16, 5,  9.4, ④④, 9, 7, クリノグラスオｰ,---,蛯名正, 2.0, 46, -27,   4,11,126.0, ⑨⑩, 9,13,Ｌメイショウスザンナ, 68,藤岡康, 1.3, 75,   5,   7, 7, 18.6,⑪⑪⑪, 9,15,Ｉカルドブレッサ, 82,デムｰ, 0.8, 73,  14, -19, 3,  6.1,⑫⑤④
10, 4,Ｃタマモアネモネ, 51,岩崎翼, 1.0, 42, -11, -12,14,297.6, ⑪⑪,10, 5, サトノスパｰクル,---,デムｰ, 2.3, 41, -22,  -6, 1,  1.7, ⑩⑧,10, 6,Ｈエクセルフラッグ, 76,酒井学, 1.5, 73,   3,   8,12,172.8,⑫⑫⑫,10, 9,Ｆドリｰムヒｰロｰ, 82,吉田豊, 1.1, 71,  14, -25,10, 26.4,②③③
11, 5,Ｊニュｰエトワｰル, 44,秋山真, 1.0, 42,  -9, -15,11,150.8, ⑦⑧,11,12, ジョｰリブラン,---,森一馬, 3.0, 33, -34,  -3,12,130.7, ⑪⑪,11, 7,Ｍライブリシｰラ, 65,小坂忠, 2.1, 71,   9, -10,10,109.3,④④⑤,11,10,Ｍダノンスパシｰバ, 78,蛯名正, 1.3, 71,   8, -12, 8, 17.0,⑬⑭⑫
