13年 4月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝3100m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｱｼｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａインストアイベント, 66,横山典,, 62,   0,*  3, 1,  1.2, ②⑤, 1,12, スナｰクスペイン,,小坂忠,,,,, 3,  4.7,②①①, 1,10,Ｂサウンドトゥルｰ, 75,三浦皇,, 72,   2,* 12, 1,  2.7, ⑪⑪, 1,11,Ｃエアハリファ, 91,三浦皇,, 92,   9,* 24, 3,  4.8, ⑥⑤
 2,12,Ｂナムラコンジョウ, 56,田辺裕, 0.2, 62,*  4,  -3, 2,  8.5, ①①, 2, 2, アサティスボｰイ,,石神深,206.0,,,, 6, 18.1,⑩⑦⑦, 2, 8,Ａミヤジマッキｰ, 77,松山弘, 0.5, 68,   4,   4, 2,  3.4, ⑥⑦, 2,14,Ｉアドマイヤロイヤル, 89,四位洋, 0.3, 93,   7,* 24, 2,  3.9, ⑧⑦
 3,11,Ｅトウショウブロンコ, 53,四位洋, 0.5, 62,*  2,  -3, 7, 61.5, ⑧④, 3,14, ティアップブレイズ,,草野太,206.6,,,, 5, 14.7,④④②, 3, 3,Ｋフォレノワｰル, 63,杉原誠, 0.5, 69,  -1,* 11, 3,  4.0, ⑮⑮, 3, 3,Ａアドマイヤサガス, 93,横山典, 0.3, 87,   9,  18, 1,  3.1, ④④
 4, 6,Ｃポｰクチョップ, 56,柴田善, 1.0, 53,  -5,*  1, 3, 13.5, ⑩⑩, 4, 9, コブラボｰル,,金子光,206.6,,,,12,115.9,⑭⑨⑨, 4,14,Ｅクレバｰパルマ, 67,柴田善, 0.6, 67,   4,   6, 8, 24.4, ⑧⑩, 4, 8,Ｆナガラオリオン, 89,江田照, 0.7, 88,   5,* 23, 8, 26.4, ⑨⑩
 5, 4,Ｄブランドハヤテ, 53,江田照, 1.6, 50,  -2,  -7,12,280.8, ⑦⑧, 5,10, スマｰトステｰジ,,高田潤,206.9,,,, 1,  2.6,⑤⑤⑥, 5, 7,Ｄヤンキｰソヴリン, 68,江田照, 0.9, 65,   3,   3, 7, 21.8, ⑩⑨, 5, 1,Ｈセイリオス, 89,田中勝, 0.7, 87,   6,  22, 9, 33.2, ⑦⑧
 6,15,Ｆマグネイト, 51,川須栄, 1.6, 51,   0, -10, 6, 34.2, ⑤⑥, 6, 7, ビｰアウェイク,,高野和,206.9,,,, 7, 27.6,⑨⑧⑤, 6,15,Ｃゴｰルデンパピオン, 69,石橋脩, 0.9, 65,   0,   6, 6, 21.6, ⑬⑫, 6,12,Ｅタイセイシュバリエ, 91,石橋脩, 0.8, 85,* 11,  12, 6, 12.9, ②②
 7,16,Ｉモストヴェルデ, 49,津村明, 1.6, 52,*  3, -14, 4, 24.0, ④③, 7, 6, ジュヌドラゴン,,山本康,207.1,,,, 2,  4.4,⑧⑩⑪, 7,13,Ｇロマンシングジェム, 66,田辺裕, 1.1, 63,   6,  -3, 4, 17.6, ⑤⑤, 7,15,Ｇグリッタｰウイング, 89,川須栄, 1.0, 86,   6,  19,10, 41.6, ⑩⑨
 8, 8,Ｇクリノアルプス, 51,三浦皇, 2.0, 47,  -7,  -3, 8, 76.1, ⑭⑬, 8, 8, ニシノラブキング,,江田勇,207.9,,,, 8, 38.1,③③④, 8, 2,Ｈチェリｰサタｰン, 65,武士沢, 1.6, 62,  -1,   3,13, 90.6, ⑯⑯, 8, 9,Ｄスタッドジェルラン, 91,松山弘, 1.0, 84,   9,  12, 5, 11.1, ③③
