13年10月14日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月14日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
11, 1,Ｍクリノオｰ, 32,藤懸貴, 1.4, 43,  -7, -15,11,165.1, ⑩⑨,11, 6, インバルコ,,高田潤,209.2,,,, 3,  6.4,⑪⑪⑪,11, 9,Ｍヤマニンエトレンヌ, 61,国分優, 2.2, 53,   4, -12,13,228.9, ③③,,,,,,,,,,,,
12, 3,Ｉハイセルフト, 41,和田竜, 3.0, 28,  -1, -44, 4, 11.4, ④⑥,,,,,,,,,,,,,12,10,Ａキャプテンサクラ, 75,荻野琢, 2.2, 52,*  9, -17, 3, 11.6, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13, 3,Ｉタイキマｰシャ, 66,森一馬, 2.3, 52,   2, -11, 7, 25.5, ④⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 1,Ｅタガノレオｰネ, 67,池添謙, 2.7, 49,  -1, -12, 4, 12.5, ⑧⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｋシャルロッカ, 63,城戸義, 3.3, 43,  -4, -14,12,103.1, ⑬⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,
単勝:150円 複勝:06=110円 02=200円 04=510円 枠連:480円,,,,,,,,,,,,"単勝:300円 複勝:09=130円 05=200円 03=130円 枠連:1,730円",,,,,,,,,,,,"単勝:140円 複勝:07=110円 06=620円 13=320円 枠連:1,670円",,,,,,,,,,,,単勝:410円 複勝:09=160円 10=140円 04=420円 枠連:590円,,,,,,,,,,,
"馬連:480円 ワイド:02-06=270円 04-06=610円 02-04=1,300円",,,,,,,,,,,,"馬連:1,460円 ワイド:05-09=450円 03-09=170円 03-05=470円",,,,,,,,,,,,"馬連:1,620円 ワイド:06-07=770円 07-13=420円 06-13=3,430円",,,,,,,,,,,,馬連:710円 ワイド:09-10=310円 04-09=960円 04-10=880円,,,,,,,,,,,
"馬単:750円 3連複:2,050円 3連単:6,450円",,,,,,,,,,,,"馬単:2,250円 3連複:960円 3連単:5,820円",,,,,,,,,,,,"馬単:2,200円 3連複:5,500円 3連単:17,510円",,,,,,,,,,,,"馬単:1,270円 3連複:3,260円 3連単:12,320円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  芝1600m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,清水ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｌサトノバリアント, 34,松山弘,, 64,   1,*  0, 5,  8.9,⑨⑤②, 1, 7, テイエムナデュｰラ,---,佐久間,, 57,*-10,  -4, 5, 10.3, ②②, 1, 9,Ｇシャイニｰハｰツ, 70,北村友,, 81,   1,* 14, 5, 11.9,⑩⑨⑨, 1, 5,Ｅウインプリメｰラ, 79,和田竜,, 84,   8,  19, 2,  5.2, ③③
 2,10,Ｈファイヤｰロック, 44,藤懸貴, 0.5, 61,  -3,*  1, 8, 27.2,⑫⑨⑦, 2,10, マッドアバウトユｰ,---,松田大, 0.1, 55, -13,  -3, 3,  6.7, ④④, 2,12,Ａダノンフェニックス, 79,松田大, 0.1, 77,   4,   7, 3,  7.4,⑤⑥⑦, 2, 2,Ｍノｰブルディｰド, 75,酒井学, 0.2, 79,* 13,   5, 7, 18.1, ②②
 3,12,Ｂクァンタムギア, 67,鮫島良, 0.6, 62,   1,  -6, 1,  2.2,⑥④⑤, 3, 4, キュｰクッキング,---,藤懸貴, 0.2, 52,* -9,  -8, 6, 12.4, ①①, 3, 8,Ｄミッキｰタイガｰ, 74,小牧太, 0.2, 78,   1,  10, 4, 11.5,⑨⑩⑧, 3, 9,Ｐティアップゴｰルド, 74,太宰啓, 0.3, 77,* 15,   1,14, 98.5, ①①
 4, 8,Ａロｰゼロッセ, 70,中井裕, 1.0, 60,  -1,  -7, 2,  5.5,⑤⑦⑥, 4, 1, ラガｰベルリン,---,松山弘, 0.2, 54,*-12,  -5,11, 58.9, ③③, 4, 5,Ｃゴｰルドテｰラｰ, 78,国分恭, 0.3, 76,   4,   4, 2,  3.3,⑥⑦⑥, 4,15,Ｌアドマイヤドバイ, 78,池添謙, 0.3, 81,   4,  20, 1,  2.2, ⑧⑦
 5, 6,Ｇテイエムゲッタドン, 47,和田竜, 1.7, 53,*  2, -18,10, 46.1,②②①, 5, 8, アブニｰル,---,酒井学, 0.2, 57, -18,*  2, 9, 18.9, ⑦⑥, 5, 2,Ｂエｰシンハクリュｰ, 78,藤岡康, 0.3, 72,*  6,  -3, 1,  2.5,①①①, 5, 3,Ｎアルティシムス, 75,秋山真, 0.5, 78,   5,  14, 6, 16.6, ⑤⑤
 6, 5,Ｉサザンキング, 43,酒井学, 2.6, 48,  -3, -14,11,112.8,⑪⑫⑪, 6, 6, マイネルプレッジ,---,中井裕, 0.5, 54, -22,*  2, 2,  4.2, ⑨⑧, 6, 1,Ｅアドマイヤバｰトン, 73,川須栄, 0.4, 77,   1,  10, 8, 20.2,⑪⑪⑩, 6, 7,Ｂシルクドリｰマｰ, 81,北村友, 0.5, 80,   1,* 23, 3,  5.9, ⑪⑪
 7, 9,Ｅアラｰトミノル, 53,北村友, 2.7, 47,  -2, -18, 7, 23.8,⑩⑩⑩, 7, 5, カシノチャンプ,---,北村友, 1.1, 44, -24,  -5,10, 20.0, ⑧⑩, 7, 6,Ｆレイトライザｰ, 71,菱田裕, 0.6, 76,  -1,* 13,11,169.2,⑫⑫⑫, 7,11,Ｈテｰオｰケンジャ, 79,藤岡康, 0.7, 75,   4,  16,16,139.9, ⑦⑧
 8,11,Ｆシゲルイヨ, 48,小牧太, 3.3, 42,*  2, -31, 6, 12.4,③③④, 8, 2, ケレス,---,菱田裕, 1.1, 43, -21,  -8, 1,  3.4, ⑥⑦, 8, 3,Ｈミッキｰサクセス, 69,和田竜, 0.9, 68,*  5,  -9, 9, 28.5,②③③, 8, 6,Ｃベストクルｰズ, 80,菱田裕, 0.8, 76,   3,  16,10, 55.1, ⑨⑨
 9, 7,Ｍアサケスピカ, 27,国分恭, 3.6, 40,  -1, -28,12,166.7,⑦⑧⑨, 9, 9, シゲルヤシュウ,---,国分優, 1.3, 39, -17, -15, 8, 18.8, ⑤⑤, 9, 7,Ｉアドマイヤアロング, 69,国分優, 0.9, 69,*  5,  -9,10, 57.3,③④⑤, 9, 4,Ｋプリンセスジャック, 78,川島信, 0.8, 77,  -3,* 26, 5, 11.6, ⑭⑬
10, 4,Ｋフェアリｰスマイル, 37,畑端省, 3.6, 42,  -5, -20,13,234.7,⑬⑬⑬,10,12, ストレイトウェザｰ,---,国分恭, 1.8, 34, -25, -14, 7, 13.5, ⑩⑨,10,10,Ｋウインクルキラリ, 64,武幸四, 1.0, 68,*  5, -11, 6, 12.8,④⑤④,10, 1,Ｄマイネマオ, 80,中井裕, 0.9, 73,   6,   7,11, 66.3, ④④
11, 1,Ｄグレイトハスラｰ, 63,高倉稜, 3.8, 38,  -1, -31, 3,  6.3,④⑥⑧,11,11, アキノラブカラｰ,---,高倉稜, 2.2, 29, -27, -16,12, 63.2, ⑪⑪,11,11,Ｌメイショウデビッド, 64,藤懸貴, 1.4, 63,   1,  -8,12,292.1,⑧⑧⑪,11,10,Ｇトｰホウストロング, 79,松山弘, 0.9, 74,  -1,  19, 9, 40.5, ⑫⑫
12, 2,Ｊランズデｰル, 42,菱田裕, 3.8, 39,  -4, -26, 9, 30.4,⑧⑪⑫,12, 3, メイショウクロｰバ,---,武幸四, 2.6, 26, -36, -14, 4,  7.6, ⑫⑫,12, 4,Ｊダイシンブラック, 66,池添謙, 2.1, 56,*  7, -30, 7, 18.9,⑦②②,12,16,Ａバッドボｰイ, 81,国分恭, 0.9, 73,   2,  14, 4,  9.8, ⑩⑩
13,13,Ｃワｰドイズボンド, 65,松田大, 4.3, 36,*  2, -41, 4,  8.6,①①③,,,,,,,,,,,,,,,,,,,,,,,,,13,14,Ｏサカジロロイヤル, 74,国分優, 1.0, 72,   5,   7,12, 85.9, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｆタマモマｰブル, 79,水口優, 1.2, 71,  -3,  19, 8, 29.0, ⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｉオｰルアズワン, 79,松田大, 1.4, 69,  -5,  20,13, 96.1, ⑯⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｊキョウエイバサラ, 79,岡田祥, 2.3, 58,  -5,   5,15,108.6, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,
"単勝:890円 複勝:03=240円 10=720円 12=120円 枠連:5,800円",,,,,,,,,,,,"単勝:1,030円 複勝:07=290円 10=210円 04=360円 枠連:1,810円",,,,,,,,,,,,"単勝:1,190円 複勝:09=330円 12=240円 08=320円 枠連:1,840円",,,,,,,,,,,,"単勝:520円 複勝:05=240円 02=600円 09=1,730円 枠連:3,240円",,,,,,,,,,,
"馬連:17,190円 ワイド:03-10=3,550円 03-12=630円 10-12=1,380円",,,,,,,,,,,,"馬連:3,190円 ワイド:07-10=1,290円 04-07=1,220円 04-10=1,270円",,,,,,,,,,,,"馬連:3,400円 ワイド:09-12=1,030円 08-09=1,330円 08-12=980円",,,,,,,,,,,,"馬連:3,750円 ワイド:02-05=1,350円 05-09=5,310円 02-09=12,120円",,,,,,,,,,,
"馬単:28,230円 3連複:10,310円 3連単:76,690円",,,,,,,,,,,,"馬単:8,900円 3連複:12,390円 3連単:76,920円",,,,,,,,,,,,"馬単:7,070円 3連複:9,790円 3連単:68,610円",,,,,,,,,,,,"馬単:7,440円 3連複:90,320円 3連単:389,090円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,円山特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅメイショウコルノ, 48,武幸四,, 63,*  2,  -9, 3,  6.8, ②②, 1, 4,Ｂタガノギャラクシｰ, 76,小牧太,, 77,*  9,*  3, 2,  2.7,①①①, 1, 4,Ｋマルヴァｰンヒルズ, 76,小牧太,, 77,* 10,   5, 1,  4.5, ④④, 1,11,Ｃセイラ, 75,藤田伸,, 75,  -3,* 17, 5, 11.5, ⑭⑭
 2,10,Ｄダンスｰルクレｰル, 50,北村友, 0.0, 63,*  4, -11, 2,  5.1, ①①, 2, 1,Ａラフィングインメイ, 78,和田竜, 0.2, 77,*  9,*  3, 1,  2.2,②②②, 2, 2,Ａミッキｰホワイト, 80,北村友, 0.1, 76,   6,   9, 5,  9.5, ⑨⑨, 2,16,Ｍヒシアメジスト, 61,岩崎翼, 0.1, 72,*  5,   5,10, 27.1, ②②
 3, 4,Ｃディルガ, 51,松山弘, 0.1, 61,   1,* -8, 1,  1.9, ⑤⑤, 3, 7,Ｆトゥヴァビエン, 69,高田潤, 1.3, 69,   6,  -2, 5, 11.8,⑧⑦⑥, 3,16,Ｃカリスマサンスカイ, 80,国分優, 0.1, 76,   3,* 11, 3,  6.6, ⑭⑭, 3,13,Ｈセトノミッシｰ, 68,酒井学, 0.2, 73,*  5,   6, 9, 22.3, ③③
 4, 3,Ｂビタミンエｰス, 52,太宰啓, 0.3, 58,  -2,* -6, 5,  9.9, ⑧⑧, 4, 6,Ｃラガｰライオン, 75,熊沢重, 1.7, 71,   8,  -8, 3,  6.4,④⑤③, 4, 5,Ｄエｰシンレンジャｰ, 79,秋山真, 0.2, 75,   7,   6, 2,  4.6, ⑦⑦, 4, 1,Ｄライオンズバイツ, 75,秋山真, 0.3, 71,   0,* 11, 3,  5.9, ⑨⑩
 5, 2,Ａクリノカンパニｰ, 54,川島信, 0.4, 57,   1, -12, 6, 14.3, ③④, 5, 2,Ｉメイショウビリｰヴ, 52,松山弘, 1.8, 65,   8,  -9, 8, 92.1,③③④, 5, 3,Ｉミラクルルｰマｰ, 77,藤岡康, 0.3, 74,   7,   5, 7, 11.8, ⑥⑥, 5,12,Ｅシゲルケンシン, 70,川須栄, 0.7, 69,  -1,   8, 8, 20.6, ⑫⑫
 6, 8,Ｆニホンピロディｰル, 47,酒井学, 0.4, 58,   0, -10, 4,  8.3, ⑦⑥, 6, 3,Ｅコｰディリア, 71,国分優, 1.9, 64,   7,  -9, 6, 19.9,⑤④⑤, 6,12,Ｎガクニホシ, 74,池添謙, 0.4, 74,   5,   7,15,105.9, ⑪⑪, 6, 5,Ｌナリタマクリス, 63,菱田裕, 0.9, 68,   1,   5,16,266.3, ⑩⑧
 7, 7,Ｈジョｰエクスカリバ, 42,小牧太, 0.9, 52,  -3, -14, 7, 16.3, ⑪⑨, 7, 8,Ｄゴｰイングベル, 72,岩崎翼, 2.0, 64,   6,  -8, 4, 10.0,⑨⑧⑦, 7,10,Ｅミリアグラシア, 78,松田大, 0.4, 73,   9,   3, 4,  9.1, ⑤⑤, 7, 2,Ｊスマｰトマｰズ, 67,北村友, 0.9, 67,  -4,  10,13, 59.6, ⑮⑮
 8, 1,Ｉタガノロマリア, 40,鮫島良, 1.3, 48,   0, -22, 9,206.3, ⑥⑦, 8, 5,Ｇテイエムシシｰポス, 60,田村太, 3.2, 56,   4, -15, 9,119.0,⑦⑨⑨, 8,11,Ｆワンダｰフォルテ, 78,川須栄, 0.4, 74,* 11,   1, 9, 21.0, ②②, 8, 7,Ｇオオミカミ, 68,藤岡康, 0.9, 67,  -1,   7, 7, 17.6, ⑪⑪
 9, 5,Ｇコウエイダイオウ, 44,藤岡康, 1.6, 42,   1, -31, 8, 52.2, ④③, 9, 9,Ｈガリュウ, 59,難波剛, 3.3, 55,   6, -20, 7, 81.6,⑥⑥⑧, 9, 7,Ｂゴッドツェッペリン, 80,国分恭, 0.4, 73,   3,   9, 8, 13.8, ⑬⑬, 9,14,Ｉヴィジャイ, 68,池添謙, 0.9, 66,   2,   2, 4,  8.2, ⑥⑥
10, 9,Ｋティエスリｰナ, 20,中井裕, 1.9, 42,  -3, -26,10,238.2, ⑨⑩,,,,,,,,,,,,,10, 6,Ｇサンレｰン, 78,森一馬, 0.4, 74,   9,   3, 6, 10.1, ③③,10,15,Ｆアテンファｰスト, 69,太宰啓, 0.9, 68,   1,   4,12, 49.8, ⑧⑨
11,11,Ｊジョウショｰバジル, 38,国分恭, 2.3, 36,  -3, -32,11,394.1, ⑩⑪,,,,,,,,,,,,,11,13,Ｐシゲルオウシザ, 67,太宰啓, 0.4, 74,  -5,* 16,16,177.7, ⑯⑯,11, 3,Ａコズミックショア, 78,松山弘, 1.2, 63,   2,  -1, 2,  4.4, ④④
,,,,,,,,,,,,,,,,,,,,,,,,12, 9,Ｊアテｰナｰズブレス, 77,酒井学, 0.5, 73,   6,   5,13, 37.5, ⑩⑩,12, 4,Ｂハヤブサ, 78,国分恭, 1.2, 64,   2,   1, 1,  3.4, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,13,14,Ｈアフリカンハンタｰ, 78,菱田裕, 0.9, 69,  -3,  10,10, 31.2, ⑮⑮,13, 6,Ｐアイアンブロｰ, 55,小坂忠, 1.4, 66,  -2,   4,15,222.0, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｍミヤジシェンロン, 75,和田竜, 1.1, 68,   8,  -2,12, 34.3, ⑧⑧,14,10,Ｎトｰコｰレガｰロ, 61,松田大, 1.5, 61,   3,  -4,11, 42.1, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｌキンシザイル, 75,高倉稜, 1.2, 66,   3,   2,11, 31.8, ⑫⑫,15, 9,Ｋアドマイヤスパｰズ, 65,小牧太, 2.0, 57,*  5, -11, 6, 11.6, ①①
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｏドリｰムハヤテ, 72,松山弘, 1.7, 61,* 12, -12,14, 51.9, ①①,16, 8,Ｏヴェルｰテ, 61,藤懸貴, 2.1, 59,  -3,   1,14, 99.0, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,
"単勝:680円 複勝:06=150円 10=130円 04=110円 枠連:1,230円",,,,,,,,,,,,単勝:270円 複勝:04=120円 01=110円 07=190円 枠連:280円,,,,,,,,,,,,"単勝:450円 複勝:04=180円 02=350円 16=250円 枠連:1,140円",,,,,,,,,,,,"単勝:1,150円 複勝:11=450円 16=950円 13=660円 枠連:4,960円",,,,,,,,,,,
"馬連:1,560円 ワイド:06-10=440円 04-06=230円 04-10=210円",,,,,,,,,,,,馬連:270円 ワイド:01-04=160円 04-07=400円 01-07=270円,,,,,,,,,,,,"馬連:2,870円 ワイド:02-04=1,170円 04-16=800円 02-16=1,260円",,,,,,,,,,,,"馬連:20,550円 ワイド:11-16=6,500円 11-13=3,490円 13-16=5,250円",,,,,,,,,,,
"馬単:3,690円 3連複:800円 3連単:8,700円",,,,,,,,,,,,"馬単:590円 3連複:570円 3連単:2,690円",,,,,,,,,,,,"馬単:5,140円 3連複:6,860円 3連単:36,350円",,,,,,,,,,,,"馬単:42,240円 3連複:99,900円 3連単:681,120円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
