13年 7月13日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 7月13日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝3000m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 5,Ｍソリｰソアンジェロ, 51,岡田祥, 2.6, 55,   3, -14,14,107.8,⑥⑦⑧, 9, 8, エｰシンダックマン,,西谷誠,209.4,,,, 3,  3.9,①⑥⑦, 9, 6,Ｃオレハメジャｰ, 74,岩崎翼, 1.7, 62,   4,  -4, 8, 31.2, ⑫⑫, 9, 4,Ｌミッキｰマｰチ, 74,太宰啓, 2.1, 73,*  9,  -4, 8, 18.5,⑦④⑥
10, 7,Ｄバジンガ, 65,川田将, 2.8, 54,   5, -20, 2,  3.3,⑤⑤⑤,10, 7, ピエナオリオン,,平沢健,210.5,,,,10,114.8,⑩⑩⑩,10,10,Ｍスズカヘリオス, 61,鮫島良, 1.7, 62,   2,  -1,15,415.4, ⑬⑬,10, 1,Ｍカノン, 74,岩崎翼, 2.4, 69,* 10,  -6, 7, 17.5,②⑤④
11, 2,Ｂモズマッテタワ, 66,浜中俊, 3.0, 51,*  6, -23, 3,  5.5,②②②,,,,,,,,,,,,,11, 2,Ａニザエモン, 77,和田竜, 1.8, 65,  11, -11, 3,  7.9, ②②,11,10,Ｎメイショウボヌス, 71,武幸四, 2.4, 76,   6,   1,13,175.8,⑭⑬⑫
12, 1,Ｅメイショウムシャ, 63,太宰啓, 3.0, 54,   5, -22, 5, 10.0,④④④,,,,,,,,,,,,,12, 8,Ｇジョウノバッカス, 68,国分優, 1.8, 60,   0,  -1,14,329.7, ⑮⑭,12, 9,Ｇマイネルハルカゼ, 80,幸英明, 2.5, 70,   8,  -3, 3,  6.9,⑪⑪⑩
13, 3,Ｈゴｰソッキュｰ, 60,幸英明, 4.0, 50,  -9,  -2, 7, 26.2,⑮⑮⑭,,,,,,,,,,,,,13,13,Ｏクィｰンジラソｰレ, 44,藤懸貴, 2.1, 57,  -3,  -1,16,492.7, ⑯⑯,13, 5,Ｋカリスマサンタイム, 76,高倉稜, 2.7, 68,   2,   6,11, 70.0,⑮⑯⑯
14, 6,Ｏゼンノアロウ, 36,熊沢重, 7.0, 35,  -5, -36,12, 81.8,⑩⑭⑮,,,,,,,,,,,,,14, 7,Ｆクリスワｰルド, 70,森一馬, 2.6, 56,  11, -19,12,133.7, ④⑥,14, 6,Ｏメイショウシェイク, 70,酒井学, 2.9, 67,   6,  -4,15,203.5,⑩⑫⑬
15, 8,Ｎヴェリｰウェル, 48,国分優, 8.2, 26,   0, -57,15,260.1,⑧⑪⑫,,,,,,,,,,,,,15,16,Ｌキクノブレイン, 64,太宰啓, 3.0, 54,  11, -22, 6, 18.0, ⑤⑤,15, 3,Ｊロケットダイヴ, 78,高田潤, 3.4, 63,   7, -10,12,165.4,⑥⑨⑪
,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｎセルリアンスバル, 54,酒井学, 3.4, 50,  12, -26, 9, 32.6, ③④,16,11,Ｐエｰシンセントラル, 66,岡田祥, 5.2, 51,   5, -22,16,510.5,⑬⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-4),,,,,,,,,,,
"単勝:300円 複勝:04=170円 14=630円 10=800円 枠連:3,020円",,,,,,,,,,,,単勝:300円 複勝:06=150円 10=150円 02=180円 枠連:450円,,,,,,,,,,,,"単勝:3,040円 複勝:11=510円 15=200円 12=120円 枠連:390円",,,,,,,,,,,,単勝:230円 複勝:07=140円 14=220円 15=250円 枠連:820円,,,,,,,,,,,
"馬連:3,130円 ワイド:04-14=1,260円 04-10=2,100円 10-14=6,120円",,,,,,,,,,,,馬連:710円 ワイド:06-10=360円 02-06=570円 02-10=460円,,,,,,,,,,,,"馬連:5,920円 ワイド:11-15=1,790円 11-12=650円 12-15=310円",,,,,,,,,,,,"馬連:1,020円 ワイド:07-14=430円 07-15=490円 14-15=940円",,,,,,,,,,,
"馬単:5,110円 3連複:30,830円 3連単:100,120円",,,,,,,,,,,,"馬単:1,230円 3連複:1,430円 3連単:5,830円",,,,,,,,,,,,"馬単:15,800円 3連複:4,200円 3連単:45,980円",,,,,,,,,,,,"馬単:1,530円 3連複:2,480円 3連単:10,830円",,,,,,,,,,,
■ 2R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■11R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,関ｹ原ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｃアンジュエ, 61,川田将,, 67,  12,   7, 2,  3.6,⑨④⑥, 1,14, ラブリｰプラネット,---,福永祐,, 51, -28,*  7, 1,  2.4, ⑧⑨, 1, 8,Ｂマコトブリジャｰル, 75,川田将,, 69,*-13,  12, 2,  6.7,①②①, 1, 7,Ａニュｰダイナスティ, 86,浜中俊,, 83,   2,* 13, 3,  4.6,⑧⑦⑦
 2, 4,Ｇメイショウホノボノ, 53,武幸四, 0.1, 65,  12,   5, 5, 17.5,⑤⑥⑤, 2, 1, ホｰプタウン,---,幸英明, 0.3, 46, -24,  -1, 5,  8.5, ⑤④, 2, 3,Ｃコメットシｰカｰ, 75,福永祐, 0.2, 70, -16,* 16, 1,  1.7,⑨⑨⑧, 2,10,Ｄメイショウナルト, 82,幸英明, 0.1, 83,   4,   9, 2,  3.9,④④⑥
 3,10,Ａオルゲイユ, 65,中井裕, 0.3, 65,  12,   6, 3,  5.1,⑧⑦⑦, 3, 2, クｰファナイン,---,和田竜, 0.6, 41,*-20,  -9, 3,  7.9, ①①, 3, 6,Ｅランフォｰジン, 74,和田竜, 0.2, 70, -14,  13, 4,  9.5,⑦⑤⑤, 3,13,Ｃジェントルマン, 83,福永祐, 0.4, 79,   2,   9, 1,  2.5,⑨⑨⑧
 4,15,Ｂシゲルコウマザ, 61,藤懸貴, 0.5, 62,   7,* 10, 8, 27.3,⑬⑬⑬, 4,12, エンジェルミディ,---,池添謙, 0.7, 41, -28,  -2, 2,  4.3, ⑩⑩, 4, 7,Ｈラスカルスピｰド, 70,藤岡康, 0.3, 66,*-13,  10, 6, 15.5,②③③, 4,16,Ｂマイネオｰチャｰド, 84,柴田大, 0.4, 79,   3,   6, 4,  6.7,⑥⑥⑤
 5, 5,Ｈインプレショニスト, 52,鮫島良, 0.5, 63,   6,* 11, 1,  3.5,⑫⑭⑭, 5, 6, タウトナ,---,酒井学, 0.9, 36,*-21, -11, 9, 33.5, ③③, 5, 5,Ｇナリタポセイドン, 72,高倉稜, 0.3, 70, -17,* 17, 7, 21.6,⑫⑫⑫, 5,12,Ｍロｰドエアフォｰス, 75,川田将, 0.5, 74,*  6,  -3, 7, 28.2,①①①
 6,13,Ｊシンクスマイル, 49,池添謙, 0.5, 61,* 14,  -4, 4,  5.1,③③③, 6, 7, アルｰリングアイズ,---,藤岡康, 0.9, 39, -24,  -6, 6, 11.0, ⑥⑤, 6, 2,Ａジャングルパサｰ, 78,藤懸貴, 0.3, 68, -16,* 14, 3,  7.5,⑥⑧⑥, 6, 5,Ｅホッコｰガンバ, 81,和田竜, 1.0, 69,*  5,  -7, 6, 21.9,③③③
 7, 3,Ｉヒシダイヤ, 50,福永祐, 0.7, 58,* 15,  -8,10, 30.0,②②②, 7, 3, ファｰマフレア,---,中井裕, 1.0, 38, -27,  -5,14,207.9, ⑦⑧, 7, 1,Ｆウインサｰガ, 72,浜中俊, 0.6, 63, -14,   7, 5, 14.1,③④④, 7,11,Ｋアイウォントユｰ, 77,国分優, 1.0, 80,  -5,* 14, 9, 58.9,⑯⑯⑯
 8, 1,Ｆファンタジｰデイ, 58,太宰啓, 1.3, 52,* 14, -14, 9, 29.0,④⑤④, 8,10, カシノステイタス,---,高倉稜, 1.2, 34, -25, -11,12,198.6, ④⑥, 8, 4,Ｊノヴェッロ, 65,森一馬, 0.6, 64, -16,  10,12,353.6,⑤⑦⑦, 8,18,Ｏトモロポケット, 74,熊沢重, 1.0, 68,*  5,  -8,17,376.2,②②②
 9,14,Ｌブラボｰデジタル, 44,幸英明, 1.4, 53,   8,  -5,14,219.1,⑪⑫⑫, 9,11, ナムラユキヒメ,---,国分優, 1.5, 31, -30, -10, 7, 28.3, ⑫⑪, 9, 9,Ｉナリタウィッシュ, 68,酒井学, 0.9, 64, -17,  10, 9, 37.4,⑩⑪⑪, 9, 9,Ｇマナクｰラ, 80,藤岡康, 1.1, 73,  -1,   6, 8, 52.6,⑬⑫⑫
10,11,Ｅエスパシオ, 59,岩崎翼, 1.5, 49,  10, -11,15,338.6,⑩⑪⑧,10, 9, ニシノチャステティ,---,浜中俊, 2.0, 26, -44,  -4,10, 38.1, ⑭⑭,10,11,Ｄサンライズバｰド, 74,岩崎翼, 1.1, 53,*-13,  -4, 8, 23.1,④①②,10, 3,Ｆマイネジャンヌ, 81,中井裕, 1.1, 69,   3,  -6, 5, 15.4,⑤⑤④
11, 2,Ｄシャッセロｰル, 59,柴田大, 1.6, 50,* 17, -22, 6, 20.0,①①①,11, 5, シゲルトカチ,---,藤懸貴, 2.4, 20, -44,  -9,11, 86.9, ⑬⑬,11,10,Ｌエｰシンショｰモン, 59,幸英明, 1.3, 57, -16,   1,10, 57.4,⑪⑩⑩,11,17,Ｈトｰホウストロング, 79,鮫島良, 1.1, 73,  -1,   6,10, 67.3,⑫⑬⑬
12, 6,Ｎタガノアムｰル, 42,和田竜, 1.6, 49,   9, -12,12, 79.1,⑥⑧⑨,12,13, エドノチャｰム,---,岩崎翼, 2.5, 16, -27, -25,13,206.1, ⑪⑦,12,12,Ｋスプリングシャトル, 64,太宰啓, 1.5, 52, -15,  -4,11,127.7,⑧⑥⑨,12,15,Ｊザサンデｰフサイチ, 77,高倉稜, 1.2, 71,  -1,   1,14,190.2,⑪⑪⑪
13, 8,Ｋパｰプルルビｰ, 46,酒井学, 2.0, 44,   8, -15,13,151.0,⑦⑨⑩,13, 8, テイエムスイテン,---,太宰啓, 2.8, 12, -29, -29, 8, 32.9, ⑨⑫,,,,,,,,,,,,,13,14,Ｒマイネルガヴロシュ, 69,酒井学, 1.3, 73,  -2,   6,15,227.5,⑭⑭⑭
14, 9, アマルコルド,---,藤岡康, 2.4, 40,  10, -22, 7, 23.5,⑭⑩⑪,14, 4, キルフェボン,---,川田将, 3.1,  9,*-22, -39, 4,  8.4, ②②,,,,,,,,,,,,,14, 1,Ｐハッピｰパレｰド, 70,小牧太, 2.0, 65,  -5,   0,11,163.3,⑮⑮⑮
15,12,Ｍクチュリエｰル, 43,小牧太, 2.5, 40,   0,  -6,11, 74.3,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｌニジブルｰム, 76,岡田祥, 2.0, 68,  -8,   7,16,264.1,⑱⑱⑱
16, 7,Ｏビコｰズ, 36,国分優, 4.7, 18,   4, -45,16,654.4,⑮⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｎシルクランスロット, 75,池添謙, 2.3, 57,   0, -16,13,174.3,⑩⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｉシェｰンヴァルト, 78,太宰啓, 2.7, 58,  -6,  -5,12,173.8,⑰⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 4,Ｑブルｰスタｰキング, 70,藤懸貴, 3.1, 49,   1, -27,18,493.6,⑦⑧⑨
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,
"単勝:360円 複勝:16=140円 04=470円 10=170円 枠連:1,980円",,,,,,,,,,,,単勝:240円 複勝:14=130円 01=210円 02=220円 枠連:820円,,,,,,,,,,,,単勝:670円 複勝:08=170円 03=110円 06=170円 枠連:370円,,,,,,,,,,,,"単勝:460円 複勝:07=150円 10=150円 13=110円 枠連:1,050円",,,,,,,,,,,
"馬連:3,910円 ワイド:04-16=1,340円 10-16=300円 04-10=1,470円",,,,,,,,,,,,"馬連:1,020円 ワイド:01-14=470円 02-14=540円 01-02=700円",,,,,,,,,,,,馬連:540円 ワイド:03-08=280円 06-08=670円 03-06=290円,,,,,,,,,,,,"馬連:1,280円 ワイド:07-10=420円 07-13=240円 10-13=230円",,,,,,,,,,,
"馬単:5,960円 3連複:5,130円 3連単:30,630円",,,,,,,,,,,,"馬単:1,770円 3連複:2,770円 3連単:10,780円",,,,,,,,,,,,"馬単:1,880円 3連複:1,350円 3連単:10,030円",,,,,,,,,,,,"馬単:2,530円 3連複:810円 3連単:6,030円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 6R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 9R  芝1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,志摩特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｄエｰシンヘディング, 65,小牧太,, 69,   6,*  5, 5, 11.5,⑨⑩⑦, 1, 9,Ｃタイセイボルト, 63,国分優,, 69,* 16,*-26, 4, 11.9,③③②, 1,13,Ａマイネボヌｰル, 78,柴田大,, 82,   0,* 14, 3,  6.4, ⑦⑦, 1,15,Ｃエｰシンマイェスタ, 70,高倉稜,, 75,  14,*  0, 6, 10.8, ⑪⑫
 2, 7,Ｆゴｰイングベル, 62,岩崎翼, 0.4, 66,   5,*  2, 6, 15.3,⑩⑪⑩, 2, 4,Ｄエｰシンヴィガｰ, 63,藤岡康, 0.2, 66,  13,*-21, 1,  1.8,⑦⑥⑨, 2,14,Ｆニシノモンクス, 70,中井裕, 0.3, 77,   1,   8, 7, 15.3, ⑧⑧, 2,18,Ｅナオミノユメ, 69,浜中俊, 0.0, 75,  12,*  4, 4,  8.0, ⑭⑭
 3, 1,Ａメイショウソラｰレ, 68,藤岡康, 0.5, 65,   7,  -3, 3,  9.7,⑦⑦⑥, 3, 2,Ｊジェットソング, 49,福永祐, 0.3, 66,* 15,*-26, 3,  7.3,④④④, 3,12,Ｄイントゥザストｰム, 72,太宰啓, 0.5, 75,   3,   5,10, 37.4, ⑤⑤, 3,13,Ｄゼウス, 69,川田将, 0.1, 75,* 18,  -6, 2,  4.6, ③⑤
 4,13,Ｉコマノアｰティスト, 59,酒井学, 0.5, 65,*  9,  -6, 9, 20.7,⑤④④, 4,12,Ｋテイコフトウショウ, 47,酒井学, 0.4, 64,* 16, -32,12,272.6,②②①, 4,10,Ｉニｰレンベルギア, 67,酒井学, 0.5, 76,  -2,* 11, 9, 36.1, ⑫⑫, 4, 4,Ａルナフォンタｰナ, 73,幸英明, 0.2, 75,* 19, -10, 1,  3.2, ②②
 5, 6,Ｊマヤノチャクリ, 59,藤懸貴, 1.3, 62,   1,*  3,12,120.3,⑮⑯⑭, 5,10,Ｅカツラノジュピタｰ, 59,水口優, 1.1, 60,  14, -32,10,120.2,⑩⑩⑧, 5,16,Ｅメモリｰシャルマン, 71,幸英明, 0.6, 73,  -2,   7, 8, 17.6, ⑨⑩, 5, 9,Ｋドリｰムマｰクス, 64,小牧太, 0.3, 71,  13,  -2, 5,  9.3, ⑬⑬
 6, 2,Ｃマンハッタンケイ, 66,国分優, 1.5, 59,   8, -12, 4, 11.4,④⑤⑤, 6, 8,Ｂオｰスミアイビス, 64,中井裕, 1.1, 60,  13, -32, 5, 17.0,⑨⑨⑦, 6, 9,Ｌダノンルｰジュ, 66,福永祐, 0.6, 72,   1,   4, 1,  3.5, ⑥⑥, 5,10,Ｂグレイスフルデイズ, 70,酒井学, 0.3, 71,  14,  -3, 3,  6.6, ⑩⑩
 7, 9,Ｇゴッドマウンテン, 61,福永祐, 1.8, 56,   5, -10, 2,  4.1,⑪⑫⑫, 7,11,Ａブランドオン, 64,川田将, 1.4, 58,* 15, -41, 2,  3.6,⑤⑤⑤, 7, 5,Ｐレッドムｰヴ, 61,藤岡康, 0.7, 72,  -1,   7,11, 46.9, ⑪⑪, 7, 6,Ｈライブリシュネル, 66,中井裕, 0.6, 66,   6,*  3,13, 54.5, ⑰⑱
 8, 4,Ｈグリコｰゲン, 60,浜中俊, 1.8, 57,* 10, -18, 7, 16.0,③③③, 8, 5,Ｆエｰブドラゴンマン, 58,幸英明, 2.2, 54,* 15, -52, 7, 26.2,⑫⑧⑥, 8,17,Ｂチキウミサキ, 76,小坂忠, 0.7, 75,  -5,* 12, 4,  8.7, ⑯⑰, 8,11,Ｉタイザンホクト, 65,福永祐, 0.6, 68,  16, -11, 7, 17.2, ⑤④
 9,16,Ｅナリタエックス, 64,中井裕, 2.1, 57,* 10, -20, 8, 17.5,①①①, 9, 6,Ｈミラクレスト, 55,太宰啓, 3.3, 48,  12, -59, 6, 21.8,⑥⑦⑩, 9,11,Ｊオメガセニョリｰナ, 66,池添謙, 0.8, 69,   2,  -1, 5, 11.6, ④④, 9,16,Ｊグレイングロｰス, 65,池添謙, 0.6, 69,* 18, -13, 8, 19.5, ④⑥
10,14,Ｂライドンシャフト, 66,川田将, 2.2, 54,   7, -17, 1,  2.3,⑬⑧⑨,10, 3, タツインパクト,---,森一馬, 3.3, 47,   3, -32, 9, 62.7,⑪⑫⑫,10,18,Ｏチｰズマヨ, 61,和田竜, 0.9, 72,  -4,   7,13, 74.8, ⑬⑮,10, 8,Ｆタカノヒｰロｰ, 67,鮫島良, 0.9, 63,   9,  -5,11, 40.9, ⑯⑯
11,10,Ｌアスカノトゥｰレ, 58,熊沢重, 2.2, 60,   4, -12,14,184.3,⑭⑬⑬,11, 7,Ｉイキイキシンサク, 52,岡田祥, 3.6, 47,   7, -51,11,242.5,⑧⑪⑪,11, 4,Ｋミラクルラヴィ, 66,鮫島良, 0.9, 70,  -4,   7,12, 52.4, ⑮⑭,11, 7,Ｍハナズインパルス, 61,国分優, 1.0, 65,* 18, -18, 9, 39.1, ⑥③
12,15,Ｏメタリックゴｰルド, 50,水口優, 2.6, 52,   6, -19,16,402.6,⑧⑨⑪,12, 1,Ｇマッシヴビクトリｰ, 55,熊沢重, 3.6, 48,* 15, -72, 8, 41.7,①①③,12, 7,Ｃダンツカナリｰ, 75,浜中俊, 1.0, 66,   2,  -3, 2,  3.6, ③③,12, 5,Ｐメイショウダビンチ, 58,森一馬, 1.3, 60,  14, -16,12, 44.5, ⑫⑧
13,11,Ｍコンパスロｰズ, 52,柴田大, 2.6, 51,   2, -10,15,233.1,⑯⑮⑮,,,,,,,,,,,,,13, 8,Ｒロマンスリップ, 59,小牧太, 1.0, 70,  -5,   8,14,103.3, ⑰⑯,13,14,Ｇマイネエビｰタ, 66,柴田大, 1.4, 60,  15, -20,10, 40.0, ⑦⑦
14,12,Ｋニシノヒメゴト, 58,和田竜, 3.0, 50,   8, -25,11,101.8,⑥⑥⑧,,,,,,,,,,,,,14, 2,Ｇディアプリンセス, 68,川田将, 1.4, 62,*  6, -12, 6, 12.8, ①①,14, 2,Ｎオリエンタルサン, 61,藤岡康, 1.5, 57,  10, -14,16,150.5, ⑮⑮
15, 8,Ｐメイショウフウタ, 46,太宰啓, 3.7, 48,   3, -21,13,143.3,⑫⑭⑯,,,,,,,,,,,,,15, 3,Ｑシゲルアケビ, 60,高倉稜, 1.8, 61,  -9,   2,15,211.4, ⑱⑱,15,17,Ｑプラネットスコア, 58,武幸四, 1.9, 53,  14, -24,15,136.9, ⑧⑪
16, 5,Ｎサンミッシェル, 52,幸英明, 4.4, 41,* 10, -40,10, 60.1,②②②,,,,,,,,,,,,,16, 1,Ｍアポロパレス, 63,田中健, 2.0, 55,  -2, -11,16,214.3, ⑩⑨,16, 3,Ｌディｰプジュジュ, 64,藤懸貴, 2.1, 49,   6, -16,14,116.8, ⑱⑰
,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｎビコｰワンダフル, 63,佐久間, 2.5, 51,  -5, -12,17,364.4, ⑭⑬,17, 1,Ｏカルナヴァレ, 60,太宰啓, 2.3, 51,* 20, -38,18,225.0, ①①
