13年10月 6日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月 6日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ静岡賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｃボンジュｰルキラリ, 51,三浦皇,, 57,* -3,*  9, 3,  5.0, ④③, 1, 3, トｰセンマイティ,---,横山典,, 53,* -2,  -8, 1,  3.3, ②②, 1, 8,Ａシンボリエンパイア, 75,後藤浩,, 74,*  0,* 15, 1,  1.8, ②②, 1, 1,Ｇカネトシイナｰシャ, 82,柴田善,, 82,  -1,* 21, 6, 10.0, ⑫⑪
 2, 2,Ｂレイヨンヴェｰル, 53,後藤浩, 0.4, 52,* -2,   4, 2,  4.7, ①①, 2, 8, スマｰトストリｰム,---,福永祐, 0.0, 53,  -3,  -7, 4,  7.6, ③③, 2,14,Ｂバルダメンテ, 72,浜中俊, 0.0, 75,*  0,  15, 4, 14.4, ①①, 2, 9,Ａオｰルドパサデナ, 89,横山典, 0.0, 80,   1,  18, 1,  3.4, ⑩⑧
 3, 1,Ｉエストゥペンド, 40,石橋脩, 1.1, 50,  -7,*  7,10, 43.7, ⑩⑩, 3, 6, ブリッツ,---,戸崎圭, 0.1, 53,  -7,* -3, 3,  5.9, ⑦⑦, 3,12,Ｃスリｰプレシャス, 71,山崎亮, 0.4, 73,  -3,* 16,12,143.4, ⑦⑧, 3, 5,Ｃインディｰズゲｰム, 83,田中勝, 0.1, 81,   1,  17, 3,  5.3, ⑤⑥
 4, 9,Ｄアルスタｰサイクル, 50,田中勝, 1.1, 47,  -5,   2, 4,  9.3, ⑥⑥, 4, 2, ソフィスティケイト,---,吉田豊, 0.2, 53,  -9,*  0,10, 36.2, ⑪⑫, 4,13,Ｄダンディｰレイ, 70,戸崎圭, 0.4, 72,* -1,  14, 2,  4.0, ④④, 4,11,Ｄタマブラックホｰル, 83,石橋脩, 0.3, 80,  -1,  18, 2,  4.2, ⑬⑫
 5, 4,Ｍフクノブリュｰナク, 37,松岡正, 1.2, 48,  -8,*  7, 9, 42.4, ⑪⑪, 5,13, キョウエイハピネス,---,松岡正, 0.3, 51,  -3, -10, 8, 18.0, ④④, 5, 6,Ｆチェリｰサタｰン, 69,北村宏, 0.7, 70,  -4,* 15, 8, 30.9, ⑨⑨, 5,13,Ｎレｰザｰバレット, 72,浜中俊, 0.6, 76,*  3,  10, 8, 25.8, ⑧③
 6, 6,Ｈオクリモノ, 45,大庭和, 1.4, 45,* -3,  -3,11, 43.9, ②②, 6,12, ハコダテノタカ,---,石橋脩, 0.6, 50,  -6,  -7, 7, 15.7, ⑩⑩, 6, 7,Ｍサクセスフルビッド, 62,福永祐, 1.0, 67,  -3,  10, 5, 14.8, ⑤⑤, 6, 6,Ｌプリンセスキナウ, 78,江田照, 0.6, 77,  -1,  15,13,143.8, ⑥⑩
 7,13,Ｅヨッヘイ, 50,大野拓, 1.6, 46,  -6,   1, 8, 32.2, ⑧⑨, 7, 5, ダイワリベラル,---,北村宏, 0.7, 48,  -5, -11, 2,  3.6, ⑥⑤, 7, 4,Ｇザショットアロｰ, 69,松岡正, 1.4, 64,  -4,   8, 6, 20.0, ⑧⑦, 7,10,Ｆアマノレインジャｰ, 82,松岡正, 0.8, 74,*  3,   8,10, 45.4, ②②
 8,12,Ａワイルドコットン, 58,戸崎圭, 1.6, 45,  -6,  -1, 1,  2.6, ⑨⑧, 8, 7, オメガグランディス,---,三浦皇, 0.9, 47,  -8,  -9, 6, 14.7, ⑫⑪, 8, 5,Ｋオペラフォンテン, 65,柴田大, 1.5, 62,* -1,   4,11,104.3, ③③, 8, 4,Ｅアンリヴィｰルド, 83,四位洋, 0.9, 74,*  2,   7, 4,  6.2, ①①
 9,10,Ｇガラパゴス, 46,浜中俊, 1.7, 44,  -4,  -4, 5, 11.4, ⑦⑤, 9,11, キネオスピリット,---,後藤浩, 1.0, 46,  -6, -12, 5, 13.0, ⑧⑧, 9,11,Ｉヤンキｰソヴリン, 67,石橋脩, 1.6, 64,  -6,  11, 7, 25.8, ⑭⑭, 9, 7,Ｈコウセイコタロウ, 80,戸崎圭, 1.1, 73,  -2,  12, 5,  9.4, ⑪⑬
10, 7,Ｊノックアバウト, 39,北村宏, 1.7, 44,  -5,  -2,14,107.5, ⑤⑦,10, 1, カワキタグロワｰル,---,柴田善, 1.2, 44,  -7, -12,11, 49.5, ⑨⑨,10, 1,Ｊバンクシｰ, 66,吉田豊, 2.1, 59,  -6,   5, 3,  8.8, ⑪⑪,10, 3,Ｏキョウエイバサラ, 71,吉田豊, 1.2, 71,   2,   6,14,146.6, ③④
