13年 2月24日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月24日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝3110m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊丹ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｈミノディエｰル, 46,浜中俊,, 57,* -6,*  5, 2,  4.8,④④④, 1,12, トウショウデザイア,,白浜雄,,,,, 1,  2.4,②②②, 1,10,Ｆロｰレルクラウド, 72,浜中俊,, 72,  -1,* 10, 2,  4.3,⑤⑦⑧, 1, 5,Ｆフレイムオブピｰス, 85,四位洋,, 92,  12,* 17, 2,  2.7,⑥⑦⑥
 2, 3,Ｃスイｰトリリック, 55,藤岡佑, 0.3, 56,  -7,   3, 7, 28.3,⑤⑤⑤, 2, 4, リキアイクロフネ,,横山義,211.5,,,, 2,  3.3,⑤④③, 2,13,Ａメイショウサリマン, 81,岩田康, 0.1, 69,   0,   6, 1,  3.1,⑩⑤④, 2, 3,Ｄエアハリファ, 86,福永祐, 0.1, 89,  13,  14, 1,  2.2,③④④
 3, 4,Ｉアウレオｰラ, 46,吉田豊, 0.3, 54,* -6,  -1, 5, 22.2,①①①, 3, 6, ジュヌドラゴン,,平沢健,211.6,,,, 6, 19.1,⑥③④, 3,14,Ｂトゥルｰフレンド, 76,国分恭, 0.2, 71,  -3,* 11, 3,  4.6,⑭⑭⑨, 3, 7,Ｋファイヤｰ, 79,太宰啓, 0.5, 87,  13,  11, 8, 46.5,⑧⑤⑤
 4, 1,Ａヤマニンサッチェル, 62,熊沢重, 0.4, 55,  -7,*  4, 4,  8.5,⑥⑥⑦, 4,10, シゲルキョクチョウ,,中村将,211.9,,,, 3,  6.8,①①①, 4, 6,Ｄルスナイスナイパｰ, 74,飯田祐, 0.3, 69,   0,   5, 5, 12.8,③⑥⑤, 4,11,Ａジョｰメテオ, 89,岩田康, 0.7, 84,  10,  14, 4,  8.5,⑨⑨⑨
 5, 6,Ｂスプリングデジレ, 62,国分優, 0.5, 53,* -6,   0, 1,  1.7,③③③, 5, 1, テイエムブユウデン,,林満明,213.1,,,, 7, 30.3,④⑤⑤, 5, 7,Ｃチキリリキオｰ, 75,国分優, 0.4, 69,  -2,*  8, 8, 31.6,⑮⑪⑦, 5, 9,Ｉヴィンテｰジイヤｰ, 79,田中勝, 1.0, 80,* 14,   4, 6, 30.3,②②②
 6,12,Ｄサフランパｰトナｰ, 53,長岡禎, 0.6, 53,  -8,   2, 6, 25.1,⑦⑦⑧, 6, 3, サｰストンムｰン,,蓑島靖,213.4,,,,11,157.8,③⑥⑥, 6, 9,Ｅマイネルボンド, 73,丹内祐, 0.4, 68,*  0,   2,11, 71.6,④③③, 6,10,Ｈヴァンヌｰヴォｰ, 81,武幸四, 1.0, 88,* 14,   5, 5, 14.2,④③③
 7,10,Ｆクロカミノオトメ, 51,秋山真, 1.0, 51,  -9,   1, 3,  7.0,⑩⑨⑨, 7,13, ロｰンウルフ,,山本康,214.3,,,, 4,  6.8,⑧⑦⑦, 7, 3,Ｊクラウドチェンバｰ, 68,大野拓, 0.6, 67,  -2,   6, 4,  5.9,⑨⑨⑩, 7, 1,Ｃバトｰドｰル, 88,浜中俊, 1.1, 82,  11,   9, 3,  7.4,⑩⑧⑧
 8, 5,Ｊマルサンムテキ, 46,国分恭, 1.1, 48,* -6,  -6, 8, 34.2,②②②, 8, 8, ドラゴンハンタｰ,,植野貴,214.6,,,, 9, 60.7,⑩⑧⑧, 8, 2,Ｇエｰシンハッブル, 70,秋山真, 0.6, 67,  -2,   6, 9, 31.6,⑦⑩⑫, 8, 6,Ｂアグネスアンカｰ, 89,秋山真, 1.1, 81,  12,   8, 9, 94.0,⑦⑥⑦
 9, 7,Ｇカシノレアネス, 49,大下智, 1.3, 51, -11,   3,11,162.7,⑪⑬⑬, 9,11, オンワｰドシェルタ,,黒岩悠,215.2,,,, 5, 13.9,⑨⑨⑨, 9,11,Ｌブライテストソｰド, 64,川田将, 1.4, 61,*  1,  -7, 6, 16.2,①②②, 9, 2,Ｅダイバクフ, 86,吉田豊, 1.2, 82,  10,  11,11,187.9,⑪⑪⑪
10,11,Ｌミサキノドリｰム, 41,大野拓, 1.6, 47, -11,  -1,12,165.3,⑫⑫⑪,10, 5, シゲルゴユウサン,,五十嵐,216.8,,,,12,168.3,⑫⑫⑪,10,12,Ｈステｰジナｰヴ, 70,武豊  , 1.4, 61,   0,  -4, 7, 21.4,②④⑥,10, 4,Ｊアッシュｰル, 79,国分恭, 2.4, 74,  10,   0,10,134.7,⑤⑩⑩
11, 9,Ｅスマｰトジュメイラ, 51,武幸四, 1.7, 50,  -8,  -7,10, 78.6,⑧⑧⑥,11, 2, ドリｰムマイスタｰ,,草野太,221.0,,,, 8, 38.7,⑦⑩⑩,11, 5,Ｍリバｰクリｰク, 62,熊沢重, 1.6, 61,  -4,   1,14,283.7,⑫⑬⑭,11, 8,Ｇグッドカレラ, 81,国分優, 3.6, 64,* 15, -19, 7, 34.2,①①①
