13年 1月 5日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 1月 5日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｇサンライズトｰク, 59,ビュイ,, 66,*  4,  -2, 4,  6.8, ⑤④, 1, 8,Ｂリｰゼントブルｰス, 79,松岡正,, 79,*  8,* 12, 2,  3.8,①①①, 1,13,Ｍタイキソレイユ, 60,藤岡佑,, 72,  -4,* 15,11, 32.0, ⑮⑬, 1,10,Ｆカイシュウコロンボ, 79,ルメｰ,, 83,   8,*  6, 3,  8.4, ⑨⑨
 2,14,Ｈサｰシスリｰフ, 58,幸英明, 0.0, 63,  -4,*  5,10, 42.5, ⑫⑨, 2,16,Ｌレッドグランザ, 67,上村洋, 0.1, 81,*  7,* 12, 4,  9.1,④③②, 2, 4,Ａカネトシイナｰシャ, 77,田中健, 0.0, 71,  -3,* 13, 4, 11.7, ⑫⑫, 2, 2,Ｃタイキパｰシヴァル, 80,藤岡佑, 0.1, 83,* 13,  -2, 1,  2.9, ①①
 3, 8,Ａロレｰヌクロス, 70,藤岡佑, 0.1, 64,   0,   0, 1,  2.9, ⑧⑦, 3,10,Ｇエアラｰテル, 74,福永祐, 0.8, 77,   4,* 13, 5, 12.8,⑪⑩⑨, 3,12,Ｅブランシェｰル, 72,藤懸貴, 0.0, 70,*  6,   1,13, 58.9, ①①, 3, 3,Ｅベストクルｰズ, 79,川田将, 0.2, 81,   6,*  8, 9, 30.4, ⑩⑩
 4, 1,Ｃシゲルホウオウザ, 62,福永祐, 0.3, 64,*  4,  -5, 7, 12.6, ③③, 4, 5,Ｉミルクディッパｰ, 72,岩田康, 0.9, 74,   6,   8, 7, 18.0,⑤⑤④, 4, 7,Ｇエｰシンバサラ, 70,川田将, 0.2, 69,*  4,   2, 5, 13.2, ②②, 4, 8,Ｄサカジロロイヤル, 79,国分優, 0.2, 82,  10,   1, 8, 22.8, ③④
 5,13,Ｌエｰシンイェｰガｰ, 51,岩田康, 0.4, 59,  -5,*  3, 5, 11.9, ⑬⑬, 5, 4,Ａオｰシャンドライブ, 79,川田将, 1.0, 76,   6,   7, 1,  2.7,③④⑤, 5,10,Ｂナリタキャッツアイ, 77,秋山真, 0.3, 68,   1,   6, 2,  3.7, ⑧⑦, 5,14,Ｊシルクウェッジ, 76,川須栄, 0.4, 79,  10,  -3,11, 43.8, ④③
 6,10,Ｂディｰプジュジュ, 69,太宰啓, 0.5, 64,*  5,  -8, 3,  6.6, ②②, 6, 9,Ｋブルｰタンザナイト, 70,幸英明, 1.1, 74,   4,  10, 8, 19.0,⑬⑪⑩, 6,15,Ｄスマｰトアｰサイト, 73,岩田康, 0.4, 68,  -5,* 12, 3,  9.1, ⑭⑭, 6,15,Ｌクレバｰサンデｰ, 76,武豊  , 0.4, 77,   3,*  8,10, 37.3, ⑭⑭
 7,11,Ｉタカノヒｰロｰ, 53,国分優, 0.6, 58,  -3,  -2, 8, 16.1, ⑩⑪, 7,14,Ｃサダルメリク, 77,菱田裕, 1.1, 74,*  7,   4, 6, 17.8,②②③, 7, 2,Ｆシンワウォッカ, 71,浜中俊, 0.5, 67,   3,   2, 8, 22.7, ⑤⑤, 7, 7,Ｉミッドナイトクロス, 78,ビュイ, 0.5, 77,   7,   2, 7, 15.4, ⑫⑫
 8, 9,Ｄメイショウラムダ, 61,花田大, 0.9, 57,   2,  -9, 9, 42.0, ⑥⑥, 8, 1,Ｆミッキｰクリスエス, 74,ルメｰ, 1.2, 73,   6,   7, 3,  7.1,⑦⑦⑦, 8, 5,Ｃウエスタンムサシ, 73,高倉稜, 0.6, 64,   2,   0, 1,  2.6, ③③, 8,13,Ｈトゥザサミット, 78,岩田康, 0.6, 75,   2,*  8, 5, 12.3, ⑮⑯
